# Covariance matrix <beta_j1 beta_j2>
1.140682159736842768e-33 3.436708887598085310e-28 3.608433051021658057e-27 2.836482578309129054e-27 4.956468873465375528e-28 7.647919312456920572e-27 -7.344219292138289884e-28 -2.608960185893064852e-27 4.261034871642281534e-27 -2.345192019817005527e-28
3.436708887598085310e-28 4.355387138367890795e-18 6.299679234647980232e-19 2.149815741075336095e-19 5.108103675368289204e-20 2.718164172382686926e-19 -7.558439906186200768e-20 -7.845905151624836572e-21 -7.247781273142516860e-20 -1.252590739110821275e-20
3.608433051021658057e-27 6.299679234647980232e-19 5.355730366785620991e-18 1.198327338514349333e-18 -2.162151063201871031e-19 -2.987657105325060834e-19 5.671011272709007635e-20 -5.596632218402668939e-20 -5.876496426744285804e-19 -2.229536020947713329e-20
2.836482578309129054e-27 2.149815741075336095e-19 1.198327338514349333e-18 6.519904191585048064e-18 7.630310941585199691e-19 -3.038968021931166265e-20 -1.847492537883814538e-19 9.846582419303371026e-20 -7.772232392536767951e-20 -4.315685671494535062e-19
4.956468873465375528e-28 5.108103675368289204e-20 -2.162151063201871031e-19 7.630310941585199691e-19 8.089945447401941606e-18 9.870522993200656016e-19 1.650314889640912120e-19 2.493141303883424015e-20 -1.651134973019024108e-19 -1.193134808309443791e-19
7.647919312456920572e-27 2.718164172382686926e-19 -2.987657105325060834e-19 -3.038968021931166265e-20 9.870522993200656016e-19 1.012879785027282796e-17 1.803581087609105073e-18 -4.433730955067539243e-19 2.202391972126652706e-19 4.450945754733485663e-19
-7.344219292138289884e-28 -7.558439906186200768e-20 5.671011272709007635e-20 -1.847492537883814538e-19 1.650314889640912120e-19 1.803581087609105073e-18 1.215264941013804634e-17 1.871741384705189942e-18 4.523215342906560075e-19 1.554565536053348166e-19
-2.608960185893064852e-27 -7.845905151624836572e-21 -5.596632218402668939e-20 9.846582419303371026e-20 2.493141303883424015e-20 -4.433730955067539243e-19 1.871741384705189942e-18 1.196848949326570903e-17 2.226043560809067747e-18 -4.856715355508216051e-20
4.261034871642281534e-27 -7.247781273142516860e-20 -5.876496426744285804e-19 -7.772232392536767951e-20 -1.651134973019024108e-19 2.202391972126652706e-19 4.523215342906560075e-19 2.226043560809067747e-18 1.461089886784938204e-17 2.151322721154943096e-18
-2.345192019817005527e-28 -1.252590739110821275e-20 -2.229536020947713329e-20 -4.315685671494535062e-19 -1.193134808309443791e-19 4.450945754733485663e-19 1.554565536053348166e-19 -4.856715355508216051e-20 2.151322721154943096e-18 4.298028475193059854e-18
