5.674927131857350108e-10 3.453876489700571627e-10 8.954026266159900110e-10 3.962048360135645747e-09 4.039570143127033617e-09 2.385237463973052069e-09 -1.183934463895995539e-09 -7.743053254017527786e-10
1.322767899243515690e-12 -1.065836964695439659e-10 1.683042904671512182e-10 1.586360971892682577e-09 -3.498298182350484960e-10 7.614306557422417864e-09 -5.421495079652593807e-10 1.934233667047848084e-09
5.125377378764442851e-10 1.224737117778744029e-09 1.685744480530397425e-09 2.983760037344289303e-09 5.584438044131412048e-09 8.295366827307217543e-09 3.341934354372136746e-09 -1.002120720101166930e-10
5.007656656415650489e-10 1.305911799314643274e-09 4.341484992385805487e-09 2.977044121710430463e-09 6.332170003390071179e-09 5.276753059463833506e-09 2.544910443058281887e-09 2.277598791114892497e-10
-1.404800855009190268e-10 -4.284641535034503994e-10 3.785883511795746122e-09 7.422544292617671959e-09 7.568630508714378675e-09 6.720719707841526869e-09 1.474153039685909615e-09 7.254248850819487929e-10
2.699972309749517327e-11 1.704068132936860752e-09 5.634583392605342859e-09 5.294742083309146401e-09 3.962030572151451767e-09 6.376556453420351981e-09 5.375762087387844750e-09 9.129889366559292023e-11
1.393690122622816055e-10 1.868054596977144081e-10 2.118092993497816719e-09 1.865781373054631017e-09 1.264157949295731803e-08 2.888778189583862420e-09 -4.734987056162961156e-09 5.994383778336631625e-10
4.174276931160975319e-11 6.671357793715929079e-10 1.011237512466727433e-09 4.127294566472123090e-09 -2.575510478198926815e-10 2.141755969076170253e-09 -2.215152485294872883e-09 -6.363992046959168981e-10
-3.353056360752163517e-10 -1.031218966594237548e-10 1.990621328684428201e-09 3.462715274126382662e-09 5.576375446535251773e-09 4.695100342235046062e-09 -2.148676953919382672e-09 -2.892332646459430750e-11
-4.418870840283738028e-11 -1.325989683141859296e-10 1.378039371081918343e-09 2.461906741237270069e-09 7.939779476753057826e-09 5.365991331185195058e-09 2.852008562643184669e-09 1.932314522423935111e-09
1.147748375156433286e-10 1.934311551934658604e-09 6.360247375993199302e-09 5.251843094072440365e-09 5.952797320399570435e-09 5.583170097787100674e-09 -1.230108006183464373e-09 4.134756790197903964e-10
4.043620046209830781e-10 2.029240090646768543e-10 -2.109961682385498733e-10 3.607830488192517977e-09 2.155408834736372147e-09 1.030928038204750097e-09 5.355097837741149803e-09 1.661205927295304231e-09
4.481888547640084056e-11 1.113282453966139815e-09 2.772735939523921772e-09 5.701349139835615905e-09 5.153722611257014377e-09 4.231629523547781916e-09 -5.257325250565114224e-11 1.425563002211656908e-10
9.965667432224435136e-11 9.484772803112495540e-10 1.568619901849568691e-09 6.208970977192162435e-09 5.672950573277692625e-09 5.415894111550020152e-09 7.878337878412557662e-09 2.934565978674501809e-09
9.549733492042048113e-11 -2.220117705921251359e-10 2.294712329123684515e-09 3.494459328021840228e-09 6.489118088555982528e-09 1.901886512128606100e-09 5.597356651792446581e-09 7.928079566800092677e-10
6.130181864594311756e-11 1.327033937654440339e-09 3.494397447437645784e-09 3.502524288600839194e-09 5.193999324929376400e-09 6.349771696219481654e-09 3.063676646057289187e-09 -5.256417017487152160e-10
3.532272567993104780e-11 -1.243214251500904540e-11 1.467906556748853798e-09 3.078222271040742233e-09 5.788676771454449657e-09 3.603143386824732526e-10 4.090766707012299681e-09 2.357620649593006637e-11
2.292616571366921506e-10 1.437135129762777505e-09 1.192916750020470290e-09 3.829236523745315523e-09 6.989739476486345267e-09 7.705751917022899491e-10 -1.368861251433921264e-09 4.879848104772881012e-10
1.070272520836521658e-11 1.318323144055943423e-09 2.735622047188145445e-09 7.460731243434866960e-09 8.749735150858540399e-09 5.057111003820190590e-09 4.471791387614473267e-09 1.807396141912791633e-09
-1.346410841397622897e-11 5.680321004020982853e-10 3.972720452264660506e-09 6.463497567265543548e-09 1.059287096750299322e-08 6.725171869264888423e-09 1.088816851028798027e-09 1.358057633246407783e-09
3.033621586301656730e-10 1.736088856123681555e-09 1.799744599097192590e-09 1.957650323005589227e-09 2.617693488978714343e-09 1.971790653959094109e-09 2.305493305487248471e-09 -1.045053756596024212e-09
1.727529401904180001e-10 7.670469044238050302e-10 8.949486452041636417e-10 2.841591932423280634e-09 4.998959759673301748e-09 4.142566109813516537e-11 4.737805074764225899e-10 1.147848415950773590e-09
5.814282218198919134e-10 2.738076489445093328e-09 4.342439080727144476e-09 2.651978062565838386e-09 3.843297830657990129e-09 6.671661910043251336e-09 2.959987647679101918e-09 3.105141568485187614e-10
-6.187850093805317205e-11 6.199286472840476179e-10 2.036034273520287794e-09 5.885695491368359002e-09 6.801296698807963521e-09 4.888141237372505637e-09 1.901597806351154989e-10 6.336385997388101365e-10
1.352314834665322866e-10 1.077869008526176352e-10 1.932070808080507141e-09 4.618656911043831974e-09 8.776742762270736017e-09 3.653963273818910446e-09 3.469917578141324255e-09 2.530658655128426750e-09
1.540546085132931172e-11 1.975815092255968551e-10 1.076596022247491122e-09 4.916051849892286161e-09 6.077663006032238610e-09 4.232363635214953443e-09 2.356601301985385579e-09 -8.527849733500758334e-10
7.007135146820006462e-10 1.648516054717311144e-09 2.704771034833935755e-09 1.931241520943619716e-09 4.111711364611850711e-09 4.978994777684900118e-10 -2.889077942397615061e-11 1.118916582040189866e-09
-1.157483044349067419e-10 8.827006565407027666e-10 3.887985709598131618e-10 2.766337473167688035e-09 4.942001650911168607e-09 1.226055689223994606e-09 2.825079951917476535e-09 2.842468979373646033e-09
6.117537842002637552e-11 4.045873488374478266e-10 1.487211935266886632e-09 5.276268816134727827e-09 4.783092036593121260e-09 3.101939832465080954e-09 3.516746543376114688e-09 2.325369712418998665e-10
4.010262590310704572e-10 1.297930982657797593e-09 1.040185918751935752e-09 3.170039193907188714e-09 3.214829162408601603e-09 3.756357632943140913e-09 7.644418764800598740e-10 6.387491369092047823e-10
1.590409528152278086e-10 4.781942529648322334e-10 3.166759967681233247e-09 3.769450678206836809e-09 6.973899621885983420e-09 3.727511934395938661e-09 3.539839629315745295e-09 6.336192550995208087e-10
1.025051397584774161e-10 1.296196993379133680e-09 1.943141922281524855e-09 6.218717688506601975e-09 5.795924547947098381e-09 3.861935027378953730e-09 3.442247823738154906e-09 -1.298159996312513246e-10
9.715896923091417245e-11 1.492821189218775368e-10 1.083580462001654920e-10 8.630115202393543773e-10 5.945693673351287077e-09 6.196883735603141638e-09 2.013661881040145243e-09 1.580224935914153391e-09
-1.811638152995919866e-11 5.126553811326211506e-13 1.879027997045346480e-09 2.649379428372853792e-09 1.067281342317225793e-08 5.828683393360273776e-09 -2.111747293828713409e-09 -1.076307578557282191e-09
9.221621439056115010e-11 3.425250483032852343e-09 5.803071874458314239e-09 2.801148297458176823e-09 5.304024122281364752e-09 6.138625349981386879e-09 3.016797960263161076e-09 1.610892967909205465e-09
9.360645273715041120e-11 4.914865559063801406e-10 4.578568473876494619e-10 1.016752804974853310e-09 5.932291610579333241e-09 7.255019784941135563e-09 2.798225539342286928e-09 -1.621210284841722874e-09
-2.601517973739033160e-10 6.387186198100740554e-10 1.089146321714418728e-09 1.113126630009901292e-09 5.212402802197431741e-09 3.445590654963273606e-09 1.930458964923726722e-09 6.445651294476575874e-10
-1.887787506489636920e-11 -3.497102805849773537e-10 2.008670468006398851e-09 2.597457041963992600e-09 7.503048254425129160e-09 6.492020664911288239e-09 3.589640672803294737e-09 -6.194585130546159056e-10
1.583275054613918186e-10 9.779069640296484972e-10 4.000048686094347016e-09 3.544911210124491641e-09 6.489634243647770468e-09 4.836097126303758440e-09 3.002168380887629736e-09 1.500758135093607854e-09
