6.182922338694043390e-10 8.190763272424295605e-10 4.910199300800910644e-09 4.675005222577703420e-09 3.202239520266644389e-10 -1.105084122830708033e-09
2.092520795463574145e-10 1.222878282410843341e-09 3.450775113438791930e-09 4.378474688112176646e-09 1.638706872078328652e-09 -1.242474145344583911e-09
-2.711666914017958886e-10 9.976542807290956061e-10 2.922542454512441961e-09 5.308027247005645757e-09 5.984415813654608073e-09 3.762170174529831471e-09
3.988003234147770206e-10 4.115774195770184062e-09 7.691808539874210483e-09 8.960144824241621711e-09 2.954107606831517079e-09 1.830329391206712582e-09
-2.353295437905104078e-10 1.244461758280112881e-09 5.595190003903387546e-09 6.392104370266626894e-09 3.824667107826875697e-09 -4.039133195668899452e-10
6.711656441421238593e-10 3.809377282082781446e-09 3.937026685906964269e-09 4.640329299568850744e-09 4.834849532061944838e-09 -1.060135495932161529e-09
8.404423567053555566e-10 2.337806331672360886e-09 3.634345275483142661e-09 6.494046918900465887e-09 7.016819200967128328e-09 2.445868817839670663e-09
1.458662892669655435e-10 -5.085817454655765744e-10 6.512993590978320502e-09 9.850240148757295278e-09 5.078293477415005619e-09 2.989924949312273226e-09
1.417436461371206359e-10 -3.763010007562083005e-10 1.951984157461740081e-09 3.316086561704253711e-09 3.329912827198963088e-09 1.942852212447610773e-09
3.155192510687356332e-10 1.129116232242382708e-09 2.839529943748848459e-09 6.057650320439350616e-09 4.667263895626098332e-09 -1.410032156198383883e-10
3.657655887313374503e-10 7.877997228302969030e-10 6.694158540358946425e-09 2.075903515262590844e-09 1.781663830645805059e-09 3.044241382399884295e-10
-3.931797738990028806e-11 2.527189546843992977e-09 2.832386130199311551e-09 4.817210159773453474e-09 4.040106182647153697e-09 -1.907805410312532696e-09
6.223854980473002372e-10 2.962889094079660748e-09 6.657405825768159189e-09 7.150660901694142899e-09 5.856605245329656204e-09 1.213274445852277623e-09
1.460182259832674291e-10 1.913350414004036598e-09 1.721057433811650514e-11 3.393516889685294259e-09 6.039736823115186144e-09 1.111430907220126869e-09
5.248786354748378299e-10 3.477306630095397438e-09 1.111434069432754786e-09 5.741980046742180252e-09 6.131013920379256102e-09 7.790991719842367714e-10
4.069564589742107452e-10 5.584108071963542260e-09 8.959968077327960695e-09 7.667847322628616412e-09 1.332222777291561645e-09 -3.256727880857123154e-09
6.055834676792204469e-10 2.700608323046052700e-09 3.348085352042815096e-09 9.880221762185639492e-09 6.638163708710835233e-09 3.546830011919877709e-10
3.009236543103864280e-10 8.392302218514634283e-10 5.356822355978233679e-09 4.807672138966522015e-09 3.033712345123300229e-09 1.533333353969067507e-09
6.883182802656471377e-10 4.958333666058168182e-09 5.933919569042052954e-09 7.327990875534686563e-09 3.535091564771016020e-09 1.770322692351139847e-09
8.335290915324947679e-10 2.419971970432860054e-09 3.766905550562009360e-10 4.631848267748755825e-09 3.942591737655619624e-09 1.404379960839412227e-09
3.484295647223355598e-10 4.763676238364136638e-10 4.014587622944913151e-09 2.385225561441781302e-09 1.712031314143642966e-09 1.544955908953135054e-11
1.178514546272967196e-10 6.929383716949095828e-10 5.028296203285437859e-09 4.526950659308406294e-09 -6.495717484266159323e-10 1.327964872253782841e-09
-2.811359422493368659e-11 3.922912277371729840e-10 4.257073433108586350e-09 2.896310995349962629e-09 3.860802794090697607e-09 -7.139286603821576100e-10
-2.315821170962081531e-10 -1.358962588399658413e-11 6.394186608481110090e-09 5.565509376527384403e-09 3.047571812199318205e-09 -9.225373390275758199e-10
8.352385532548270378e-10 3.708967464226658549e-09 4.794951334606710073e-09 9.509715141759927646e-09 4.033538061604038610e-09 6.234850635432276386e-10
1.380977014010167515e-10 3.140142505493669420e-09 7.489248755172817778e-09 1.081437519583964109e-08 2.485215005819695255e-09 1.613280551350854395e-10
5.131401404102466886e-10 1.565941976797173835e-09 6.038677792448560032e-09 8.792053115644185691e-10 3.384209837594412007e-10 -1.710085511387791769e-10
3.444171248868411229e-10 3.705916475051382053e-09 8.800696893864776439e-09 3.202273634621319721e-09 1.456393391688964649e-09 1.668841637091698380e-09
-7.485881874905944271e-11 -1.397628794999289627e-09 4.861951820284779248e-09 1.162985380870527884e-08 4.657168036867302321e-09 5.144237939849990523e-10
1.255658848536746272e-10 2.353457944408117638e-09 5.043242389514707761e-09 4.599363218305764533e-09 2.314133307519422046e-09 2.761685670781567959e-09
1.240559295203928112e-09 2.984103684401517704e-09 1.348672167469540982e-09 7.810916350469420266e-09 4.725060846824847862e-09 9.512735415242748887e-10
-2.899516287306722087e-12 2.450624520943647059e-09 6.445674793887720104e-09 5.547219694129795848e-09 2.556027598055805000e-09 2.267905422547974932e-09
