7.563671138547178965e-10 7.221428718155979947e-09 1.415877736163522400e-08 2.640542044449010335e-08 4.333012731639721031e-09 -3.664051097206517618e-10
8.525833295667722328e-10 4.628012944004836598e-09 1.342231241522714571e-08 1.165720291345725241e-08 9.633892928501774632e-09 -4.576687967675432404e-11
1.707122668144847400e-09 6.795045006489129417e-09 5.895162018676102436e-09 1.558263896660924856e-08 1.147489215340058057e-08 5.514470692539931955e-09
4.724027372256181795e-10 9.216285032383738292e-09 1.738091772259574587e-08 2.089294173387818799e-08 1.127872184251720122e-08 1.526984931902986772e-09
4.242495298785371951e-10 9.298506586014773973e-09 1.740512868158681631e-08 1.767851797409063284e-08 1.149849000112786125e-08 1.328299942972333940e-09
9.716059520049984023e-10 9.521818130964846885e-09 2.119247000769120777e-08 1.748937800452895616e-08 1.632024509571824872e-08 1.450467484927531659e-09
2.266960260948796136e-09 1.009097997123828266e-08 1.403449722232285003e-08 1.516703344981933813e-08 1.708749726766182802e-08 1.968051091802752193e-09
1.074064259859728019e-09 3.015494888172147943e-09 1.727983328277303533e-08 1.930727859251436443e-08 2.245755538771742228e-08 6.063658680280133441e-09
2.453435985285769767e-09 1.019823687986376448e-08 1.872821748426215318e-08 1.649299678047506983e-08 2.137254377895517761e-08 2.432888219909943392e-09
6.461699036819204127e-10 8.043875094625301976e-09 1.320148789863890597e-08 1.290374552334239917e-08 8.327331981803251417e-09 -2.487526307320905919e-10
1.497063857464580196e-09 5.344318922787095071e-09 1.597166383617890904e-08 1.818922259989032886e-08 3.981426704316668243e-09 1.827960976699595869e-09
9.104050866169883646e-10 7.643418513732867829e-09 1.187353617054397964e-08 2.414202629116611356e-08 1.043972837208629785e-08 -2.984126678596967894e-09
-7.839235151420115686e-10 1.235487250440136965e-08 1.934809181151370405e-08 2.450067636999334324e-08 1.354930146571435085e-08 4.581205074983564981e-09
-2.886434702573797786e-10 2.432219680888417956e-09 5.269312578532428348e-09 1.477300170417576478e-08 1.211780645975551674e-08 2.779808078578061087e-09
1.392586774191637593e-09 6.047375490612740063e-09 1.482226446731565903e-08 1.900551807703639599e-08 2.066989428259567673e-08 2.253636649154902503e-09
4.979601918540550570e-10 1.551848904745717560e-08 2.380500128364874281e-08 1.256675300197219047e-08 7.185190599755786365e-09 -1.177487797349682873e-09
5.990005093535183330e-10 4.124088743890552758e-09 1.074839647934328214e-08 2.156079235973762257e-08 2.135475631927877268e-08 4.314861504099413427e-10
2.426445307008195698e-09 7.148286177021327035e-09 8.232855251582878942e-09 1.910151900710449558e-08 5.646988488142274614e-09 4.127974474495607125e-09
3.073427985723796502e-09 1.267324897326255172e-08 1.665462355444361179e-08 2.446033501257602678e-08 6.425796662241071634e-09 4.576121227408291779e-09
1.776747488470727382e-09 6.695265273023549868e-09 1.063684692233424916e-08 1.642248876594261842e-08 9.824222392277192567e-09 1.897733294010693763e-09
1.198216721371212848e-09 1.130526078856052862e-08 1.264154914354227477e-08 1.189877764672561941e-08 9.281921496860156190e-09 1.707300606997015412e-09
