6.707241884569718701e-11 2.743943215583658939e-09 8.134939981439670578e-09 8.972871093958404113e-09 2.174741923140465053e-08 1.065125694037766823e-08 -1.014924586810373796e-10 2.915168387843103638e-10
2.175636547902916648e-10 6.241286397294995064e-09 9.819081622383733676e-09 1.440399527044449389e-08 9.827962137626134811e-09 1.951880877618592632e-08 9.362729438090213650e-09 2.286621047155822216e-09
5.311765383501756287e-11 1.842748420219709990e-09 4.583781176384326488e-09 8.313909023136754563e-09 1.305017327239498784e-08 1.821935313420001167e-08 1.354572417442052888e-08 -7.893278035798332995e-10
2.985807288201215289e-11 4.189649381246380063e-09 8.468730692216460176e-09 9.511974718972128122e-09 1.880444846978993122e-08 1.151267930138290927e-08 7.677510633381054438e-09 2.441890128387341180e-09
-5.727821672648839397e-11 -1.612034486471773603e-09 7.029116922744958487e-09 1.826873164053255823e-08 2.214764063173101436e-08 1.492534804035301826e-08 8.188862695678395532e-09 2.709078014793913187e-09
1.861311460778473216e-10 7.265013402723215235e-09 1.083592188646253925e-08 9.738613838364884664e-09 1.779167326249659868e-08 1.675263365558383082e-08 2.347058815742061405e-09 1.388162855100112989e-10
1.409845588761715686e-10 4.784934569307068968e-09 5.809200831253182696e-09 1.224605017808803559e-08 1.847079888466243777e-08 3.151147075492194922e-09 -7.061298226119410143e-09 -7.730546005355387020e-10
8.010820442741131067e-11 5.207692703811161743e-09 6.768166329502527164e-09 1.408507000975135352e-08 5.515237856124574926e-09 5.976593341399051853e-09 6.274637076451752903e-09 2.751130708043713560e-09
1.141452614200459332e-10 2.007175808937113692e-09 8.043112059351483396e-09 1.038814481091568541e-08 1.622538753493666219e-08 9.843575090453854858e-09 -9.246037379760496228e-10 -3.634281196890640854e-09
-1.292537246147362688e-11 1.793429541467083086e-09 1.009549373445704283e-08 1.256730086443629528e-08 1.609162589027967915e-08 1.022232585846065241e-08 8.865225760166650562e-09 1.691789707943517697e-09
3.187485223269707808e-11 3.639363158756004057e-09 1.354964813143710098e-08 1.149174264523429266e-08 1.585194397340250102e-08 1.469742503793632004e-08 3.417231304260377819e-09 8.152727377759814310e-10
3.101801945315946040e-11 1.629020655204276954e-09 3.497236823597454094e-09 9.725630135280657759e-09 6.459824669488987310e-09 4.291362181852342922e-09 8.527808529957656634e-09 1.905461833878994246e-09
1.218754898881917973e-10 3.652840378176983275e-09 6.275804874052890279e-09 1.031588874293388535e-08 1.846259787023008457e-08 9.967945529360571846e-09 4.243783110157227182e-09 -1.986969208855983789e-09
1.815252984680579060e-10 4.222989570436685665e-09 1.889045594629513794e-09 9.697347023797781592e-09 1.543996159241944451e-08 1.095703777422029144e-08 1.379957529762175294e-08 1.872461462162126307e-09
3.648519537703447438e-10 9.189617516272605118e-09 1.198007869364048062e-08 7.895278917134545238e-09 1.359661540015943319e-08 7.331063841648155983e-09 3.197794912550653740e-09 1.221297837258157250e-09
