# Covariance matrix <beta_j1 beta_j2>
1.140682159769687069e-33 2.930281708627690444e-30 1.045389632806820121e-28 1.836192222308039211e-27 2.820330851866397760e-27 1.695525506050569016e-27 6.603808887698217545e-28 -6.337500543973646075e-28 6.208899646167539077e-27 2.479380644757114598e-27 5.147451126445547011e-28 -3.509790759681638142e-27 -9.580934437044247443e-28 3.529997209386181060e-27 1.137563842418931632e-27 -2.633616257070123145e-28
2.930281708627690444e-30 3.207120857171888659e-21 1.144026783569563699e-19 1.882197292223748244e-21 3.846100751152193023e-21 4.506916534961384615e-21 -7.293230123043634935e-22 2.574952722040184112e-21 3.155844241747171269e-21 7.626916797497431541e-21 -4.202868843230584030e-21 -1.610135357806597506e-21 -8.902605660827741223e-22 1.147177795906295172e-21 -2.994053637731828899e-21 2.829614325543317666e-22
1.045389632806820121e-28 1.144026783569563699e-19 4.080910386198820910e-18 6.716539361703821506e-20 1.371948440673998453e-19 1.607685535850340456e-19 -2.601401558633251194e-20 9.185153974512876288e-20 1.125730321017918978e-19 2.720627974241053205e-19 -1.499220521111753274e-19 -5.743511046967652087e-20 -3.175554727822370224e-20 4.092078439407465745e-20 -1.068029028021304308e-19 1.009412840921457149e-20
1.836192222308039211e-27 1.882197292223748244e-21 6.716539361703821506e-20 3.434935701714075895e-18 2.616579558517744800e-19 7.457697971652403609e-20 2.484719409607775629e-19 -1.180445094560195377e-19 -8.937899964312789280e-20 -6.893656579251066051e-20 3.559974923585169281e-20 7.217003102836746761e-20 1.518863578003271312e-19 -1.447080212789783931e-19 -1.119133741163127340e-19 6.427098468457744749e-20
2.820330851866397760e-27 3.846100751152193023e-21 1.371948440673998453e-19 2.616579558517744800e-19 3.872719454815452433e-18 7.482283593944119212e-19 -1.103941540996873423e-19 -2.406803745055685693e-19 -1.152903364771202317e-19 4.179594227297633879e-21 -9.185013855574129728e-20 2.385507248862725236e-20 -1.269716860886770265e-19 -2.121256737814566715e-19 -1.501251193259862413e-19 -1.570510971148116189e-19
1.695525506050569016e-27 4.506916534961384615e-21 1.607685535850340456e-19 7.457697971652403609e-20 7.482283593944119212e-19 3.843505504802560552e-18 5.646760685429860562e-19 -2.886317290089305458e-19 2.047863687830139212e-19 -1.600630517592697813e-19 -5.717332529306380541e-20 -8.358912519396795945e-20 7.413125049786394004e-20 2.259069437906479046e-19 -1.388413541313378442e-19 -2.351410336394180370e-19
6.603808887698217545e-28 -7.293230123043634935e-22 -2.601401558633251194e-20 2.484719409607775629e-19 -1.103941540996873423e-19 5.646760685429860562e-19 4.379313562931911647e-18 8.332003013469152959e-19 -6.130378611176432017e-20 -1.279395366539957616e-19 1.606068786373787498e-19 1.918176954266065621e-19 -9.759301688447342396e-20 -7.162990795016264480e-20 -2.631449925207256491e-19 -5.782474379563103977e-20
-6.337500543973646075e-28 2.574952722040184112e-21 9.185153974512876288e-20 -1.180445094560195377e-19 -2.406803745055685693e-19 -2.886317290089305458e-19 8.332003013469152959e-19 4.714754417826172580e-18 8.265848519145003754e-19 -2.092770421943417523e-19 -1.731373175023674906e-19 1.188217008954842430e-19 -8.661706132861221125e-20 -4.209005656414472862e-21 -1.881196337505268699e-19 -1.512155886607732816e-20
6.208899646167539077e-27 3.155844241747171269e-21 1.125730321017918978e-19 -8.937899964312789280e-20 -1.152903364771202317e-19 2.047863687830139212e-19 -6.130378611176432017e-20 8.265848519145003754e-19 5.658468331068805543e-18 8.704887794299935519e-19 -7.588126785839869134e-20 -1.259008526058310880e-19 -2.249951847803685628e-19 1.683981501701682975e-19 1.044426084247404215e-19 1.825069047043506675e-19
2.479380644757114598e-27 7.626916797497431541e-21 2.720627974241053205e-19 -6.893656579251066051e-20 4.179594227297633879e-21 -1.600630517592697813e-19 -1.279395366539957616e-19 -2.092770421943417523e-19 8.704887794299935519e-19 6.906727325007859827e-18 1.370591693545514091e-18 -3.513977990858655560e-19 1.817162336655546559e-19 -1.670799454847314277e-19 3.842352339472442257e-19 1.931551106868608735e-19
