-5.416035480616653330e-17 2.146276857251376667e-09 5.716780391249310382e-09 4.541413123156877502e-09 1.779751182768849607e-08 1.653111821268153795e-08 7.079792448039394558e-09 -1.803394512669852342e-09 4.970283431401592099e-10
-5.519178301524953787e-17 1.632065080876704467e-09 3.675932597446202017e-09 8.511326448988450671e-09 5.696463727440153382e-09 8.372248037690099245e-09 1.090985854735010556e-08 1.050686313901102180e-09 2.990419223998439540e-10
-4.125898323945403736e-17 3.965014795679168325e-09 4.430558937114891097e-09 4.043726419459493542e-09 5.469734786480127630e-09 8.896238584691785974e-09 9.945817068761368445e-09 6.780206850385535574e-09 3.437169998702156547e-09
-2.087272984391616374e-18 2.327702899525326779e-09 7.008827155290700554e-09 1.063578406699492851e-08 1.088450565929440810e-08 1.365191673833082697e-08 1.387193288386884666e-08 4.135484247198669603e-10 1.973159317788401223e-09
2.758853514565664635e-17 2.968783334778423364e-09 6.219491300150272657e-09 1.022910855671868437e-08 1.354699809808295751e-08 9.880024240542490105e-09 9.753027962299035382e-09 3.996343722283283914e-09 1.039257775395742335e-09
3.130372287603335952e-17 1.423401884132762016e-09 8.869722860323478258e-09 1.455071203515722239e-08 1.016629268403083541e-08 1.176275912519914761e-08 1.123701855121096273e-08 9.174961857929253776e-09 -2.396342858741914475e-10
-6.603128622356290627e-18 5.299432137984905920e-09 7.200817968084915386e-09 8.879508446819937636e-09 9.636415900530475516e-09 8.882074142286220872e-09 1.108062396436059179e-08 8.908643924112665127e-09 7.252440815643836693e-10
-1.059244049029841625e-17 2.218607157762633419e-09 1.585384124195423164e-09 1.077879334458002931e-08 1.151856547325782411e-08 1.153699489684105121e-08 1.285573736260657922e-08 1.507140920129535607e-08 3.633326951681719980e-09
-1.961622977949903849e-17 5.333740601496615415e-09 7.211655870148176482e-09 1.134171943531135581e-08 1.086958410501982876e-08 9.966981542362003570e-09 1.969402433308764835e-08 5.037387376254425710e-09 2.222825046200888010e-09
-9.102020969223243844e-18 1.757465436663211400e-09 6.565858861700124370e-09 8.608050704497281400e-09 8.923727097424783331e-09 7.816098525521996328e-09 7.401950804362176573e-09 2.420573845044987988e-09 -6.203595497234892143e-10
-6.267688476530428730e-17 3.508853171869274529e-09 2.503426887595497949e-09 9.323648447146379996e-09 1.416765770940863348e-08 1.036046365440857771e-08 3.773155733529865496e-09 2.760904919664429624e-09 4.118088949865972308e-10
4.734250166542733102e-17 3.369015576220307970e-09 4.903667951141762830e-09 7.797940606303633094e-09 9.408312043721593255e-09 1.612533615800023041e-08 8.723405631661132052e-09 4.489267849177195054e-09 -2.791510526482606034e-09
-4.536962464164772746e-18 1.048029578276795779e-09 1.038995038189561850e-08 1.225882847647532985e-08 1.223520393016465199e-08 1.689261523922896202e-08 1.042001045248071882e-08 6.802778615173306009e-09 3.502121430783680281e-09
-3.494571983281401503e-17 -1.862795956555895497e-11 2.100484682361960402e-09 4.071354209364399324e-09 3.571377829114899144e-09 1.059596257475652794e-08 9.065525781152616256e-09 5.956943418641332519e-09 1.739197534916221733e-09
-2.401371936396867073e-17 2.349778066475737868e-09 4.950719577682413045e-09 8.275497081330615587e-09 1.099896236116255768e-08 1.247332833732475235e-08 1.229040201568911843e-08 1.347039638573720410e-08 -6.178916997688736884e-10
1.151669472412405459e-17 2.120699037015617747e-09 1.442191399036178985e-08 1.313396795059941897e-08 1.544582874060172507e-08 6.374326254839596667e-09 5.989386310539941769e-09 2.011827866648999411e-09 -1.101702908421337141e-09
5.657410767710182493e-18 1.467570854945588176e-09 3.228990193297757604e-09 5.528009906441631580e-09 8.806874510390603204e-09 1.433089509363336360e-08 1.547204990447333538e-08 1.104552155107413766e-08 -1.060378318142074770e-09
-9.953267778220237769e-18 4.331090944244567538e-09 5.297215460994498648e-09 4.168558342290134699e-09 9.243713915915295498e-09 1.052671717884138969e-08 1.022796276564524898e-08 -1.527199126279649638e-09 4.415668723899587073e-09
-2.962809574347021971e-18 6.329668206112319166e-09 9.211577424370123218e-09 1.008276091953132732e-08 1.374517842556619128e-08 1.502892596609810319e-08 9.388120704273909729e-09 -3.945253953339183290e-10 4.471178508281167948e-09
1.028404518871227461e-17 4.925127279685179827e-09 3.517755977872182451e-09 5.611936594148256042e-09 8.262334475735899706e-09 9.900975222707928426e-09 1.066307467836680822e-08 2.854002123853043898e-09 1.517851833361452702e-09
-2.735020676251596895e-17 4.896119607439772983e-09 7.603628385619632598e-09 5.608626348732583911e-09 9.289916777981212194e-09 6.422034797369559739e-09 9.343378330728013914e-09 3.798314748009871019e-09 1.071685890737864484e-09
-6.376150984752883382e-18 2.104202658861341728e-09 5.700485017838355554e-09 1.021857539520008997e-08 1.296169972496047849e-08 9.076570352569448312e-09 8.431412697874177648e-09 1.875239515963321554e-09 3.925205057485606944e-09
-4.306440423550659145e-19 3.401470147499567308e-09 6.069244541424486267e-10 8.805526019914952953e-09 7.994805609868005661e-09 7.562621221566159933e-09 1.505575666197757723e-08 -2.984363684554147992e-09 -6.277101763157110531e-10
-9.391921936539076954e-18 -7.805734378363622002e-11 4.371826945094676328e-09 1.057931283437279429e-08 1.412053011883120368e-08 9.256530397482658414e-09 4.302632223167820116e-09 -1.531285564674597317e-10 -3.355986938349742031e-10
1.404816241614704392e-18 2.540794852371100577e-09 6.379059695677192584e-09 1.025429480518236599e-08 9.027417869906171311e-09 1.795923034056378366e-08 7.604076820624652851e-09 6.698499043200541539e-09 2.173156956860711925e-09
-4.648801800293016366e-18 1.995079608232402940e-09 6.544354576803400000e-09 1.102736295892944032e-08 1.838368190432014321e-08 1.429815500346122626e-08 5.739525135337032125e-09 3.799289629421908104e-09 1.718563418290973761e-09
-6.555587440303980462e-17 5.456368820345511651e-09 1.067533048749964900e-08 8.758920559357511650e-09 8.243229601301279341e-09 5.866749452066975522e-09 2.278501117298414849e-09 5.826089183168694169e-09 4.115037899495474877e-09
-6.789548085772116325e-18 2.303743176349045477e-09 6.989977042729325792e-09 1.098461431585723588e-08 1.218038745339280781e-08 8.818021148369972020e-09 5.608597712224671427e-09 1.596629494033324084e-09 2.467086770371936274e-09
-5.208637985030278193e-17 3.678566726351107544e-09 3.127072496576122850e-09 8.529663211627860964e-09 1.222379339398911949e-08 1.697011136355752731e-08 1.417345214778872781e-08 1.230652356812534217e-09 -5.079377335872049276e-10
8.263637590279937400e-18 2.655498332837969400e-09 3.667821573902842051e-09 1.351862311939612221e-08 6.870275071614305148e-09 1.046225639918034539e-08 4.543022116979448071e-09 3.925903759179878296e-10 9.532277532293899687e-10
-3.385552086468264813e-19 5.158041038013691801e-09 7.401265488362222084e-09 7.035570214430063625e-09 1.008098494686979511e-08 1.002789854188111851e-08 6.057073430382852098e-09 7.810898057612747679e-09 2.660547220235677718e-09
-1.513949468139302369e-17 3.457272068294091270e-09 3.578808044226783253e-09 7.883824503980844710e-09 1.101469041457371498e-08 1.573244056830885753e-08 6.998690888633585710e-09 -2.088497789893833285e-09 -4.945724434941313568e-10
6.359575593209418780e-18 -1.402634221704652695e-09 2.886314222150283211e-09 1.208308489074783794e-08 2.074275385122696790e-08 1.718837726130400220e-08 1.004998418977780018e-08 7.882000588249905252e-09 2.169163821562892049e-09
-1.809101967932843620e-17 2.413760500036583201e-09 3.734683916086035141e-09 1.206046912277794095e-08 1.081173491204079106e-08 1.231733389647550015e-08 9.012609676688525710e-09 4.790982925059708001e-09 -2.313763851183371685e-09
1.528417597572741254e-17 1.251541562864699056e-09 5.340450984354710865e-09 1.409230268641215581e-08 1.205910596763823575e-08 1.286176976318432245e-08 7.711925270668571713e-09 4.001320786304327005e-09 7.957510539201145860e-10
1.921988759015828388e-17 9.569110794117267364e-10 6.932759690657029993e-09 7.312355034201166532e-09 1.660323413004611155e-08 8.874524160630202025e-09 7.611455554088758654e-09 7.319591270567878126e-09 -2.388956043650547940e-09
-2.939667320231254293e-17 4.029754784762978201e-09 1.234800254237493408e-08 9.121237502180218819e-09 6.714870725927016989e-09 1.439090585229835960e-08 1.231593644861320655e-08 6.132029837463837441e-09 3.119485874194556326e-09
-6.495389655557662677e-18 1.168660518330255713e-09 2.327384041328778062e-09 1.128849745438540107e-08 6.381447036202430113e-09 9.642929240840912472e-09 1.586081581232063658e-08 5.104756690083318180e-09 -3.096171618109628688e-09
1.571860724675036339e-17 7.168412483163909126e-09 7.717592814952681805e-09 8.518977618677625262e-09 1.550097127870836119e-08 1.511890716492416196e-08 1.161445357184425886e-08 1.015071351103750836e-08 8.082208024284473614e-10
1.714608811054239772e-18 2.033808791707063608e-09 2.786694015111781691e-09 8.573323293778742085e-09 9.153587209715766892e-09 1.475370730121074456e-08 9.694218201575101497e-09 4.705044239858954937e-09 1.293368802015488719e-09
9.630407077506142431e-17 5.728607641381379591e-09 9.448887315155331452e-09 7.708364240641665416e-09 1.251985111820746401e-08 1.607404906573508832e-08 1.210757673063470084e-08 1.222947050176206108e-09 2.462526757918284406e-10
1.028111523982738498e-17 3.209411526377616427e-09 4.226029286046929160e-09 1.223813537111926878e-08 1.012235399949815111e-08 1.360389273017357456e-08 3.360820026751467669e-09 -3.441359501282136299e-10 -1.065001202253805690e-09
-1.171583224120449417e-17 3.187257037767529339e-09 4.967846809702759285e-09 8.631647240150694292e-09 1.184880278690734962e-08 9.351311992102535141e-09 4.214291769825649102e-09 8.597331497270518000e-09 -1.459356040966799139e-09
1.412522386070153619e-17 3.112213956258484876e-09 5.155663685721255726e-09 7.612970611128498163e-09 1.106715049503340322e-08 1.687336506228630192e-08 6.718418403788028487e-09 7.197352941970075420e-09 1.211059053662539507e-09
4.974366754009457721e-19 8.003585327215142351e-09 6.908729332133703393e-09 6.459619905220213639e-09 1.102965947579019941e-08 1.524114758333740413e-08 1.176966450854412831e-08 -2.381871327347973029e-09 1.714513117259426294e-09
2.688997647244391543e-17 2.745210327535241136e-09 8.682375405028184587e-09 1.001682722921129352e-08 1.728064272623287966e-08 1.696301383881021802e-08 9.452227348698336722e-09 9.638803051155313638e-09 -7.643569976711182842e-10
1.462861332514840534e-17 3.685209926131144168e-09 3.948718126095471898e-09 1.033685865849330421e-08 1.349808667590528656e-08 1.502042014945020176e-08 1.092140901060519197e-08 1.885070708622738949e-09 -2.724165449930762408e-09
-6.359361387142456374e-18 1.210277495943331029e-09 4.581708601763679615e-09 9.569795552420177451e-09 1.490973308614013401e-08 1.377396575229669307e-08 7.668149820170747304e-09 1.001000044923058400e-08 -9.575391460300098229e-11
-1.610072450849744071e-17 4.329794852039579745e-09 3.116421722118902226e-09 8.849601050776349586e-09 1.618338416997021051e-08 9.236574934780652220e-09 2.958895946278127861e-09 -7.267535111144113047e-09 -6.384193865911860340e-10
4.055123074875327196e-18 6.034868044247169838e-09 6.148254843029427598e-09 1.289247338476404872e-08 1.105726783611748025e-08 6.820340916033778985e-09 1.165473399239201001e-08 9.196687047214308714e-09 -3.149753297058084612e-09
-2.107765654517930934e-17 2.697488416984287206e-09 4.923803011295872587e-09 1.220080873557923490e-08 1.398586027117023153e-08 1.168947353806389052e-08 1.104448003468611530e-08 -2.548533375590987386e-09 -2.208791474978235467e-09
4.589694893529410672e-17 3.941796380493707483e-09 5.793892675277742188e-09 6.933854817957542137e-09 1.195136595767744109e-08 1.015768345913442634e-08 7.999660445230910651e-09 5.451741916239804756e-09 4.073561606574716717e-09
