# Covariance matrix <beta_j1 beta_j2>
3.245706037939975386e-20 1.697215493873700205e-22 6.054570391940828477e-21 5.029267622827399760e-20 1.585907847916192404e-20 1.221761682768145627e-20 1.413957883431826768e-20 2.237961347295578977e-21 -3.477555424171152481e-21 -4.085882230143876245e-21 -7.237252427458896315e-21 -2.168933128173033973e-20 4.450550180417918839e-21 -8.956953429703898976e-21 -8.050155119852203735e-21 1.244006909503538918e-21
1.697215493873700205e-22 2.686847725070155720e-22 9.584378186208503252e-21 1.060403399474548413e-21 4.645781422563732130e-21 2.199879728811802510e-21 1.877132341829859692e-21 2.577504561729847750e-21 2.151588563563506263e-21 7.230854884976829898e-22 4.764267944731218189e-22 -2.761991987694803741e-22 -2.986963662734247810e-22 5.019927872727159709e-22 6.565808371644249255e-22 -2.489632078622369456e-22
6.054570391940828477e-21 9.584378186208503252e-21 3.418887656518681260e-19 3.782901112370562788e-20 1.657230157126353440e-19 7.847363345390925166e-20 6.696057112430719221e-20 9.194327265905788712e-20 7.675024168690571481e-20 2.579341174434166631e-20 1.699476996023291798e-20 -9.852254821184346788e-21 -1.065478426181494222e-20 1.790702330139539769e-20 2.342162499971504344e-20 -8.880737763447069114e-21
5.029267622827399760e-20 1.060403399474548413e-21 3.782901112370562788e-20 4.111911324032755008e-19 2.411164856749570484e-19 1.278648149984067445e-19 7.820408429092875742e-20 -3.891978273726869916e-21 1.427733410751171874e-21 -1.566564053543774940e-20 -3.551237403888300136e-21 2.486129037546225210e-20 1.555286151464936016e-20 2.344481270145988038e-20 4.683361971373385986e-20 2.036862262720713822e-20
1.585907847916192404e-20 4.645781422563732130e-21 1.657230157126353440e-19 2.411164856749570484e-19 6.530727029820422442e-19 3.429139488548615638e-19 8.772604838290181223e-20 3.203066435170437644e-20 3.402397621571341116e-20 -1.132939761068229231e-20 2.874674794700654589e-20 9.890464098882840440e-21 -3.459804506652305744e-20 3.960812693909521253e-20 -5.976158067791899217e-20 4.429686790981297776e-21
1.221761682768145627e-20 2.199879728811802510e-21 7.847363345390925166e-20 1.278648149984067445e-19 3.429139488548615638e-19 8.706204001665056871e-19 3.864869143861781140e-19 3.167049205143101134e-20 5.759879674355286971e-20 -7.003782713381667362e-20 2.815163341335097301e-20 -1.410824858397329778e-20 -4.517315277715531665e-20 7.132158342876716578e-20 -5.421707109282865226e-20 -1.777790638177505063e-20
1.413957883431826768e-20 1.877132341829859692e-21 6.696057112430719221e-20 7.820408429092875742e-20 8.772604838290181223e-20 3.864869143861781140e-19 1.085345429987939699e-18 3.420113856902812242e-19 7.361752932522410853e-20 -1.058756018006538476e-19 4.842940486560293323e-21 -3.939840881774665568e-20 -1.492908733066235066e-20 -5.541654721275486112e-21 -3.134415181584904681e-20 -5.377887022047140313e-21
2.237961347295578977e-21 2.577504561729847750e-21 9.194327265905788712e-20 -3.891978273726869916e-21 3.203066435170437644e-20 3.167049205143101134e-20 3.420113856902812242e-19 1.387134869208472161e-18 4.136181517561235681e-19 3.860425308540720359e-20 9.337112640812188191e-21 -4.110733542230783962e-20 1.770717993049114302e-20 2.259039983099921214e-21 -4.284990833303266592e-20 -4.549371689768868244e-20
-3.477555424171152481e-21 2.151588563563506263e-21 7.675024168690571481e-20 1.427733410751171874e-21 3.402397621571341116e-20 5.759879674355286971e-20 7.361752932522410853e-20 4.136181517561235681e-19 1.678431983325769469e-18 4.313053936883266429e-19 -6.657300387217935668e-21 -5.101255826087752636e-20 -1.984208036442306210e-20 1.757692968302495261e-19 9.002860192829648711e-20 2.180114539237357165e-20
-4.085882230143876245e-21 7.230854884976829898e-22 2.579341174434166631e-20 -1.566564053543774940e-20 -1.132939761068229231e-20 -7.003782713381667362e-20 -1.058756018006538476e-19 3.860425308540720359e-20 4.313053936883266429e-19 1.986962164042712702e-18 4.356206790530787146e-19 6.736661702227457600e-20 -1.571028869171452038e-20 1.698011345822046083e-20 2.576547752883167926e-20 1.037645881682531549e-19
