# Covariance matrix <beta_j1 beta_j2>
3.245706037939974784e-20 5.651691846806076155e-20 1.585907847916192103e-20 1.221761682768145477e-20 1.413957883431826768e-20 2.237961347295578224e-21 -3.477555424171152481e-21 -4.085882230143871731e-21 -7.237252427458899324e-21 -2.168933128173033973e-20 4.450550180417913573e-21 -8.956953429703897472e-21 -8.050155119852202230e-21 1.244006909503541174e-21
5.651691846806076155e-20 8.502946688585722074e-19 4.114841258927314920e-19 2.085380308699789290e-19 1.470416911794333632e-19 9.062833534737568106e-20 8.032910433588589815e-20 1.085121336201388716e-20 1.391993170812995452e-20 1.473300211536367829e-20 4.599150735592503516e-21 4.185372806446024973e-20 7.091208462563700609e-20 1.123886701316944418e-20
1.585907847916192103e-20 4.114841258927314920e-19 6.530727029820422442e-19 3.429139488548615638e-19 8.772604838290180020e-20 3.203066435170438246e-20 3.402397621571341116e-20 -1.132939761068229381e-20 2.874674794700654589e-20 9.890464098882825394e-21 -3.459804506652305142e-20 3.960812693909524263e-20 -5.976158067791895606e-20 4.429686790981306804e-21
1.221761682768145477e-20 2.085380308699789290e-19 3.429139488548615638e-19 8.706204001665058797e-19 3.864869143861780659e-19 3.167049205143102940e-20 5.759879674355288174e-20 -7.003782713381666159e-20 2.815163341335098505e-20 -1.410824858397332788e-20 -4.517315277715533471e-20 7.132158342876717781e-20 -5.421707109282866429e-20 -1.777790638177507170e-20
1.413957883431826768e-20 1.470416911794333632e-19 8.772604838290180020e-20 3.864869143861780659e-19 1.085345429987939699e-18 3.420113856902811761e-19 7.361752932522412057e-20 -1.058756018006538356e-19 4.842940486560263983e-21 -3.939840881774664966e-20 -1.492908733066232959e-20 -5.541654721275474075e-21 -3.134415181584902876e-20 -5.377887022047144827e-21
2.237961347295578224e-21 9.062833534737568106e-20 3.203066435170438246e-20 3.167049205143102940e-20 3.420113856902811761e-19 1.387134869208472546e-18 4.136181517561235199e-19 3.860425308540717350e-20 9.337112640812177659e-21 -4.110733542230783360e-20 1.770717993049112497e-20 2.259039983099896387e-21 -4.284990833303255157e-20 -4.549371689768867642e-20
-3.477555424171152481e-21 8.032910433588589815e-20 3.402397621571341116e-20 5.759879674355288174e-20 7.361752932522412057e-20 4.136181517561235199e-19 1.678431983325769469e-18 4.313053936883265466e-19 -6.657300387217907832e-21 -5.101255826087753840e-20 -1.984208036442307113e-20 1.757692968302494780e-19 9.002860192829645100e-20 2.180114539237357466e-20
-4.085882230143871731e-21 1.085121336201388716e-20 -1.132939761068229381e-20 -7.003782713381666159e-20 -1.058756018006538356e-19 3.860425308540717350e-20 4.313053936883265466e-19 1.986962164042712702e-18 4.356206790530788109e-19 6.736661702227447970e-20 -1.571028869171449631e-20 1.698011345822048190e-20 2.576547752883164616e-20 1.037645881682531549e-19
-7.237252427458899324e-21 1.391993170812995452e-20 2.874674794700654589e-20 2.815163341335098505e-20 4.842940486560263983e-21 9.337112640812177659e-21 -6.657300387217907832e-21 4.356206790530788109e-19 2.266067542957862304e-18 4.849861245338306351e-19 -3.071053014388228065e-20 2.049475068898765172e-20 -1.173664445567103413e-19 -1.120050615724077112e-20
-2.168933128173033973e-20 1.473300211536367829e-20 9.890464098882825394e-21 -1.410824858397332788e-20 -3.939840881774664966e-20 -4.110733542230783360e-20 -5.101255826087753840e-20 6.736661702227447970e-20 4.849861245338306351e-19 2.444321891698400485e-18 4.948617752097999845e-19 1.161180921702097933e-19 -2.706552876281570707e-20 -3.877001958766697525e-20
4.450550180417913573e-21 4.599150735592503516e-21 -3.459804506652305142e-20 -4.517315277715533471e-20 -1.492908733066232959e-20 1.770717993049112497e-20 -1.984208036442307113e-20 -1.571028869171449631e-20 -3.071053014388228065e-20 4.948617752097999845e-19 2.431089004593914232e-18 4.705591018146515789e-19 1.410062255404995615e-19 2.489962491522957518e-20
-8.956953429703897472e-21 4.185372806446024973e-20 3.960812693909524263e-20 7.132158342876717781e-20 -5.541654721275474075e-21 2.259039983099896387e-21 1.757692968302494780e-19 1.698011345822048190e-20 2.049475068898765172e-20 1.161180921702097933e-19 4.705591018146515789e-19 2.867270392005704651e-18 5.057662509717415767e-19 1.120048802661605029e-20
-8.050155119852202230e-21 7.091208462563700609e-20 -5.976158067791895606e-20 -5.421707109282866429e-20 -3.134415181584902876e-20 -4.284990833303255157e-20 9.002860192829645100e-20 2.576547752883164616e-20 -1.173664445567103413e-19 -2.706552876281570707e-20 1.410062255404995615e-19 5.057662509717415767e-19 2.505591662109457601e-18 2.466896976776962786e-19
1.244006909503541174e-21 1.123886701316944418e-20 4.429686790981306804e-21 -1.777790638177507170e-20 -5.377887022047144827e-21 -4.549371689768867642e-20 2.180114539237357466e-20 1.037645881682531549e-19 -1.120050615724077112e-20 -3.877001958766697525e-20 2.489962491522957518e-20 1.120048802661605029e-20 2.466896976776962786e-19 7.633141229876378377e-19
