 L        TxT           TxW1          TxW2          TxW3          TxW4          TxW5          TxW6          TxW7          TxW8          TxW9         TxW10         W1xW1         W1xW2         W1xW3         W1xW4         W1xW5         W1xW6         W1xW7         W1xW8         W1xW9         W1xW10        W2xW2         W2xW3         W2xW4         W2xW5         W2xW6         W2xW7         W2xW8         W2xW9         W2xW10        W3xW3         W3xW4         W3xW5         W3xW6         W3xW7         W3xW8         W3xW9         W3xW10        W4xW4         W4xW5         W4xW6         W4xW7         W4xW8         W4xW9         W4xW10        W5xW5         W5xW6         W5xW7         W5xW8         W5xW9         W5xW10        W6xW6         W6xW7         W6xW8         W6xW9         W6xW10        W7xW7         W7xW8         W7xW9         W7xW10        W8xW8         W8xW9         W8xW10        W9xW9         W9xW10       W10xW10      
374   1.205862e-14  1.039124e-14  5.201869e-14  6.952130e-14  7.602110e-14  7.860860e-14  7.969008e-14  8.138295e-14  8.238800e-14  8.037290e-14  6.942702e-14  5.055264e-07  2.664984e-07  5.829240e-08  8.383742e-09  8.472265e-10  5.601755e-11  2.071782e-12  2.409955e-14 -7.086519e-15  5.698486e-13  7.010550e-07  4.427874e-07  1.469190e-07  3.046371e-08  3.960636e-09  2.911970e-10  9.506033e-12  5.850964e-14  1.993579e-13  6.977727e-07  4.912738e-07  1.932035e-07  4.461884e-08  5.734376e-09  3.389865e-10  5.764514e-12 -3.384796e-13  6.796296e-07  4.919013e-07  2.001663e-07  4.449439e-08  4.605538e-09  1.441398e-10 -4.265270e-13  6.408113e-07  4.628919e-07  1.819632e-07  3.359258e-08  1.935239e-09  8.576128e-12  5.996014e-07  4.285029e-07  1.466819e-07  1.624771e-08  1.684750e-10  5.757723e-07  3.869216e-07  8.954106e-08  2.288573e-09  5.516245e-07  3.028619e-07  2.263465e-08  4.853379e-07  1.453109e-07  2.889730e-07
375   1.189893e-14  1.015968e-14  5.134080e-14  6.880102e-14  7.526025e-14  7.787065e-14  7.890852e-14  8.052079e-14  8.155082e-14  7.964575e-14  6.877830e-14  5.027611e-07  2.651024e-07  5.799984e-08  8.342898e-09  8.427586e-10  5.573463e-11  2.063686e-12  2.430206e-14 -7.006473e-15  5.788555e-13  6.974982e-07  4.406386e-07  1.461686e-07  3.030421e-08  3.943034e-09  2.901247e-10  9.466379e-12  5.906167e-14  2.078714e-13  6.942576e-07  4.886772e-07  1.922692e-07  4.444269e-08  5.712875e-09  3.373781e-10  5.731454e-12 -3.251186e-13  6.762591e-07  4.898417e-07  1.994308e-07  4.431334e-08  4.581695e-09  1.433086e-10 -3.905136e-13  6.384413e-07  4.611255e-07  1.811245e-07  3.340679e-08  1.924373e-09  8.585667e-12  5.969513e-07  4.262611e-07  1.458437e-07  1.616144e-08  1.678738e-10  5.725094e-07  3.847576e-07  8.911091e-08  2.280893e-09  5.488414e-07  3.016289e-07  2.256837e-08  4.837888e-07  1.449402e-07  2.881537e-07
376   1.174342e-14  9.933586e-15  5.066902e-14  6.808850e-14  7.450788e-14  7.714253e-14  7.813892e-14  7.967009e-14  8.072192e-14  7.892426e-14  6.813818e-14  5.000171e-07  2.637163e-07  5.770946e-08  8.302380e-09  8.383186e-10  5.545282e-11  2.055630e-12  2.450767e-14 -6.928483e-15  5.872982e-13  6.939674e-07  4.385070e-07  1.454235e-07  3.014547e-08  3.925494e-09  2.890607e-10  9.427265e-12  5.962135e-14  2.161914e-13  6.907681e-07  4.860947e-07  1.913384e-07  4.426737e-08  5.691607e-09  3.357911e-10  5.698673e-12 -3.113306e-13  6.729014e-07  4.877898e-07  1.987010e-07  4.413463e-08  4.558141e-09  1.424826e-10 -3.541657e-13  6.360875e-07  4.593798e-07  1.802971e-07  3.322289e-08  1.913552e-09  8.594857e-12  5.943368e-07  4.240459e-07  1.450119e-07  1.607531e-08  1.672691e-10  5.692748e-07  3.826029e-07  8.868034e-08  2.273173e-09  5.460590e-07  3.003914e-07  2.250183e-08  4.822325e-07  1.445701e-07  2.873442e-07
377   1.159207e-14  9.712773e-15  5.000312e-14  6.738358e-14  7.376391e-14  7.642397e-14  7.738101e-14  7.883077e-14  7.990130e-14  7.820841e-14  6.750660e-14  4.972941e-07  2.623402e-07  5.742125e-08  8.262181e-09  8.339074e-10  5.517218e-11  2.047609e-12  2.471557e-14 -6.852741e-15  5.951546e-13  6.904623e-07  4.363922e-07  1.446838e-07  2.998753e-08  3.908014e-09  2.880041e-10  9.388672e-12  6.018681e-14  2.242983e-13  6.873042e-07  4.835270e-07  1.904111e-07  4.409280e-08  5.670555e-09  3.342251e-10  5.666182e-12 -2.971751e-13  6.695573e-07  4.857453e-07  1.979765e-07  4.395816e-08  4.534876e-09  1.416620e-10 -3.175861e-13  6.337483e-07  4.576537e-07  1.794807e-07  3.304093e-08  1.902779e-09  8.603602e-12  5.917571e-07  4.218573e-07  1.441867e-07  1.598936e-08  1.666609e-10  5.660695e-07  3.804584e-07  8.824949e-08  2.265413e-09  5.432784e-07  2.991494e-07  2.243499e-08  4.806684e-07  1.442002e-07  2.865442e-07
378   1.144475e-14  9.497049e-15  4.934287e-14  6.668613e-14  7.302824e-14  7.571472e-14  7.663451e-14  7.800272e-14  7.908893e-14  7.749816e-14  6.688352e-14  4.945919e-07  2.609738e-07  5.713515e-08  8.222294e-09  8.295258e-10  5.489276e-11  2.039619e-12  2.492494e-14 -6.779436e-15  6.024029e-13  6.869825e-07  4.342938e-07  1.439493e-07  2.983043e-08  3.890594e-09  2.869542e-10  9.350580e-12  6.075622e-14  2.321729e-13  6.838659e-07  4.809746e-07  1.894875e-07  4.391891e-08  5.649705e-09  3.326800e-10  5.633990e-12 -2.827102e-13  6.662273e-07  4.837075e-07  1.972566e-07  4.378385e-08  4.511903e-09  1.408472e-10 -2.808760e-13  6.314220e-07  4.559458e-07  1.786750e-07  3.286095e-08  1.892059e-09  8.611808e-12  5.892115e-07  4.196956e-07  1.433686e-07  1.590363e-08  1.660491e-10  5.628945e-07  3.783248e-07  8.781847e-08  2.257610e-09  5.405005e-07  2.979031e-07  2.236784e-08  4.790965e-07  1.438304e-07  2.857531e-07
379   1.130148e-14  9.286227e-15  4.868807e-14  6.599601e-14  7.230082e-14  7.501453e-14  7.589916e-14  7.718586e-14  7.828481e-14  7.679351e-14  6.626886e-14  4.919104e-07  2.596171e-07  5.685114e-08  8.182713e-09  8.251744e-10  5.461461e-11  2.031657e-12  2.513498e-14 -6.708753e-15  6.090221e-13  6.835277e-07  4.322113e-07  1.432202e-07  2.967421e-08  3.873230e-09  2.859102e-10  9.312973e-12  6.132779e-14  2.397965e-13  6.804530e-07  4.784381e-07  1.885676e-07  4.374562e-08  5.629042e-09  3.311554e-10  5.602108e-12 -2.679927e-13  6.629120e-07  4.816759e-07  1.965410e-07  4.361160e-08  4.489221e-09  1.400384e-10 -2.441341e-13  6.291073e-07  4.542553e-07  1.778801e-07  3.268299e-08  1.881396e-09  8.619385e-12  5.866991e-07  4.175610e-07  1.425576e-07  1.581814e-08  1.654337e-10  5.597507e-07  3.762029e-07  8.738740e-08  2.249765e-09  5.377260e-07  2.966526e-07  2.230035e-08  4.775162e-07  1.434604e-07  2.849706e-07
380   1.116221e-14  9.080125e-15  4.803851e-14  6.531308e-14  7.158154e-14  7.432314e-14  7.517470e-14  7.638011e-14  7.748892e-14  7.609442e-14  6.566258e-14  4.892492e-07  2.582701e-07  5.656918e-08  8.143429e-09  8.208541e-10  5.433779e-11  2.023718e-12  2.534491e-14 -6.640871e-15  6.149916e-13  6.800976e-07  4.301443e-07  1.424964e-07  2.951891e-08  3.855923e-09  2.848716e-10  9.275831e-12  6.189978e-14  2.471508e-13  6.770657e-07  4.759181e-07  1.876516e-07  4.357287e-08  5.608552e-09  3.296511e-10  5.570546e-12 -2.530785e-13  6.596118e-07  4.796502e-07  1.958291e-07  4.344133e-08  4.466833e-09  1.392360e-10 -2.074572e-13  6.268026e-07  4.525808e-07  1.770956e-07  3.250709e-08  1.870794e-09  8.626242e-12  5.842192e-07  4.154537e-07  1.417542e-07  1.573292e-08  1.648146e-10  5.566390e-07  3.740935e-07  8.695639e-08  2.241876e-09  5.349559e-07  2.953981e-07  2.223249e-08  4.759273e-07  1.430899e-07  2.841962e-07
381   1.102683e-14  8.878563e-15  4.739397e-14  6.463722e-14  7.087034e-14  7.364031e-14  7.446086e-14  7.558537e-14  7.670123e-14  7.540088e-14  6.506461e-14  4.866082e-07  2.569327e-07  5.628924e-08  8.104438e-09  8.165654e-10  5.406235e-11  2.015799e-12  2.555397e-14 -6.575969e-15  6.202912e-13  6.766919e-07  4.280925e-07  1.417781e-07  2.936456e-08  3.838670e-09  2.838374e-10  9.239137e-12  6.247046e-14  2.542180e-13  6.737037e-07  4.734151e-07  1.867395e-07  4.340059e-08  5.588221e-09  3.281670e-10  5.539312e-12 -2.380221e-13  6.563273e-07  4.776299e-07  1.951205e-07  4.327295e-08  4.444739e-09  1.384402e-10 -1.709401e-13  6.245066e-07  4.509215e-07  1.763214e-07  3.233329e-08  1.860256e-09  8.632294e-12  5.817710e-07  4.133737e-07  1.409584e-07  1.564800e-08  1.641917e-10  5.535603e-07  3.719974e-07  8.652557e-08  2.233942e-09  5.321910e-07  2.941397e-07  2.216424e-08  4.743294e-07  1.427188e-07  2.834295e-07
382   1.089533e-14  8.681366e-15  4.675425e-14  6.396829e-14  7.016714e-14  7.296580e-14  7.375739e-14  7.480156e-14  7.592175e-14  7.471287e-14  6.447490e-14  4.839873e-07  2.556048e-07  5.601129e-08  8.065732e-09  8.123092e-10  5.378833e-11  2.007896e-12  2.576141e-14 -6.514217e-15  6.249013e-13  6.733103e-07  4.260554e-07  1.410652e-07  2.921119e-08  3.821470e-09  2.828071e-10  9.202874e-12  6.303816e-14  2.609804e-13  6.703671e-07  4.709297e-07  1.858315e-07  4.322870e-08  5.568034e-09  3.267027e-10  5.508417e-12 -2.228771e-13  6.530590e-07  4.756145e-07  1.944146e-07  4.310637e-08  4.422940e-09  1.376513e-10 -1.346756e-13  6.222177e-07  4.492761e-07  1.755574e-07  3.216162e-08  1.849787e-09  8.637454e-12  5.793537e-07  4.113214e-07  1.401707e-07  1.556341e-08  1.635651e-10  5.505155e-07  3.699152e-07  8.609503e-08  2.225961e-09  5.294321e-07  2.928775e-07  2.209559e-08  4.727224e-07  1.423468e-07  2.826701e-07
383   1.076766e-14  8.488361e-15  4.611915e-14  6.330617e-14  6.947185e-14  7.229938e-14  7.306405e-14  7.402860e-14  7.515044e-14  7.403036e-14  6.389340e-14  4.813861e-07  2.542864e-07  5.573529e-08  8.027305e-09  8.080860e-10  5.351579e-11  2.000006e-12  2.596651e-14 -6.455784e-15  6.288027e-13  6.699525e-07  4.240327e-07  1.403578e-07  2.905885e-08  3.804321e-09  2.817800e-10  9.167024e-12  6.360123e-14  2.674211e-13  6.670559e-07  4.684625e-07  1.849276e-07  4.305713e-08  5.547978e-09  3.252580e-10  5.477868e-12 -2.076958e-13  6.498075e-07  4.736035e-07  1.937111e-07  4.294151e-08  4.401438e-09  1.368697e-10 -9.875447e-14  6.199346e-07  4.476437e-07  1.748034e-07  3.199211e-08  1.839390e-09  8.641639e-12  5.769667e-07  4.092968e-07  1.393912e-07  1.547918e-08  1.629345e-10  5.475054e-07  3.678477e-07  8.566490e-08  2.217933e-09  5.266800e-07  2.916116e-07  2.202650e-08  4.711058e-07  1.419738e-07  2.819176e-07
384   1.064372e-14  8.299380e-15  4.548848e-14  6.265073e-14  6.878441e-14  7.164081e-14  7.238059e-14  7.326640e-14  7.438730e-14  7.335333e-14  6.332005e-14  4.788045e-07  2.529774e-07  5.546120e-08  7.989151e-09  8.038966e-10  5.324478e-11  1.992125e-12  2.616854e-14 -6.400837e-15  6.319767e-13  6.666182e-07  4.220240e-07  1.396559e-07  2.890756e-08  3.787223e-09  2.807554e-10  9.131572e-12  6.415807e-14  2.735232e-13  6.637699e-07  4.660139e-07  1.840279e-07  4.288583e-08  5.528040e-09  3.238327e-10  5.447675e-12 -1.925296e-13  6.465731e-07  4.715966e-07  1.930095e-07  4.277829e-08  4.380233e-09  1.360954e-10 -6.326565e-14  6.176560e-07  4.460232e-07  1.740593e-07  3.182480e-08  1.829069e-09  8.644767e-12  5.746092e-07  4.073001e-07  1.386202e-07  1.539534e-08  1.623001e-10  5.445309e-07  3.657957e-07  8.523527e-08  2.209857e-09  5.239356e-07  2.903422e-07  2.195696e-08  4.694794e-07  1.415994e-07  2.811716e-07
385   1.052346e-14  8.114254e-15  4.486205e-14  6.200184e-14  6.810475e-14  7.098987e-14  7.170676e-14  7.251488e-14  7.363231e-14  7.268176e-14  6.275479e-14  4.762423e-07  2.516778e-07  5.518901e-08  7.951264e-09  7.997415e-10  5.297533e-11  1.984249e-12  2.636681e-14 -6.349535e-15  6.344049e-13  6.633071e-07  4.200290e-07  1.389594e-07  2.875735e-08  3.770173e-09  2.797327e-10  9.096499e-12  6.470710e-14  2.792704e-13  6.605091e-07  4.635845e-07  1.831326e-07  4.271473e-08  5.508207e-09  3.224265e-10  5.417846e-12 -1.774287e-13  6.433564e-07  4.695932e-07  1.923093e-07  4.261663e-08  4.359327e-09  1.353289e-10 -2.829618e-14  6.153806e-07  4.444136e-07  1.733248e-07  3.165973e-08  1.818827e-09  8.646757e-12  5.722805e-07  4.053315e-07  1.378579e-07  1.531190e-08  1.616618e-10  5.415928e-07  3.637597e-07  8.480625e-08  2.201732e-09  5.211995e-07  2.890694e-07  2.188695e-08  4.678429e-07  1.412236e-07  2.804317e-07
386   1.040687e-14  7.932823e-15  4.423966e-14  6.135939e-14  6.743277e-14  7.034634e-14  7.104234e-14  7.177395e-14  7.288545e-14  7.201563e-14  6.219757e-14  4.736993e-07  2.503874e-07  5.491868e-08  7.913637e-09  7.956214e-10  5.270750e-11  1.976376e-12  2.656062e-14 -6.302037e-15  6.360695e-13  6.600189e-07  4.180472e-07  1.382686e-07  2.860827e-08  3.753170e-09  2.787112e-10  9.061791e-12  6.524677e-14  2.846467e-13  6.572735e-07  4.611747e-07  1.822417e-07  4.254376e-08  5.488466e-09  3.210393e-10  5.388390e-12 -1.624423e-13  6.401578e-07  4.675930e-07  1.916102e-07  4.245645e-08  4.338719e-09  1.345704e-10  6.068703e-15  6.131069e-07  4.428140e-07  1.725998e-07  3.149692e-08  1.808667e-09  8.647532e-12  5.699799e-07  4.033911e-07  1.371045e-07  1.522890e-08  1.610194e-10  5.386917e-07  3.617405e-07  8.437795e-08  2.193556e-09  5.184725e-07  2.877933e-07  2.181644e-08  4.661960e-07  1.408461e-07  2.796975e-07
387   1.029390e-14  7.754925e-15  4.362113e-14  6.072325e-14  6.676843e-14  6.970999e-14  7.038709e-14  7.104353e-14  7.214670e-14  7.135492e-14  6.164834e-14  4.711754e-07  2.491063e-07  5.465017e-08  7.876266e-09  7.915368e-10  5.244134e-11  1.968501e-12  2.674931e-14 -6.258497e-15  6.369531e-13  6.567534e-07  4.160783e-07  1.375833e-07  2.846034e-08  3.736214e-09  2.776903e-10  9.027431e-12  6.577557e-14  2.896364e-13  6.540630e-07  4.587850e-07  1.813553e-07  4.237285e-08  5.468805e-09  3.196708e-10  5.359314e-12 -1.476186e-13  6.369779e-07  4.655956e-07  1.909116e-07  4.229767e-08  4.318412e-09  1.338201e-10  3.974560e-14  6.108339e-07  4.412235e-07  1.718843e-07  3.133641e-08  1.798594e-09  8.647016e-12  5.677067e-07  4.014791e-07  1.363603e-07  1.514636e-08  1.603730e-10  5.358287e-07  3.597387e-07  8.395045e-08  2.185329e-09  5.157554e-07  2.865140e-07  2.174542e-08  4.645385e-07  1.404666e-07  2.789686e-07
388   1.018442e-14  7.580405e-15  4.300629e-14  6.009331e-14  6.611163e-14  6.908061e-14  6.974078e-14  7.032354e-14  7.141605e-14  7.069960e-14  6.110704e-14  4.686703e-07  2.478343e-07  5.438347e-08  7.839143e-09  7.874885e-10  5.217688e-11  1.960622e-12  2.693221e-14 -6.219065e-15  6.370386e-13  6.535103e-07  4.141219e-07  1.369035e-07  2.831359e-08  3.719302e-09  2.766694e-10  8.993404e-12  6.629203e-14  2.942244e-13  6.508775e-07  4.564160e-07  1.804734e-07  4.220196e-08  5.449211e-09  3.183208e-10  5.330628e-12 -1.330048e-13  6.338170e-07  4.636005e-07  1.902133e-07  4.214022e-08  4.298405e-09  1.330782e-10  7.265285e-14  6.085601e-07  4.396409e-07  1.711779e-07  3.117823e-08  1.788610e-09  8.645132e-12  5.654603e-07  3.995955e-07  1.356255e-07  1.506430e-08  1.597225e-10  5.330042e-07  3.577551e-07  8.352386e-08  2.177050e-09  5.130489e-07  2.852317e-07  2.167386e-08  4.628700e-07  1.400851e-07  2.782447e-07
389   1.007840e-14  7.409106e-15  4.239494e-14  5.946945e-14  6.546231e-14  6.845799e-14  6.910319e-14  6.961391e-14  7.069347e-14  7.004966e-14  6.057363e-14  4.661838e-07  2.465714e-07  5.411853e-08  7.802264e-09  7.834769e-10  5.191416e-11  1.952735e-12  2.710869e-14 -6.183888e-15  6.363095e-13  6.502892e-07  4.121778e-07  1.362294e-07  2.816805e-08  3.702434e-09  2.756479e-10  8.959695e-12  6.679470e-14  2.983956e-13  6.477171e-07  4.540680e-07  1.795962e-07  4.203102e-08  5.429672e-09  3.169891e-10  5.302338e-12 -1.186471e-13  6.306755e-07  4.616074e-07  1.895147e-07  4.198402e-08  4.278700e-09  1.323451e-10  1.047105e-13  6.062845e-07  4.380656e-07  1.704807e-07  3.102241e-08  1.778719e-09  8.641808e-12  5.632399e-07  3.977406e-07  1.349002e-07  1.498276e-08  1.590679e-10  5.302192e-07  3.557901e-07  8.309828e-08  2.168718e-09  5.103537e-07  2.839465e-07  2.160175e-08  4.611905e-07  1.397013e-07  2.775254e-07
390   9.975821e-15  7.240880e-15  4.178692e-14  5.885155e-14  6.482040e-14  6.784192e-14  6.847410e-14  6.891455e-14  6.997896e-14  6.940507e-14  6.004804e-14  4.637158e-07  2.453175e-07  5.385533e-08  7.765622e-09  7.795026e-10  5.165324e-11  1.944837e-12  2.727812e-14 -6.153111e-15  6.347495e-13  6.470900e-07  4.102455e-07  1.355609e-07  2.802375e-08  3.685607e-09  2.746252e-10  8.926288e-12  6.728216e-14  3.021354e-13  6.445816e-07  4.517416e-07  1.787238e-07  4.185998e-08  5.410177e-09  3.156755e-10  5.274452e-12 -1.045907e-13  6.275539e-07  4.596159e-07  1.888155e-07  4.182900e-08  4.259297e-09  1.316209e-10  1.358404e-13  6.040057e-07  4.364964e-07  1.697923e-07  3.086898e-08  1.768924e-09  8.636973e-12  5.610450e-07  3.959144e-07  1.341848e-07  1.490174e-08  1.584091e-10  5.274743e-07  3.538444e-07  8.267379e-08  2.160333e-09  5.076704e-07  2.826584e-07  2.152907e-08  4.594995e-07  1.393151e-07  2.768104e-07
391   9.876618e-15  7.075577e-15  4.118205e-14  5.823951e-14  6.418584e-14  6.723220e-14  6.785329e-14  6.822538e-14  6.927248e-14  6.876581e-14  5.953023e-14  4.612661e-07  2.440726e-07  5.359385e-08  7.729212e-09  7.755662e-10  5.139414e-11  1.936926e-12  2.743987e-14 -6.126873e-15  6.323428e-13  6.439123e-07  4.083248e-07  1.348981e-07  2.788072e-08  3.668822e-09  2.736008e-10  8.893170e-12  6.775302e-14  3.054295e-13  6.414710e-07  4.494371e-07  1.778561e-07  4.168876e-08  5.390713e-09  3.143797e-10  5.246977e-12 -9.087987e-14  6.244527e-07  4.576256e-07  1.881153e-07  4.167509e-08  4.240197e-09  1.309058e-10  1.659659e-13  6.017227e-07  4.349326e-07  1.691128e-07  3.071797e-08  1.759227e-09  8.630555e-12  5.588749e-07  3.941170e-07  1.334793e-07  1.482129e-08  1.577461e-10  5.247702e-07  3.519186e-07  8.225050e-08  2.151892e-09  5.049998e-07  2.813676e-07  2.145580e-08  4.577968e-07  1.389262e-07  2.760993e-07
392   9.780665e-15  6.913051e-15  4.058017e-14  5.763321e-14  6.355854e-14  6.662862e-14  6.724054e-14  6.754633e-14  6.857404e-14  6.813186e-14  5.902014e-14  4.588345e-07  2.428367e-07  5.333404e-08  7.693029e-09  7.716682e-10  5.113691e-11  1.928997e-12  2.759334e-14 -6.105314e-15  6.290741e-13  6.407559e-07  4.064154e-07  1.342409e-07  2.773898e-08  3.652076e-09  2.725740e-10  8.860326e-12  6.820593e-14  3.082641e-13  6.383853e-07  4.471550e-07  1.769934e-07  4.151733e-08  5.371270e-09  3.131016e-10  5.219921e-12 -7.755810e-14  6.213721e-07  4.556361e-07  1.874137e-07  4.152223e-08  4.221400e-09  1.302001e-10  1.950122e-13  5.994343e-07  4.333733e-07  1.684419e-07  3.056940e-08  1.749632e-09  8.622487e-12  5.567289e-07  3.923487e-07  1.327841e-07  1.474141e-08  1.570789e-10  5.221075e-07  3.500133e-07  8.182848e-08  2.143396e-09  5.023425e-07  2.800741e-07  2.138193e-08  4.560823e-07  1.385345e-07  2.753918e-07
393   9.688000e-15  6.753160e-15  3.998111e-14  5.703255e-14  6.293845e-14  6.603099e-14  6.663566e-14  6.687731e-14  6.788359e-14  6.750319e-14  5.851773e-14  4.564209e-07  2.416096e-07  5.307589e-08  7.657068e-09  7.678091e-10  5.088159e-11  1.921049e-12  2.773794e-14 -6.088565e-15  6.249283e-13  6.376205e-07  4.045168e-07  1.335894e-07  2.759857e-08  3.635368e-09  2.715444e-10  8.827741e-12  6.863956e-14  3.106254e-13  6.353243e-07  4.448957e-07  1.761356e-07  4.134562e-08  5.351837e-09  3.118409e-10  5.193291e-12 -6.466780e-14  6.183126e-07  4.536471e-07  1.867103e-07  4.137033e-08  4.202908e-09  1.295041e-10  2.229058e-13  5.971393e-07  4.318176e-07  1.677796e-07  3.042330e-08  1.740142e-09  8.612701e-12  5.546065e-07  3.906094e-07  1.320992e-07  1.466214e-08  1.564073e-10  5.194871e-07  3.481292e-07  8.140783e-08  2.134844e-09  4.996991e-07  2.787782e-07  2.130742e-08  4.543556e-07  1.381399e-07  2.746875e-07
394   9.598495e-15  6.595764e-15  3.938472e-14  5.643742e-14  6.232549e-14  6.543913e-14  6.603843e-14  6.621826e-14  6.720113e-14  6.687980e-14  5.802294e-14  4.540250e-07  2.403912e-07  5.281937e-08  7.621322e-09  7.639894e-10  5.062822e-11  1.913079e-12  2.787310e-14 -6.076760e-15  6.198908e-13  6.345059e-07  4.026288e-07  1.329436e-07  2.745951e-08  3.618698e-09  2.705113e-10  8.795402e-12  6.905261e-14  3.125002e-13  6.322881e-07  4.426597e-07  1.752828e-07  4.117358e-08  5.332402e-09  3.105974e-10  5.167094e-12 -5.225055e-14  6.152746e-07  4.516582e-07  1.860049e-07  4.121933e-08  4.184720e-09  1.288178e-10  2.495750e-13  5.948366e-07  4.302647e-07  1.671256e-07  3.027970e-08  1.730759e-09  8.601132e-12  5.525070e-07  3.888994e-07  1.314249e-07  1.458348e-08  1.557314e-10  5.169094e-07  3.462666e-07  8.098863e-08  2.126235e-09  4.970703e-07  2.774799e-07  2.123228e-08  4.526166e-07  1.377420e-07  2.739861e-07
395   9.512107e-15  6.440726e-15  3.879082e-14  5.584771e-14  6.171961e-14  6.485283e-14  6.544865e-14  6.556910e-14  6.652664e-14  6.626165e-14  5.753573e-14  4.516467e-07  2.391817e-07  5.256446e-08  7.585788e-09  7.602096e-10  5.037683e-11  1.905082e-12  2.799825e-14 -6.070026e-15  6.139471e-13  6.314119e-07  4.007510e-07  1.323035e-07  2.732182e-08  3.602064e-09  2.694743e-10  8.763295e-12  6.944380e-14  3.138754e-13  6.292765e-07  4.404473e-07  1.744352e-07  4.100116e-08  5.312955e-09  3.093711e-10  5.141335e-12 -4.034706e-14  6.122585e-07  4.496690e-07  1.852969e-07  4.106917e-08  4.166837e-09  1.281416e-10  2.749496e-13  5.925253e-07  4.287137e-07  1.664799e-07  3.013862e-08  1.721487e-09  8.587717e-12  5.504299e-07  3.872186e-07  1.307613e-07  1.450548e-08  1.550512e-10  5.143751e-07  3.444262e-07  8.057096e-08  2.117567e-09  4.944567e-07  2.761792e-07  2.115648e-08  4.508649e-07  1.373409e-07  2.732874e-07
396   9.428792e-15  6.287910e-15  3.819926e-14  5.526332e-14  6.112073e-14  6.427191e-14  6.486613e-14  6.492975e-14  6.586009e-14  6.564872e-14  5.705604e-14  4.492858e-07  2.379808e-07  5.231111e-08  7.550459e-09  7.564702e-10  5.012745e-11  1.897058e-12  2.811283e-14 -6.068488e-15  6.070834e-13  6.283381e-07  3.988833e-07  1.316691e-07  2.718554e-08  3.585465e-09  2.684329e-10  8.731407e-12  6.981189e-14  3.147383e-13  6.262895e-07  4.382588e-07  1.735927e-07  4.082831e-08  5.293486e-09  3.081615e-10  5.116023e-12 -2.899717e-14  6.092646e-07  4.476792e-07  1.845861e-07  4.091978e-08  4.149260e-09  1.274755e-10  2.989608e-13  5.902041e-07  4.271640e-07  1.658423e-07  3.000009e-08  1.712327e-09  8.572391e-12  5.483745e-07  3.855673e-07  1.301087e-07  1.442813e-08  1.543665e-10  5.118849e-07  3.426086e-07  8.015492e-08  2.108841e-09  4.918590e-07  2.748764e-07  2.108000e-08  4.491005e-07  1.369362e-07  2.725909e-07
397   9.348467e-15  6.137183e-15  3.760990e-14  5.468415e-14  6.052879e-14  6.369619e-14  6.429066e-14  6.430014e-14  6.520147e-14  6.504100e-14  5.658382e-14  4.469421e-07  2.367885e-07  5.205932e-08  7.515331e-09  7.527717e-10  4.988013e-11  1.889002e-12  2.821630e-14 -6.072269e-15  5.992861e-13  6.252844e-07  3.970252e-07  1.310405e-07  2.705068e-08  3.568899e-09  2.673865e-10  8.699724e-12  7.015566e-14  3.150765e-13  6.233271e-07  4.360948e-07  1.727555e-07  4.065497e-08  5.273985e-09  3.069687e-10  5.091162e-12 -1.823990e-14  6.062932e-07  4.456886e-07  1.838722e-07  4.077110e-08  4.131989e-09  1.268199e-10  3.215414e-13  5.878722e-07  4.256146e-07  1.652127e-07  2.986413e-08  1.703284e-09  8.555094e-12  5.463404e-07  3.839454e-07  1.294672e-07  1.435147e-08  1.536774e-10  5.094393e-07  3.408142e-07  7.974057e-08  2.100056e-09  4.892776e-07  2.735714e-07  2.100283e-08  4.473231e-07  1.365280e-07  2.718964e-07
398   9.271131e-15  5.988417e-15  3.702258e-14  5.411009e-14  5.994373e-14  6.312549e-14  6.372206e-14  6.368019e-14  6.455076e-14  6.443845e-14  5.611903e-14  4.446156e-07  2.356048e-07  5.180905e-08  7.480399e-09  7.491145e-10  4.963489e-11  1.880913e-12  2.830813e-14 -6.081488e-15  5.905419e-13  6.222504e-07  3.951765e-07  1.304177e-07  2.691727e-08  3.552367e-09  2.663346e-10  8.668235e-12  7.047392e-14  3.148778e-13  6.203891e-07  4.339555e-07  1.719235e-07  4.048109e-08  5.254440e-09  3.057923e-10  5.066760e-12 -8.113428e-15  6.033448e-07  4.436967e-07  1.831548e-07  4.062307e-08  4.115024e-09  1.261749e-10  3.426257e-13  5.855284e-07  4.240649e-07  1.645909e-07  2.973077e-08  1.694359e-09  8.535766e-12  5.443268e-07  3.823532e-07  1.288369e-07  1.427552e-08  1.529839e-10  5.070389e-07  3.390435e-07  7.932800e-08  2.091211e-09  4.867132e-07  2.722644e-07  2.092495e-08  4.455325e-07  1.361159e-07  2.712036e-07
