 L        TxT           TxW1          TxW2          TxW3          TxW4          TxW5          TxW6          TxW7          TxW8          TxW9         TxW10         W1xW1         W1xW2         W1xW3         W1xW4         W1xW5         W1xW6         W1xW7         W1xW8         W1xW9         W1xW10        W2xW2         W2xW3         W2xW4         W2xW5         W2xW6         W2xW7         W2xW8         W2xW9         W2xW10        W3xW3         W3xW4         W3xW5         W3xW6         W3xW7         W3xW8         W3xW9         W3xW10        W4xW4         W4xW5         W4xW6         W4xW7         W4xW8         W4xW9         W4xW10        W5xW5         W5xW6         W5xW7         W5xW8         W5xW9         W5xW10        W6xW6         W6xW7         W6xW8         W6xW9         W6xW10        W7xW7         W7xW8         W7xW9         W7xW10        W8xW8         W8xW9         W8xW10        W9xW9         W9xW10       W10xW10      
134   1.803858e-13  1.707203e-12  2.475879e-12  2.786120e-12  2.881164e-12  2.801928e-12  2.635957e-12  2.437124e-12  2.225664e-12  2.006829e-12  1.708038e-12  3.407961e-06  1.549078e-06  3.162991e-07  4.477747e-08  4.437218e-09  2.820906e-10  9.748679e-12  2.543161e-13  2.149676e-13  2.103560e-13  3.821690e-06  2.356172e-06  7.689048e-07  1.545703e-07  1.929795e-08  1.359726e-09  4.121380e-11  4.166249e-14  3.756864e-14  3.651339e-06  2.503607e-06  9.502990e-07  2.113133e-07  2.609121e-08  1.457542e-09  2.153189e-11 -3.617596e-13  3.352669e-06  2.345020e-06  9.220876e-07  1.967396e-07  1.916561e-08  5.504476e-10  1.510078e-13  2.962286e-06  2.068810e-06  7.774099e-07  1.345683e-07  7.159855e-09  3.029918e-11  2.580757e-06  1.753291e-06  5.622918e-07  5.803357e-08  5.717590e-10  2.232903e-06  1.411510e-06  3.082806e-07  7.630090e-09  1.912551e-06  1.006549e-06  7.402145e-08  1.571117e-06  4.676759e-07  9.202099e-07
135   1.793307e-13  1.662402e-12  2.411329e-12  2.714241e-12  2.814235e-12  2.742948e-12  2.583227e-12  2.388583e-12  2.180283e-12  1.964448e-12  1.670973e-12  3.367924e-06  1.534031e-06  3.125589e-07  4.420934e-08  4.387686e-09  2.795364e-10  9.646675e-12  2.285735e-13  1.833754e-13  4.811727e-13  3.778629e-06  2.326460e-06  7.598552e-07  1.530617e-07  1.915030e-08  1.351293e-09  4.084983e-11 -4.725726e-14  1.374624e-14  3.607563e-06  2.477618e-06  9.422337e-07  2.098781e-07  2.594342e-08  1.449576e-09  2.124266e-11 -4.115323e-13  3.323185e-06  2.327937e-06  9.164820e-07  1.956825e-07  1.906398e-08  5.470571e-10  3.500554e-14  2.943743e-06  2.057373e-06  7.733791e-07  1.338554e-07  7.117422e-09  2.995949e-11  2.567356e-06  1.744317e-06  5.592854e-07  5.768815e-08  5.675835e-10  2.221290e-06  1.403783e-06  3.064229e-07  7.575777e-09  1.901602e-06  1.000321e-06  7.350085e-08  1.560892e-06  4.643836e-07  9.136200e-07
136   1.782855e-13  1.619011e-12  2.349005e-12  2.644387e-12  2.748840e-12  2.685311e-12  2.531832e-12  2.341413e-12  2.136280e-12  1.923377e-12  1.634994e-12  3.328453e-06  1.519360e-06  3.089244e-07  4.364917e-08  4.338244e-09  2.769965e-10  9.558298e-12  2.065456e-13  1.523661e-13  7.556908e-13  3.736849e-06  2.297292e-06  7.508558e-07  1.515471e-07  1.900158e-08  1.342910e-09  4.053677e-11 -1.190206e-13 -7.716870e-15  3.564117e-06  2.451591e-06  9.341122e-07  2.084328e-07  2.579567e-08  1.441777e-09  2.101597e-11 -4.442342e-13  3.293515e-06  2.310721e-06  9.108511e-07  1.946294e-07  1.896389e-08  5.437989e-10 -3.758636e-14  2.925095e-06  2.045934e-06  7.693807e-07  1.331549e-07  7.076040e-09  2.967013e-11  2.554032e-06  1.735458e-06  5.563379e-07  5.735124e-08  5.635237e-10  2.209880e-06  1.396224e-06  3.046105e-07  7.522727e-09  1.890909e-06  9.942414e-07  7.299161e-08  1.550894e-06  4.611557e-07  9.071360e-07
137   1.772494e-13  1.576979e-12  2.288822e-12  2.576516e-12  2.684949e-12  2.628974e-12  2.481719e-12  2.295555e-12  2.093597e-12  1.883565e-12  1.600064e-12  3.289540e-06  1.505033e-06  3.053931e-07  4.309743e-08  4.288948e-09  2.744687e-10  9.481742e-12  1.878592e-13  1.221396e-13  1.030629e-12  3.696303e-06  2.268683e-06  7.419171e-07  1.500279e-07  1.885180e-08  1.334560e-09  4.026833e-11 -1.752521e-13 -2.679769e-14  3.521049e-06  2.425556e-06  9.259399e-07  2.069772e-07  2.564776e-08  1.434123e-09  2.084433e-11 -4.619214e-13  3.263682e-06  2.293375e-06  9.051904e-07  1.935786e-07  1.886516e-08  5.406618e-10 -7.216224e-14  2.906331e-06  2.034479e-06  7.654084e-07  1.324656e-07  7.035653e-09  2.942538e-11  2.540765e-06  1.726699e-06  5.534453e-07  5.702243e-08  5.595747e-10  2.198657e-06  1.388823e-06  3.028415e-07  7.470909e-09  1.880460e-06  9.883040e-07  7.249351e-08  1.541117e-06  4.579916e-07  9.007581e-07
138   1.762221e-13  1.536255e-12  2.230699e-12  2.510583e-12  2.622534e-12  2.573897e-12  2.432835e-12  2.250955e-12  2.052179e-12  1.844963e-12  1.566148e-12  3.251176e-06  1.491021e-06  3.019623e-07  4.255457e-08  4.239848e-09  2.719509e-10  9.415297e-12  1.721603e-13  9.288434e-14  1.302892e-12  3.656941e-06  2.240648e-06  7.330490e-07  1.485058e-07  1.870100e-08  1.326226e-09  4.003854e-11 -2.174937e-13 -4.347601e-14  3.478405e-06  2.399540e-06  9.177221e-07  2.055108e-07  2.549953e-08  1.426594e-09  2.072067e-11 -4.665424e-13  3.233708e-06  2.275900e-06  8.994963e-07  1.925289e-07  1.876765e-08  5.376351e-10 -7.383315e-14  2.887442e-06  2.022995e-06  7.614567e-07  1.317866e-07  6.996208e-09  2.921980e-11  2.527538e-06  1.718029e-06  5.506037e-07  5.670132e-08  5.557320e-10  2.187606e-06  1.381572e-06  3.011140e-07  7.420290e-09  1.870243e-06  9.825038e-07  7.200632e-08  1.531555e-06  4.548905e-07  8.944860e-07
139   1.752029e-13  1.496792e-12  2.174557e-12  2.446548e-12  2.561567e-12  2.520039e-12  2.385131e-12  2.207560e-12  2.011974e-12  1.807526e-12  1.533213e-12  3.213355e-06  1.477295e-06  2.986294e-07  4.202102e-08  4.190994e-09  2.694411e-10  9.357342e-12  1.591131e-13  6.477728e-14  1.569561e-12  3.618718e-06  2.213199e-06  7.242607e-07  1.469821e-07  1.854920e-08  1.317893e-09  3.984175e-11 -2.472088e-13 -5.773428e-14  3.436227e-06  2.373570e-06  9.094639e-07  2.040335e-07  2.535079e-08  1.419169e-09  2.063827e-11 -4.599436e-13  3.203615e-06  2.258300e-06  8.937648e-07  1.914787e-07  1.867120e-08  5.347088e-10 -4.744152e-14  2.868419e-06  2.011469e-06  7.575201e-07  1.311170e-07  6.957652e-09  2.904824e-11  2.514333e-06  1.709435e-06  5.478094e-07  5.638752e-08  5.519913e-10  2.176713e-06  1.374461e-06  2.994261e-07  7.370842e-09  1.860247e-06  9.768357e-07  7.152982e-08  1.522203e-06  4.518516e-07  8.883198e-07
140   1.741921e-13  1.458545e-12  2.120323e-12  2.384369e-12  2.502019e-12  2.467363e-12  2.338560e-12  2.165318e-12  1.972933e-12  1.771207e-12  1.501226e-12  3.176067e-06  1.463830e-06  2.953921e-07  4.149716e-08  4.142431e-09  2.669377e-10  9.306344e-12  1.483990e-13  3.798483e-14  1.827886e-12  3.581590e-06  2.186350e-06  7.155611e-07  1.454581e-07  1.839643e-08  1.309546e-09  3.967261e-11 -2.657861e-13 -6.955736e-14  3.394556e-06  2.347670e-06  9.011699e-07  2.025450e-07  2.520140e-08  1.411831e-09  2.059079e-11 -4.438747e-13  3.173422e-06  2.240576e-06  8.879927e-07  1.904269e-07  1.857568e-08  5.318734e-10  2.424971e-15  2.849253e-06  1.999891e-06  7.535933e-07  1.304558e-07  6.919936e-09  2.890583e-11  2.501134e-06  1.700908e-06  5.450590e-07  5.608068e-08  5.483484e-10  2.165966e-06  1.367484e-06  2.977761e-07  7.322535e-09  1.850463e-06  9.712948e-07  7.106379e-08  1.513055e-06  4.488743e-07  8.822591e-07
141   1.731889e-13  1.421469e-12  2.067925e-12  2.324009e-12  2.443865e-12  2.415832e-12  2.293075e-12  2.124182e-12  1.935006e-12  1.735965e-12  1.470157e-12  3.139307e-06  1.450599e-06  2.922479e-07  4.098336e-08  4.094201e-09  2.644387e-10  9.260849e-12  1.397158e-13  1.266330e-14  2.075273e-12  3.545515e-06  2.160110e-06  7.069582e-07  1.439351e-07  1.824271e-08  1.301170e-09  3.952605e-11 -2.745438e-13 -7.893245e-14  3.353428e-06  2.321865e-06  8.928448e-07  2.010449e-07  2.505119e-08  1.404563e-09  2.057219e-11 -4.199934e-13  3.143150e-06  2.222729e-06  8.821767e-07  1.893723e-07  1.848097e-08  5.291198e-10  7.142027e-14  2.829937e-06  1.988249e-06  7.496717e-07  1.298022e-07  6.883014e-09  2.878793e-11  2.487924e-06  1.692435e-06  5.423491e-07  5.578044e-08  5.447993e-10  2.155350e-06  1.360630e-06  2.961623e-07  7.275341e-09  1.840879e-06  9.658765e-07  7.060802e-08  1.504106e-06  4.459578e-07  8.763039e-07
142   1.721928e-13  1.385523e-12  2.017294e-12  2.265427e-12  2.387078e-12  2.365411e-12  2.248633e-12  2.084104e-12  1.898149e-12  1.701758e-12  1.439976e-12  3.103065e-06  1.437580e-06  2.891945e-07  4.047994e-08  4.046344e-09  2.619427e-10  9.219481e-12  1.327768e-13 -1.104048e-14  2.309279e-12  3.510452e-06  2.134490e-06  6.984597e-07  1.424143e-07  1.808806e-08  1.292752e-09  3.939726e-11 -2.747328e-13 -8.584888e-14  3.312880e-06  2.296175e-06  8.844926e-07  1.995331e-07  2.490003e-08  1.397347e-09  2.057676e-11 -3.898702e-13  3.112815e-06  2.204764e-06  8.763137e-07  1.883136e-07  1.838692e-08  5.264393e-10  1.554276e-13  2.810463e-06  1.976534e-06  7.457506e-07  1.291553e-07  6.846840e-09  2.869017e-11  2.474691e-06  1.684007e-06  5.396765e-07  5.548648e-08  5.413402e-10  2.144854e-06  1.353895e-06  2.945832e-07  7.229234e-09  1.831486e-06  9.605762e-07  7.016232e-08  1.495351e-06  4.431014e-07  8.704537e-07
143   1.712039e-13  1.350666e-12  1.968364e-12  2.208588e-12  2.331632e-12  2.316066e-12  2.205193e-12  2.045041e-12  1.862317e-12  1.668546e-12  1.410653e-12  3.067336e-06  1.424748e-06  2.862299e-07  3.998723e-08  3.998899e-09  2.594479e-10  9.180939e-12  1.273101e-13 -3.298873e-14  2.527604e-12  3.476362e-06  2.109500e-06  6.900728e-07  1.408968e-07  1.793252e-08  1.284280e-09  3.928169e-11 -2.675402e-13 -9.029801e-14  3.272943e-06  2.270622e-06  8.761176e-07  1.980094e-07  2.474779e-08  1.390168e-09  2.059910e-11 -3.549931e-13  3.082435e-06  2.186680e-06  8.704009e-07  1.872499e-07  1.829343e-08  5.238237e-10  2.505478e-13  2.790824e-06  1.964737e-06  7.418257e-07  1.285144e-07  6.811371e-09  2.860839e-11  2.461419e-06  1.675614e-06  5.370382e-07  5.519848e-08  5.379674e-10  2.134466e-06  1.347269e-06  2.930372e-07  7.184187e-09  1.822276e-06  9.553897e-07  6.972648e-08  1.486784e-06  4.403044e-07  8.647084e-07
144   1.702213e-13  1.316859e-12  1.921071e-12  2.153456e-12  2.277503e-12  2.267764e-12  2.162713e-12  2.006949e-12  1.827468e-12  1.636293e-12  1.382162e-12  3.032111e-06  1.412084e-06  2.833517e-07  3.950550e-08  3.951900e-09  2.569531e-10  9.143988e-12  1.230578e-13 -5.305218e-14  2.728081e-12  3.443208e-06  2.085146e-06  6.818043e-07  1.393836e-07  1.777609e-08  1.275742e-09  3.917504e-11 -2.540926e-13 -9.227310e-14  3.233649e-06  2.245226e-06  8.677235e-07  1.964736e-07  2.459434e-08  1.383011e-09  2.063408e-11 -3.167715e-13  3.052026e-06  2.168481e-06  8.644357e-07  1.861801e-07  1.820038e-08  5.212653e-10  3.530880e-13  2.771013e-06  1.952847e-06  7.378928e-07  1.278789e-07  6.776567e-09  2.853864e-11  2.448096e-06  1.667248e-06  5.344314e-07  5.491613e-08  5.346774e-10  2.124176e-06  1.340747e-06  2.915228e-07  7.140175e-09  1.813238e-06  9.503128e-07  6.930031e-08  1.478402e-06  4.375660e-07  8.590674e-07
145   1.692450e-13  1.284064e-12  1.875355e-12  2.099995e-12  2.224667e-12  2.220473e-12  2.121155e-12  1.969788e-12  1.793561e-12  1.604961e-12  1.354475e-12  2.997384e-06  1.399565e-06  2.805580e-07  3.903503e-08  3.905382e-09  2.544567e-10  9.107462e-12  1.197751e-13 -7.110966e-14  2.908673e-12  3.410955e-06  2.061438e-06  6.736603e-07  1.378758e-07  1.761881e-08  1.267126e-09  3.907321e-11 -2.354592e-13 -9.176916e-14  3.195026e-06  2.220005e-06  8.593139e-07  1.949256e-07  2.443957e-08  1.375862e-09  2.067685e-11 -2.765402e-13  3.021604e-06  2.150168e-06  8.584155e-07  1.851033e-07  1.810768e-08  5.187566e-10  4.595517e-13  2.751026e-06  1.940857e-06  7.339481e-07  1.272478e-07  6.742388e-09  2.847721e-11  2.434709e-06  1.658900e-06  5.318534e-07  5.463914e-08  5.314668e-10  2.113972e-06  1.334321e-06  2.900386e-07  7.097172e-09  1.804365e-06  9.453415e-07  6.888363e-08  1.470198e-06  4.348856e-07  8.535304e-07
146   1.682741e-13  1.252247e-12  1.831157e-12  2.048170e-12  2.173099e-12  2.174163e-12  2.080482e-12  1.933518e-12  1.760557e-12  1.574515e-12  1.327567e-12  2.963147e-06  1.387172e-06  2.778467e-07  3.857606e-08  3.859375e-09  2.519574e-10  9.070257e-12  1.172301e-13 -8.704761e-14  3.067460e-12  3.379567e-06  2.038380e-06  6.656469e-07  1.363742e-07  1.746069e-08  1.258422e-09  3.897236e-11 -2.126541e-13 -8.878287e-14  3.157100e-06  2.194976e-06  8.508925e-07  1.933651e-07  2.428335e-08  1.368708e-09  2.072282e-11 -2.355633e-13  2.991183e-06  2.131743e-06  8.523381e-07  1.840185e-07  1.801520e-08  5.162907e-10  5.666283e-13  2.730855e-06  1.928759e-06  7.299880e-07  1.266208e-07  6.708798e-09  2.842055e-11  2.421248e-06  1.650561e-06  5.293015e-07  5.436723e-08  5.283323e-10  2.103845e-06  1.327986e-06  2.885834e-07  7.055157e-09  1.795649e-06  9.404721e-07  6.847624e-08  1.462170e-06  4.322625e-07  8.480969e-07
147   1.673081e-13  1.221371e-12  1.788422e-12  1.997950e-12  2.122778e-12  2.128806e-12  2.040659e-12  1.898102e-12  1.728419e-12  1.544923e-12  1.301413e-12  2.929394e-06  1.374888e-06  2.752159e-07  3.812882e-08  3.813909e-09  2.494541e-10  9.031327e-12  1.152028e-13 -1.007598e-13  3.202640e-12  3.349012e-06  2.015981e-06  6.577694e-07  1.348798e-07  1.730175e-08  1.249621e-09  3.886882e-11 -1.866398e-13 -8.331243e-14  3.119898e-06  2.170156e-06  8.424623e-07  1.917920e-07  2.412559e-08  1.361537e-09  2.076763e-11 -1.950377e-13  2.960777e-06  2.113208e-06  8.462013e-07  1.829251e-07  1.792287e-08  5.138608e-10  6.711840e-13  2.710497e-06  1.916545e-06  7.260089e-07  1.259970e-07  6.675760e-09  2.836532e-11  2.407701e-06  1.642224e-06  5.267732e-07  5.410015e-08  5.252709e-10  2.093786e-06  1.321736e-06  2.871557e-07  7.014104e-09  1.787082e-06  9.357008e-07  6.807797e-08  1.454312e-06  4.296959e-07  8.427666e-07
148   1.663467e-13  1.191405e-12  1.747094e-12  1.949301e-12  2.073679e-12  2.084371e-12  2.001652e-12  1.863503e-12  1.697112e-12  1.516151e-12  1.275990e-12  2.896118e-06  1.362693e-06  2.726637e-07  3.769351e-08  3.769011e-09  2.469456e-10  8.989683e-12  1.134846e-13 -1.121467e-13  3.312520e-12  3.319257e-06  1.994244e-06  6.500331e-07  1.333934e-07  1.714201e-08  1.240713e-09  3.875912e-11 -1.583294e-13 -7.535752e-14  3.083441e-06  2.145559e-06  8.340266e-07  1.902063e-07  2.396620e-08  1.354335e-09  2.080717e-11 -1.560964e-13  2.930398e-06  2.094565e-06  8.400031e-07  1.818220e-07  1.783059e-08  5.114606e-10  7.702530e-13  2.689946e-06  1.904209e-06  7.220077e-07  1.253759e-07  6.643241e-09  2.830834e-11  2.394057e-06  1.633883e-06  5.242663e-07  5.383763e-08  5.222796e-10  2.083785e-06  1.315564e-06  2.857544e-07  6.973992e-09  1.778657e-06  9.310242e-07  6.768866e-08  1.446620e-06  4.271852e-07  8.375387e-07
149   1.653894e-13  1.162315e-12  1.707122e-12  1.902193e-12  2.025782e-12  2.040833e-12  1.963427e-12  1.829687e-12  1.666601e-12  1.488169e-12  1.251274e-12  2.863311e-06  1.350572e-06  2.701882e-07  3.727032e-08  3.724706e-09  2.444307e-10  8.944392e-12  1.118777e-13 -1.211154e-13  3.395507e-12  3.290274e-06  1.973174e-06  6.424427e-07  1.319158e-07  1.698150e-08  1.231688e-09  3.864000e-11 -1.285887e-13 -6.491916e-14  3.047752e-06  2.121201e-06  8.255883e-07  1.886077e-07  2.380507e-08  1.347093e-09  2.083753e-11 -1.198117e-13  2.900060e-06  2.075816e-06  8.337416e-07  1.807087e-07  1.773827e-08  5.090842e-10  8.610291e-13  2.669197e-06  1.891744e-06  7.179813e-07  1.247569e-07  6.611207e-09  2.824663e-11  2.380308e-06  1.625529e-06  5.217784e-07  5.357943e-08  5.193555e-10  2.073833e-06  1.309467e-06  2.843783e-07  6.934799e-09  1.770366e-06  9.264388e-07  6.730812e-08  1.439090e-06  4.247297e-07  8.324129e-07
150   1.644358e-13  1.134072e-12  1.668457e-12  1.856594e-12  1.979064e-12  1.998165e-12  1.925953e-12  1.796621e-12  1.636852e-12  1.460947e-12  1.227244e-12  2.830968e-06  1.338509e-06  2.677877e-07  3.685943e-08  3.681019e-09  2.419083e-10  8.894569e-12  1.101947e-13 -1.275792e-13  3.450107e-12  3.262032e-06  1.952776e-06  6.350027e-07  1.304477e-07  1.682022e-08  1.222540e-09  3.850835e-11 -9.823922e-14 -5.199963e-14  3.012850e-06  2.097094e-06  8.171502e-07  1.869963e-07  2.364212e-08  1.339799e-09  2.085502e-11 -8.719834e-14  2.869773e-06  2.056961e-06  8.274151e-07  1.795843e-07  1.764584e-08  5.067257e-10  9.408575e-13  2.648248e-06  1.879144e-06  7.139267e-07  1.241395e-07  6.579629e-09  2.817732e-11  2.366443e-06  1.617156e-06  5.193074e-07  5.332533e-08  5.164959e-10  2.063924e-06  1.303437e-06  2.830262e-07  6.896503e-09  1.762203e-06  9.219414e-07  6.693619e-08  1.431719e-06  4.223288e-07  8.273886e-07
151   1.634851e-13  1.106646e-12  1.631048e-12  1.812470e-12  1.933504e-12  1.956343e-12  1.889203e-12  1.764274e-12  1.607836e-12  1.434457e-12  1.203877e-12  2.799083e-06  1.326491e-06  2.654598e-07  3.646090e-08  3.637973e-09  2.393785e-10  8.839594e-12  1.082937e-13 -1.315107e-13  3.475570e-12  3.234498e-06  1.933047e-06  6.277164e-07  1.289899e-07  1.665824e-08  1.213263e-09  3.836190e-11 -6.795308e-14 -3.668986e-14  2.978750e-06  2.073253e-06  8.087162e-07  1.853723e-07  2.347731e-08  1.332445e-09  2.085692e-11 -5.900244e-14  2.839553e-06  2.038008e-06  8.210234e-07  1.784485e-07  1.755321e-08  5.043802e-10  1.007819e-12  2.627098e-06  1.866406e-06  7.098417e-07  1.235232e-07  6.548473e-09  2.809833e-11  2.352457e-06  1.608759e-06  5.168511e-07  5.307506e-08  5.136981e-10  2.054048e-06  1.297471e-06  2.816970e-07  6.859083e-09  1.754161e-06  9.175285e-07  6.657268e-08  1.424501e-06  4.199815e-07  8.224648e-07
152   1.625378e-13  1.080009e-12  1.594843e-12  1.769771e-12  1.889078e-12  1.915353e-12  1.853158e-12  1.732621e-12  1.579524e-12  1.408672e-12  1.181152e-12  2.767650e-06  1.314519e-06  2.632000e-07  3.607435e-08  3.595587e-09  2.368442e-10  8.779735e-12  1.061805e-13 -1.330972e-13  3.473763e-12  3.207626e-06  1.913959e-06  6.205840e-07  1.275438e-07  1.649572e-08  1.203867e-09  3.820102e-11 -3.794655e-14 -1.942269e-14  2.945445e-06  2.049693e-06  8.002949e-07  1.837372e-07  2.331074e-08  1.325029e-09  2.084364e-11 -3.508524e-14  2.809429e-06  2.018975e-06  8.145718e-07  1.773015e-07  1.746034e-08  5.020451e-10  1.062438e-12  2.605767e-06  1.853535e-06  7.057257e-07  1.229074e-07  6.517698e-09  2.800999e-11  2.338350e-06  1.600333e-06  5.144068e-07  5.282833e-08  5.109595e-10  2.044196e-06  1.291561e-06  2.803890e-07  6.822501e-09  1.746229e-06  9.131957e-07  6.621729e-08  1.417432e-06  4.176861e-07  8.176393e-07
153   1.615934e-13  1.054134e-12  1.559791e-12  1.728445e-12  1.845759e-12  1.875183e-12  1.817803e-12  1.701641e-12  1.551892e-12  1.383567e-12  1.159047e-12  2.736665e-06  1.302595e-06  2.610032e-07  3.569934e-08  3.553880e-09  2.343093e-10  8.715460e-12  1.038958e-13 -1.325697e-13  3.447102e-12  3.181363e-06  1.895481e-06  6.136050e-07  1.261104e-07  1.633288e-08  1.194362e-09  3.802674e-11 -8.320673e-15 -6.949033e-16  2.912925e-06  2.026430e-06  7.918960e-07  1.820932e-07  2.314253e-08  1.317550e-09  2.081634e-11 -1.510472e-14  2.779435e-06  1.999886e-06  8.080668e-07  1.761438e-07  1.736715e-08  4.997181e-10  1.105791e-12  2.584276e-06  1.840542e-06  7.015786e-07  1.222916e-07  6.487261e-09  2.791322e-11  2.324123e-06  1.591873e-06  5.119716e-07  5.258479e-08  5.082775e-10  2.034358e-06  1.285698e-06  2.791008e-07  6.786723e-09  1.738399e-06  9.089382e-07  6.586969e-08  1.410503e-06  4.154409e-07  8.129096e-07
154   1.606521e-13  1.028997e-12  1.525841e-12  1.688440e-12  1.803525e-12  1.835819e-12  1.783123e-12  1.671311e-12  1.524915e-12  1.359117e-12  1.137542e-12  2.706125e-06  1.290723e-06  2.588646e-07  3.533544e-08  3.512871e-09  2.317776e-10  8.647213e-12  1.014780e-13 -1.301484e-13  3.397894e-12  3.155664e-06  1.877582e-06  6.067786e-07  1.246912e-07  1.616991e-08  1.184761e-09  3.784000e-11  2.082882e-14  1.902138e-14  2.881179e-06  2.003477e-06  7.835282e-07  1.804419e-07  2.297279e-08  1.310007e-09  2.077610e-11  1.265633e-15  2.749600e-06  1.980761e-06  8.015145e-07  1.749758e-07  1.727360e-08  4.973973e-10  1.138909e-12  2.562649e-06  1.827434e-06  6.974003e-07  1.216751e-07  6.457123e-09  2.780888e-11  2.309779e-06  1.583374e-06  5.095429e-07  5.234413e-08  5.056497e-10  2.024523e-06  1.279876e-06  2.778307e-07  6.751714e-09  1.730660e-06  9.047516e-07  6.552957e-08  1.403709e-06  4.132440e-07  8.082734e-07
155   1.597136e-13  1.004572e-12  1.492946e-12  1.649708e-12  1.762352e-12  1.797252e-12  1.749104e-12  1.641610e-12  1.498570e-12  1.335300e-12  1.116616e-12  2.676026e-06  1.278905e-06  2.567798e-07  3.498223e-08  3.472575e-09  2.292523e-10  8.575419e-12  9.896375e-14 -1.260434e-13  3.328340e-12  3.130481e-06  1.860233e-06  6.001040e-07  1.232872e-07  1.600698e-08  1.175073e-09  3.764175e-11  4.941133e-14  3.927751e-14  2.850198e-06  1.980850e-06  7.752002e-07  1.787852e-07  2.280166e-08  1.302401e-09  2.072398e-11  1.433756e-14  2.719952e-06  1.961621e-06  7.949210e-07  1.737980e-07  1.717964e-08  4.950807e-10  1.162774e-12  2.540904e-06  1.814219e-06  6.931908e-07  1.210576e-07  6.427243e-09  2.769780e-11  2.295321e-06  1.574834e-06  5.071180e-07  5.210607e-08  5.030737e-10  2.014684e-06  1.274088e-06  2.765774e-07  6.717439e-09  1.723004e-06  9.006318e-07  6.519663e-08  1.397044e-06  4.110939e-07  8.037283e-07
156   1.587783e-13  9.808360e-13  1.461060e-12  1.612201e-12  1.722217e-12  1.759467e-12  1.715731e-12  1.612520e-12  1.472833e-12  1.312093e-12  1.096251e-12  2.646362e-06  1.267144e-06  2.547443e-07  3.463931e-08  3.433008e-09  2.267368e-10  8.500483e-12  9.638793e-14 -1.204549e-13  3.240539e-12  3.105771e-06  1.843405e-06  5.935806e-07  1.218995e-07  1.584428e-08  1.165310e-09  3.743285e-11  7.734109e-14  5.964724e-14  2.819970e-06  1.958561e-06  7.669200e-07  1.771246e-07  2.262924e-08  1.294730e-09  2.066097e-11  2.440868e-14  2.690521e-06  1.942485e-06  7.882917e-07  1.726109e-07  1.708521e-08  4.927665e-10  1.178323e-12  2.519062e-06  1.800905e-06  6.889501e-07  1.204384e-07  6.397587e-09  2.758075e-11  2.280750e-06  1.566248e-06  5.046947e-07  5.187032e-08  5.005473e-10  2.004832e-06  1.268327e-06  2.753395e-07  6.683866e-09  1.715422e-06  8.965747e-07  6.487059e-08  1.390502e-06  4.089887e-07  7.992720e-07
157   1.578456e-13  9.577660e-13  1.430138e-12  1.575876e-12  1.683098e-12  1.722455e-12  1.682990e-12  1.584020e-12  1.447683e-12  1.289474e-12  1.076427e-12  2.617130e-06  1.255443e-06  2.527539e-07  3.430628e-08  3.394184e-09  2.242342e-10  8.422790e-12  9.378362e-14 -1.135738e-13  3.136494e-12  3.081492e-06  1.827071e-06  5.872076e-07  1.205291e-07  1.568196e-08  1.155479e-09  3.721415e-11  1.045370e-13  7.972561e-14  2.790486e-06  1.936623e-06  7.586952e-07  1.754618e-07  2.245562e-08  1.286994e-09  2.058803e-11  3.176312e-14  2.661331e-06  1.923372e-06  7.816321e-07  1.714147e-07  1.699028e-08  4.904531e-10  1.186451e-12  2.497141e-06  1.787499e-06  6.846781e-07  1.198173e-07  6.368118e-09  2.745850e-11  2.266068e-06  1.557612e-06  5.022705e-07  5.163660e-08  4.980684e-10  1.994958e-06  1.262588e-06  2.741155e-07  6.650966e-09  1.707905e-06  8.925763e-07  6.455116e-08  1.384077e-06  4.069270e-07  7.949024e-07
158   1.569158e-13  9.353399e-13  1.400139e-12  1.540687e-12  1.644973e-12  1.686204e-12  1.650869e-12  1.556092e-12  1.423100e-12  1.267422e-12  1.057127e-12  2.588326e-06  1.243802e-06  2.508047e-07  3.398279e-08  3.356116e-09  2.217473e-10  8.342710e-12  9.118229e-14 -1.055822e-13  3.018116e-12  3.057604e-06  1.811205e-06  5.809840e-07  1.191771e-07  1.552019e-08  1.145592e-09  3.698645e-11  1.309222e-13  9.912801e-14  2.761737e-06  1.915046e-06  7.505330e-07  1.737983e-07  2.228093e-08  1.279193e-09  2.050607e-11  3.667217e-14  2.632407e-06  1.904299e-06  7.749471e-07  1.702099e-07  1.689479e-08  4.881386e-10  1.188009e-12  2.475158e-06  1.774009e-06  6.803748e-07  1.191937e-07  6.338803e-09  2.733175e-11  2.251277e-06  1.548924e-06  4.998433e-07  5.140466e-08  4.956348e-10  1.985056e-06  1.256863e-06  2.729043e-07  6.618707e-09  1.700447e-06  8.886329e-07  6.423808e-08  1.377765e-06  4.049072e-07  7.906173e-07
