# L TxT TxW1 TxW2 TxW3 W1xW1 W1xW2 W1xW3 W2xW2 W2xW3 W3xW3
1.241000000000000000e+03 4.727145352108197397e-16 6.434106745195661477e-22 1.690685354775453087e-17 6.070962815469580332e-16 2.635885187201535037e-08 7.163003369670312377e-09 2.085692988253497762e-11 4.158776225583782987e-08 7.428488951979699563e-09 3.003408398628261553e-08
1.242000000000000000e+03 4.694964944117023225e-16 6.431806890466667218e-22 1.688002217936130526e-17 6.052607112750895910e-16 2.631052162428634656e-08 7.150278148732483513e-09 2.082071493970776613e-11 4.151521751045279654e-08 7.415775224200157639e-09 2.998377814594209042e-08
1.243000000000000000e+03 4.663074047107438872e-16 6.429340431141416897e-22 1.685302285833762276e-17 6.034310910513543978e-16 2.626231442854329125e-08 7.137584412377681532e-09 2.078458557202603676e-11 4.144284965132425509e-08 7.403092488120880619e-09 2.993358991191307689e-08
1.244000000000000000e+03 4.631511986475703787e-16 6.426729615687407271e-22 1.682587194159678203e-17 6.016074661993139025e-16 2.621422984709275826e-08 7.124922050069268179e-09 2.074854145535720534e-11 4.137065808151701206e-08 7.390440675892457341e-09 2.988351889933444911e-08
1.245000000000000000e+03 4.600277329395362538e-16 6.423996551013619104e-22 1.679858568233098283e-17 5.997898817054996773e-16 2.616626744409967857e-08 7.112290951736749600e-09 2.071258226698782911e-11 4.129864220656028327e-08 7.377819719861367900e-09 2.983356472490636808e-08
1.246000000000000000e+03 4.569409088223618360e-16 6.421163203319327531e-22 1.677118023063256016e-17 5.979783822215340739e-16 2.611842678557806275e-08 7.099691007773476774e-09 2.067670768561640123e-11 4.122680143443548463e-08 7.365229552569285509e-09 2.978372700688267826e-08
1.247000000000000000e+03 4.538865275262242999e-16 6.418251398937473176e-22 1.674367163411120008e-17 5.961730120662345092e-16 2.607070743938176955e-08 7.087122109034331896e-09 2.064091739134614526e-11 4.115513517556427441e-08 7.352670106752376707e-09 2.973400536506339999e-08
1.248000000000000000e+03 4.508684787080892455e-16 6.415282825172659850e-22 1.671607583850726988e-17 5.943738152277061162e-16 2.602310897519539369e-08 7.074584146833451147e-09 2.060521106567794533e-11 4.108364284279662862e-08 7.340141315340628027e-09 2.968439942078725848e-08
1.249000000000000000e+03 4.478825779654313084e-16 6.412279031133763781e-22 1.668840868830116684e-17 5.925808353654188154e-16 2.597563096452508752e-08 7.062077012941932572e-09 2.056958839150322790e-11 4.101232385139893620e-08 7.327643111457131318e-09 2.963490879692421265e-08
1.250000000000000000e+03 4.449367214482152916e-16 6.409261428561254062e-22 1.666068592731885532e-17 5.907941158122724531e-16 2.592827298068957776e-08 7.049600599585591117e-09 2.053404905309692422e-11 4.094117761904221998e-08 7.315175428417418690e-09 2.958553311786808335e-08
1.251000000000000000e+03 4.420227113590019767e-16 6.406247075838672232e-22 1.663292031294599271e-17 5.890136859043090296e-16 2.588103460041996924e-08 7.037154799895773715e-09 2.049859276056986631e-11 4.087020356353619123e-08 7.302738191217543227e-09 2.953627201144182819e-08
1.252000000000000000e+03 4.391444302251358868e-16 6.403236082223767309e-22 1.660511299442071900e-17 5.872395201403225193e-16 2.583391540865690941e-08 7.024739509260575361e-09 2.046321932292761463e-11 4.079940109608383654e-08 7.290331291108409767e-09 2.948712511460364189e-08
1.253000000000000000e+03 4.363057387276707615e-16 6.400224352887298364e-22 1.657726223679265723e-17 5.854715795050157526e-16 2.578691499367927530e-08 7.012354623953300864e-09 2.042792857414135559e-11 4.072876962808251011e-08 7.277954611318090944e-09 2.943809206765928271e-08
1.254000000000000000e+03 4.335024877814849369e-16 6.397207819076909970e-22 1.654936631648886314e-17 5.837098251840305057e-16 2.574003294548163570e-08 7.000000040675833851e-09 2.039272034860886171e-11 4.065830857337324298e-08 7.265608035587703276e-09 2.938917251233656145e-08
1.255000000000000000e+03 4.307385265963998115e-16 6.394182437961467596e-22 1.652142352124526202e-17 5.819542185628421089e-16 2.569326885576583038e-08 6.987675656556529940e-09 2.035759448115319589e-11 4.058801734822874553e-08 7.253291448168799068e-09 2.934036609177850887e-08
1.256000000000000000e+03 4.280136998728057455e-16 6.391144192476382298e-22 1.649343215003851091e-17 5.802047212256627329e-16 2.564662231793259243e-08 6.975381369148142171e-09 2.032255080702142866e-11 4.051789537134156236e-08 7.241004733820785605e-09 2.929167245053674177e-08
1.257000000000000000e+03 4.253278530005329277e-16 6.388089091169928470e-22 1.646539051301830444e-17 5.784612949543491123e-16 2.560009292707316727e-08 6.963117076425748086e-09 2.028758916188335534e-11 4.044794206381212109e-08 7.228747777808346832e-09 2.924309123456472309e-08
1.258000000000000000e+03 4.226808320553368031e-16 6.385013168050530199e-22 1.643729693144010902e-17 5.767239017273174675e-16 2.555368027996107392e-08 6.950882676784680133e-09 2.025270938183021660e-11 4.037815684913701291e-08 7.216520465898884886e-09 2.919462209121111799e-08
1.259000000000000000e+03 4.200685229892033242e-16 6.381912482435012470e-22 1.640914973759832847e-17 5.749925037184665120e-16 2.550738397504382330e-08 6.938678069038485830e-09 2.021791130337343820e-11 4.030853915319726648e-08 7.204322684359984783e-09 2.914626466921322937e-08
1.260000000000000000e+03 4.175026556578742449e-16 6.378783118797832256e-22 1.638094727475989178e-17 5.732670632961045033e-16 2.546120361243472246e-08 6.926503152416888768e-09 2.018319476344333534e-11 4.023908840424665486e-08 7.192154319956873322e-09 2.909801861869036055e-08
1.261000000000000000e+03 4.149711957553940710e-16 6.375621186621250014e-22 1.635268789709826000e-17 5.715475430218852666e-16 2.541513879390472197e-08 6.914357826563754575e-09 2.014855959938788483e-11 4.016980403290015473e-08 7.180015259949913557e-09 2.904988359113732025e-08
1.262000000000000000e+03 4.124818948776032047e-16 6.372422820246459434e-22 1.632436996962787984e-17 5.698339056497487547e-16 2.536918912287432934e-08 6.902241991535087482e-09 2.011400564897143580e-11 4.010068547212240554e-08 7.167905392092107534e-09 2.900185923941792759e-08
1.263000000000000000e+03 4.100345837658188225e-16 6.369184178725659469e-22 1.629599186813901027e-17 5.681261141248692992e-16 2.532335420440551258e-08 6.890155547797020275e-09 2.007953275037345280e-11 4.003173215721627458e-08 7.155824604626601518e-09 2.895394521775851372e-08
1.264000000000000000e+03 4.076251643703496277e-16 6.365901445675065819e-22 1.626755197913301739e-17 5.664241315826093834e-16 2.527763364519371961e-08 6.878098396223824101e-09 2.004514074218729121e-11 3.996294352581141540e-08 7.143772786284225954e-09 2.890614118174152611e-08
1.265000000000000000e+03 4.052574108973406443e-16 6.362570829128838363e-22 1.623904869975802067e-17 5.647279213474808117e-16 2.523202705355987772e-08 6.866070438095929022e-09 2.001082946341891442e-11 3.989431901785301156e-08 7.131749826281027993e-09 2.885844678829910958e-08
1.266000000000000000e+03 4.029272391504496841e-16 6.359188561393961206e-22 1.621048043774501061e-17 5.630374469321104139e-16 2.518653403944250559e-08 6.854071575097947879e-09 1.997659875348568216e-11 3.982585807559044094e-08 7.119755614315842884e-09 2.881086169570677012e-08
1.267000000000000000e+03 4.006423232868213685e-16 6.355750898906002943e-22 1.618184561134430536e-17 5.613526720362138358e-16 2.514115421438977236e-08 6.842101709316728286e-09 1.994244845221507742e-11 3.975756014356613193e-08 7.107790040567850486e-09 2.876338556357703538e-08
1.268000000000000000e+03 3.983985743987461780e-16 6.352254122085823893e-22 1.615314264926248503e-17 5.596735605455746546e-16 2.509588719155172876e-08 6.830160743239393036e-09 1.990837839984349476e-11 3.968942466860437999e-08 7.095852995694169825e-09 2.871601805285316809e-08
1.269000000000000000e+03 3.961958276509306081e-16 6.348694535197169194e-22 1.612436999059967103e-17 5.580000765310294110e-16 2.505073258567246210e-08 6.818248579751416908e-09 1.987438843701500276e-11 3.962145109980032961e-08 7.083944370827465236e-09 2.866875882580291258e-08
1.270000000000000000e+03 3.940339189395546470e-16 6.345068466205155269e-22 1.609552608478721845e-17 5.563321842474597405e-16 2.500569001308240021e-08 6.806365122134687755e-09 1.984047840478010649e-11 3.955363888850890989e-08 7.072064057573542571e-09 2.862160754601230084e-08
1.271000000000000000e+03 3.919126848885606787e-16 6.341372266635665653e-22 1.606660939152580274e-17 5.546698481327892382e-16 2.496075909169053924e-08 6.794510274065599022e-09 1.980664814459453905e-11 3.948598748833390918e-08 7.060211948008986776e-09 2.857456387837940897e-08
1.272000000000000000e+03 3.898358431374719886e-16 6.337602311435626098e-22 1.603761838072391326e-17 5.530130328069873248e-16 2.491593944097684020e-08 6.782683939613142275e-09 1.977289749831803370e-11 3.941849635511708938e-08 7.048387934678806906e-09 2.852762748910826584e-08
1.273000000000000000e+03 3.877993392801790978e-16 6.333754998834150470e-22 1.600855153243670729e-17 5.513617030710795218e-16 2.487123068198457925e-08 6.770886023237017086e-09 1.973922630821309607e-11 3.935116494692733332e-08 7.036591910594077006e-09 2.848079804570269882e-08
1.274000000000000000e+03 3.858026253325727612e-16 6.329826750204577215e-22 1.597940733680528007e-17 5.497158239061613756e-16 2.482663243731278387e-08 6.759116429785740929e-09 1.970563441694381503e-11 3.928399272404988480e-08 7.024823769229615870e-09 2.843407521696025570e-08
1.275000000000000000e+03 3.838494047145765403e-16 6.325814009927363458e-22 1.595018429399631079e-17 5.480753604724223406e-16 2.478214433110869566e-08 6.747375064494785542e-09 1.967212166757464132e-11 3.921697914897568125e-08 7.013083404521665969e-09 2.838745867296616626e-08
1.276000000000000000e+03 3.819383445376564648e-16 6.321713245253842385e-22 1.592088091414207524e-17 5.464402781081708456e-16 2.473776598906027608e-08 6.735661832984705016e-09 1.963868790356919205e-11 3.915012368639063353e-08 7.001370710865578178e-09 2.834094808508731706e-08
1.277000000000000000e+03 3.800692749301187700e-16 6.317520946170840151e-22 1.589149571728084062e-17 5.448105423288686299e-16 2.469349703838876180e-08 6.723976641259295320e-09 1.960533296878902605e-11 3.908342580316513056e-08 6.989685583113527927e-09 2.829454312596624616e-08
1.278000000000000000e+03 3.782420267732806647e-16 6.313233625266139138e-22 1.586202723329766705e-17 5.431861188261702059e-16 2.464933710784124983e-08 6.712319395703738105e-09 1.957205670749247741e-11 3.901688496834338534e-08 6.978027916572237970e-09 2.824824346951522046e-08
1.279000000000000000e+03 3.764564316976625491e-16 6.308847817594793215e-22 1.583247400186554501e-17 5.415669734669666616e-16 2.460528582768334231e-08 6.700690003082785043e-09 1.953885896433345352e-11 3.895050065313310504e-08 6.966397607000702818e-09 2.820204879091029325e-08
1.280000000000000000e+03 3.747127052750273171e-16 6.304360080546275249e-22 1.580283457238692408e-17 5.399530722924364635e-16 2.456134282969180769e-08 6.689088370538925627e-09 1.950573958436024596e-11 3.888427233089498255e-08 6.954794550607942112e-09 2.815595876658544448e-08
1.281000000000000000e+03 3.730106788295378837e-16 6.299766993712452160e-22 1.577310750393558378e-17 5.383443815171020777e-16 2.451750774714730156e-08 6.677514405590578120e-09 1.947269841301433823e-11 3.881819947713234677e-08 6.943218644050755653e-09 2.810997307422668127e-08
1.282000000000000000e+03 3.713501844316555226e-16 6.295065158756407275e-22 1.574329136519893578e-17 5.367408675278913236e-16 2.447378021482713048e-08 6.665968016130294575e-09 1.943973529612923926e-11 3.875228156948091880e-08 6.931669784431500773e-09 2.806409139276625431e-08
1.283000000000000000e+03 3.697310548943747809e-16 6.290251199282058259e-22 1.571338473442058804e-17 5.351424968832048423e-16 2.443015986899802576e-08 6.654449110422960894e-09 1.940685007992928791e-11 3.868651808769854167e-08 6.920147869295868869e-09 2.801831340237683778e-08
1.284000000000000000e+03 3.681531237694810249e-16 6.285321760704619514e-22 1.568338619934338657e-17 5.335492363119898749e-16 2.438664634740900978e-08 6.642957597104021694e-09 1.937404261102850264e-11 3.862090851365498289e-08 6.908652796630687588e-09 2.797263878446578541e-08
1.285000000000000000e+03 3.666166055645421432e-16 6.280273510121846054e-22 1.565329435715270995e-17 5.319610527128170983e-16 2.434323928928423600e-08 6.631493385177708487e-09 1.934131273642940218e-11 3.855545233132182294e-08 6.897184464861732930e-09 2.792706722166937335e-08
1.286000000000000000e+03 3.651209538953415876e-16 6.275103136186108685e-22 1.562310781442018589e-17 5.303779131529672224e-16 2.429993833531596115e-08 6.620056384015278615e-09 1.930866030352183577e-11 3.849014902676242327e-08 6.885742772851547976e-09 2.788159839784716202e-08
1.287000000000000000e+03 3.636663835522843510e-16 6.269807348977245955e-22 1.559282518704775302e-17 5.287997848675182788e-16 2.425674312765741501e-08 6.608646503353259968e-09 1.927608516008182002e-11 3.842499808812180819e-08 6.874327619897274018e-09 2.783623199807624896e-08
1.288000000000000000e+03 3.622523507928350291e-16 6.264382879876227662e-22 1.556244510021202150e-17 5.272266352584411908e-16 2.421365330991587520e-08 6.597263653291709775e-09 1.924358715427039824e-11 3.835999900561682476e-08 6.862938905728504029e-09 2.779096770864568031e-08
1.289000000000000000e+03 3.608786928155330198e-16 6.258826481439603594e-22 1.553196618830908365e-17 5.256584318937010645e-16 2.417066852714567588e-08 6.585907744292487444e-09 1.921116613463248047e-11 3.829515127152619013e-08 6.851576530505139432e-09 2.774580521705084259e-08
1.290000000000000000e+03 3.595460020958923686e-16 6.253134927274723393e-22 1.550138709489955859e-17 5.240951425063616341e-16 2.412778842584123295e-08 6.574578687177529068e-09 1.917882195009565768e-11 3.823045438018059847e-08 6.840240394815256809e-09 2.770074421198787421e-08
1.291000000000000000e+03 3.582533603660173000e-16 6.247305011915747293e-22 1.547070647265405925e-17 5.225367349936971029e-16 2.408501265393022808e-08 6.563276393127126890e-09 1.914655444996912894e-11 3.816590782795299996e-08 6.828930399672998583e-09 2.765578438334810026e-08
1.292000000000000000e+03 3.570006069720463806e-16 6.241333550700429860e-22 1.543992298329897351e-17 5.209831774163079292e-16 2.404234086076669679e-08 6.552000773678237715e-09 1.911436348394248657e-11 3.810151111324881355e-08 6.817646446516459577e-09 2.761092542221256646e-08
1.293000000000000000e+03 3.557875819661049055e-16 6.235217379647659812e-22 1.540903529756258443e-17 5.194344379972427253e-16 2.399977269712423895e-08 6.540751740722777264e-09 1.908224890208462073e-11 3.803726373649625890e-08 6.806388437205600861e-09 2.756616702084649705e-08
1.294000000000000000e+03 3.546145010548991040e-16 6.228953355335781308e-22 1.537804209512152632e-17 5.178904851211248900e-16 2.395730781518926239e-08 6.529529206505945137e-09 1.905021055484257560e-11 3.797316520013672800e-08 6.795156274020167740e-09 2.752150887269388174e-08
1.295000000000000000e+03 3.534800808355584754e-16 6.222538354781640283e-22 1.534694206454758896e-17 5.163512873332849602e-16 2.391494586855418675e-08 6.518333083624540669e-09 1.901824829304040232e-11 3.790921500861517663e-08 6.783949859657613530e-09 2.747695067237201961e-08
1.296000000000000000e+03 3.523849145172214858e-16 6.215969275320423529e-22 1.531573390325482703e-17 5.148168133388966106e-16 2.387268651221080620e-08 6.507163285025299472e-09 1.898636196787804745e-11 3.784541266837064156e-08 6.772769097231049806e-09 2.743249211566611930e-08
1.297000000000000000e+03 3.513280984963100032e-16 6.209243034486213431e-22 1.528441631744703297e-17 5.132870320021202474e-16 2.383052940254356614e-08 6.496019724003232458e-09 1.895455143093023175e-11 3.778175768782667835e-08 6.761613890267195820e-09 2.738813289952395208e-08
1.298000000000000000e+03 3.503098523916637534e-16 6.202356569893295002e-22 1.525298802206553048e-17 5.117619123452494599e-16 2.378847419732297879e-08 6.484902314199985535e-09 1.892281653414532254e-11 3.771824957738207045e-08 6.750484142704344461e-09 2.734387272205049835e-08
1.299000000000000000e+03 3.493292779811354173e-16 6.195306839118204905e-22 1.522144774073726376e-17 5.102414235478637846e-16 2.374652055569900908e-08 6.473810969602193521e-09 1.889115712984421242e-11 3.765488784940135302e-08 6.739379758890338151e-09 2.729971128250262722e-08
1.300000000000000000e+03 3.483862252928778406e-16 6.188090819582498932e-22 1.518979420572322878e-17 5.087255349459852152e-16 2.370466813819452340e-08 6.462745604539849771e-09 1.885957307071921425e-11 3.759167201820552205e-08 6.728300643580560445e-09 2.725564828128382242e-08
1.301000000000000000e+03 3.474805446949644273e-16 6.180706433563012766e-22 1.515802673803646311e-17 5.072142195020712350e-16 2.366291662229893122e-08 6.451706138027982824e-09 1.882806419394160161e-11 3.752860162663585445e-08 6.717246706548640765e-09 2.721168343445044205e-08
1.302000000000000000e+03 3.466117155915919009e-16 6.173155312096372082e-22 1.512614698077454929e-17 5.057074641740492712e-16 2.362126574907068051e-08 6.440692506741612142e-09 1.879663027368156438e-11 3.746567632543763736e-08 6.706217876365964057e-09 2.716781651706290455e-08
1.303000000000000000e+03 3.457792200031298179e-16 6.165439999691956180e-22 1.509415714614959631e-17 5.042052594277479026e-16 2.357971527599652916e-08 6.429704651891321660e-09 1.876527106912113841e-11 3.740289579296325793e-08 6.695214086462873444e-09 2.712404731933543160e-08
1.304000000000000000e+03 3.449825428654366812e-16 6.157563026436389148e-22 1.506205943360408583e-17 5.027075957552870612e-16 2.353826496134020580e-08 6.418742514865912203e-09 1.873398634039009205e-11 3.734025970851374711e-08 6.684235270500756831e-09 2.708037563207771566e-08
1.305000000000000000e+03 3.442222779940241759e-16 6.149526908074107308e-22 1.502985602988268313e-17 5.012144636749864260e-16 2.349691456413930290e-08 6.407806037231719892e-09 1.870277584856143803e-11 3.727776775233529227e-08 6.673281362371055940e-09 2.703680124669282554e-08
1.306000000000000000e+03 3.434968067418892808e-16 6.141334146087459283e-22 1.499754910910364447e-17 4.997258537312787471e-16 2.345566384420219640e-08 6.396895160731947778e-09 1.867163935564709078e-11 3.721541960561580277e-08 6.662352296194286927e-09 2.699332395517512855e-08
1.307000000000000000e+03 3.428063577722539516e-16 6.132987227776297306e-22 1.496514083282974982e-17 4.982417564946196193e-16 2.341451256210496524e-08 6.386009827285996652e-09 1.864057662459343002e-11 3.715321495048138281e-08 6.651448006319061833e-09 2.694994355010817950e-08
1.308000000000000000e+03 3.421504241637632353e-16 6.124488626337120904e-22 1.493263335013881965e-17 4.967621625614002147e-16 2.337346047918834073e-08 6.375149978988803307e-09 1.860958741927698715e-11 3.709115346999295658e-08 6.640568427321116638e-09 2.690665982466270900e-08
1.309000000000000000e+03 3.415285018456808737e-16 6.115840800941705248e-22 1.490002879769381879e-17 4.952870625538575497e-16 2.333250735755463277e-08 6.364315558110168033e-09 1.857867150450006377e-11 3.702923484814278745e-08 6.629713494002336852e-09 2.686347257259447283e-08
1.310000000000000000e+03 3.409397237296724594e-16 6.107046196815300677e-22 1.486732929981251960e-17 4.938164471199888935e-16 2.329165296006475527e-08 6.353506507094108592e-09 1.854782864598646976e-11 3.696745876985111634e-08 6.618883141389806249e-09 2.682038158824229644e-08
1.311000000000000000e+03 3.403843236612692031e-16 6.098107245314314064e-22 1.483453696853676153e-17 4.923503069334635144e-16 2.325089705033514909e-08 6.342722768558191029e-09 1.851705861037719350e-11 3.690582492096267429e-08 6.608077304734836588e-09 2.677738666652593093e-08
1.312000000000000000e+03 3.398614396155759044e-16 6.089026364003562313e-22 1.480165390370126687e-17 4.908886326935349190e-16 2.321023939273482066e-08 6.331964285292882819e-09 1.848636116522613998e-11 3.684433298824340687e-08 6.597295919512017183e-09 2.673448760294409094e-08
1.313000000000000000e+03 3.393705787668800700e-16 6.079805956733049059e-22 1.476868219300208369e-17 4.894314151249561481e-16 2.316967975238235098e-08 6.321231000260905179e-09 1.845573607899593024e-11 3.678298265937705291e-08 6.586538921418276880e-09 2.669168419357240990e-08
1.314000000000000000e+03 3.389112510618303364e-16 6.070448413714258956e-22 1.473562391206455731e-17 4.879786449778916216e-16 2.312921789514290446e-08 6.310522856596575463e-09 1.842518312105362009e-11 3.672177362296176304e-08 6.575806246371920388e-09 2.664897623506138198e-08
1.315000000000000000e+03 3.384829692040665993e-16 6.060956111596030667e-22 1.470248112451095663e-17 4.865303130278328294e-16 2.308885358762527759e-08 6.299839797605171889e-09 1.839470206166655772e-11 3.666070556850683722e-08 6.565097830511708460e-09 2.660636352463439673e-08
1.316000000000000000e+03 3.380852486389405673e-16 6.051331413539948368e-22 1.466925588202763823e-17 4.850864100755114571e-16 2.304858659717897732e-08 6.289181766762285851e-09 1.836429267199817673e-11 3.659977818642931683e-08 6.554413610195914074e-09 2.656384586008571080e-08
1.317000000000000000e+03 3.377176075383285623e-16 6.041576669295290327e-22 1.463595022443184689e-17 4.836469269468146833e-16 2.300841669189124650e-08 6.278548707713187478e-09 1.833395472410384730e-11 3.653899116805071562e-08 6.543753522001389378e-09 2.652142303977846936e-08
1.318000000000000000e+03 3.373795667855345459e-16 6.031694215273526097e-22 1.460256617973808156e-17 4.822118544927008689e-16 2.296834364058419527e-08 6.267940564272184565e-09 1.830368799092675642e-11 3.647834420559374405e-08 6.533117502722650000e-09 2.647909486264269105e-08
1.319000000000000000e+03 3.370706499602845550e-16 6.021686374622370772e-22 1.456910576422410086e-17 4.807811835891139666e-16 2.292836721281185954e-08 6.257357280421993087e-09 1.827349224629381081e-11 3.641783699217898076e-08 6.522505489370949430e-09 2.643686112817332249e-08
1.320000000000000000e+03 3.367900229915709243e-16 6.011555457299391630e-22 1.453557098249647248e-17 4.793549051369000984e-16 2.288848717885733237e-08 6.246798800313104413e-09 1.824336726491151389e-11 3.635746922182163660e-08 6.511917419173360025e-09 2.639472163642824972e-08
1.321000000000000000e+03 3.365375762298042579e-16 6.001303760145175599e-22 1.450196382755582367e-17 4.779330100617232463e-16 2.284870330972986552e-08 6.236265068263159948e-09 1.821331282236193976e-11 3.629724058942829227e-08 6.501353229571868901e-09 2.635267618802632950e-08
1.322000000000000000e+03 3.363128412511229605e-16 5.990933566956071671e-22 1.446828628086158027e-17 4.765154893139821257e-16 2.280901537716206697e-08 6.225756028756326620e-09 1.818332869509868132e-11 3.623715079079368220e-08 6.490812858222471341e-09 2.631072458414547027e-08
1.323000000000000000e+03 3.361146348678732989e-16 5.980447148556468754e-22 1.443454031239641904e-17 4.751023338687263696e-16 2.276942315360695943e-08 6.215271626442668216e-09 1.815341466044281126e-11 3.617719952259741895e-08 6.480296242994255108e-09 2.626886662652063698e-08
1.324000000000000000e+03 3.359428553239551681e-16 5.969846762870671985e-22 1.440072788073028256e-17 4.736935347255743878e-16 2.272992641223522424e-08 6.204811806137538237e-09 1.812357049657890778e-11 3.611738648240083667e-08 6.469803321968521977e-09 2.622710211744194858e-08
1.325000000000000000e+03 3.357966860581857677e-16 5.959134654994344571e-22 1.436685093308403654e-17 4.722890829086300439e-16 2.269052492693235249e-08 6.194376512820952065e-09 1.809379598255107696e-11 3.605771136864376177e-08 6.459334033437885285e-09 2.618543085975274902e-08
1.326000000000000000e+03 3.356756723318226980e-16 5.948313057265502947e-22 1.433291140539270819e-17 4.708889694664011064e-16 2.265121847229582602e-08 6.183965691636980640e-09 1.806409089825896872e-11 3.599817388064134322e-08 6.448888315905377397e-09 2.614385265684765181e-08
1.327000000000000000e+03 3.355793619711216545e-16 5.937384189335116024e-22 1.429891122236838547e-17 4.694931854717173062e-16 2.261200682363233811e-08 6.173579287893136690e-09 1.803445502445388009e-11 3.593877371858087611e-08 6.438466108083572901e-09 2.610236731267067059e-08
1.328000000000000000e+03 3.355069493476030676e-16 5.926350258237262460e-22 1.426485229756273440e-17 4.681017220216479006e-16 2.257288975695499096e-08 6.163217247059762622e-09 1.800488814273481308e-11 3.587951058351867165e-08 6.428067348893706000e-09 2.606097463171327692e-08
1.329000000000000000e+03 3.354576335109624885e-16 5.915213458458884486e-22 1.423073653342910944e-17 4.667145702374216034e-16 2.253386704898055279e-08 6.152879514769434122e-09 1.797539003554457798e-11 3.582038417737685428e-08 6.417691977464790399e-09 2.601967441901252089e-08
1.330000000000000000e+03 3.354313280352225674e-16 5.903975972009124211e-22 1.419656582138434666e-17 4.653317212643448398e-16 2.249493847712669170e-08 6.142566036816354657e-09 1.794596048616597404e-11 3.576139420294031771e-08 6.407339933132762338e-09 2.597846648014915511e-08
1.331000000000000000e+03 3.354272380508240143e-16 5.892639968488236742e-22 1.416234204187012533e-17 4.639531662717216767e-16 2.245610381950922288e-08 6.132276759155744192e-09 1.791659927871785071e-11 3.570254036385354847e-08 6.397011155439594688e-09 2.593735062124570242e-08
1.332000000000000000e+03 3.354442194316788803e-16 5.881207605156108339e-22 1.412806706441404306e-17 4.625788964527729647e-16 2.241736285493938877e-08 6.122011627903259336e-09 1.788730619815135945e-11 3.564382236461754886e-08 6.386705584132452396e-09 2.589632664896463935e-08
1.333000000000000000e+03 3.354825481266375915e-16 5.869681027000353271e-22 1.409374274769022249e-17 4.612089030245570570e-16 2.237871536292113275e-08 6.111770589334385360e-09 1.785808103024607957e-11 3.558523991058673333e-08 6.376423159162817331e-09 2.585539437050648043e-08
1.334000000000000000e+03 3.355410870428105611e-16 5.858062366804028878e-22 1.405937093957967455e-17 4.598431772278895438e-16 2.234016112364841569e-08 6.101553589883849732e-09 1.782892356160628624e-11 3.552679270796587786e-08 6.366163820685651999e-09 2.581455359360798152e-08
1.335000000000000000e+03 3.356190580359916808e-16 5.846353745212916161e-22 1.402495347723019025e-17 4.584817103272641678e-16 2.230169991800247637e-08 6.091360576145033988e-09 1.779983357965711827e-11 3.546848046380704284e-08 6.355927509058533492e-09 2.577380412654020754e-08
1.336000000000000000e+03 3.357163909950549162e-16 5.834557270802431743e-22 1.399049218711597060e-17 4.571244936107739391e-16 2.226333152754922750e-08 6.081191494869381469e-09 1.777081087264088492e-11 3.541030288600653566e-08 6.345714164840822165e-09 2.573314577810674573e-08
1.337000000000000000e+03 3.358319624059180994e-16 5.822675040144126056e-22 1.395598888509682810e-17 4.557715183900321501e-16 2.222505573453650619e-08 6.071046292965817473e-09 1.774185522961328216e-11 3.535225968330186007e-08 6.335523728792808816e-09 2.569257835764184284e-08
1.338000000000000000e+03 3.359657074553251288e-16 5.810709137871798784e-22 1.392144537647710789e-17 4.544227760000943768e-16 2.218687232189147991e-08 6.060924917500166915e-09 1.771296644043973181e-11 3.529435056526872509e-08 6.325356141874889161e-09 2.565210167500862178e-08
1.339000000000000000e+03 3.361165110473552056e-16 5.798661636747205238e-22 1.388686345606416207e-17 4.530782577993794942e-16 2.214878107321797299e-08 6.050827315694571166e-09 1.768414429579165913e-11 3.523657524231798778e-08 6.315211345246716799e-09 2.561171554059718565e-08
1.340000000000000000e+03 3.362836142773211262e-16 5.786534597725395029e-22 1.385224490822658829e-17 4.517379551695932553e-16 2.211078177279385283e-08 6.040753434926923090e-09 1.765538858714282231e-11 3.517893342569270843e-08 6.305089280266390091e-09 2.557141976532286418e-08
1.341000000000000000e+03 3.364669609291493428e-16 5.774330070019652966e-22 1.381759150695203843e-17 4.504018595156495040e-16 2.207287420556839604e-08 6.030703222730270645e-09 1.762669910676567410e-11 3.512142482746513965e-08 6.294989888489609270e-09 2.553121416062437071e-08
1.342000000000000000e+03 3.366654491554184832e-16 5.762050091166057199e-22 1.378290501590472384e-17 4.490699622655936551e-16 2.203505815715969781e-08 6.020676626792275080e-09 1.759807564772772030e-11 3.506404916053374852e-08 6.284913111668875724e-09 2.549109853846204201e-08
1.343000000000000000e+03 3.368786797602365297e-16 5.749696687087657453e-22 1.374818718848256146e-17 4.477422548705261751e-16 2.199733341385207782e-08 6.010673594954618675e-09 1.756951800388790731e-11 3.500680613862031814e-08 6.274858891752661507e-09 2.545107271131601515e-08
1.344000000000000000e+03 3.371055606559350125e-16 5.737271872158272397e-22 1.371343976787401040e-17 4.464187288045249777e-16 2.195969976259347957e-08 6.000694075212445564e-09 1.754102596989302580e-11 3.494969547626687714e-08 6.264827170884599534e-09 2.541113649218444076e-08
1.345000000000000000e+03 3.373460473470764251e-16 5.724777649265919316e-22 1.367866448711452782e-17 4.450993755645700881e-16 2.192215699099292935e-08 5.990738015713801739e-09 1.751259934117413710e-11 3.489271688883294022e-08 6.254817891402678729e-09 2.537128969458172615e-08
