# L TxT TxW1 TxW2 TxW3 W1xW1 W1xW2 W1xW3 W2xW2 W2xW3 W3xW3
3.320000000000000000e+02 2.317859889993246266e-14 7.374344347338219067e-14 1.253783828939054142e-13 1.229136447992346696e-13 4.181475866546005085e-07 9.876880256931923165e-08 2.661342721503154421e-10 5.353864566460053344e-07 9.096176699615271615e-08 3.294379296895033170e-07
3.330000000000000000e+02 2.280175753744307818e-14 7.275833535238335916e-14 1.239422269713147296e-13 1.217128717129397076e-13 4.158064315247321855e-07 9.831656804805236517e-08 2.644816611169198566e-10 5.323332521622734013e-07 9.056480519527541046e-08 3.283231199072840447e-07
3.340000000000000000e+02 2.243084098374748262e-14 7.178839400794567352e-14 1.225251743985198388e-13 1.205264359349528298e-13 4.134830342484998411e-07 9.786763620320872602e-08 2.628419814386732337e-10 5.293085988167215715e-07 9.016660396897930643e-08 3.272126283853420557e-07
3.350000000000000000e+02 2.206587516377407980e-14 7.083341642031577137e-14 1.211270961862660668e-13 1.193539645331995773e-13 4.111772259661595009e-07 9.742180571909575864e-08 2.612158400818697680e-10 5.263130423360028587e-07 8.976712337881200223e-08 3.261058804749908611e-07
3.360000000000000000e+02 2.170677378015962759e-14 6.989320278186915871e-14 1.197478643828405340e-13 1.181950919091659018e-13 4.088888399445813654e-07 9.697887970902038548e-08 2.596038282336805653e-10 5.233471124660689112e-07 8.936632456576556389e-08 3.250023147114194668e-07
3.370000000000000000e+02 2.135350711231641736e-14 6.896755643772373860e-14 1.183873520660237809e-13 1.170494596464096588e-13 4.066177115439806845e-07 9.653866561960109781e-08 2.580065216624185107e-10 5.204113233491493309e-07 8.896416972535292489e-08 3.239013825245347536e-07
3.380000000000000000e+02 2.100604552685396970e-14 6.805628382761448231e-14 1.170454333350551002e-13 1.159167163625143121e-13 4.043636781852705672e-07 9.610097513730784913e-08 2.564244810691814316e-10 5.175061738915736131e-07 8.856062208328382632e-08 3.228025479565894393e-07
3.390000000000000000e+02 2.066441399331840585e-14 6.715919442899891283e-14 1.157219833026130647e-13 1.147965175643985650e-13 4.021265793180210542e-07 9.566562409717252338e-08 2.548582524310981898e-10 5.146321481226716058e-07 8.815564587172470682e-08 3.217052873864186440e-07
3.400000000000000000e+02 2.032858210120185473e-14 6.627610070136419389e-14 1.144168780868144080e-13 1.136885255068976577e-13 3.999062563890136022e-07 9.523243239361488124e-08 2.533083673363933360e-10 5.117897155449861639e-07 8.774920630612762663e-08 3.206090892601174531e-07
3.410000000000000000e+02 1.999846567496012083e-14 6.540681803170663041e-14 1.131299948032324183e-13 1.125924090545341862e-13 3.977025528113762621e-07 9.480122389333007867e-08 2.517753433114837926e-10 5.089793314760244736e-07 8.734126956261307177e-08 3.195134538279953648e-07
3.420000000000000000e+02 1.967403547139602242e-14 6.455116468115625419e-14 1.118612115569379880e-13 1.115078435463998988e-13 3.955153139342882750e-07 9.437182635018612855e-08 2.502596841403114118e-10 5.062014373817691227e-07 8.693180275589278139e-08 3.184178928876468452e-07
3.430000000000000000e+02 1.935526234611351745e-14 6.370896173271886575e-14 1.106104074345642411e-13 1.104345106640694823e-13 3.933443870132416984e-07 9.394407132207967590e-08 2.487618801761110194e-10 5.034564612021601457e-07 8.652077391771834441e-08 3.173219295329840419e-07
3.440000000000000000e+02 1.904206431333972710e-14 6.288003304010917811e-14 1.093774624963973000e-13 1.093720983024726652e-13 3.911896211808470392e-07 9.351779408970114435e-08 2.472824086458083308e-10 5.007448176687587429e-07 8.610815197584217168e-08 3.162250979090785032e-07
3.450000000000000000e+02 1.873441335045082301e-14 6.206420517764947817e-14 1.081622577684946693e-13 1.083203004436507242e-13 3.890508674181741588e-07 9.309283357716170055e-08 2.458217339472365947e-10 4.980669086147926790e-07 8.569390673347768812e-08 3.151269429726680650e-07
3.460000000000000000e+02 1.843228152365634775e-14 6.126130739120846113e-14 1.069646752348327372e-13 1.072788170333256907e-13 3.869279785266132561e-07 9.266903227443437799e-08 2.443803079393538935e-10 4.954231232777794504e-07 8.527800884924596006e-08 3.140270202581835335e-07
3.470000000000000000e+02 1.813558895801224832e-14 6.047117155015597887e-14 1.057845978294852009e-13 1.062473538602141237e-13 3.848208091002479348e-07 9.224623616156461292e-08 2.429585702256407529e-10 4.928138385949198138e-07 8.486042981759621105e-08 3.129248956491577864e-07
3.480000000000000000e+02 1.784430879810085846e-14 5.969363210030987251e-14 1.046219094288340685e-13 1.052256224380172795e-13 3.827292154987290268e-07 9.182429463460625252e-08 2.415569484308506316e-10 4.902394194914442126e-07 8.444114194968852643e-08 3.118201451548818725e-07
3.490000000000000000e+02 1.755846570626544718e-14 5.892852601785176592e-14 1.034764948438137682e-13 1.042133398900220706e-13 3.806530558206366758e-07 9.140306043323924113e-08 2.401758584712813118e-10 4.877002191620955899e-07 8.402011835472642511e-08 3.107123546921768720e-07
3.500000000000000000e+02 1.727798096370119712e-14 5.817569276418911367e-14 1.023482398121910395e-13 1.032102288362495653e-13 3.785921898773236431e-07 9.098238957002810194e-08 2.388157048187319552e-10 4.851965793459204289e-07 8.359733292172831347e-08 3.096011198721539350e-07
3.510000000000000000e+02 1.700287890000507011e-14 5.743495278770918666e-14 1.012369971899897375e-13 1.022160571016013612e-13 3.765464819001799370e-07 9.056217549917256984e-08 2.374767426729803784e-10 4.827286196848166106e-07 8.317280292376119794e-08 3.084861417653362049e-07
3.520000000000000000e+02 1.673313252068586027e-14 5.670604409079166570e-14 1.001424870732240289e-13 1.012307552586514465e-13 3.745158085903905223e-07 9.014245021074460833e-08 2.361586702164359010e-10 4.802956148159209549e-07 8.274671493478302070e-08 3.073675102684474512e-07
3.530000000000000000e+02 1.646866472100227816e-14 5.598868822340126151e-14 9.906440083023330174e-14 1.002542939597431520e-13 3.725000506820630665e-07 8.972327877958295075e-08 2.348610538899935653e-10 4.778966438124741186e-07 8.231929362103203828e-08 3.062454084967000124e-07
3.540000000000000000e+02 1.620944961987594611e-14 5.528261188068570518e-14 9.800243518668002908e-14 9.928664367160558338e-14 3.704990901613540293e-07 8.930472476737822961e-08 2.335834679101757284e-10 4.755308031632262384e-07 8.189075873461504965e-08 3.051200157876219736e-07
3.550000000000000000e+02 1.595551113322656830e-14 5.458754680251355450e-14 9.695629212390505355e-14 9.832777468521184531e-14 3.685128102501732834e-07 8.888685025487867803e-08 2.323254941193276637e-10 4.731972064289765057e-07 8.146132521599071987e-08 3.039915077781927515e-07
3.560000000000000000e+02 1.570672383082424118e-14 5.390322967517458372e-14 9.592567877943492295e-14 9.737765712534981768e-14 3.665410953901404641e-07 8.846971587337081064e-08 2.310867218390133416e-10 4.708949839065468323e-07 8.103120329416817790e-08 3.028600564802790546e-07
3.570000000000000000e+02 1.546306291370815460e-14 5.322940203519078635e-14 9.491030734959039767e-14 9.643626095991315736e-14 3.645838312267889157e-07 8.805338083545223647e-08 2.298667477265348264e-10 4.686232823000116228e-07 8.060059858467622372e-08 3.017258303544097588e-07
3.580000000000000000e+02 1.522450365457849083e-14 5.256581017518812250e-14 9.390989499414682947e-14 9.550355600892078036e-14 3.626409045940136382e-07 8.763790296511431197e-08 2.286651756345021080e-10 4.663812643990101731e-07 8.016971218535769891e-08 3.005889943819311501e-07
3.590000000000000000e+02 1.499097278322977582e-14 5.191220505177991200e-14 9.292416374299843642e-14 9.457951195327187996e-14 3.607122034987571955e-07 8.722333872715137644e-08 2.274816164733808095e-10 4.641681087639737161e-07 7.973874077004151035e-08 2.994497101355814982e-07
3.600000000000000000e+02 1.476239818210578743e-14 5.126834219541447221e-14 9.195284040477905368e-14 9.366409834324419276e-14 3.587976171059311528e-07 8.680974325591284865e-08 2.263156880769488309e-10 4.619830094181031071e-07 7.930787668014401569e-08 2.983081358485229181e-07
3.610000000000000000e+02 1.453875694563172234e-14 5.063398162214043892e-14 9.099565647739432599e-14 9.275728460674249233e-14 3.568970357235674834e-07 8.639717038341429158e-08 2.251670150705914112e-10 4.598251755459353688e-07 7.887730801424911024e-08 2.971644264818670481e-07
3.620000000000000000e+02 1.431997840537563576e-14 5.000888774724489341e-14 9.005234806042035755e-14 9.185904005730420217e-14 3.550103507881970855e-07 8.598567266682300957e-08 2.240352287423707352e-10 4.576938311983467319e-07 7.844721871571642123e-08 2.960187337907313914e-07
3.630000000000000000e+02 1.410608810269099542e-14 4.939282930071995559e-14 8.912265576932571610e-14 9.096933390186877943e-14 3.531374548504504341e-07 8.557530141533305371e-08 2.229199669168033934e-10 4.555882150038372201e-07 7.801778865836452695e-08 2.948712063888603588e-07
3.640000000000000000e+02 1.389692141281651422e-14 4.878557924451526978e-14 8.820632465147443256e-14 9.008813524831767272e-14 3.512782415608765026e-07 8.516610671644465732e-08 2.218208738312832178e-10 4.535075798859499769e-07 7.758919373027533784e-08 2.937219898118457968e-07
3.650000000000000000e+02 1.369255203700325077e-14 4.818691469153468101e-14 8.730310410386887428e-14 8.921541311279083658e-14 3.494326056559769892e-07 8.475813746166214349e-08 2.207376000150878414e-10 4.514511927866838271e-07 7.716160591576479668e-08 2.925712265789804035e-07
3.660000000000000000e+02 1.349286453978716186e-14 4.759661682633625119e-14 8.641274779259239280e-14 8.835113642678627771e-14 3.476004429444515078e-07 8.435144137162473093e-08 2.196698021709096328e-10 4.494183343957548118e-07 7.673519337556354682e-08 2.914190562537764329e-07
3.670000000000000000e+02 1.329783861454978387e-14 4.701447082749601464e-14 8.553501357391269412e-14 8.749527404404840101e-14 3.457816502936496136e-07 8.394606502068322137e-08 2.186171430588517572e-10 4.474082988855735031e-07 7.631012052525009196e-08 2.902656155031798095e-07
3.680000000000000000e+02 1.310740771052596684e-14 4.644026579159710880e-14 8.466966341700776333e-14 8.664779474725088574e-14 3.439761256162269108e-07 8.354205386093617410e-08 2.175792913828325493e-10 4.454203936518029408e-07 7.588654811197803160e-08 2.891110381555131641e-07
3.690000000000000000e+02 1.292150630616755307e-14 4.587379465880643397e-14 8.381646332827726089e-14 8.580866725448037750e-14 3.421837678570013775e-07 8.313945224573867016e-08 2.165559216793441185e-10 4.434539390593688159e-07 7.546463328953771209e-08 2.879554552571747367e-07
3.700000000000000000e+02 1.274016143601395888e-14 4.531485414000227662e-14 8.297518327720317853e-14 8.497786022552533783e-14 3.404044769800059910e-07 8.273830345269549813e-08 2.155467142085088109e-10 4.415082681937952137e-07 7.504452969179195820e-08 2.867989951281246995e-07
3.710000000000000000e+02 1.256321705390338828e-14 4.476324464541715790e-14 8.214559712372460324e-14 8.415534226797672845e-14 3.386381539557348464e-07 8.233864970615191707e-08 2.145513548473829914e-10 4.395827266177417223e-07 7.462638750452371060e-08 2.856417834161857390e-07
3.720000000000000000e+02 1.239070119548812084e-14 4.421877021476108364e-14 8.132748254709201836e-14 8.334108194314454373e-14 3.368847007485799113e-07 8.194053219919316681e-08 2.135695349854554914e-10 4.376766721326240615e-07 7.421035353573344739e-08 2.844839431501865383e-07
3.730000000000000000e+02 1.222250579786870516e-14 4.368123844879131292e-14 8.052062097616764341e-14 8.253504777179589663e-14 3.351440203044526981e-07 8.154399111516459724e-08 2.126009514222913748e-10 4.357894745451986967e-07 7.379657128442242848e-08 2.833255947919741000e-07
3.740000000000000000e+02 1.205861432436690494e-14 4.315046044229554440e-14 7.972479752113934958e-14 8.173720823971949201e-14 3.334160165385914890e-07 8.114906564872393113e-08 2.116453062672718063e-10 4.339205154390003674e-07 7.338518100789762913e-08 2.821668562873229677e-07
3.750000000000000000e+02 1.189892109925405341e-14 4.262625071845622785e-14 7.893980090661615471e-14 8.094753180312101873e-14 3.317005943235473387e-07 8.075579402643632757e-08 2.107023068413827673e-10 4.320691879505183433e-07 7.297631978763245588e-08 2.810078431157649560e-07
3.760000000000000000e+02 1.174341097530280532e-14 4.210842716456464176e-14 7.816542340607388203e-14 8.016598689385418095e-14 3.299976594773482714e-07 8.036421352692329732e-08 2.097716655810058862e-10 4.302348965500056316e-07 7.257012159371728503e-08 2.798486683393657026e-07
3.770000000000000000e+02 1.159206877234021037e-14 4.159681096905401593e-14 7.740146077762142260e-14 7.939254192449196306e-14 3.283071187518369599e-07 7.997436050057550207e-08 2.088530999436666875e-10 4.284170568268140412e-07 7.216671734793243429e-08 2.786894426504716497e-07
3.780000000000000000e+02 1.144474770622095243e-14 4.109122655982192408e-14 7.664771220105739745e-14 7.862716529324245744e-14 3.266288798211804600e-07 7.958627038884019757e-08 2.079463323156956187e-10 4.266150952791529288e-07 7.176623498547574177e-08 2.775302744184519170e-07
3.790000000000000000e+02 1.130147824440159961e-14 4.059150154381270194e-14 7.590398021618860593e-14 7.786982538871334448e-14 3.249628512705473907e-07 7.919997774309282333e-08 2.070510899217593325e-10 4.248284491081708835e-07 7.136879951537581451e-08 2.763712697354571386e-07
3.800000000000000000e+02 1.116220308499679886e-14 4.009746664783152328e-14 7.517007066238235344e-14 7.712049059452946781e-14 3.233089425849514522e-07 7.881551624310253258e-08 2.061671047362198574e-10 4.230565660162625181e-07 7.097453307962128097e-08 2.752125324612191944e-07
3.810000000000000000e+02 1.102682262116171197e-14 3.960895566056244817e-14 7.444579261932490333e-14 7.637912929380706406e-14 3.216670641382569908e-07 7.843291871510112557e-08 2.052941133962809951e-10 4.212989040095050748e-07 7.058355501103577294e-08 2.740541642669121117e-07
3.820000000000000000e+02 1.089532489001350098e-14 3.912580537576347051e-14 7.373095834895968613e-14 7.564570987348919088e-14 3.200371271823449712e-07 7.805221714946471682e-08 2.044318571168825249e-10 4.195549312041317259e-07 7.019598188992748908e-08 2.728962646780975352e-07
3.830000000000000000e+02 1.076765513828514775e-14 3.864785553661204046e-14 7.302538323857869707e-14 7.492020072854540788e-14 3.184190438364360203e-07 7.767344271801665939e-08 2.035800816073020192e-10 4.178241256369510415e-07 6.981192759954153031e-08 2.717389311167734015e-07
3.840000000000000000e+02 1.064371693538237339e-14 3.817494878117553393e-14 7.232888574504221723e-14 7.420257026604007745e-14 3.168127270765677898e-07 7.729662579096114969e-08 2.027385369894278737e-10 4.161059750796230517e-07 6.943150338034225769e-08 2.705822589425482636e-07
3.850000000000000000e+02 1.052345781986361504e-14 3.770693058898157095e-14 7.164128734010148843e-14 7.349278690907237785e-14 3.152180907252253143e-07 7.692179595345532118e-08 2.019069777176654250e-10 4.143999768567083108e-07 6.905481788315272492e-08 2.694263414929602708e-07
3.860000000000000000e+02 1.040686817619679327e-14 3.724364922866367138e-14 7.096241245680048672e-14 7.279081910059182784e-14 3.136350494411194409e-07 7.654898202182858860e-08 2.010851625004406123e-10 4.127056376674009727e-07 6.868197722117700675e-08 2.682712701229593332e-07
3.870000000000000000e+02 1.029389644870313805e-14 3.678495570665833596e-14 7.029208843693298984e-14 7.209663530709250331e-14 3.120635187091133844e-07 7.617821205945724978e-08 2.002728542232654338e-10 4.110224734108695915e-07 6.831308502093100630e-08 2.671171342435729055e-07
3.880000000000000000e+02 1.018440859173852836e-14 3.633070371693052426e-14 6.963014547953185331e-14 7.141020402218950543e-14 3.105034148302934362e-07 7.580951339230219331e-08 1.994698198733318779e-10 4.093500090151204669e-07 6.794824247210666266e-08 2.659640213597729647e-07
3.890000000000000000e+02 1.007839727042921245e-14 3.588074959170449491e-14 6.897641659036815486e-14 7.073149377008048236e-14 3.089546549121820281e-07 7.544291262411728248e-08 1.986758304655988632e-10 4.076877782693088378e-07 6.758754837639334173e-08 2.648120171075619723e-07
3.900000000000000000e+02 9.975813821899938344e-15 3.543495225317809659e-14 6.833073753243790416e-14 7.006047310889581416e-14 3.074171568590898153e-07 7.507843565133615784e-08 1.978906609703419963e-10 4.060353236594187787e-07 6.723109919528044507e-08 2.636612052902956579e-07
3.910000000000000000e+02 9.876610304209788676e-15 3.499317316619877514e-14 6.769294677741544182e-14 6.939711063394018744e-14 3.058908393626063551e-07 7.471610767764477731e-08 1.971140902421318184e-10 4.043921962072407539e-07 6.687898909686414608e-08 2.625116679142601505e-07
3.920000000000000000e+02 9.780657914178022160e-15 3.455527629188030043e-14 6.706288545805190625e-14 6.874137498082853834e-14 3.043756218922255169e-07 7.435595322824654954e-08 1.963459009502109696e-10 4.027579553125704914e-07 6.653131000168044872e-08 2.613634852235192843e-07
3.930000000000000000e+02 9.687992514149139571e-15 3.412112804213941237e-14 6.644039732149892714e-14 6.809323482851921639e-14 3.028714246861032937e-07 7.399799616382733959e-08 1.955858795102390447e-10 4.011321685985615187e-07 6.618815162758676344e-08 2.602167357340484913e-07
3.940000000000000000e+02 9.598487499122850526e-15 3.369059723513258240e-14 6.582532868353719916e-14 6.745265890224746159e-14 3.013781687419475395e-07 7.364225969422691162e-08 1.948338160173757754e-10 3.995144117601604229e-07 6.584960153371326893e-08 2.590714962671719563e-07
3.950000000000000000e+02 9.512098906974033191e-15 3.326355505157303656e-14 6.521752838369083920e-14 6.681961597636137831e-14 2.998957758080353438e-07 7.328876639182362437e-08 1.940895041806733031e-10 3.979042684155573882e-07 6.551574516350470601e-08 2.579278419823178045e-07
3.960000000000000000e+02 9.428783420231876515e-15 3.283987499190908203e-14 6.461684774120816534e-14 6.619407487706367504e-14 2.984241683743578312e-07 7.293753820463877204e-08 1.933527412587500658e-10 3.963013299605873738e-07 6.518666588687336931e-08 2.567858464091064624e-07
3.970000000000000000e+02 9.348458589961605265e-15 3.241943283434489302e-14 6.402314051189059585e-14 6.557600448506111364e-14 2.969632696638886812e-07 7.258859646916664525e-08 1.926233279967165952e-10 3.947051954260161793e-07 6.486244504148257995e-08 2.556455814787866974e-07
3.980000000000000000e+02 9.271122520437840881e-15 3.200210659368563101e-14 6.343626284575150574e-14 6.496537373812468486e-14 2.955130036239757855e-07 7.224196192293695612e-08 1.919010685643296527e-10 3.931154713376498300e-07 6.454316197318041201e-08 2.545071175550351650e-07
3.990000000000000000e+02 9.196694392330331357e-15 3.158777648098907749e-14 6.285607324548718079e-14 6.436215163356265571e-14 2.940732949178527599e-07 7.189765471681517277e-08 1.911857704953445877e-10 3.915317715792054486e-07 6.422889407560244012e-08 2.533705234641314285e-07
4.000000000000000000e+02 9.125133947044711012e-15 3.117632486400634215e-14 6.228243252574288033e-14 6.376630723060889954e-14 2.926440689162695180e-07 7.155569442704677200e-08 1.904772446280430934e-10 3.899537172578833148e-07 6.391971682896174558e-08 2.522358665245233790e-07
4.010000000000000000e+02 9.056401487100990532e-15 3.076766257708112534e-14 6.171521156519486852e-14 6.317779612494195593e-14 2.912252444356737792e-07 7.121609521466886147e-08 1.897752904454011116e-10 3.883810004708311141e-07 6.361567135176638031e-08 2.511032427804256376e-07
4.020000000000000000e+02 8.990419013126293672e-15 3.036180688307547757e-14 6.115431433410868534e-14 6.259652040463327798e-14 2.898167122573592295e-07 7.087885147256252455e-08 1.890796527930760730e-10 3.868135733337863542e-07 6.331666826898114618e-08 2.499728664449010658e-07
4.030000000000000000e+02 8.927148430164791668e-15 2.995880058555797068e-14 6.059965394614749620e-14 6.202237016209165489e-14 2.884183573768886402e-07 7.054395272621994729e-08 1.883900666278040362e-10 3.852514517836655205e-07 6.302258743210740468e-08 2.488449772452580178e-07
4.040000000000000000e+02 8.866552194067800780e-15 2.955868543675718760e-14 6.005114476746125720e-14 6.145523713009203957e-14 2.870300663066732792e-07 7.021138853528540630e-08 1.877062716784850648e-10 3.836946510546353194e-07 6.273331069613766353e-08 2.477198100086242211e-07
4.050000000000000000e+02 8.808516878729177791e-15 2.916150215825048938e-14 5.950870239640539157e-14 6.089501465474073002e-14 2.856517270525998839e-07 6.988114849398811572e-08 1.870280123608798911e-10 3.821431856934833627e-07 6.244872188482232888e-08 2.465975947534821339e-07
4.060000000000000000e+02 8.753007141619872557e-15 2.876729046123371418e-14 5.897224364363031906e-14 6.034159766893989344e-14 2.842832290910724155e-07 6.955322223155614846e-08 1.863550376939557701e-10 3.805970695746630598e-07 6.216870675659705062e-08 2.454785567793955150e-07
4.070000000000000000e+02 8.699988148137224021e-15 2.837608906638081990e-14 5.844168651253358367e-14 5.979488266634101993e-14 2.829244633464581127e-07 6.922759941261188145e-08 1.856871012178452336e-10 3.790563159150211394e-07 6.189315297115631416e-08 2.443629167549651664e-07
4.080000000000000000e+02 8.649387910698423819e-15 2.798793572330257106e-14 5.791695018006785239e-14 5.925476767577734735e-14 2.815753221689317565e-07 6.890426973754954733e-08 1.850239609133852752e-10 3.775209372882116615e-07 6.162195005665993779e-08 2.432508908040530233e-07
4.090000000000000000e+02 8.601098199065414796e-15 2.760286722961290290e-14 5.739795497789722427e-14 5.872115223616533654e-14 2.802356993127093064e-07 6.858322294289551465e-08 1.843653791232017865e-10 3.759909456388089627e-07 6.135498937755950559e-08 2.421426905903106417e-07
4.100000000000000000e+02 8.555161864308880166e-15 2.722091944961141331e-14 5.688462237389464311e-14 5.819393737186571797e-14 2.789054899146625943e-07 6.826444880165152149e-08 1.837111224743083291e-10 3.744663522961203817e-07 6.109216410303115678e-08 2.410385234000490904e-07
4.110000000000000000e+02 8.511398127397267591e-15 2.684212733259043252e-14 5.637687495397375552e-14 5.767302556849454250e-14 2.775845904733085664e-07 6.794793712362153751e-08 1.830609618021856359e-10 3.729471679877091929e-07 6.083336917600274075e-08 2.399385922234848697e-07
4.120000000000000000e+02 8.469851101274664290e-15 2.646652493077472361e-14 5.587463640424836085e-14 5.715832074917526223e-14 2.762728988281655024e-07 6.763367775572287654e-08 1.824146720763125836e-10 3.714334028526335727e-07 6.057850128276268517e-08 2.388430958343979591e-07
4.130000000000000000e+02 8.430453651056370430e-15 2.609414541690169895e-14 5.537783149351267507e-14 5.664972825122268425e-14 2.749703141394680584e-07 6.732166058228158606e-08 1.817720323271166831e-10 3.699250664544064152e-07 6.032745882313842763e-08 2.377522288682334443e-07
4.140000000000000000e+02 8.393139781198865627e-15 2.572502110144993410e-14 5.488638605603626185e-14 5.614715480325020196e-14 2.736767368682353645e-07 6.701187552531296070e-08 1.811328255743151389e-10 3.684221677936836744e-07 6.008014188123286990e-08 2.366661818986820563e-07
4.150000000000000000e+02 8.357808221164344837e-15 2.535918344952356488e-14 5.440022697466694747e-14 5.565050850269152537e-14 2.723920687566838107e-07 6.670431254478747089e-08 1.804968387566173442e-10 3.669247153206869487e-07 5.983645219670715525e-08 2.355851415127700394e-07
4.160000000000000000e+02 8.324504379801962266e-15 2.499666309739991015e-14 5.391928216423583794e-14 5.515969879372881373e-14 2.711162128089794944e-07 6.639896163888242427e-08 1.798638626627606359e-10 3.654327169473653923e-07 5.959629313659859186e-08 2.345092903844912757e-07
4.170000000000000000e+02 8.293092426082865798e-15 2.463748986874748959e-14 5.344348055525827260e-14 5.467463644561873473e-14 2.698490732723217510e-07 6.609581284421994225e-08 1.792336918638508240e-10 3.639461800593033043e-07 5.935956966766262495e-08 2.334388073470109935e-07
4.180000000000000000e+02 8.263582482704700740e-15 2.428169279052164673e-14 5.297275207792468721e-14 5.419523353140861235e-14 2.685905556183528979e-07 6.579485623609156933e-08 1.786061246469815676e-10 3.624651115273795370e-07 5.912618832922826315e-08 2.323738674634725339e-07
4.190000000000000000e+02 8.235877238623460334e-15 2.392930010854442554e-14 5.250702764637591502e-14 5.372140340703485034e-14 2.673405665248873639e-07 6.549608192866993870e-08 1.779809629501053014e-10 3.609895177191826942e-07 5.889605720655629820e-08 2.313146420964353119e-07
4.200000000000000000e+02 8.209987705931122834e-15 2.358033930277559232e-14 5.204623914325696843e-14 5.325306069079584377e-14 2.660990138579530550e-07 6.519948007520773230e-08 1.773580122981301211e-10 3.595194045101884726e-07 5.866908590469012735e-08 2.302612989759735124e-07
4.210000000000000000e+02 8.185818468214760085e-15 2.323483710228131240e-14 5.159031940454387375e-14 5.279012124319195070e-14 2.648658066541406176e-07 6.490504086822454430e-08 1.767370817402172699e-10 3.580547772947047032e-07 5.844518552278905366e-08 2.292140022664629706e-07
4.220000000000000000e+02 8.163310990301184268e-15 2.289281949990689982e-14 5.113920220463834000e-14 5.233250214712538641e-14 2.636408551032531855e-07 6.461275453968187274e-08 1.761179837882547471e-10 3.565956409965879598e-07 5.822426862893441589e-08 2.281729126320842412e-07
4.230000000000000000e+02 8.142477791759279069e-15 2.255431176665984375e-14 5.069282224172458209e-14 5.188012168845246701e-14 2.624240705312514250e-07 6.432261136114639840e-08 1.755005343564825318e-10 3.551420000797372908e-07 5.800624923539863524e-08 2.271381873010675334e-07
4.240000000000000000e+02 8.123226442305449854e-15 2.221933846580939076e-14 5.025111512338357752e-14 5.143289933688165822e-14 2.612153653834884765e-07 6.403460164394234485e-08 1.748845527022460821e-10 3.536938585583705824e-07 5.779104277436825847e-08 2.261099801287072499e-07
4.250000000000000000e+02 8.105500840608981997e-15 2.188792346670849864e-14 4.981401735245942426e-14 5.099075572721036722e-14 2.600146532082286517e-07 6.374871573929288002e-08 1.742698613678553869e-10 3.522512200070877859e-07 5.757856607411137561e-08 2.250884416591702992e-07
4.260000000000000000e+02 8.089280373659541818e-15 2.156008995834407807e-14 4.938146631317280132e-14 5.055361264089361788e-14 2.588218486404444877e-07 6.346494403845092982e-08 1.736562861235258143e-10 3.508140875707238699e-07 5.736873733558063112e-08 2.240737191861236698e-07
4.270000000000000000e+02 8.074441572995518665e-15 2.123586046262124301e-14 4.895340025747698834e-14 5.012139298793846228e-14 2.576368673858874982e-07 6.318327697281981420e-08 1.730436559113802328e-10 3.493824639739999668e-07 5.716147610944317264e-08 2.230659568122058307e-07
4.280000000000000000e+02 8.061034273757105446e-15 2.091525684738713605e-14 4.852975829165141429e-14 4.969402078911733200e-14 2.564596262054264817e-07 6.290370501406400991e-08 1.724318027904895551e-10 3.479563515309733482e-07 5.695670327352867006e-08 2.220652955073658086e-07
4.290000000000000000e+02 8.048902929580505623e-15 2.059830033919979704e-14 4.811048036312819783e-14 4.927142115849427045e-14 2.552900428996492031e-07 6.262621867421025185e-08 1.718205618829316699e-10 3.465357521542920018e-07 5.675434101068738464e-08 2.210718731660927833e-07
4.300000000000000000e+02 8.038030399339618608e-15 2.028501153584735096e-14 4.769550724754735645e-14 4.885352028625797543e-14 2.541280362937216802e-07 6.235080850573930378e-08 1.712097713208474618e-10 3.451206673642588363e-07 5.655431278704971840e-08 2.200858246635599196e-07
4.310000000000000000e+02 8.028399777101820584e-15 1.997541041862282244e-14 4.728478053603579317e-14 4.844024542185533441e-14 2.529735262225005738e-07 6.207746510166870285e-08 1.705992721944736556e-10 3.437110982977079517e-07 5.635654333067950821e-08 2.191072819107035054e-07
4.320000000000000000e+02 8.019927208804085931e-15 1.966951636435955622e-14 4.687824262270621159e-14 4.803152485741996874e-14 2.518264335158940228e-07 6.180617909562662351e-08 1.699889085011337149e-10 3.423070457166984792e-07 5.616095861061299772e-08 2.181363739082604510e-07
4.330000000000000000e+02 8.012630611988107852e-15 1.936734815723235229e-14 4.647583669237145283e-14 4.762728791148989208e-14 2.506866799844658432e-07 6.153694116191745644e-08 1.693785270951665320e-10 3.409085100170284806e-07 5.596748581627601617e-08 2.171732267997847954e-07
4.340000000000000000e+02 8.006394375684630610e-15 1.906892400032900145e-14 4.607750670847004547e-14 4.722746491300846459e-14 2.495541884052788545e-07 6.126974201557879792e-08 1.687679776387743737e-10 3.395154912365746751e-07 5.577605333727176718e-08 2.162179639236635770e-07
4.350000000000000000e+02 8.001237450538569828e-15 1.877426152699720375e-14 4.568319740119912474e-14 4.683198718560352481e-14 2.484288825079726757e-07 6.100457241243078952e-08 1.681571125537718592e-10 3.381279890634593198e-07 5.558659074353172335e-08 2.152707058641540087e-07
4.360000000000000000e+02 7.997112419367967655e-15 1.848337781197128431e-14 4.529285425585065079e-14 4.644078703213906337e-14 2.473106869610717550e-07 6.074142314911734482e-08 1.675457869742179017e-10 3.367460028440500121e-07 5.539902876582283720e-08 2.143315705014598813e-07
