#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   842   0.337588E-09  -0.177084E-11   0.349998E-11   0.370862E-10  -0.177084E-11   0.157571E-11  -0.357827E-13   0.225518E-12   0.349998E-11  -0.357827E-13   0.768411E-08   0.197446E-05   0.370862E-10   0.225518E-12   0.197446E-05   0.321054E-02
   843   0.336801E-09  -0.151294E-11   0.348038E-11   0.317511E-10  -0.151294E-11   0.158322E-11  -0.321941E-13   0.282073E-12   0.348038E-11  -0.321941E-13   0.766833E-08   0.197206E-05   0.317511E-10   0.282073E-12   0.197206E-05   0.321044E-02
   844   0.335991E-09  -0.125648E-11   0.346105E-11   0.268080E-10  -0.125648E-11   0.159157E-11  -0.286560E-13   0.333268E-12   0.346105E-11  -0.286560E-13   0.765260E-08   0.196967E-05   0.268080E-10   0.333268E-12   0.196967E-05   0.321035E-02
   845   0.335154E-09  -0.100156E-11   0.344207E-11   0.223568E-10  -0.100156E-11   0.160077E-11  -0.251727E-13   0.377804E-12   0.344207E-11  -0.251727E-13   0.763692E-08   0.196728E-05   0.223568E-10   0.377804E-12   0.196728E-05   0.321026E-02
   846   0.334294E-09  -0.748274E-12   0.342352E-11   0.184769E-10  -0.748274E-12   0.161083E-11  -0.217471E-13   0.414675E-12   0.342352E-11  -0.217471E-13   0.762128E-08   0.196490E-05   0.184769E-10   0.414675E-12   0.196490E-05   0.321016E-02
   847   0.333408E-09  -0.496674E-12   0.340540E-11   0.151659E-10  -0.496674E-12   0.162175E-11  -0.183758E-13   0.444054E-12   0.340540E-11  -0.183758E-13   0.760568E-08   0.196253E-05   0.151659E-10   0.444054E-12   0.196253E-05   0.321007E-02
   848   0.332496E-09  -0.246844E-12   0.338770E-11   0.124006E-10  -0.246844E-12   0.163353E-11  -0.150534E-13   0.466406E-12   0.338770E-11  -0.150534E-13   0.759013E-08   0.196016E-05   0.124006E-10   0.466406E-12   0.196016E-05   0.320997E-02
   849   0.331559E-09   0.114313E-14   0.337041E-11   0.101581E-10   0.114313E-14   0.164616E-11  -0.117750E-13   0.482198E-12   0.337041E-11  -0.117750E-13   0.757462E-08   0.195780E-05   0.101581E-10   0.482198E-12   0.195780E-05   0.320988E-02
   850   0.330595E-09   0.247212E-12   0.335352E-11   0.841547E-11   0.247212E-12   0.165966E-11  -0.853539E-14   0.491895E-12   0.335352E-11  -0.853539E-14   0.755916E-08   0.195544E-05   0.841547E-11   0.491895E-12   0.195544E-05   0.320978E-02
   851   0.329605E-09   0.491292E-12   0.333701E-11   0.714961E-11   0.491292E-12   0.167403E-11  -0.532941E-14   0.495962E-12   0.333701E-11  -0.532941E-14   0.754374E-08   0.195308E-05   0.714961E-11   0.495962E-12   0.195308E-05   0.320968E-02
   852   0.328590E-09   0.733314E-12   0.332088E-11   0.633756E-11   0.733314E-12   0.168924E-11  -0.215195E-14   0.494866E-12   0.332088E-11  -0.215195E-14   0.752837E-08   0.195073E-05   0.633756E-11   0.494866E-12   0.195073E-05   0.320958E-02
   853   0.327550E-09   0.973212E-12   0.330510E-11   0.595631E-11   0.973212E-12   0.170529E-11   0.100213E-14   0.489073E-12   0.330510E-11   0.100213E-14   0.751304E-08   0.194839E-05   0.595631E-11   0.489073E-12   0.194839E-05   0.320948E-02
   854   0.326484E-09   0.121092E-11   0.328968E-11   0.598286E-11   0.121092E-11   0.172215E-11   0.413795E-14   0.479048E-12   0.328968E-11   0.413795E-14   0.749775E-08   0.194605E-05   0.598286E-11   0.479048E-12   0.194605E-05   0.320938E-02
   855   0.325397E-09   0.144637E-11   0.327460E-11   0.639421E-11   0.144637E-11   0.173983E-11   0.726066E-14   0.465257E-12   0.327460E-11   0.726066E-14   0.748251E-08   0.194372E-05   0.639421E-11   0.465257E-12   0.194372E-05   0.320927E-02
   856   0.324285E-09   0.167950E-11   0.325985E-11   0.716737E-11   0.167950E-11   0.175830E-11   0.103754E-13   0.448165E-12   0.325985E-11   0.103754E-13   0.746731E-08   0.194139E-05   0.716737E-11   0.448165E-12   0.194139E-05   0.320917E-02
   857   0.323153E-09   0.191025E-11   0.324541E-11   0.827933E-11   0.191025E-11   0.177754E-11   0.134872E-13   0.428240E-12   0.324541E-11   0.134872E-13   0.745215E-08   0.193906E-05   0.827933E-11   0.428240E-12   0.193906E-05   0.320906E-02
   858   0.322000E-09   0.213853E-11   0.323128E-11   0.970710E-11   0.213853E-11   0.179755E-11   0.166014E-13   0.405946E-12   0.323128E-11   0.166014E-13   0.743703E-08   0.193674E-05   0.970710E-11   0.405946E-12   0.193674E-05   0.320895E-02
   859   0.320825E-09   0.236424E-11   0.321745E-11   0.114277E-10   0.236424E-11   0.181832E-11   0.197230E-13   0.381750E-12   0.321745E-11   0.197230E-13   0.742196E-08   0.193442E-05   0.114277E-10   0.381750E-12   0.193442E-05   0.320884E-02
   860   0.319630E-09   0.258727E-11   0.320389E-11   0.134180E-10   0.258727E-11   0.183986E-11   0.228571E-13   0.356116E-12   0.320389E-11   0.228571E-13   0.740693E-08   0.193211E-05   0.134180E-10   0.356116E-12   0.193211E-05   0.320872E-02
   861   0.318414E-09   0.280751E-11   0.319061E-11   0.156552E-10   0.280751E-11   0.186214E-11   0.260089E-13   0.329512E-12   0.319061E-11   0.260089E-13   0.739195E-08   0.192980E-05   0.156552E-10   0.329512E-12   0.192980E-05   0.320860E-02
   862   0.317178E-09   0.302483E-11   0.317759E-11   0.181162E-10   0.302483E-11   0.188517E-11   0.291835E-13   0.302402E-12   0.317759E-11   0.291835E-13   0.737700E-08   0.192750E-05   0.181162E-10   0.302402E-12   0.192750E-05   0.320848E-02
   863   0.315922E-09   0.323913E-11   0.316481E-11   0.207769E-10   0.323913E-11   0.190897E-11   0.323846E-13   0.275190E-12   0.316481E-11   0.323846E-13   0.736210E-08   0.192520E-05   0.207769E-10   0.275190E-12   0.192520E-05   0.320836E-02
   864   0.314647E-09   0.345028E-11   0.315222E-11   0.236086E-10   0.345028E-11   0.193350E-11   0.356101E-13   0.248023E-12   0.315222E-11   0.356101E-13   0.734724E-08   0.192291E-05   0.236086E-10   0.248023E-12   0.192291E-05   0.320823E-02
   865   0.313352E-09   0.365818E-11   0.313975E-11   0.265815E-10   0.365818E-11   0.195878E-11   0.388567E-13   0.220988E-12   0.313975E-11   0.388567E-13   0.733242E-08   0.192062E-05   0.265815E-10   0.220988E-12   0.192062E-05   0.320810E-02
   866   0.312038E-09   0.386279E-11   0.312735E-11   0.296659E-10   0.386279E-11   0.198479E-11   0.421207E-13   0.194168E-12   0.312735E-11   0.421207E-13   0.731764E-08   0.191833E-05   0.296659E-10   0.194168E-12   0.191833E-05   0.320797E-02
   867   0.310705E-09   0.406411E-11   0.311495E-11   0.328319E-10   0.406411E-11   0.201153E-11   0.453988E-13   0.167650E-12   0.311495E-11   0.453988E-13   0.730290E-08   0.191605E-05   0.328319E-10   0.167650E-12   0.191605E-05   0.320784E-02
   868   0.309352E-09   0.426207E-11   0.310249E-11   0.360499E-10   0.426207E-11   0.203897E-11   0.486873E-13   0.141518E-12   0.310249E-11   0.486873E-13   0.728821E-08   0.191377E-05   0.360499E-10   0.141518E-12   0.191377E-05   0.320770E-02
   869   0.307982E-09   0.445669E-11   0.308991E-11   0.392899E-10   0.445669E-11   0.206711E-11   0.519829E-13   0.115859E-12   0.308991E-11   0.519829E-13   0.727355E-08   0.191150E-05   0.392899E-10   0.115859E-12   0.191150E-05   0.320756E-02
   870   0.306593E-09   0.464793E-11   0.307716E-11   0.425223E-10   0.464793E-11   0.209594E-11   0.552821E-13   0.907557E-13   0.307716E-11   0.552821E-13   0.725894E-08   0.190923E-05   0.425223E-10   0.907557E-13   0.190923E-05   0.320742E-02
   871   0.305185E-09   0.483576E-11   0.306416E-11   0.457172E-10   0.483576E-11   0.212543E-11   0.585813E-13   0.662951E-13   0.306416E-11   0.585813E-13   0.724436E-08   0.190696E-05   0.457172E-10   0.662951E-13   0.190696E-05   0.320727E-02
   872   0.303761E-09   0.502016E-11   0.305086E-11   0.488448E-10   0.502016E-11   0.215559E-11   0.618772E-13   0.425618E-13   0.305086E-11   0.618772E-13   0.722983E-08   0.190470E-05   0.488448E-10   0.425618E-13   0.190470E-05   0.320713E-02
   873   0.302319E-09   0.520105E-11   0.303719E-11   0.518754E-10   0.520105E-11   0.218638E-11   0.651661E-13   0.196411E-13   0.303719E-11   0.651661E-13   0.721534E-08   0.190244E-05   0.518754E-10   0.196411E-13   0.190244E-05   0.320698E-02
   874   0.300860E-09   0.537837E-11   0.302310E-11   0.547792E-10   0.537837E-11   0.221781E-11   0.684447E-13  -0.238191E-14   0.302310E-11   0.684447E-13   0.720089E-08   0.190019E-05   0.547792E-10  -0.238191E-14   0.190019E-05   0.320683E-02
   875   0.299386E-09   0.555202E-11   0.300853E-11   0.575265E-10   0.555202E-11   0.224986E-11   0.717093E-13  -0.234219E-13   0.300853E-11   0.717093E-13   0.718648E-08   0.189794E-05   0.575265E-10  -0.234219E-13   0.189794E-05   0.320667E-02
   876   0.297897E-09   0.572195E-11   0.299340E-11   0.600873E-10   0.572195E-11   0.228250E-11   0.749567E-13  -0.433938E-13   0.299340E-11   0.749567E-13   0.717210E-08   0.189570E-05   0.600873E-10  -0.433938E-13   0.189570E-05   0.320651E-02
   877   0.296393E-09   0.588805E-11   0.297766E-11   0.624319E-10   0.588805E-11   0.231573E-11   0.781832E-13  -0.622123E-13   0.297766E-11   0.781832E-13   0.715777E-08   0.189346E-05   0.624319E-10  -0.622123E-13   0.189346E-05   0.320636E-02
   878   0.294877E-09   0.605028E-11   0.296126E-11   0.645307E-10   0.605028E-11   0.234952E-11   0.813854E-13  -0.797923E-13   0.296126E-11   0.813854E-13   0.714348E-08   0.189122E-05   0.645307E-10  -0.797923E-13   0.189122E-05   0.320619E-02
   879   0.293347E-09   0.620854E-11   0.294412E-11   0.663536E-10   0.620854E-11   0.238387E-11   0.845598E-13  -0.960485E-13   0.294412E-11   0.845598E-13   0.712922E-08   0.188899E-05   0.663536E-10  -0.960485E-13   0.188899E-05   0.320603E-02
   880   0.291805E-09   0.636277E-11   0.292621E-11   0.678797E-10   0.636277E-11   0.241877E-11   0.877034E-13  -0.110930E-12   0.292621E-11   0.877034E-13   0.711501E-08   0.188676E-05   0.678797E-10  -0.110930E-12   0.188676E-05   0.320586E-02
   881   0.290250E-09   0.651290E-11   0.290760E-11   0.691217E-10   0.651290E-11   0.245419E-11   0.908156E-13  -0.124520E-12   0.290760E-11   0.908156E-13   0.710084E-08   0.188454E-05   0.691217E-10  -0.124520E-12   0.188454E-05   0.320570E-02
   882   0.288684E-09   0.665887E-11   0.288835E-11   0.701014E-10   0.665887E-11   0.249014E-11   0.938962E-13  -0.136938E-12   0.288835E-11   0.938962E-13   0.708670E-08   0.188232E-05   0.701014E-10  -0.136938E-12   0.188232E-05   0.320553E-02
   883   0.287107E-09   0.680059E-11   0.286855E-11   0.708403E-10   0.680059E-11   0.252660E-11   0.969449E-13  -0.148301E-12   0.286855E-11   0.969449E-13   0.707260E-08   0.188010E-05   0.708403E-10  -0.148301E-12   0.188010E-05   0.320536E-02
   884   0.285517E-09   0.693802E-11   0.284829E-11   0.713600E-10   0.693802E-11   0.256356E-11   0.999617E-13  -0.158729E-12   0.284829E-11   0.999617E-13   0.705854E-08   0.187789E-05   0.713600E-10  -0.158729E-12   0.187789E-05   0.320518E-02
   885   0.283917E-09   0.707108E-11   0.282765E-11   0.716819E-10   0.707108E-11   0.260101E-11   0.102946E-12  -0.168338E-12   0.282765E-11   0.102946E-12   0.704452E-08   0.187568E-05   0.716819E-10  -0.168338E-12   0.187568E-05   0.320501E-02
   886   0.282305E-09   0.719971E-11   0.280671E-11   0.718277E-10   0.719971E-11   0.263893E-11   0.105898E-12  -0.177247E-12   0.280671E-11   0.105898E-12   0.703054E-08   0.187348E-05   0.718277E-10  -0.177247E-12   0.187348E-05   0.320484E-02
   887   0.280683E-09   0.732389E-11   0.278554E-11   0.718190E-10   0.732389E-11   0.267732E-11   0.108818E-12  -0.185575E-12   0.278554E-11   0.108818E-12   0.701660E-08   0.187128E-05   0.718190E-10  -0.185575E-12   0.187128E-05   0.320466E-02
   888   0.279052E-09   0.744361E-11   0.276424E-11   0.716773E-10   0.744361E-11   0.271616E-11   0.111705E-12  -0.193439E-12   0.276424E-11   0.111705E-12   0.700269E-08   0.186909E-05   0.716773E-10  -0.193439E-12   0.186909E-05   0.320448E-02
   889   0.277410E-09   0.755888E-11   0.274289E-11   0.714242E-10   0.755888E-11   0.275541E-11   0.114559E-12  -0.200957E-12   0.274289E-11   0.114559E-12   0.698882E-08   0.186690E-05   0.714242E-10  -0.200957E-12   0.186690E-05   0.320431E-02
   890   0.275760E-09   0.766967E-11   0.272156E-11   0.710813E-10   0.766967E-11   0.279509E-11   0.117380E-12  -0.208249E-12   0.272156E-11   0.117380E-12   0.697499E-08   0.186471E-05   0.710813E-10  -0.208249E-12   0.186471E-05   0.320413E-02
   891   0.274101E-09   0.777598E-11   0.270033E-11   0.706700E-10   0.777598E-11   0.283516E-11   0.120168E-12  -0.215432E-12   0.270033E-11   0.120168E-12   0.696120E-08   0.186253E-05   0.706700E-10  -0.215432E-12   0.186253E-05   0.320395E-02
   892   0.272435E-09   0.787780E-11   0.267930E-11   0.702121E-10   0.787780E-11   0.287561E-11   0.122923E-12  -0.222623E-12   0.267930E-11   0.122923E-12   0.694745E-08   0.186035E-05   0.702121E-10  -0.222623E-12   0.186035E-05   0.320378E-02
   893   0.270760E-09   0.797512E-11   0.265855E-11   0.697290E-10   0.797512E-11   0.291642E-11   0.125643E-12  -0.229942E-12   0.265855E-11   0.125643E-12   0.693373E-08   0.185818E-05   0.697290E-10  -0.229942E-12   0.185818E-05   0.320360E-02
   894   0.269080E-09   0.806792E-11   0.263814E-11   0.692423E-10   0.806792E-11   0.295757E-11   0.128331E-12  -0.237507E-12   0.263814E-11   0.128331E-12   0.692005E-08   0.185601E-05   0.692423E-10  -0.237507E-12   0.185601E-05   0.320342E-02
   895   0.267392E-09   0.815617E-11   0.261818E-11   0.687736E-10   0.815617E-11   0.299905E-11   0.130984E-12  -0.245436E-12   0.261818E-11   0.130984E-12   0.690640E-08   0.185385E-05   0.687736E-10  -0.245436E-12   0.185385E-05   0.320325E-02
   896   0.265699E-09   0.823988E-11   0.259873E-11   0.683445E-10   0.823988E-11   0.304082E-11   0.133603E-12  -0.253846E-12   0.259873E-11   0.133603E-12   0.689280E-08   0.185169E-05   0.683445E-10  -0.253846E-12   0.185169E-05   0.320307E-02
   897   0.264000E-09   0.831900E-11   0.257986E-11   0.679702E-10   0.831900E-11   0.308289E-11   0.136188E-12  -0.262794E-12   0.257986E-11   0.136188E-12   0.687923E-08   0.184954E-05   0.679702E-10  -0.262794E-12   0.184954E-05   0.320290E-02
   898   0.262296E-09   0.839352E-11   0.256152E-11   0.676409E-10   0.839352E-11   0.312522E-11   0.138739E-12  -0.272085E-12   0.256152E-11   0.138739E-12   0.686570E-08   0.184739E-05   0.676409E-10  -0.272085E-12   0.184739E-05   0.320273E-02
   899   0.260589E-09   0.846344E-11   0.254364E-11   0.673403E-10   0.846344E-11   0.316778E-11   0.141257E-12  -0.281464E-12   0.254364E-11   0.141257E-12   0.685220E-08   0.184525E-05   0.673403E-10  -0.281464E-12   0.184525E-05   0.320255E-02
   900   0.258877E-09   0.852872E-11   0.252616E-11   0.670523E-10   0.852872E-11   0.321059E-11   0.143743E-12  -0.290672E-12   0.252616E-11   0.143743E-12   0.683874E-08   0.184311E-05   0.670523E-10  -0.290672E-12   0.184311E-05   0.320238E-02
   901   0.257162E-09   0.858937E-11   0.250901E-11   0.667608E-10   0.858937E-11   0.325359E-11   0.146198E-12  -0.299454E-12   0.250901E-11   0.146198E-12   0.682532E-08   0.184097E-05   0.667608E-10  -0.299454E-12   0.184097E-05   0.320221E-02
   902   0.255445E-09   0.864538E-11   0.249211E-11   0.664496E-10   0.864538E-11   0.329678E-11   0.148621E-12  -0.307554E-12   0.249211E-11   0.148621E-12   0.681193E-08   0.183884E-05   0.664496E-10  -0.307554E-12   0.183884E-05   0.320203E-02
   903   0.253726E-09   0.869671E-11   0.247541E-11   0.661024E-10   0.869671E-11   0.334016E-11   0.151015E-12  -0.314714E-12   0.247541E-11   0.151015E-12   0.679858E-08   0.183671E-05   0.661024E-10  -0.314714E-12   0.183671E-05   0.320186E-02
   904   0.252005E-09   0.874338E-11   0.245883E-11   0.657032E-10   0.874338E-11   0.338369E-11   0.153379E-12  -0.320678E-12   0.245883E-11   0.153379E-12   0.678526E-08   0.183459E-05   0.657032E-10  -0.320678E-12   0.183459E-05   0.320168E-02
   905   0.250283E-09   0.878537E-11   0.244231E-11   0.652357E-10   0.878537E-11   0.342736E-11   0.155714E-12  -0.325189E-12   0.244231E-11   0.155714E-12   0.677198E-08   0.183247E-05   0.652357E-10  -0.325189E-12   0.183247E-05   0.320151E-02
   906   0.248560E-09   0.882266E-11   0.242577E-11   0.646838E-10   0.882266E-11   0.347117E-11   0.158021E-12  -0.327990E-12   0.242577E-11   0.158021E-12   0.675874E-08   0.183035E-05   0.646838E-10  -0.327990E-12   0.183035E-05   0.320133E-02
   907   0.246837E-09   0.885525E-11   0.240915E-11   0.640313E-10   0.885525E-11   0.351508E-11   0.160301E-12  -0.328826E-12   0.240915E-11   0.160301E-12   0.674553E-08   0.182824E-05   0.640313E-10  -0.328826E-12   0.182824E-05   0.320115E-02
   908   0.245115E-09   0.888315E-11   0.239239E-11   0.632620E-10   0.888315E-11   0.355907E-11   0.162554E-12  -0.327440E-12   0.239239E-11   0.162554E-12   0.673235E-08   0.182613E-05   0.632620E-10  -0.327440E-12   0.182613E-05   0.320096E-02
   909   0.243394E-09   0.890636E-11   0.237540E-11   0.623598E-10   0.890636E-11   0.360316E-11   0.164780E-12  -0.323574E-12   0.237540E-11   0.164780E-12   0.671922E-08   0.182403E-05   0.623598E-10  -0.323574E-12   0.182403E-05   0.320078E-02
   910   0.241674E-09   0.892489E-11   0.235813E-11   0.613085E-10   0.892489E-11   0.364730E-11   0.166982E-12  -0.316973E-12   0.235813E-11   0.166982E-12   0.670611E-08   0.182193E-05   0.613085E-10  -0.316973E-12   0.182193E-05   0.320059E-02
   911   0.239956E-09   0.893877E-11   0.234050E-11   0.600919E-10   0.893877E-11   0.369148E-11   0.169158E-12  -0.307379E-12   0.234050E-11   0.169158E-12   0.669304E-08   0.181983E-05   0.600919E-10  -0.307379E-12   0.181983E-05   0.320040E-02
   912   0.238241E-09   0.894800E-11   0.232245E-11   0.586939E-10   0.894800E-11   0.373570E-11   0.171311E-12  -0.294536E-12   0.232245E-11   0.171311E-12   0.668001E-08   0.181773E-05   0.586939E-10  -0.294536E-12   0.181773E-05   0.320020E-02
   913   0.236528E-09   0.895260E-11   0.230391E-11   0.570983E-10   0.895260E-11   0.377993E-11   0.173440E-12  -0.278188E-12   0.230391E-11   0.173440E-12   0.666701E-08   0.181564E-05   0.570983E-10  -0.278188E-12   0.181564E-05   0.320000E-02
   914   0.234819E-09   0.895258E-11   0.228483E-11   0.552964E-10   0.895258E-11   0.382415E-11   0.175547E-12  -0.258194E-12   0.228483E-11   0.175547E-12   0.665405E-08   0.181355E-05   0.552964E-10  -0.258194E-12   0.181355E-05   0.319980E-02
   915   0.233112E-09   0.894794E-11   0.226525E-11   0.533098E-10   0.894794E-11   0.386835E-11   0.177631E-12  -0.234874E-12   0.226525E-11   0.177631E-12   0.664112E-08   0.181147E-05   0.533098E-10  -0.234874E-12   0.181147E-05   0.319959E-02
   916   0.231410E-09   0.893871E-11   0.224521E-11   0.511676E-10   0.893871E-11   0.391252E-11   0.179693E-12  -0.208665E-12   0.224521E-11   0.179693E-12   0.662822E-08   0.180939E-05   0.511676E-10  -0.208665E-12   0.180939E-05   0.319938E-02
   917   0.229713E-09   0.892488E-11   0.222477E-11   0.488989E-10   0.892488E-11   0.395662E-11   0.181733E-12  -0.180005E-12   0.222477E-11   0.181733E-12   0.661536E-08   0.180731E-05   0.488989E-10  -0.180005E-12   0.180731E-05   0.319917E-02
   918   0.228019E-09   0.890650E-11   0.220398E-11   0.465327E-10   0.890650E-11   0.400064E-11   0.183752E-12  -0.149330E-12   0.220398E-11   0.183752E-12   0.660254E-08   0.180523E-05   0.465327E-10  -0.149330E-12   0.180523E-05   0.319895E-02
   919   0.226331E-09   0.888356E-11   0.218289E-11   0.440983E-10   0.888356E-11   0.404456E-11   0.185748E-12  -0.117077E-12   0.218289E-11   0.185748E-12   0.658974E-08   0.180316E-05   0.440983E-10  -0.117077E-12   0.180316E-05   0.319874E-02
   920   0.224650E-09   0.885607E-11   0.216156E-11   0.416246E-10   0.885607E-11   0.408837E-11   0.187724E-12  -0.836817E-13   0.216156E-11   0.187724E-12   0.657698E-08   0.180109E-05   0.416246E-10  -0.836817E-13   0.180109E-05   0.319852E-02
   921   0.222973E-09   0.882406E-11   0.214004E-11   0.391407E-10   0.882406E-11   0.413203E-11   0.189678E-12  -0.495822E-13   0.214004E-11   0.189678E-12   0.656426E-08   0.179903E-05   0.391407E-10  -0.495822E-13   0.179903E-05   0.319830E-02
   922   0.221304E-09   0.878757E-11   0.211838E-11   0.366758E-10   0.878757E-11   0.417554E-11   0.191611E-12  -0.152148E-13   0.211838E-11   0.191611E-12   0.655157E-08   0.179696E-05   0.366758E-10  -0.152148E-13   0.179696E-05   0.319808E-02
   923   0.219642E-09   0.874663E-11   0.209663E-11   0.342589E-10   0.874663E-11   0.421888E-11   0.193524E-12   0.189837E-13   0.209663E-11   0.193524E-12   0.653891E-08   0.179491E-05   0.342589E-10   0.189837E-13   0.179491E-05   0.319786E-02
   924   0.217987E-09   0.870129E-11   0.207485E-11   0.319192E-10   0.870129E-11   0.426204E-11   0.195416E-12   0.525766E-13   0.207485E-11   0.195416E-12   0.652628E-08   0.179286E-05   0.319192E-10   0.525766E-13   0.179286E-05   0.319764E-02
   925   0.216341E-09   0.865159E-11   0.205309E-11   0.296856E-10   0.865159E-11   0.430497E-11   0.197288E-12   0.851270E-13   0.205309E-11   0.197288E-12   0.651369E-08   0.179081E-05   0.296856E-10   0.851270E-13   0.179081E-05   0.319742E-02
   926   0.214703E-09   0.859757E-11   0.203140E-11   0.275874E-10   0.859757E-11   0.434769E-11   0.199140E-12   0.116198E-12   0.203140E-11   0.199140E-12   0.650114E-08   0.178876E-05   0.275874E-10   0.116198E-12   0.178876E-05   0.319720E-02
   927   0.213075E-09   0.853928E-11   0.200983E-11   0.256536E-10   0.853928E-11   0.439017E-11   0.200972E-12   0.145353E-12   0.200983E-11   0.200972E-12   0.648861E-08   0.178672E-05   0.256536E-10   0.145353E-12   0.178672E-05   0.319699E-02
   928   0.211457E-09   0.847675E-11   0.198844E-11   0.239132E-10   0.847675E-11   0.443239E-11   0.202784E-12   0.172156E-12   0.198844E-11   0.202784E-12   0.647612E-08   0.178469E-05   0.239132E-10   0.172156E-12   0.178469E-05   0.319677E-02
   929   0.209849E-09   0.841003E-11   0.196728E-11   0.223955E-10   0.841003E-11   0.447433E-11   0.204577E-12   0.196169E-12   0.196728E-11   0.204577E-12   0.646366E-08   0.178266E-05   0.223955E-10   0.196169E-12   0.178266E-05   0.319657E-02
   930   0.208251E-09   0.833914E-11   0.194640E-11   0.211294E-10   0.833914E-11   0.451598E-11   0.206351E-12   0.216956E-12   0.194640E-11   0.206351E-12   0.645123E-08   0.178063E-05   0.211294E-10   0.216956E-12   0.178063E-05   0.319636E-02
   931   0.206664E-09   0.826412E-11   0.192584E-11   0.201359E-10   0.826412E-11   0.455731E-11   0.208106E-12   0.234197E-12   0.192584E-11   0.208106E-12   0.643884E-08   0.177862E-05   0.201359E-10   0.234197E-12   0.177862E-05   0.319616E-02
   932   0.205089E-09   0.818501E-11   0.190560E-11   0.194031E-10   0.818501E-11   0.459831E-11   0.209840E-12   0.248049E-12   0.190560E-11   0.209840E-12   0.642648E-08   0.177660E-05   0.194031E-10   0.248049E-12   0.177660E-05   0.319596E-02
   933   0.203525E-09   0.810184E-11   0.188568E-11   0.189110E-10   0.810184E-11   0.463897E-11   0.211554E-12   0.258782E-12   0.188568E-11   0.211554E-12   0.641415E-08   0.177459E-05   0.189110E-10   0.258782E-12   0.177459E-05   0.319576E-02
   934   0.201973E-09   0.801466E-11   0.186605E-11   0.186395E-10   0.801466E-11   0.467926E-11   0.213244E-12   0.266670E-12   0.186605E-11   0.213244E-12   0.640185E-08   0.177258E-05   0.186395E-10   0.266670E-12   0.177258E-05   0.319556E-02
   935   0.200434E-09   0.792350E-11   0.184671E-11   0.185685E-10   0.792350E-11   0.471917E-11   0.214911E-12   0.271984E-12   0.184671E-11   0.214911E-12   0.638959E-08   0.177058E-05   0.185685E-10   0.271984E-12   0.177058E-05   0.319537E-02
   936   0.198907E-09   0.782841E-11   0.182765E-11   0.186781E-10   0.782841E-11   0.475867E-11   0.216553E-12   0.274999E-12   0.182765E-11   0.216553E-12   0.637736E-08   0.176858E-05   0.186781E-10   0.274999E-12   0.176858E-05   0.319518E-02
   937   0.197393E-09   0.772945E-11   0.180885E-11   0.189481E-10   0.772945E-11   0.479777E-11   0.218169E-12   0.275985E-12   0.180885E-11   0.218169E-12   0.636515E-08   0.176659E-05   0.189481E-10   0.275985E-12   0.176659E-05   0.319499E-02
   938   0.195892E-09   0.762667E-11   0.179030E-11   0.193585E-10   0.762667E-11   0.483644E-11   0.219758E-12   0.275216E-12   0.179030E-11   0.219758E-12   0.635299E-08   0.176460E-05   0.193585E-10   0.275216E-12   0.176460E-05   0.319480E-02
   939   0.194406E-09   0.752012E-11   0.177200E-11   0.198893E-10   0.752012E-11   0.487467E-11   0.221318E-12   0.272964E-12   0.177200E-11   0.221318E-12   0.634085E-08   0.176261E-05   0.198893E-10   0.272964E-12   0.176261E-05   0.319460E-02
   940   0.192932E-09   0.740986E-11   0.175392E-11   0.205203E-10   0.740986E-11   0.491243E-11   0.222849E-12   0.269501E-12   0.175392E-11   0.222849E-12   0.632874E-08   0.176063E-05   0.205203E-10   0.269501E-12   0.176063E-05   0.319441E-02
   941   0.191473E-09   0.729593E-11   0.173606E-11   0.212316E-10   0.729593E-11   0.494973E-11   0.224349E-12   0.265101E-12   0.173606E-11   0.224349E-12   0.631667E-08   0.175865E-05   0.212316E-10   0.265101E-12   0.175865E-05   0.319422E-02
   942   0.190028E-09   0.717839E-11   0.171841E-11   0.220031E-10   0.717839E-11   0.498654E-11   0.225816E-12   0.260035E-12   0.171841E-11   0.225816E-12   0.630463E-08   0.175668E-05   0.220031E-10   0.260035E-12   0.175668E-05   0.319402E-02
   943   0.188599E-09   0.705730E-11   0.170095E-11   0.228147E-10   0.705730E-11   0.502284E-11   0.227251E-12   0.254577E-12   0.170095E-11   0.227251E-12   0.629262E-08   0.175471E-05   0.228147E-10   0.254577E-12   0.175471E-05   0.319382E-02
   944   0.187184E-09   0.693274E-11   0.168367E-11   0.236464E-10   0.693274E-11   0.505863E-11   0.228651E-12   0.248998E-12   0.168367E-11   0.228651E-12   0.628064E-08   0.175274E-05   0.236464E-10   0.248998E-12   0.175274E-05   0.319361E-02
   945   0.185785E-09   0.680476E-11   0.166657E-11   0.244781E-10   0.680476E-11   0.509389E-11   0.230015E-12   0.243572E-12   0.166657E-11   0.230015E-12   0.626869E-08   0.175077E-05   0.244781E-10   0.243572E-12   0.175077E-05   0.319341E-02
   946   0.184401E-09   0.667343E-11   0.164962E-11   0.252899E-10   0.667343E-11   0.512862E-11   0.231343E-12   0.238570E-12   0.164962E-11   0.231343E-12   0.625677E-08   0.174880E-05   0.252899E-10   0.238570E-12   0.174880E-05   0.319320E-02
