#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   590   0.313095E-09   0.430522E-11   0.164842E-11   0.462281E-09   0.430522E-11   0.225666E-11  -0.211580E-12   0.889933E-13   0.164842E-11  -0.211580E-12   0.139103E-07   0.277664E-05   0.462281E-09   0.889933E-13   0.277664E-05   0.316278E-02
   591   0.311884E-09   0.432906E-11   0.166886E-11   0.459021E-09   0.432906E-11   0.229575E-11  -0.216295E-12   0.897889E-13   0.166886E-11  -0.216295E-12   0.138723E-07   0.277239E-05   0.459021E-09   0.897889E-13   0.277239E-05   0.316342E-02
   592   0.310665E-09   0.434841E-11   0.168972E-11   0.455883E-09   0.434841E-11   0.233515E-11  -0.220959E-12   0.893857E-13   0.168972E-11  -0.220959E-12   0.138344E-07   0.276814E-05   0.455883E-09   0.893857E-13   0.276814E-05   0.316406E-02
   593   0.309439E-09   0.436328E-11   0.171094E-11   0.452870E-09   0.436328E-11   0.237483E-11  -0.225573E-12   0.878460E-13   0.171094E-11  -0.225573E-12   0.137967E-07   0.276390E-05   0.452870E-09   0.878460E-13   0.276390E-05   0.316470E-02
   594   0.308206E-09   0.437363E-11   0.173247E-11   0.449988E-09   0.437363E-11   0.241478E-11  -0.230136E-12   0.852323E-13   0.173247E-11  -0.230136E-12   0.137591E-07   0.275968E-05   0.449988E-09   0.852323E-13   0.275968E-05   0.316533E-02
   595   0.306967E-09   0.437945E-11   0.175425E-11   0.447240E-09   0.437945E-11   0.245500E-11  -0.234649E-12   0.816071E-13   0.175425E-11  -0.234649E-12   0.137217E-07   0.275547E-05   0.447240E-09   0.816071E-13   0.275547E-05   0.316596E-02
   596   0.305724E-09   0.438071E-11   0.177623E-11   0.444630E-09   0.438071E-11   0.249546E-11  -0.239113E-12   0.770327E-13   0.177623E-11  -0.239113E-12   0.136844E-07   0.275127E-05   0.444630E-09   0.770327E-13   0.275127E-05   0.316659E-02
   597   0.304475E-09   0.437740E-11   0.179836E-11   0.442160E-09   0.437740E-11   0.253615E-11  -0.243529E-12   0.715717E-13   0.179836E-11  -0.243529E-12   0.136473E-07   0.274708E-05   0.442160E-09   0.715717E-13   0.274708E-05   0.316722E-02
   598   0.303223E-09   0.436951E-11   0.182058E-11   0.439837E-09   0.436951E-11   0.257705E-11  -0.247895E-12   0.652864E-13   0.182058E-11  -0.247895E-12   0.136104E-07   0.274290E-05   0.439837E-09   0.652864E-13   0.274290E-05   0.316784E-02
   599   0.301967E-09   0.435700E-11   0.184284E-11   0.437662E-09   0.435700E-11   0.261816E-11  -0.252215E-12   0.582394E-13   0.184284E-11  -0.252215E-12   0.135735E-07   0.273874E-05   0.437662E-09   0.582394E-13   0.273874E-05   0.316847E-02
   600   0.300708E-09   0.433989E-11   0.186508E-11   0.435641E-09   0.433989E-11   0.265944E-11  -0.256486E-12   0.504930E-13   0.186508E-11  -0.256486E-12   0.135369E-07   0.273459E-05   0.435641E-09   0.504930E-13   0.273459E-05   0.316909E-02
   601   0.299449E-09   0.431817E-11   0.188726E-11   0.433776E-09   0.431817E-11   0.270089E-11  -0.260711E-12   0.421098E-13   0.188726E-11  -0.260711E-12   0.135004E-07   0.273045E-05   0.433776E-09   0.421098E-13   0.273045E-05   0.316971E-02
   602   0.298187E-09   0.429185E-11   0.190931E-11   0.432072E-09   0.429185E-11   0.274250E-11  -0.264889E-12   0.331521E-13   0.190931E-11  -0.264889E-12   0.134640E-07   0.272633E-05   0.432072E-09   0.331521E-13   0.272633E-05   0.317033E-02
   603   0.296926E-09   0.426091E-11   0.193119E-11   0.430532E-09   0.426091E-11   0.278424E-11  -0.269021E-12   0.236824E-13   0.193119E-11  -0.269021E-12   0.134278E-07   0.272221E-05   0.430532E-09   0.236824E-13   0.272221E-05   0.317095E-02
   604   0.295664E-09   0.422537E-11   0.195284E-11   0.429161E-09   0.422537E-11   0.282610E-11  -0.273107E-12   0.137632E-13   0.195284E-11  -0.273107E-12   0.133917E-07   0.271812E-05   0.429161E-09   0.137632E-13   0.271812E-05   0.317157E-02
   605   0.294402E-09   0.418522E-11   0.197421E-11   0.427962E-09   0.418522E-11   0.286806E-11  -0.277148E-12   0.345687E-14   0.197421E-11  -0.277148E-12   0.133557E-07   0.271403E-05   0.427962E-09   0.345687E-14   0.271403E-05   0.317219E-02
   606   0.293143E-09   0.414048E-11   0.199524E-11   0.426939E-09   0.414048E-11   0.291011E-11  -0.281145E-12  -0.717410E-14   0.199524E-11  -0.281145E-12   0.133199E-07   0.270996E-05   0.426939E-09  -0.717410E-14   0.270996E-05   0.317282E-02
   607   0.291885E-09   0.409113E-11   0.201587E-11   0.426096E-09   0.409113E-11   0.295224E-11  -0.285097E-12  -0.180673E-13   0.201587E-11  -0.285097E-12   0.132843E-07   0.270590E-05   0.426096E-09  -0.180673E-13   0.270590E-05   0.317344E-02
   608   0.290630E-09   0.403720E-11   0.203609E-11   0.425431E-09   0.403720E-11   0.299442E-11  -0.289006E-12  -0.291453E-13   0.203609E-11  -0.289006E-12   0.132488E-07   0.270186E-05   0.425431E-09  -0.291453E-13   0.270186E-05   0.317406E-02
   609   0.289380E-09   0.397870E-11   0.205593E-11   0.424919E-09   0.397870E-11   0.303664E-11  -0.292872E-12  -0.402711E-13   0.205593E-11  -0.292872E-12   0.132134E-07   0.269783E-05   0.424919E-09  -0.402711E-13   0.269783E-05   0.317469E-02
   610   0.288132E-09   0.391564E-11   0.207545E-11   0.424529E-09   0.391564E-11   0.307888E-11  -0.296695E-12  -0.512927E-13   0.207545E-11  -0.296695E-12   0.131782E-07   0.269381E-05   0.424529E-09  -0.512927E-13   0.269381E-05   0.317532E-02
   611   0.286891E-09   0.384803E-11   0.209474E-11   0.424230E-09   0.384803E-11   0.312111E-11  -0.300477E-12  -0.620581E-13   0.209474E-11  -0.300477E-12   0.131431E-07   0.268981E-05   0.424230E-09  -0.620581E-13   0.268981E-05   0.317594E-02
   612   0.285653E-09   0.377586E-11   0.211385E-11   0.423992E-09   0.377586E-11   0.316333E-11  -0.304219E-12  -0.724154E-13   0.211385E-11  -0.304219E-12   0.131081E-07   0.268582E-05   0.423992E-09  -0.724154E-13   0.268582E-05   0.317656E-02
   613   0.284421E-09   0.369918E-11   0.213285E-11   0.423783E-09   0.369918E-11   0.320551E-11  -0.307921E-12  -0.822126E-13   0.213285E-11  -0.307921E-12   0.130733E-07   0.268184E-05   0.423783E-09  -0.822126E-13   0.268184E-05   0.317719E-02
   614   0.283198E-09   0.361799E-11   0.215181E-11   0.423573E-09   0.361799E-11   0.324765E-11  -0.311584E-12  -0.912977E-13   0.215181E-11  -0.311584E-12   0.130386E-07   0.267788E-05   0.423573E-09  -0.912977E-13   0.267788E-05   0.317781E-02
   615   0.281979E-09   0.353234E-11   0.217079E-11   0.423331E-09   0.353234E-11   0.328971E-11  -0.315209E-12  -0.995187E-13   0.217079E-11  -0.315209E-12   0.130041E-07   0.267393E-05   0.423331E-09  -0.995187E-13   0.267393E-05   0.317842E-02
   616   0.280770E-09   0.344227E-11   0.218987E-11   0.423026E-09   0.344227E-11   0.333170E-11  -0.318797E-12  -0.106724E-12   0.218987E-11  -0.318797E-12   0.129697E-07   0.266998E-05   0.423026E-09  -0.106724E-12   0.266998E-05   0.317903E-02
   617   0.279569E-09   0.334780E-11   0.220911E-11   0.422628E-09   0.334780E-11   0.337359E-11  -0.322349E-12  -0.112761E-12   0.220911E-11  -0.322349E-12   0.129354E-07   0.266605E-05   0.422628E-09  -0.112761E-12   0.266605E-05   0.317964E-02
   618   0.278377E-09   0.324898E-11   0.222857E-11   0.422105E-09   0.324898E-11   0.341537E-11  -0.325865E-12  -0.117478E-12   0.222857E-11  -0.325865E-12   0.129013E-07   0.266213E-05   0.422105E-09  -0.117478E-12   0.266213E-05   0.318024E-02
   619   0.277194E-09   0.314584E-11   0.224833E-11   0.421427E-09   0.314584E-11   0.345702E-11  -0.329346E-12  -0.120723E-12   0.224833E-11  -0.329346E-12   0.128673E-07   0.265823E-05   0.421427E-09  -0.120723E-12   0.265823E-05   0.318083E-02
   620   0.276021E-09   0.303842E-11   0.226845E-11   0.420563E-09   0.303842E-11   0.349853E-11  -0.332793E-12  -0.122344E-12   0.226845E-11  -0.332793E-12   0.128334E-07   0.265433E-05   0.420563E-09  -0.122344E-12   0.265433E-05   0.318142E-02
   621   0.274860E-09   0.292676E-11   0.228899E-11   0.419483E-09   0.292676E-11   0.353989E-11  -0.336207E-12  -0.122189E-12   0.228899E-11  -0.336207E-12   0.127997E-07   0.265044E-05   0.419483E-09  -0.122189E-12   0.265044E-05   0.318200E-02
   622   0.273710E-09   0.281089E-11   0.231003E-11   0.418154E-09   0.281089E-11   0.358105E-11  -0.339589E-12  -0.120106E-12   0.231003E-11  -0.339589E-12   0.127661E-07   0.264656E-05   0.418154E-09  -0.120106E-12   0.264656E-05   0.318257E-02
   623   0.272571E-09   0.269086E-11   0.233164E-11   0.416547E-09   0.269086E-11   0.362203E-11  -0.342939E-12  -0.115943E-12   0.233164E-11  -0.342939E-12   0.127326E-07   0.264269E-05   0.416547E-09  -0.115943E-12   0.264269E-05   0.318313E-02
   624   0.271445E-09   0.256670E-11   0.235387E-11   0.414631E-09   0.256670E-11   0.366279E-11  -0.346259E-12  -0.109549E-12   0.235387E-11  -0.346259E-12   0.126993E-07   0.263883E-05   0.414631E-09  -0.109549E-12   0.263883E-05   0.318368E-02
   625   0.270333E-09   0.243844E-11   0.237677E-11   0.412384E-09   0.243844E-11   0.370333E-11  -0.349548E-12  -0.100843E-12   0.237677E-11  -0.349548E-12   0.126661E-07   0.263498E-05   0.412384E-09  -0.100843E-12   0.263498E-05   0.318422E-02
   626   0.269234E-09   0.230615E-11   0.240027E-11   0.409823E-09   0.230615E-11   0.374362E-11  -0.352804E-12  -0.900346E-13   0.240027E-11  -0.352804E-12   0.126330E-07   0.263114E-05   0.409823E-09  -0.900346E-13   0.263114E-05   0.318475E-02
   627   0.268148E-09   0.216984E-11   0.242426E-11   0.406973E-09   0.216984E-11   0.378364E-11  -0.356024E-12  -0.774061E-13   0.242426E-11  -0.356024E-12   0.126001E-07   0.262730E-05   0.406973E-09  -0.774061E-13   0.262730E-05   0.318527E-02
   628   0.267078E-09   0.202957E-11   0.244864E-11   0.403861E-09   0.202957E-11   0.382338E-11  -0.359206E-12  -0.632391E-13   0.244864E-11  -0.359206E-12   0.125672E-07   0.262348E-05   0.403861E-09  -0.632391E-13   0.262348E-05   0.318578E-02
   629   0.266022E-09   0.188542E-11   0.247332E-11   0.400511E-09   0.188542E-11   0.386283E-11  -0.362346E-12  -0.478151E-13   0.247332E-11  -0.362346E-12   0.125346E-07   0.261966E-05   0.400511E-09  -0.478151E-13   0.261966E-05   0.318628E-02
   630   0.264982E-09   0.173742E-11   0.249818E-11   0.396951E-09   0.173742E-11   0.390197E-11  -0.365441E-12  -0.314159E-13   0.249818E-11  -0.365441E-12   0.125020E-07   0.261586E-05   0.396951E-09  -0.314159E-13   0.261586E-05   0.318678E-02
   631   0.263958E-09   0.158563E-11   0.252313E-11   0.393205E-09   0.158563E-11   0.394077E-11  -0.368489E-12  -0.143234E-13   0.252313E-11  -0.368489E-12   0.124696E-07   0.261206E-05   0.393205E-09  -0.143234E-13   0.261206E-05   0.318726E-02
   632   0.262950E-09   0.143013E-11   0.254806E-11   0.389300E-09   0.143013E-11   0.397924E-11  -0.371486E-12   0.318081E-14   0.254806E-11  -0.371486E-12   0.124373E-07   0.260827E-05   0.389300E-09   0.318081E-14   0.260827E-05   0.318774E-02
   633   0.261960E-09   0.127094E-11   0.257288E-11   0.385261E-09   0.127094E-11   0.401735E-11  -0.374430E-12   0.208150E-13   0.257288E-11  -0.374430E-12   0.124051E-07   0.260449E-05   0.385261E-09   0.208150E-13   0.260449E-05   0.318821E-02
   634   0.260987E-09   0.110815E-11   0.259749E-11   0.381114E-09   0.110815E-11   0.405507E-11  -0.377317E-12   0.382973E-13   0.259749E-11  -0.377317E-12   0.123730E-07   0.260073E-05   0.381114E-09   0.382973E-13   0.260073E-05   0.318867E-02
   635   0.260031E-09   0.941821E-12   0.262177E-11   0.376885E-09   0.941821E-12   0.409242E-11  -0.380144E-12   0.553462E-13   0.262177E-11  -0.380144E-12   0.123411E-07   0.259697E-05   0.376885E-09   0.553462E-13   0.259697E-05   0.318912E-02
   636   0.259095E-09   0.772012E-12   0.264564E-11   0.372600E-09   0.772012E-12   0.412935E-11  -0.382909E-12   0.716798E-13   0.264564E-11  -0.382909E-12   0.123093E-07   0.259322E-05   0.372600E-09   0.716798E-13   0.259322E-05   0.318957E-02
   637   0.258179E-09   0.598794E-12   0.266898E-11   0.368284E-09   0.598794E-12   0.416588E-11  -0.385609E-12   0.870164E-13   0.266898E-11  -0.385609E-12   0.122776E-07   0.258948E-05   0.368284E-09   0.870164E-13   0.258948E-05   0.319002E-02
   638   0.257281E-09   0.422238E-12   0.269170E-11   0.363964E-09   0.422238E-12   0.420196E-11  -0.388240E-12   0.101074E-12   0.269170E-11  -0.388240E-12   0.122460E-07   0.258576E-05   0.363964E-09   0.101074E-12   0.258576E-05   0.319045E-02
   639   0.256403E-09   0.242410E-12   0.271370E-11   0.359664E-09   0.242410E-12   0.423761E-11  -0.390800E-12   0.113572E-12   0.271370E-11  -0.390800E-12   0.122146E-07   0.258204E-05   0.359664E-09   0.113572E-12   0.258204E-05   0.319089E-02
   640   0.255545E-09   0.593790E-13   0.273487E-11   0.355412E-09   0.593790E-13   0.427278E-11  -0.393286E-12   0.124227E-12   0.273487E-11  -0.393286E-12   0.121833E-07   0.257834E-05   0.355412E-09   0.124227E-12   0.257834E-05   0.319131E-02
   641   0.254708E-09  -0.126785E-12   0.275511E-11   0.351232E-09  -0.126785E-12   0.430749E-11  -0.395694E-12   0.132758E-12   0.275511E-11  -0.395694E-12   0.121521E-07   0.257464E-05   0.351232E-09   0.132758E-12   0.257464E-05   0.319174E-02
   642   0.253892E-09  -0.316002E-12   0.277436E-11   0.347150E-09  -0.316002E-12   0.434170E-11  -0.398023E-12   0.138947E-12   0.277436E-11  -0.398023E-12   0.121210E-07   0.257096E-05   0.347150E-09   0.138947E-12   0.257096E-05   0.319216E-02
   643   0.253098E-09  -0.508193E-12   0.279271E-11   0.343184E-09  -0.508193E-12   0.437541E-11  -0.400274E-12   0.142832E-12   0.279271E-11  -0.400274E-12   0.120901E-07   0.256728E-05   0.343184E-09   0.142832E-12   0.256728E-05   0.319258E-02
   644   0.252324E-09  -0.703277E-12   0.281028E-11   0.339353E-09  -0.703277E-12   0.440860E-11  -0.402448E-12   0.144514E-12   0.281028E-11  -0.402448E-12   0.120592E-07   0.256362E-05   0.339353E-09   0.144514E-12   0.256362E-05   0.319299E-02
   645   0.251574E-09  -0.901173E-12   0.282720E-11   0.335675E-09  -0.901173E-12   0.444125E-11  -0.404547E-12   0.144094E-12   0.282720E-11  -0.404547E-12   0.120285E-07   0.255996E-05   0.335675E-09   0.144094E-12   0.255996E-05   0.319340E-02
   646   0.250847E-09  -0.110180E-11   0.284360E-11   0.332168E-09  -0.110180E-11   0.447334E-11  -0.406575E-12   0.141674E-12   0.284360E-11  -0.406575E-12   0.119979E-07   0.255632E-05   0.332168E-09   0.141674E-12   0.255632E-05   0.319380E-02
   647   0.250141E-09  -0.130508E-11   0.285959E-11   0.328851E-09  -0.130508E-11   0.450487E-11  -0.408531E-12   0.137354E-12   0.285959E-11  -0.408531E-12   0.119674E-07   0.255269E-05   0.328851E-09   0.137354E-12   0.255269E-05   0.319420E-02
   648   0.249459E-09  -0.151093E-11   0.287531E-11   0.325741E-09  -0.151093E-11   0.453580E-11  -0.410418E-12   0.131236E-12   0.287531E-11  -0.410418E-12   0.119371E-07   0.254907E-05   0.325741E-09   0.131236E-12   0.254907E-05   0.319460E-02
   649   0.248800E-09  -0.171925E-11   0.289088E-11   0.322857E-09  -0.171925E-11   0.456615E-11  -0.412239E-12   0.123421E-12   0.289088E-11  -0.412239E-12   0.119068E-07   0.254545E-05   0.322857E-09   0.123421E-12   0.254545E-05   0.319499E-02
   650   0.248165E-09  -0.192997E-11   0.290643E-11   0.320217E-09  -0.192997E-11   0.459588E-11  -0.413994E-12   0.114011E-12   0.290643E-11  -0.413994E-12   0.118767E-07   0.254185E-05   0.320217E-09   0.114011E-12   0.254185E-05   0.319538E-02
   651   0.247554E-09  -0.214299E-11   0.292208E-11   0.317839E-09  -0.214299E-11   0.462501E-11  -0.415686E-12   0.103107E-12   0.292208E-11  -0.415686E-12   0.118467E-07   0.253826E-05   0.317839E-09   0.103107E-12   0.253826E-05   0.319576E-02
   652   0.246967E-09  -0.235822E-11   0.293796E-11   0.315741E-09  -0.235822E-11   0.465351E-11  -0.417317E-12   0.908092E-13   0.293796E-11  -0.417317E-12   0.118168E-07   0.253467E-05   0.315741E-09   0.908092E-13   0.253467E-05   0.319614E-02
   653   0.246405E-09  -0.257558E-11   0.295420E-11   0.313942E-09  -0.257558E-11   0.468139E-11  -0.418889E-12   0.772201E-13   0.295420E-11  -0.418889E-12   0.117870E-07   0.253110E-05   0.313942E-09   0.772201E-13   0.253110E-05   0.319652E-02
   654   0.245868E-09  -0.279497E-11   0.297091E-11   0.312459E-09  -0.279497E-11   0.470862E-11  -0.420403E-12   0.624406E-13   0.297091E-11  -0.420403E-12   0.117573E-07   0.252754E-05   0.312459E-09   0.624406E-13   0.252754E-05   0.319689E-02
   655   0.245357E-09  -0.301631E-11   0.298823E-11   0.311311E-09  -0.301631E-11   0.473519E-11  -0.421862E-12   0.465720E-13   0.298823E-11  -0.421862E-12   0.117277E-07   0.252398E-05   0.311311E-09   0.465720E-13   0.252398E-05   0.319725E-02
   656   0.244870E-09  -0.323949E-11   0.300628E-11   0.310516E-09  -0.323949E-11   0.476112E-11  -0.423267E-12   0.297155E-13   0.300628E-11  -0.423267E-12   0.116983E-07   0.252043E-05   0.310516E-09   0.297155E-13   0.252043E-05   0.319761E-02
   657   0.244409E-09  -0.346443E-11   0.302519E-11   0.310092E-09  -0.346443E-11   0.478637E-11  -0.424620E-12   0.119723E-13   0.302519E-11  -0.424620E-12   0.116689E-07   0.251690E-05   0.310092E-09   0.119723E-13   0.251690E-05   0.319797E-02
   658   0.243974E-09  -0.369101E-11   0.304509E-11   0.310057E-09  -0.369101E-11   0.481093E-11  -0.425923E-12  -0.655613E-14   0.304509E-11  -0.425923E-12   0.116397E-07   0.251337E-05   0.310057E-09  -0.655613E-14   0.251337E-05   0.319832E-02
   659   0.243565E-09  -0.391916E-11   0.306605E-11   0.310416E-09  -0.391916E-11   0.483480E-11  -0.427178E-12  -0.257316E-13   0.306605E-11  -0.427178E-12   0.116106E-07   0.250985E-05   0.310416E-09  -0.257316E-13   0.250985E-05   0.319866E-02
   660   0.243182E-09  -0.414878E-11   0.308799E-11   0.311116E-09  -0.414878E-11   0.485797E-11  -0.428388E-12  -0.452673E-13   0.308799E-11  -0.428388E-12   0.115816E-07   0.250633E-05   0.311116E-09  -0.452673E-13   0.250633E-05   0.319900E-02
   661   0.242825E-09  -0.437976E-11   0.311077E-11   0.312093E-09  -0.437976E-11   0.488041E-11  -0.429555E-12  -0.648394E-13   0.311077E-11  -0.429555E-12   0.115527E-07   0.250283E-05   0.312093E-09  -0.648394E-13   0.250283E-05   0.319933E-02
   662   0.242495E-09  -0.461202E-11   0.313427E-11   0.313279E-09  -0.461202E-11   0.490212E-11  -0.430682E-12  -0.841242E-13   0.313427E-11  -0.430682E-12   0.115239E-07   0.249934E-05   0.313279E-09  -0.841242E-13   0.249934E-05   0.319966E-02
   663   0.242192E-09  -0.484544E-11   0.315836E-11   0.314610E-09  -0.484544E-11   0.492310E-11  -0.431772E-12  -0.102798E-12   0.315836E-11  -0.431772E-12   0.114952E-07   0.249585E-05   0.314610E-09  -0.102798E-12   0.249585E-05   0.319998E-02
   664   0.241915E-09  -0.507993E-11   0.318289E-11   0.316019E-09  -0.507993E-11   0.494333E-11  -0.432827E-12  -0.120537E-12   0.318289E-11  -0.432827E-12   0.114666E-07   0.249237E-05   0.316019E-09  -0.120537E-12   0.249237E-05   0.320030E-02
   665   0.241665E-09  -0.531539E-11   0.320776E-11   0.317441E-09  -0.531539E-11   0.496281E-11  -0.433850E-12  -0.137017E-12   0.320776E-11  -0.433850E-12   0.114382E-07   0.248890E-05   0.317441E-09  -0.137017E-12   0.248890E-05   0.320061E-02
   666   0.241442E-09  -0.555173E-11   0.323281E-11   0.318810E-09  -0.555173E-11   0.498152E-11  -0.434843E-12  -0.151914E-12   0.323281E-11  -0.434843E-12   0.114098E-07   0.248543E-05   0.318810E-09  -0.151914E-12   0.248543E-05   0.320091E-02
   667   0.241245E-09  -0.578884E-11   0.325792E-11   0.320060E-09  -0.578884E-11   0.499948E-11  -0.435810E-12  -0.164905E-12   0.325792E-11  -0.435810E-12   0.113816E-07   0.248198E-05   0.320060E-09  -0.164905E-12   0.248198E-05   0.320121E-02
   668   0.241077E-09  -0.602662E-11   0.328296E-11   0.321125E-09  -0.602662E-11   0.501666E-11  -0.436752E-12  -0.175666E-12   0.328296E-11  -0.436752E-12   0.113534E-07   0.247853E-05   0.321125E-09  -0.175666E-12   0.247853E-05   0.320150E-02
   669   0.240934E-09  -0.626498E-11   0.330780E-11   0.321939E-09  -0.626498E-11   0.503304E-11  -0.437673E-12  -0.183873E-12   0.330780E-11  -0.437673E-12   0.113254E-07   0.247509E-05   0.321939E-09  -0.183873E-12   0.247509E-05   0.320178E-02
   670   0.240820E-09  -0.650380E-11   0.333231E-11   0.322438E-09  -0.650380E-11   0.504865E-11  -0.438574E-12  -0.189203E-12   0.333231E-11  -0.438574E-12   0.112975E-07   0.247165E-05   0.322438E-09  -0.189203E-12   0.247165E-05   0.320205E-02
   671   0.240733E-09  -0.674299E-11   0.335636E-11   0.322554E-09  -0.674299E-11   0.506346E-11  -0.439460E-12  -0.191331E-12   0.335636E-11  -0.439460E-12   0.112696E-07   0.246822E-05   0.322554E-09  -0.191331E-12   0.246822E-05   0.320231E-02
   672   0.240673E-09  -0.698247E-11   0.337980E-11   0.322223E-09  -0.698247E-11   0.507747E-11  -0.440332E-12  -0.189933E-12   0.337980E-11  -0.440332E-12   0.112419E-07   0.246480E-05   0.322223E-09  -0.189933E-12   0.246480E-05   0.320257E-02
   673   0.240640E-09  -0.722210E-11   0.340253E-11   0.321378E-09  -0.722210E-11   0.509067E-11  -0.441193E-12  -0.184686E-12   0.340253E-11  -0.441193E-12   0.112143E-07   0.246138E-05   0.321378E-09  -0.184686E-12   0.246138E-05   0.320282E-02
   674   0.240634E-09  -0.746182E-11   0.342439E-11   0.319953E-09  -0.746182E-11   0.510307E-11  -0.442046E-12  -0.175267E-12   0.342439E-11  -0.442046E-12   0.111867E-07   0.245797E-05   0.319953E-09  -0.175267E-12   0.245797E-05   0.320306E-02
   675   0.240657E-09  -0.770149E-11   0.344527E-11   0.317883E-09  -0.770149E-11   0.511465E-11  -0.442893E-12  -0.161351E-12   0.344527E-11  -0.442893E-12   0.111593E-07   0.245457E-05   0.317883E-09  -0.161351E-12   0.245457E-05   0.320329E-02
   676   0.240706E-09  -0.794103E-11   0.346506E-11   0.315126E-09  -0.794103E-11   0.512540E-11  -0.443735E-12  -0.142784E-12   0.346506E-11  -0.443735E-12   0.111320E-07   0.245117E-05   0.315126E-09  -0.142784E-12   0.245117E-05   0.320351E-02
   677   0.240783E-09  -0.818033E-11   0.348380E-11   0.311734E-09  -0.818033E-11   0.513534E-11  -0.444568E-12  -0.120091E-12   0.348380E-11  -0.444568E-12   0.111048E-07   0.244778E-05   0.311734E-09  -0.120091E-12   0.244778E-05   0.320373E-02
   678   0.240886E-09  -0.841928E-11   0.350156E-11   0.307784E-09  -0.841928E-11   0.514444E-11  -0.445383E-12  -0.939675E-13   0.350156E-11  -0.445383E-12   0.110777E-07   0.244439E-05   0.307784E-09  -0.939675E-13   0.244439E-05   0.320393E-02
   679   0.241016E-09  -0.865776E-11   0.351839E-11   0.303352E-09  -0.865776E-11   0.515270E-11  -0.446175E-12  -0.651083E-13   0.351839E-11  -0.446175E-12   0.110507E-07   0.244101E-05   0.303352E-09  -0.651083E-13   0.244101E-05   0.320413E-02
   680   0.241174E-09  -0.889568E-11   0.353438E-11   0.298514E-09  -0.889568E-11   0.516012E-11  -0.446936E-12  -0.342082E-13   0.353438E-11  -0.446936E-12   0.110238E-07   0.243764E-05   0.298514E-09  -0.342082E-13   0.243764E-05   0.320432E-02
   681   0.241358E-09  -0.913291E-11   0.354959E-11   0.293348E-09  -0.913291E-11   0.516668E-11  -0.447659E-12  -0.196214E-14   0.354959E-11  -0.447659E-12   0.109969E-07   0.243427E-05   0.293348E-09  -0.196214E-14   0.243427E-05   0.320451E-02
   682   0.241568E-09  -0.936935E-11   0.356408E-11   0.287930E-09  -0.936935E-11   0.517239E-11  -0.448337E-12   0.309350E-13   0.356408E-11  -0.448337E-12   0.109702E-07   0.243092E-05   0.287930E-09   0.309350E-13   0.243092E-05   0.320469E-02
   683   0.241805E-09  -0.960488E-11   0.357792E-11   0.282335E-09  -0.960488E-11   0.517724E-11  -0.448963E-12   0.637884E-13   0.357792E-11  -0.448963E-12   0.109436E-07   0.242756E-05   0.282335E-09   0.637884E-13   0.242756E-05   0.320487E-02
   684   0.242069E-09  -0.983943E-11   0.359119E-11   0.276641E-09  -0.983943E-11   0.518122E-11  -0.449531E-12   0.959030E-13   0.359119E-11  -0.449531E-12   0.109171E-07   0.242422E-05   0.276641E-09   0.959030E-13   0.242422E-05   0.320504E-02
   685   0.242357E-09  -0.100729E-10   0.360394E-11   0.270923E-09  -0.100729E-10   0.518436E-11  -0.450033E-12   0.126584E-12   0.360394E-11  -0.450033E-12   0.108907E-07   0.242088E-05   0.270923E-09   0.126584E-12   0.242088E-05   0.320521E-02
   686   0.242672E-09  -0.103051E-10   0.361624E-11   0.265259E-09  -0.103051E-10   0.518664E-11  -0.450462E-12   0.155137E-12   0.361624E-11  -0.450462E-12   0.108643E-07   0.241755E-05   0.265259E-09   0.155137E-12   0.241755E-05   0.320538E-02
   687   0.243012E-09  -0.105361E-10   0.362817E-11   0.259725E-09  -0.105361E-10   0.518808E-11  -0.450811E-12   0.180866E-12   0.362817E-11  -0.450811E-12   0.108381E-07   0.241423E-05   0.259725E-09   0.180866E-12   0.241423E-05   0.320554E-02
   688   0.243379E-09  -0.107658E-10   0.363979E-11   0.254397E-09  -0.107658E-10   0.518866E-11  -0.451074E-12   0.203076E-12   0.363979E-11  -0.451074E-12   0.108120E-07   0.241091E-05   0.254397E-09   0.203076E-12   0.241091E-05   0.320570E-02
   689   0.243771E-09  -0.109940E-10   0.365117E-11   0.249351E-09  -0.109940E-10   0.518840E-11  -0.451244E-12   0.221074E-12   0.365117E-11  -0.451244E-12   0.107859E-07   0.240761E-05   0.249351E-09   0.221074E-12   0.240761E-05   0.320587E-02
   690   0.244188E-09  -0.112205E-10   0.366237E-11   0.244664E-09  -0.112205E-10   0.518731E-11  -0.451313E-12   0.234163E-12   0.366237E-11  -0.451313E-12   0.107600E-07   0.240431E-05   0.244664E-09   0.234163E-12   0.240431E-05   0.320603E-02
   691   0.244630E-09  -0.114454E-10   0.367346E-11   0.240413E-09  -0.114454E-10   0.518538E-11  -0.451275E-12   0.241649E-12   0.367346E-11  -0.451275E-12   0.107341E-07   0.240102E-05   0.240413E-09   0.241649E-12   0.240102E-05   0.320620E-02
   692   0.245096E-09  -0.116686E-10   0.368451E-11   0.236673E-09  -0.116686E-10   0.518261E-11  -0.451122E-12   0.242838E-12   0.368451E-11  -0.451122E-12   0.107084E-07   0.239774E-05   0.236673E-09   0.242838E-12   0.239774E-05   0.320636E-02
