# Covariance matrix <beta_j1 beta_j2>
5.383999848207954180e-36 7.163676910712106655e-29 1.222195184115085550e-28 -2.886864275018420979e-28 -1.905078466992580060e-28 -2.096757717327070634e-28 -4.196029518391748123e-28 5.598899445455409861e-29 3.223964489564378719e-28 1.845262524537751817e-28 4.928785630126040577e-30
7.163676910712106655e-29 1.583086850388205676e-18 2.417419266922766223e-19 -2.773188765656352430e-19 4.181934421635187192e-20 -2.107739323103972896e-19 -3.292230620478678264e-19 3.155553777315989732e-19 1.007545744762024330e-20 -3.128287832318329803e-21 1.689781676912734252e-21
1.222195184115085550e-28 2.417419266922766223e-19 2.195775232458444451e-18 4.271327149511588313e-19 1.565033645701065339e-20 2.192865912887080006e-19 -2.377239206124011986e-19 -8.015634690069113313e-20 4.729519774903083393e-20 -1.219720015917323257e-19 -1.047787048946669916e-20
-2.886864275018420979e-28 -2.773188765656352430e-19 4.271327149511588313e-19 3.511747951226033728e-18 5.207908032658304703e-19 8.453460109598826933e-20 -3.659018861019160838e-20 -3.035586415823584304e-20 5.160489362654905856e-20 1.372655397212544106e-19 2.537194344351749367e-21
-1.905078466992580060e-28 4.181934421635187192e-20 1.565033645701065339e-20 5.207908032658304703e-19 5.443681169980790977e-18 8.043634623024751558e-19 -1.999356180626273974e-19 3.855725338601359310e-19 2.117886246633419264e-19 -2.259307577188416966e-19 -8.129852022841915922e-21
-2.096757717327070634e-28 -2.107739323103972896e-19 2.192865912887080006e-19 8.453460109598826933e-20 8.043634623024751558e-19 7.967986317964636831e-18 1.600422496960508499e-18 1.878324283907579794e-19 -1.112501916967450559e-20 -2.562250647187262104e-19 -4.792771211556673391e-21
-4.196029518391748123e-28 -3.292230620478678264e-19 -2.377239206124011986e-19 -3.659018861019160838e-20 -1.999356180626273974e-19 1.600422496960508499e-18 9.272122727441984133e-18 2.227928187944066208e-18 -1.335042502298756497e-19 -3.105722720778366980e-19 -3.620145696948370532e-21
5.598899445455409861e-29 3.155553777315989732e-19 -8.015634690069113313e-20 -3.035586415823584304e-20 3.855725338601359310e-19 1.878324283907579794e-19 2.227928187944066208e-18 1.142577427383410601e-17 2.166465753861489685e-18 1.837861728574668153e-19 -6.302326682602209074e-21
3.223964489564378719e-28 1.007545744762024330e-20 4.729519774903083393e-20 5.160489362654905856e-20 2.117886246633419264e-19 -1.112501916967450559e-20 -1.335042502298756497e-19 2.166465753861489685e-18 9.183225004085808676e-18 7.587326400748219357e-19 -1.414424263339360337e-20
1.845262524537751817e-28 -3.128287832318329803e-21 -1.219720015917323257e-19 1.372655397212544106e-19 -2.259307577188416966e-19 -2.562250647187262104e-19 -3.105722720778366980e-19 1.837861728574668153e-19 7.587326400748219357e-19 1.227823054160475219e-18 2.001143899949307936e-20
4.928785630126040577e-30 1.689781676912734252e-21 -1.047787048946669916e-20 2.537194344351749367e-21 -8.129852022841915922e-21 -4.792771211556673391e-21 -3.620145696948370532e-21 -6.302326682602209074e-21 -1.414424263339360337e-20 2.001143899949307936e-20 2.510836537380498104e-21
