9.566901428989237271e-19 4.272621728993390088e-10 -1.374472957330284306e-10 1.919093571639615716e-09 2.522829291433960196e-09 2.108626628913077300e-09 6.186433381506258951e-09 1.586725177665838373e-09 3.887504345132330582e-10 1.782941777301755522e-10 4.801532838818686719e-09 2.477647586880579733e-09 1.772591395655399575e-11
1.074524397302863854e-18 4.660334213382594552e-10 1.108229714819952228e-09 1.536966170470372551e-09 1.907890940224405585e-09 3.097729358618268257e-09 6.050136472546988934e-10 6.434233417831123702e-09 4.322199110280253952e-09 1.133990880541648744e-09 1.022995076708164945e-09 5.822022062301662725e-10 -1.935614505259682776e-11
1.452434025960558658e-18 9.202353679635069447e-10 7.380805606128592652e-10 9.951598945555322326e-10 2.388223108223811871e-09 4.984758094566382361e-09 1.198116280009178942e-08 8.750260238811459093e-09 7.682171101461784369e-10 3.786351543021616015e-09 3.583431709426595368e-09 5.610620075089691433e-10 8.073330595566052852e-12
9.265429883982155804e-19 1.841485756560291793e-09 8.929535711730304963e-10 2.467514960390215073e-11 1.818219380335363714e-09 6.690513670296200452e-09 8.306185428958138667e-09 1.145859952921931964e-08 1.203773164179708940e-08 2.046220686660006364e-09 7.718391697544092679e-10 1.127546599307626512e-09 2.457298016588403775e-11
-2.283766712657678030e-18 1.498079367044227190e-09 -7.543373932991366243e-10 3.015433442465014168e-09 5.658268133953908322e-09 5.791965440327560794e-09 8.181961414961013260e-09 5.295388149550694600e-09 3.521775988226303016e-09 8.362506157128166184e-10 2.000841667953829049e-09 1.016836976609415998e-09 1.050885332614013993e-11
1.919644615391554337e-19 2.323039917042343268e-09 1.747881862915926823e-09 8.517789575344179388e-10 2.554601094710989159e-09 6.181446451963933669e-09 8.374805188866231335e-09 3.923697843294262402e-09 6.016789974292129287e-09 -2.215516117837204457e-10 1.687964011406229486e-09 -6.056500377085471308e-11 1.348668262260739820e-11
-6.487163822918412296e-19 7.953175948847337655e-10 9.080686320376862810e-10 1.622383927589745071e-09 2.709118775456452604e-09 3.289828137499870161e-09 5.766948549581036099e-09 7.211745059375165918e-09 7.856593823058334585e-09 7.509609072357078324e-09 1.224402369623640774e-10 -2.221246376429134512e-10 1.889818570809075396e-12
3.474696981917573568e-18 7.737169495683663530e-10 5.317883856639689059e-10 9.714319559087234025e-10 3.027948072282252064e-09 4.196589016964064820e-09 1.825274874469450851e-09 4.133796679508696107e-09 1.724397325904182997e-09 1.038948624565756639e-09 2.452960248356415132e-09 -8.998950314099844157e-10 -1.855302854439647671e-11
1.863174365664963464e-18 1.697735376830272966e-10 1.294557083675683701e-09 6.261234936582382925e-09 5.235843926070724914e-09 5.492757167822432945e-09 4.310529605420743145e-09 4.476865670278787178e-09 -2.568146364246905723e-09 4.698898871006948578e-09 -1.086517263620365106e-09 3.196860803421674695e-10 7.003576291243519972e-12
-1.451253578237458978e-20 5.959164967402061792e-10 -9.863775576207359922e-11 1.688831311068864685e-09 3.595592679848943931e-09 8.134012966255637827e-09 1.019373527047339776e-08 2.027607167897752939e-09 -2.315008700141341903e-10 7.107429256243569087e-09 2.713618228485394411e-09 1.809421767522692674e-09 2.048074953957088552e-11
