# Covariance matrix <beta_j1 beta_j2>
3.673498688389282239e-38 0.000000000000000000e+00 -1.203860922571250262e-32 -1.911728402412266811e-32 -1.571247677416097287e-29 1.251518209462524010e-29 2.955921084657947236e-30 -1.198049549889199528e-29 -1.019513098098054346e-30 6.671167974494907118e-30 1.579533371262835582e-29 1.357196022204283836e-29 1.534441404448749271e-29 1.016293801240367428e-29 -2.496635655514638513e-30 9.728717744777169048e-30 -2.739815146641017112e-29 1.501692676934950136e-29 -1.620259966222670667e-29 -3.411837803345197766e-29 -1.322135548758695309e-29 9.719490164725082547e-30 6.455633157500607108e-30 -5.464043535173803928e-30 2.961896918242899918e-30 -4.228783676857608734e-31
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.203860922571250262e-32 0.000000000000000000e+00 2.603077761659076753e-19 4.133681555193464710e-19 3.438922218731329206e-20 -4.957459581006619474e-20 -2.255910071102892155e-20 1.108114912785014294e-20 -1.069803875114685316e-20 2.632817471003197820e-21 4.134487232884148926e-20 7.040770904156059367e-20 3.466290246950382177e-20 7.942506367400690114e-20 -2.262425822553832731e-20 5.705611647417715163e-20 6.829025887739892496e-20 -1.575534274579839059e-20 -5.051215082222369462e-20 -2.639111716679199886e-20 3.591918232528578038e-20 -5.807924461260787621e-20 -4.579433545724126222e-20 -1.360252947967414928e-20 2.022160397233965424e-20 1.123312438380382770e-20
-1.911728402412266811e-32 0.000000000000000000e+00 4.133681555193464710e-19 6.564276892310754193e-19 5.461000648806771715e-20 -7.872434520574294996e-20 -3.582380053506264765e-20 1.759683956999717066e-20 -1.698846116459290129e-20 4.180908145879027949e-21 6.565556306648066527e-20 1.118072815554424868e-19 5.504461015268887996e-20 1.261268201684665006e-19 -3.592727051966199004e-20 9.060498297598133772e-20 1.084447755187200360e-19 -2.501944838657033087e-20 -8.021318042911507101e-20 -4.190903393673016197e-20 5.703957970161907138e-20 -9.222970812892293781e-20 -7.272130037763058777e-20 -2.160078582449531116e-20 3.211186103929959026e-20 1.783817593022228257e-20
-1.571247677416097287e-29 0.000000000000000000e+00 3.438922218731329206e-20 5.461000648806771715e-20 1.419095853210357860e-18 8.345278944472940997e-20 -6.395496453925120136e-20 1.107775241692684233e-19 4.729121922308706369e-20 9.401172050176289910e-20 3.857464931157695747e-20 1.189882265947664247e-20 1.724350695590609441e-19 1.187831065062153632e-19 9.397877151200650910e-20 7.732931052385835188e-21 1.681884344550384196e-19 -7.687427229829614554e-20 5.056846340279566743e-20 7.262405269057033085e-20 -9.039960040811294434e-20 7.629282344669407289e-20 -5.839072949974023801e-20 -3.165277746008046163e-20 -2.952022018905140393e-20 -3.761132850936531114e-20
1.251518209462524010e-29 0.000000000000000000e+00 -4.957459581006619474e-20 -7.872434520574294996e-20 8.345278944472940997e-20 1.114757234881789194e-18 1.318531855370285530e-19 3.570063251302217034e-20 -2.126001098200625238e-20 9.011345146651593174e-21 1.971268677747513439e-19 -9.626049476148676039e-21 -3.131565817891009648e-20 -6.345040707264910137e-20 -4.992376529816614657e-20 9.535168188433482352e-20 -3.682769262047939300e-20 4.421365018260484363e-20 -5.253499679680503203e-20 4.949608959456790077e-20 -7.551777345148986343e-20 -1.714253280415844981e-21 5.740190809535779842e-20 -5.450232369687387228e-20 8.419906772029007353e-21 2.673336090377782082e-20
2.955921084657947236e-30 0.000000000000000000e+00 -2.255910071102892155e-20 -3.582380053506264765e-20 -6.395496453925120136e-20 1.318531855370285530e-19 1.168089278307087422e-18 1.666383490299962655e-19 -4.332323721847040352e-20 -2.479173047101065400e-20 1.276906364312882897e-19 3.826044489026488304e-20 -8.512775096582884492e-20 2.772491022516056314e-20 1.416601125080904432e-19 3.720514261336764955e-20 -5.400704316917905913e-20 1.653755004487511600e-19 1.142625370179559008e-19 3.070040802964097851e-20 -3.338902162785780550e-21 -1.122358237534237792e-19 2.585734817294241910e-20 -2.860288859358805765e-21 1.410321698137878681e-20 1.349599554034709665e-20
-1.198049549889199528e-29 0.000000000000000000e+00 1.108114912785014294e-20 1.759683956999717066e-20 1.107775241692684233e-19 3.570063251302217034e-20 1.666383490299962655e-19 1.548764263697135300e-18 1.473213568574577671e-19 -9.364284961398385907e-20 8.295569392190045703e-20 2.528181896888072433e-19 -6.148087092644108246e-20 -7.640292529311472047e-20 1.456412519271645927e-19 1.478896196526209953e-19 1.206839585309731889e-19 5.017728659015472157e-20 -3.797058989134646633e-21 2.781175547793965901e-20 -7.789712492323062019e-20 -4.049652114964653430e-21 2.530605293985817487e-21 3.287709314171937504e-20 -1.520180538644168539e-20 -1.812492134271076765e-20
-1.019513098098054346e-30 0.000000000000000000e+00 -1.069803875114685316e-20 -1.698846116459290129e-20 4.729121922308706369e-20 -2.126001098200625238e-20 -4.332323721847040352e-20 1.473213568574577671e-19 1.541238054723033770e-18 3.460540159727362513e-19 -4.112594752026876398e-20 -2.000528263013968204e-20 6.585625018793618163e-20 6.884841232834170359e-20 -2.622530036551594106e-20 1.167407076853736815e-19 -1.206716829720406127e-19 -1.012401213353316997e-19 -1.293675778977400959e-19 -3.249484706874068414e-20 6.220477253929298913e-20 -5.562669478299301416e-20 -4.895131711393821960e-20 -5.446390843288420943e-20 -2.969067244644616736e-20 7.499912955884922718e-21
6.671167974494907118e-30 0.000000000000000000e+00 2.632817471003197820e-21 4.180908145879027949e-21 9.401172050176289910e-20 9.011345146651593174e-21 -2.479173047101065400e-20 -9.364284961398385907e-20 3.460540159727362513e-19 1.774570150970313966e-18 2.263409662145509108e-19 -1.077638017913898191e-19 2.550623631973570513e-19 4.240067115542880226e-20 -2.416842937460225743e-19 -4.980713795673894066e-20 -4.032222733673311457e-20 -1.226822879405885074e-19 8.502068708172315705e-20 1.657089872611796275e-19 1.365139549275579122e-19 3.893900158380823719e-20 4.167554116398876946e-20 -1.394577758204521551e-20 1.361365468295194185e-20 2.812685582112696356e-20
