# Covariance matrix <beta_j1 beta_j2>
3.673498688389283283e-38 -1.697827771668559971e-30 -8.648718674086389129e-31 -1.028929529079969976e-29 1.896152041465265113e-29 3.046309607952142641e-29 1.388848236330615880e-29 -1.582685833385970469e-29 -3.832426073977577358e-29 -4.921182545660221362e-30 9.733234565849017245e-31 4.614941173572423565e-31
-1.697827771668559971e-30 1.743785297341713632e-18 9.897026789008175365e-20 -2.063273085879214728e-20 1.013710927742740449e-19 3.438274921964272170e-19 1.671489799495097999e-19 2.796140687284512385e-19 -1.981710939609067463e-19 -9.467979067846410913e-20 -1.216045552231095151e-19 5.412974705449123673e-20
-8.648718674086389129e-31 9.897026789008175365e-20 2.418562478094897471e-18 5.142380211692216960e-19 2.994971153587589075e-19 1.642978717189965718e-19 1.739042902338561130e-19 1.686042530652052401e-19 1.518167494997029757e-19 -8.555927722597878420e-20 -7.923146542419923465e-20 -1.432665058467917729e-20
-1.028929529079969976e-29 -2.063273085879214728e-20 5.142380211692216960e-19 3.146080520401494967e-18 5.481183205395061560e-19 2.162944714860615527e-19 2.974905750244406232e-19 2.092721144584920449e-19 1.144641928777521106e-19 -1.739650248481800736e-19 -1.767573205335694825e-20 -2.744394965050741976e-20
1.896152041465265113e-29 1.013710927742740449e-19 2.994971153587589075e-19 5.481183205395061560e-19 4.241270093674618550e-18 1.052138150881599584e-18 -2.440061626642400485e-19 -3.272698726717506143e-19 7.052683984901398043e-20 -1.937646502670093481e-20 -6.945498091972852484e-20 7.150386952025199096e-20
3.046309607952142641e-29 3.438274921964272170e-19 1.642978717189965718e-19 2.162944714860615527e-19 1.052138150881599584e-18 5.438535869010209192e-18 5.978731560161250545e-19 4.455122098430417687e-20 -1.338094178179248805e-21 3.748034125172113820e-19 7.626122256816827607e-22 2.425599015649718415e-20
1.388848236330615880e-29 1.671489799495097999e-19 1.739042902338561130e-19 2.974905750244406232e-19 -2.440061626642400485e-19 5.978731560161250545e-19 7.593684058566709932e-18 1.211563347425858109e-18 -4.596661944868941672e-20 1.225938834183692399e-19 -1.647167083948630386e-19 -1.384761610983276899e-21
-1.582685833385970469e-29 2.796140687284512385e-19 1.686042530652052401e-19 2.092721144584920449e-19 -3.272698726717506143e-19 4.455122098430417687e-20 1.211563347425858109e-18 8.668939021035887756e-18 1.665164377986482237e-18 2.382755803461576438e-19 -4.031559237834464931e-20 5.471058398670854372e-21
-3.832426073977577358e-29 -1.981710939609067463e-19 1.518167494997029757e-19 1.144641928777521106e-19 7.052683984901398043e-20 -1.338094178179248805e-21 -4.596661944868941672e-20 1.665164377986482237e-18 1.002947488805457504e-17 1.069887429626303474e-18 1.484580999895281809e-19 -5.363978679318441523e-20
-4.921182545660221362e-30 -9.467979067846410913e-20 -8.555927722597878420e-20 -1.739650248481800736e-19 -1.937646502670093481e-20 3.748034125172113820e-19 1.225938834183692399e-19 2.382755803461576438e-19 1.069887429626303474e-18 6.656428873344089128e-18 4.079178976041404118e-19 -1.445538473458506949e-20
9.733234565849017245e-31 -1.216045552231095151e-19 -7.923146542419923465e-20 -1.767573205335694825e-20 -6.945498091972852484e-20 7.626122256816827607e-22 -1.647167083948630386e-19 -4.031559237834464931e-20 1.484580999895281809e-19 4.079178976041404118e-19 9.616059259055801434e-19 6.698254503547077128e-20
4.614941173572423565e-31 5.412974705449123673e-20 -1.432665058467917729e-20 -2.744394965050741976e-20 7.150386952025199096e-20 2.425599015649718415e-20 -1.384761610983276899e-21 5.471058398670854372e-21 -5.363978679318441523e-20 -1.445538473458506949e-20 6.698254503547077128e-20 1.796757309948867295e-19
