# Cls sims
6.750829127434277847e-10 7.008238291922449913e-11 -6.813506839493978549e-12 4.317009392465909791e-12 -4.910532175806977011e-12 8.644916407013614154e-12 1.383386927224383045e-12 1.076916155768247489e-13 -8.472557765757347910e-13 -4.344217250258467354e-13 1.764170525010838363e-13 -2.213168785772336867e-13 4.596651806053007058e-13 -6.896182438210817089e-14 1.131309763812874817e-13 1.636950448948284092e-13 4.435114459857905074e-14
2.698443316168096817e-10 3.510269845275424545e-11 9.117506496945183215e-12 1.573665095018755002e-12 3.918196666006287852e-12 6.001463109183647471e-12 7.541851534013269633e-13 3.657763644700360488e-13 -1.329746826284757347e-12 2.149813561504503624e-12 1.115459071815624087e-12 6.360859107647563558e-14 7.611790245721802449e-13 7.382557169996021455e-14 -1.031106168222377409e-13 1.791982979257863387e-13 1.002103851566313965e-13
6.187022035262429533e-10 3.222061002759394670e-11 4.389019127366003641e-12 -2.091742441391759498e-12 2.932588166681532774e-12 -1.762347185886823575e-12 6.468882546437506834e-12 1.958925520905359291e-12 1.544076260930230396e-13 5.755687293270185502e-13 4.472661935561701815e-13 -2.633001025350539267e-13 9.189843869928048181e-14 -1.943931403210361041e-13 2.066223391605031506e-13 -7.889344063127891334e-14 -1.684269716368694884e-13
4.970647792045187389e-10 1.642115215807212055e-11 2.572902277822236220e-12 -1.159211085474424852e-13 4.643325961709261034e-13 -1.736788288388080710e-12 -8.392566090596649948e-14 -4.055268433295267728e-14 1.355629023639335949e-12 3.776457496734511991e-13 3.675678609303696516e-13 2.679530742395422700e-13 -2.080271446303747683e-13 6.067982739961520194e-13 -3.456896448660183707e-13 1.095513993119895953e-13 -8.465039193564900905e-14
4.464491982671083644e-10 -2.814349230371948768e-12 4.537287141380924144e-12 -7.386713097009791066e-13 3.757936616380417449e-12 7.336642148799309331e-13 -1.208291401505296750e-12 -1.930428180224010733e-12 1.595496726995089102e-12 1.147538327737957142e-13 3.842136699027353374e-13 5.189750048087292865e-13 -2.452147241841546229e-13 8.875329624533271259e-14 9.665490986693427019e-14 1.059193504735915670e-13 -2.981370534883857797e-13
3.163679080312649161e-10 3.129172884100007837e-11 1.060776339266462127e-11 4.756863917501469445e-12 4.582047789902654520e-12 5.064441207717784606e-12 2.780069514759361053e-12 -1.044788808482750054e-12 4.651797136854509723e-13 -1.571020078411936655e-13 2.509380312989365392e-14 8.317241270396865037e-13 9.012978920840414871e-14 3.789431307787776001e-13 3.589622658791560016e-13 -2.930956472909424694e-14 8.435699912827853714e-14
1.290649471703919013e-10 3.926775008568447691e-11 2.824231083216534817e-11 -1.511471790537474784e-11 -1.947132409070232696e-12 1.962702598757949530e-12 4.193482582654159381e-12 -2.583936070157982114e-12 -3.636724329419332127e-13 2.527484252514328303e-14 -1.543065597953030040e-13 -2.372749416138726255e-14 -4.857645081178004988e-13 -2.619933253518704635e-13 3.252113912238697058e-13 3.230531505875182426e-14 -1.334845669660090006e-13
1.696397688374337653e-10 1.842698922914477342e-12 1.091366678832956163e-12 4.129212405095007981e-13 2.308352908243410578e-12 5.999987269804061959e-12 3.836262093111834045e-12 1.067198874143301291e-12 -3.306981759094237933e-13 -4.967535168359766533e-13 -3.034390464290334514e-13 3.572692937304555079e-14 3.892898758236298840e-13 -2.834516686481319532e-13 4.539808935944123565e-13 -1.519359548520466349e-13 6.137800479467357859e-14
7.547373114173626390e-10 2.367599462271782143e-11 5.588019818442873200e-12 8.083631003066053316e-12 5.044338955201286742e-12 6.199329326058832598e-13 4.614048635130767050e-12 5.540590555484235367e-13 -7.463188971808717045e-13 4.558756413472433612e-13 5.742544178644088725e-13 6.746302106620196691e-14 -2.146768597769606836e-13 -1.227460216261259538e-13 3.759139382241113654e-13 -1.938751532191724800e-13 1.422643996958395012e-13
2.464048959481988280e-10 4.009024841260646703e-11 1.498892909962691924e-11 7.674198259775736352e-12 -2.042506379190660032e-12 5.270730537876854083e-13 -1.028778313559355246e-12 1.479895760443277569e-12 -1.415280439815155804e-12 -3.301515634393602735e-13 -1.433328652676933107e-13 3.909138346228673055e-13 -7.310815100621776572e-14 -7.577152146253533782e-16 6.393539441347156164e-15 5.183918099211198318e-14 3.419615748016470362e-13
