# corr_100
1.000000000000000000e+00 -4.868748878490064547e-01 -1.671462857030139304e-01 8.790875459325060426e-01 -3.083421176703648459e-01 -9.923000367585287362e-01 -6.262319104735770692e-01 -7.696754961034667497e-01 -2.274989001205874883e-01 6.734241320965727029e-01 8.856675188702648471e-01 3.886332438171973269e-01
-4.868748878490064547e-01 1.000000000000000000e+00 -7.580376022109365231e-01 -2.824277991390929943e-01 -6.642481459245873632e-01 4.929995979226548530e-01 4.013419198715018066e-01 2.002587979884284941e-01 -6.096144150807204787e-02 -7.841604737488852006e-01 -3.398902321088695389e-02 5.718961259244043083e-01
-1.671462857030139304e-01 -7.580376022109364120e-01 1.000000000000000000e+00 -3.864184418428218692e-01 9.470807679263171242e-01 1.726803100382387768e-01 1.517896244159770980e-01 4.417022811662987825e-01 3.746406063832907196e-01 3.117705108374092537e-01 -5.979907521507876744e-01 -9.568340323993175245e-01
8.790875459325060426e-01 -2.824277991390929943e-01 -3.864184418428218692e-01 9.999999999999998890e-01 -3.766949444468016273e-01 -8.986071624999585339e-01 -8.610404621734537578e-01 -8.427980089035210787e-01 -3.294685153499374297e-01 7.338550177473754932e-01 8.631618896633966864e-01 6.197797409414661507e-01
-3.083421176703648459e-01 -6.642481459245873632e-01 9.470807679263171242e-01 -3.766949444468016828e-01 1.000000000000000000e+00 2.979794919903371309e-01 3.417535445787531212e-02 4.667134255636157802e-01 3.673401304732966666e-01 3.515218659653877586e-01 -7.074023178020788505e-01 -8.998877107176699308e-01
-9.923000367585287362e-01 4.929995979226548530e-01 1.726803100382387768e-01 -8.986071624999585339e-01 2.979794919903371309e-01 1.000000000000000000e+00 6.866778475168374696e-01 8.000965616383793888e-01 3.044106394988262410e-01 -7.027060628750977367e-01 -8.831430185646934605e-01 -3.932172423970233255e-01
-6.262319104735770692e-01 4.013419198715018066e-01 1.517896244159770980e-01 -8.610404621734537578e-01 3.417535445787531212e-02 6.866778475168374696e-01 1.000000000000000000e+00 7.643326888591019941e-01 4.365150154497594026e-01 -8.419392643473101456e-01 -5.355263263381788708e-01 -3.674850276596053344e-01
-7.696754961034667497e-01 2.002587979884284941e-01 4.417022811662987825e-01 -8.427980089035210787e-01 4.667134255636157802e-01 8.000965616383794998e-01 7.643326888591019941e-01 9.999999999999998890e-01 7.020660428399058128e-01 -5.120421372919651271e-01 -8.133321187350651682e-01 -5.694871514919233046e-01
-2.274989001205875161e-01 -6.096144150807204093e-02 3.746406063832907751e-01 -3.294685153499374297e-01 3.673401304732966666e-01 3.044106394988262965e-01 4.365150154497594581e-01 7.020660428399058128e-01 1.000000000000000000e+00 -7.858621449915212387e-02 -3.769789494387830175e-01 -3.222955838307825505e-01
6.734241320965727029e-01 -7.841604737488852006e-01 3.117705108374092537e-01 7.338550177473756042e-01 3.515218659653877586e-01 -7.027060628750976257e-01 -8.419392643473101456e-01 -5.120421372919651271e-01 -7.858621449915212387e-02 1.000000000000000000e+00 3.622192058027356443e-01 -4.242316373842971305e-02
8.856675188702647361e-01 -3.398902321088695389e-02 -5.979907521507876744e-01 8.631618896633966864e-01 -7.074023178020788505e-01 -8.831430185646934605e-01 -5.355263263381789818e-01 -8.133321187350650572e-01 -3.769789494387830175e-01 3.622192058027356998e-01 1.000000000000000000e+00 7.455821812161219642e-01
3.886332438171972714e-01 5.718961259244041972e-01 -9.568340323993175245e-01 6.197797409414661507e-01 -8.998877107176699308e-01 -3.932172423970233255e-01 -3.674850276596053344e-01 -5.694871514919233046e-01 -3.222955838307824949e-01 -4.242316373842971999e-02 7.455821812161220752e-01 1.000000000000000000e+00
