3.302801408427201042e-10 3.631639805911597334e-10 5.871799862986249321e-10 2.023075916685125425e-09 3.975221583863292309e-09 3.334076348869938318e-09 9.589598651069765014e-09 8.094020795437964485e-09 8.274384399759768838e-09 2.387557474279454544e-09 7.433428543377758896e-10 -2.735323792184294225e-09 2.244184963701735572e-09
1.683130809689757572e-11 5.329598651781212540e-10 4.907281476407597625e-10 1.416759106509108537e-09 1.659614533185490465e-09 4.944509300917989021e-09 3.775542049360648741e-09 2.348868247750476365e-09 4.920111330892870138e-09 7.035597095229520252e-09 4.258007850505059938e-09 1.262253279051592957e-09 1.783250520715525354e-09
3.056907894293095067e-11 1.494921367345169145e-09 1.419501762029193458e-09 3.885805048877728411e-09 2.992099413569237292e-09 -1.960151250168162183e-09 3.650112143950167455e-09 4.376442612136058357e-09 5.400234705079911276e-09 6.481239557792319000e-09 2.334720761436904182e-09 7.476870649332781901e-09 4.021514178644584858e-09
-2.206344059367312641e-11 1.124474441868809117e-09 2.967212264365823983e-09 1.594593159431275057e-09 7.568639533683587686e-09 3.939839784572521008e-09 4.488169712115377489e-09 6.305890264784052785e-09 9.482852408470617874e-09 8.467189144079607522e-09 2.939294338677736062e-09 -1.280981207527762775e-09 1.111873267050145822e-09
-1.327058800181051737e-10 3.405025989135456881e-10 2.512814509005594654e-09 2.040411695179214668e-09 7.888029301381704596e-09 4.745587198452067022e-09 5.724663218841236420e-09 7.624265329072104211e-09 7.157523492167969194e-09 5.531134876001942792e-09 3.700162721583731466e-09 1.631554029589508083e-09 1.302562839970439184e-09
-6.347752146763101825e-13 7.059573676837115601e-10 2.731471981757093758e-10 5.608621536024924267e-09 5.614336233008352314e-09 7.469575672947806294e-09 4.148886810116976353e-09 4.370996025740958486e-09 6.545143893425056886e-09 6.037980095945367742e-09 3.475780554008098215e-09 6.404510379094915394e-09 -1.372862310048867458e-09
3.896547610088314925e-10 9.405421957354279787e-10 1.254866430638801446e-09 1.646869308356802764e-09 3.825837595526327820e-09 2.899001004200036781e-09 4.201908526619684537e-09 5.596505089466907726e-09 5.508347735935049773e-09 2.487630784577512232e-09 7.113223180011301014e-09 4.094699210675930980e-09 5.492119817865055398e-10
-2.145293898669498190e-11 6.986557121580277385e-10 7.595486787714055327e-10 -7.882026920576842729e-10 2.744032151369854881e-09 6.924026111328807302e-09 5.130951300076869842e-09 6.284700660924708582e-09 6.951805019420529737e-09 4.360347792307640371e-09 6.332980499725035174e-09 7.393913930521007247e-09 3.398377384326698389e-09
1.823766884308671323e-10 1.102801260888922392e-09 7.075768549691815264e-10 2.487203883087655712e-09 3.845545736036313737e-09 5.027495764833285794e-09 5.561812726703272299e-09 -2.532587307401174653e-10 7.768095924266156824e-09 1.127878730497772607e-08 5.851947297631249831e-09 1.347192182498619984e-09 1.846441095294101278e-09
2.276450989741612090e-10 3.298825818587242270e-10 9.177809795971084798e-10 3.995293413646994917e-09 4.281438539601712290e-09 3.930285577679815290e-09 6.252138945375360537e-09 7.185794360137891259e-09 4.806671127828375623e-09 5.781377257082137699e-09 1.040495748290505496e-09 2.245860762642571168e-09 -1.711162714432950847e-09
3.837190717767279404e-11 6.050027457415307189e-10 1.286973010295462009e-09 2.485690218341507497e-09 3.540632740290604482e-09 3.642083015161328953e-09 5.738593360999136787e-09 8.185767828658527703e-09 6.358861927769782325e-09 3.498634935740883037e-09 -2.475712486441775943e-09 4.665233856332569703e-09 9.012825092863100438e-10
