3.646132052713019061e-10 3.775685371061839003e-09 8.032547433430791836e-09 2.169751820417456755e-08 1.691003894824547603e-08 1.711848168377462019e-09 1.574199489805634857e-11
1.182699781122170706e-09 7.425197190916150148e-09 1.382401283129340494e-08 1.372975294132219314e-08 1.774647826031521022e-08 1.542136185920133540e-08 2.348633598899520872e-09
2.887533193101467900e-10 2.545736123409212098e-09 6.694631231428964403e-09 1.220670903992612180e-08 2.056190972427109557e-08 1.682024318121654726e-08 -2.986346582694249468e-10
1.623117259279521365e-10 5.774249714494375989e-09 1.203806024527134610e-08 1.493164268185995685e-08 1.844145276019571976e-08 8.526880631083836911e-09 2.761794612746338373e-09
-3.113706450845561186e-10 -8.068908489871097446e-10 1.320688019869130458e-08 2.577230758081000490e-08 2.075391814315609420e-08 9.613586901783497286e-09 3.372055131166461619e-09
1.011828730285241383e-09 9.636267097972901434e-09 1.148496052919769777e-08 1.661463604250457320e-08 2.112784793768178448e-08 5.105946541094770258e-09 7.432313311740663058e-11
7.664074698328050262e-10 4.661351710879998374e-09 9.922888915910243269e-09 2.131626989065131599e-08 7.064795525440944823e-09 -5.846701451430977927e-09 -1.116430919111818337e-09
4.354770454121183886e-10 6.146961814744610011e-09 1.221314035897616115e-08 1.338312429606429256e-08 3.422476542459802132e-09 7.954586641606261349e-09 3.103258386036991703e-09
6.205060246923527482e-10 3.450739478704246982e-09 1.086048187000358456e-08 1.677373818920026816e-08 1.379011890914783465e-08 6.652665356542032818e-10 -4.098496490395712596e-09
-7.026353356291698509e-11 3.661981698827482161e-09 1.371863466223183451e-08 1.882302413802015441e-08 1.258939916879344933e-08 1.051812958449854457e-08 2.073558851986698064e-09
1.732751918351281294e-10 7.599689279609162893e-09 1.475837031489404317e-08 1.637688674329939149e-08 1.738135466845482959e-08 6.145624215712328219e-09 1.059251810826137368e-09
1.686173035479801777e-10 1.723458455162179105e-09 6.061177457157917232e-09 1.119488311570927267e-08 6.129326404494356465e-09 8.206309333339987891e-09 2.584184601422958154e-09
6.625282293193999906e-10 3.906787267381710677e-09 1.021298521087475867e-08 1.745285816086413834e-08 1.471768608180578758e-08 5.480240436020942774e-09 -1.379683221670110133e-09
9.867912687629571148e-10 3.855133552679218150e-09 3.746381308786021343e-09 1.568690581147730622e-08 1.549011785403171511e-08 1.606058884538631359e-08 2.233704114019489548e-09
1.983374713321681516e-09 1.037951616984656570e-08 1.096899103211147986e-08 1.497807244083913117e-08 1.062986522911465812e-08 4.579938887309904448e-09 1.257226447198105500e-09
6.855849278356589360e-10 6.964570254241087503e-09 1.362038038359941657e-08 1.364041416136699245e-08 8.735269994265133825e-09 9.173979204595158649e-09 -3.334487323247388439e-10
4.995760568412713175e-10 5.154783501460030171e-09 9.051025685868520236e-09 1.788517353627490236e-08 9.595490663534386383e-09 1.412859624224347760e-08 1.530901370167851965e-09
1.887065155946199707e-09 9.041772067345767471e-09 1.133767260939255996e-08 2.045084629805883997e-08 1.756175519825602211e-08 7.928013726383661152e-09 1.886732833782087464e-09
9.505153318271489378e-10 3.956649589146771071e-09 1.167099950278197608e-08 2.322227146464978465e-08 1.697399237178794432e-08 7.709614268673661394e-09 3.875211150562996760e-09
3.817459879784680080e-10 4.599771858347039752e-09 1.886974641622320032e-08 2.478042535103165963e-08 1.953426634094514115e-08 7.105229996896254021e-09 6.176160566685486000e-10
8.151963578789828215e-10 3.631537983943244996e-09 1.147098738431288520e-08 1.112814738477616546e-08 9.664789414985167471e-09 1.082883536587832430e-08 2.358834501738723306e-09
3.659779780512893032e-10 4.579499352884837421e-09 9.108233132637199625e-09 1.411668077894909956e-08 8.192610324117791613e-09 6.849403226812919898e-09 2.856775992215279281e-09
6.827004107358300906e-10 1.420365037316158114e-08 1.418805287827292798e-08 1.739736210079097805e-08 1.450277501761337547e-08 4.469190659134500653e-09 1.985376911108827454e-10
3.069050455580465749e-10 2.638669467245231581e-09 8.230489525413018758e-09 1.615847888219615190e-08 1.038443803254067272e-08 1.070608087797265611e-08 1.817159587764137207e-09
8.203200935325319890e-10 6.475601638823559867e-09 7.218501705474278777e-09 1.547692807104866082e-08 1.250484090299626892e-08 -1.480843973967356255e-09 -7.724615900742116340e-10
7.468620527765930011e-10 6.614604602111960546e-09 8.226749448950263321e-09 2.066113884849152128e-08 1.721557526443139451e-08 8.723590557255054154e-09 1.263245585135416533e-09
5.045419257777847886e-10 8.892875711784110006e-09 1.066494729994235506e-08 1.524657741613151262e-08 1.131178566976975823e-08 4.320673391286243246e-09 -2.038915077742440712e-09
-1.045227187547306900e-10 2.132437031350688265e-09 7.287204631353844409e-09 1.306184553845655823e-08 1.857993579420032338e-08 7.910021509930574167e-09 2.375337539458725671e-09
9.998430111687448915e-10 6.039237213759897054e-09 1.059992098156912580e-08 1.437301716050108474e-08 1.282126046969896939e-08 1.350139423540674931e-08 2.023299953130208000e-09
9.528694856709836010e-10 1.223055421964751053e-08 2.977261693765352200e-09 1.300868946898353399e-08 1.204403124568483636e-08 5.027772206931930468e-09 -9.753009904389165066e-10
1.271036009968997112e-10 4.579275771575885676e-09 1.025893216482428438e-08 1.313527946848720916e-08 1.080890027300204476e-08 4.481771219528266733e-09 1.221894161701312130e-09
-1.078097035100512919e-10 3.576305916761908074e-09 9.591039022824752493e-09 2.015962975536843539e-08 1.587449480283696742e-08 8.279726787172927736e-09 8.286876994987326333e-10
6.062849754321527903e-10 6.490856786428476510e-09 6.491324587652891816e-09 1.509459254689555360e-08 1.620545689235258644e-08 3.046298837716167066e-09 4.094026757225518990e-09
2.222630937022930763e-10 1.150042424445581821e-09 9.574344378332419929e-09 2.394352595119858417e-08 1.698440886471073276e-08 3.827662378447876487e-09 -3.401031203361817272e-09
1.160305399611293437e-09 1.093183078366922021e-08 1.398786858273889663e-08 1.362099024326395994e-08 1.459905171148795102e-08 3.852412995276974542e-09 2.287890959428330290e-09
1.505404865320942823e-09 9.553056775166173036e-09 1.070155328181981622e-08 1.892482904663216556e-08 1.613652909980083272e-08 5.168360901150632638e-09 3.045141318463063762e-10
5.566016031640697724e-10 3.098216791249402186e-09 8.292150605769347306e-09 1.354596656843624228e-08 1.711898231495138746e-08 6.156667851892136915e-09 -1.871232643679588189e-09
6.116671307781962726e-10 3.798134944290999921e-09 9.898879114832126932e-09 1.451789448336218096e-08 1.283542483407223469e-08 1.152698154913117200e-08 -1.120656107854222122e-09
2.578572755650050833e-10 2.674575568704125613e-09 9.816185975917349247e-09 1.600090288625979479e-08 1.292123570877493978e-08 6.997706487251650332e-09 6.438190707310448433e-09
8.517310759808346286e-10 7.656209910311279423e-09 1.295650240017691906e-08 2.317820664729347300e-08 2.246111227679937994e-08 4.155311253951583834e-09 4.489311236097650372e-09
2.394095368138047860e-10 6.033919377927406241e-09 1.435208009287039378e-08 2.404785553742800028e-08 1.709998858473761832e-08 1.042802028880980372e-08 3.404046782113808950e-09
1.611433626003513397e-10 3.011305437392703517e-09 1.248655963719528283e-08 1.569266909179340453e-08 1.817624750921935599e-08 7.425583952906538481e-09 2.361204792566307286e-09
7.200541814976838274e-10 7.878463883093507035e-09 1.345754514936744860e-08 1.923872628317394017e-08 1.443799532175709521e-08 9.364957837736073443e-09 4.209813163500170174e-10
1.061001812161791377e-10 7.024816049687811415e-09 1.184328723507444433e-08 2.191257686427188050e-08 1.514765942376052653e-08 5.025979060913830675e-09 1.099206516863481022e-09
5.714944840231958367e-10 3.709585415441825862e-09 9.832390959773656434e-09 1.370231738097798205e-08 1.150171819921420872e-08 1.109650455973067985e-08 3.788055172216546709e-09
4.941873118147435193e-10 6.680867851499152824e-09 9.781217598988015574e-09 1.502228995760357263e-08 1.876842957650505404e-08 -3.717333185565624987e-11 4.272694762502664478e-09
5.894357414399693797e-10 6.232399652267618866e-09 5.124945245444576061e-09 2.063752255935122231e-08 1.829045955814229652e-08 1.684307194295330754e-08 2.962084679706008362e-10
4.167406815232026838e-11 3.855492463100357400e-09 1.098232130611441505e-08 1.341808692332881866e-08 1.540760859090339789e-08 1.067108267292529325e-08 5.174924391787813651e-09
8.896625038984662213e-10 5.863863321930487718e-09 1.136404912742972848e-08 2.170311494623041414e-08 1.024372233707934349e-08 6.468110427841905183e-09 3.598079336049290686e-09
6.221992599502088907e-10 7.958902641887608025e-09 1.143600237849457932e-08 2.118040929280040343e-08 1.079018916017322726e-08 1.097405138444955642e-08 -3.870493159152300298e-10
6.130291861707712665e-10 3.550973748187472896e-09 9.540028702042326083e-09 2.131009947467203457e-08 1.378819925797194052e-08 9.754230689391976036e-09 2.099930125935836002e-09
3.057976576486541029e-10 7.985074489955670519e-09 1.693923889061714347e-08 1.282960961620748513e-08 1.305538597156984609e-08 1.220893609535570824e-08 2.925730042436288606e-09
9.073710413555385285e-10 9.697726627135913859e-09 9.492456847370559038e-09 1.914051032468890958e-08 1.536136263018225303e-08 1.550825134779107590e-08 3.187546292105666868e-09
-1.115685957258074496e-10 3.585908704425090447e-09 1.320388102581463644e-08 1.379537383664315202e-08 1.080508419537766363e-08 3.544190681271623174e-09 -1.567392298303984659e-09
1.173057250759902118e-09 8.998455702213027678e-09 1.146989700830415854e-08 1.581367727315108702e-08 1.439951663935991839e-08 3.179949486721593582e-10 -6.259034921802480365e-11
6.943993177101654080e-10 4.389562589236062770e-09 1.268112570732968205e-08 1.529255887001769392e-08 1.204783069684990470e-08 3.800029999758929541e-09 7.149834635130740631e-10
2.356180320858554129e-10 9.411621955092403039e-09 1.221525139567719342e-08 1.837936774096307424e-08 8.398858448633515836e-09 6.233877016498156308e-11 -2.496375280143260322e-09
2.848847057642703972e-10 3.943544632368205230e-09 1.392586528252792069e-08 1.425412903785242627e-08 2.117669066262792101e-08 9.429382354802354093e-09 1.308241937082121403e-09
6.130551220737190751e-10 7.082637988631747519e-09 8.682193362793950436e-09 1.876721632363876689e-08 1.376405657129808994e-08 1.332538539961391409e-08 5.386354611049687004e-09
4.302877841501907007e-10 5.663942550871261245e-09 1.289815546124806633e-08 1.953049197268117725e-08 1.937108757500438199e-08 1.125910950754261359e-08 -2.113476607327836479e-09
9.445081226205923244e-10 9.132915932270950545e-09 6.346542602315294548e-09 1.115968807984451205e-08 7.361422947166537180e-09 7.453904453618071712e-09 3.380606583908955348e-09
-1.165001575032343687e-10 5.606604712278350449e-09 1.208093871411477614e-08 1.638656961252706626e-08 1.503974915506944218e-08 6.331184871266768824e-09 2.227924280510976280e-10
4.626798377739255114e-10 2.928932792059052265e-09 1.514905282698473509e-08 1.674375053616258851e-08 1.769170272452288436e-08 9.912621020400696664e-09 1.020373713559649806e-09
5.735838456491039955e-10 7.554654925403801536e-09 1.262131723327519751e-08 1.856614935195910722e-08 1.459088327915818915e-08 1.305184848955807199e-08 1.562518314422330497e-09
2.613380396836628227e-10 6.467056368564327504e-09 1.062817954354298457e-08 1.767418822993508113e-08 1.285186921888030603e-08 4.525846056404474867e-09 1.666252278586982763e-10
6.561081442391114304e-10 5.156705053100224695e-09 6.560197920216201426e-09 2.122357621110769152e-08 8.923679199400753652e-09 -4.244510973646733508e-10 -5.836847153581618726e-10
4.709359990800797187e-10 5.868603112705707142e-09 1.091130328180392735e-08 1.778584833946100270e-08 1.106723548933704111e-08 4.573163619061815421e-09 1.193471564581368087e-09
7.039398187579580928e-10 7.159347252205303680e-09 1.427439111152178707e-08 1.130205837423346750e-08 1.495528622338175803e-08 6.463906843724888029e-09 2.131318735735639934e-10
-2.095249368464006163e-10 2.112329581682692652e-09 9.357161097062784956e-09 2.216586045070599943e-08 9.665298450286766181e-09 7.760125313108977932e-09 -4.600780845008410927e-10
-2.379461588264620075e-10 6.592721117131735492e-09 9.062561916492723238e-09 1.562722578193205345e-08 2.087471420358307662e-08 1.043741622118211662e-08 3.413796600670074292e-09
9.222343267803844272e-10 4.409795624553820498e-09 1.018672427656388077e-08 1.339707132370618276e-08 2.187018148083633608e-08 1.309242338284967725e-08 2.901538169556858467e-09
2.856316087834764451e-10 1.094612592463210984e-08 2.254467845342232275e-08 1.410532757429700999e-08 5.758704201325882502e-09 5.494049211298862224e-09 7.260112338360926466e-10
5.310871460546273358e-10 4.392698897630278919e-09 9.137731274216008591e-09 1.336500626363161430e-08 2.079697917884433391e-08 1.668139447154937162e-08 -8.607912489290052834e-10
5.084254312231066651e-10 5.036596537155738277e-09 1.250355319441512351e-08 2.355189802084420893e-08 2.008186717080782155e-08 5.776486163979001822e-09 4.140253789433050590e-09
1.333357867126189789e-10 7.226096196518931703e-09 1.444995654318712763e-08 2.179073632512423470e-08 1.750866067198635150e-08 5.114068685467102622e-10 4.310783500011573245e-09
1.925473133613160490e-10 2.329180689276419197e-09 1.087580791784519010e-08 1.039819701048746875e-08 1.874379348684221433e-08 8.870572490016265714e-09 8.745213996931506588e-10
-1.099408528430549819e-10 3.022747143692693288e-09 1.010784956614602402e-08 1.451871670333276184e-08 8.912393157573779263e-09 1.101087136499190214e-08 3.272054286694660687e-09
1.422785602649991223e-09 9.712626831975160410e-09 9.447464508748038151e-09 1.409906412766254093e-08 1.278632111581282061e-08 5.763700364199872881e-09 1.867745208455117629e-09
3.599716119496707889e-10 3.569551826473749757e-09 1.130637891626771821e-08 1.909804546199504411e-08 1.319043436251813248e-08 1.136400872735471348e-08 2.145414396777339173e-10
6.499719146693339614e-10 5.728171971319912218e-09 1.479330029275094839e-08 1.479143707745946423e-08 1.631743566694335939e-08 4.188375197161356523e-09 -1.305154140035458361e-09
4.669974033804851647e-10 3.820590211191075398e-09 1.027111818970759620e-08 1.601010863279466459e-08 1.740636457048175634e-08 7.128681023122929651e-09 -1.334761721505828187e-09
-1.756170052354968145e-11 5.604173397542160136e-09 1.196185247960777855e-08 1.772679020385259351e-08 1.555193649406537003e-08 1.791145320720983154e-08 4.752711186251831591e-09
8.031247820019737522e-10 9.874993007407354576e-09 8.037980216382498200e-09 1.387724384328857904e-08 9.150291265861512741e-09 6.272771311203708973e-09 -8.728059467744533102e-10
-7.983438822488476305e-11 5.286539385881061996e-10 7.235643651672491341e-09 2.074661414976828919e-08 1.167909406953634766e-08 3.656025089135325033e-09 1.930298995017448148e-09
1.247883024895747914e-09 7.510139843338034413e-09 8.544549469549271502e-09 1.019650166087561788e-08 1.459431602516091981e-08 7.255354574680290128e-09 -1.647147952473297754e-09
2.160238681864843836e-10 3.638979058807001792e-09 9.430607226790637072e-09 1.629567997918851269e-08 1.936767792745559031e-08 2.914624296155038835e-09 -1.345357033838448500e-09
6.234376181681488898e-10 5.432561179434128212e-09 7.145794523674742701e-09 1.922514617084786430e-08 1.459276480360144497e-08 1.553272139411996152e-08 4.917383847595909790e-09
6.506095393085469132e-10 5.821575424984884785e-09 9.368554229619375220e-09 9.749080143184700167e-09 1.667492729809136717e-08 1.054788278766603256e-08 -3.081714424689862552e-10
-5.796426013426441853e-11 2.824865515417507796e-09 1.085003275203969097e-08 1.333544723610413938e-08 1.508857350123801973e-08 1.540580446208645794e-09 -1.117846478193896272e-09
8.369862300434360598e-10 8.529505006852955117e-09 1.112731938223784008e-08 1.771486059773492674e-08 2.146793538079581754e-08 9.839793669648807242e-09 6.405923380397995784e-09
