# Cls sims
1.699883589333646970e-10 3.432841800526537993e-12 -1.898003749662406846e-12 3.559822244227160307e-14 -9.910623679926119633e-18 1.870474135107303864e-15
1.934332448573951257e-10 -3.942966285332855445e-13 -1.427799662583939891e-12 2.007396020833082497e-13 2.826349471241364499e-15 2.229848483972773740e-15
1.866586914513323139e-10 3.638841344301590569e-12 1.800286292684658294e-12 2.545240719799307565e-13 1.214135202922942055e-14 9.154740355598712364e-15
1.893341910716980538e-10 2.256137142685820817e-13 -7.951184637556246973e-13 -3.309188007841357486e-13 -7.039487750539474895e-16 -1.640914062576813095e-15
1.739088393498894688e-10 -1.453153877620179548e-12 1.222784747086293735e-12 3.439173095585910047e-13 3.247298415892028747e-16 1.736094098012578571e-15
2.622264797433597373e-10 -2.109317396393720990e-12 1.838116507979559990e-12 7.503329114328793129e-13 4.208006917431330131e-15 4.257270902515890901e-15
9.646942099824274455e-11 -3.166161992906088418e-12 3.844888654831370729e-12 5.987011842800249241e-13 -8.956804700129147435e-16 -8.654263923513610552e-16
1.297013620028372551e-10 6.728489231351108188e-12 8.960972007406720686e-14 5.221316081993640011e-14 -7.029289634411704167e-15 -3.973377911487455090e-15
3.447819309448730980e-10 1.268166467226226500e-12 -9.092271900304524722e-13 3.175468027121531842e-13 1.177306697168512204e-14 5.887449440370993346e-15
2.419119669454651708e-10 6.176341090680422755e-12 8.566975052899549143e-14 1.708986938856895531e-14 1.201320434699685983e-14 5.415001216594565185e-15
