# Cls sims
1.485712672942157087e-10 2.577329982733332924e-13 4.516332058860349952e-12 -1.983758705067285893e-12 3.180805778892787127e-12 1.530463541857693738e-13 4.113339871724280005e-13 4.286474881619187309e-13 7.399118554261591957e-14 4.405621415253804590e-13 1.873537115720308534e-14 -1.699008788919535471e-15 -1.008117561527846618e-15 -6.838969243710846776e-16 -4.807367463186485417e-16
1.911755467723243790e-10 1.341881711356679230e-11 -2.101860629732394442e-12 1.083458140946770175e-12 3.286917164252991882e-12 -8.171545983674617589e-13 2.396416152465814299e-13 2.574509462574764723e-14 3.287931221778293786e-13 -5.633859909849487173e-14 -2.059994967307713483e-14 5.960577471963104203e-16 4.032612943310728553e-16 3.568849147795375315e-16 1.495894149819502342e-16
3.630510827742286912e-10 1.252103496162849581e-11 -9.706207028922375755e-13 1.838217396284668529e-12 1.095739686376647486e-12 1.443725584013248154e-12 -5.228086375942612085e-14 -2.210563821462356853e-14 3.121587466799592412e-13 7.989899298279070641e-14 4.530856634518767634e-14 3.323674582620421285e-16 5.806560530562549858e-16 4.840286771193228834e-16 4.484717478207410318e-16
3.101867918503295264e-10 3.174211526364813411e-11 6.422600890075346688e-12 1.484376257064017457e-12 -6.938503283579478784e-13 1.060703541558648651e-12 2.877106688280780195e-13 1.347994727527502460e-13 -9.240122523141185723e-14 1.222610056848396016e-13 8.161094077843420879e-14 1.975319308300144027e-15 1.233208296594010099e-15 8.508413795709300585e-16 7.417799644929949567e-16
2.975700318792718574e-10 1.410384174990729883e-11 -2.846190404760484849e-12 -2.101141253312968250e-13 1.935295890637933981e-12 -5.482687861599609980e-13 -3.318747014828035576e-13 1.765987759469971482e-13 2.144178313114156430e-14 2.287740769177417857e-13 1.350627595486445928e-14 6.711194116182119256e-16 2.346906879418004632e-16 7.560951599067046830e-17 2.008807274630670196e-17
3.619484811784649119e-10 1.459870569558592923e-12 -7.098646951681267926e-13 -5.608342526389325120e-13 -5.705828468678038778e-13 -7.278386857263562470e-13 6.595991093871384386e-13 -3.647396831768650198e-13 1.218534659834270550e-13 -3.096473581173463483e-14 1.333263445574467311e-15 -5.731734706124719713e-16 -3.488891050184021022e-17 1.911649026804055756e-16 8.589752490040893853e-17
3.085105590874138322e-10 1.806215390316034326e-11 6.811455509580339985e-12 4.002270729659596222e-13 7.667397537102971094e-13 -6.006398174571963205e-13 2.397335281163644812e-13 -9.600342379263396085e-14 1.619454312660729914e-13 -1.133017562263163241e-13 1.795771671404686833e-14 3.368300885358458163e-15 2.261911091779658279e-15 1.711861590490480858e-15 1.325994883415912264e-15
2.473924732893525192e-10 -9.337291217095447921e-13 5.560274281646763505e-12 -1.439863978220419868e-12 7.179674881963654953e-13 6.675954209657924799e-13 -2.043470127002402867e-13 1.695562562466002959e-13 -1.732270011651090554e-13 1.230282507164664388e-15 -3.482932938285338484e-14 -3.671802038746823212e-16 -7.403525826775694773e-17 6.164301000067929767e-17 -2.974257554901169344e-17
4.610579261328706554e-10 5.533281348412003053e-12 -1.390335865725625782e-13 -1.353098914059960690e-13 -3.432470693843849266e-13 -6.247771269042901776e-13 7.052834245737106314e-13 -1.650926511671460093e-13 3.659806788471158604e-14 -8.757217282634707025e-14 1.071403779556709457e-13 1.231622343244104937e-15 1.238682988235766127e-15 1.022097152467182699e-15 1.067608732888458222e-15
3.301925046664260451e-10 -9.455955253588307996e-12 4.621307581801250692e-12 5.147299094321691432e-12 -1.291650039325693913e-12 1.361872083079629732e-12 -3.339658631202722414e-13 4.023564668277623569e-13 1.226864830940034307e-13 1.440579182222849510e-13 8.490396041278772868e-14 3.220292621468382567e-15 2.070480453201727263e-15 1.464844601268716824e-15 1.094898969071056815e-15
