# Cls sims
1.706888187984804795e-10 1.518110914766722308e-11 3.188125949953345632e-12 1.333238746165031108e-12 -1.188028655942305139e-12 2.610467268133602740e-12 1.682712118365397181e-12 -3.547803697024824731e-14 6.686719460081614997e-13 2.912515715063695597e-13 1.348700913578348796e-13 2.167240901595428319e-13 3.102959517850565042e-13 -2.944660641335923609e-15 -1.384739361830321986e-15 -7.676128365656702302e-16 -7.310769142919899446e-16
2.213968185520182234e-10 2.582465533046673577e-11 7.911825377547967894e-12 -2.249045625517935721e-12 1.586856757543702512e-12 3.606101880270042428e-12 -6.186621300394326136e-13 4.202478882789321064e-13 -3.373469621339125850e-13 3.485568218115049661e-13 5.133468794393398535e-13 -8.004218507403224517e-14 -1.109455418245053751e-13 -5.852978515281354512e-16 3.361586964774691381e-16 3.246157453215850785e-16 3.532730881586175102e-16
4.364591415743657825e-10 2.920770090111882251e-11 3.654268843414950531e-12 7.919050553807251171e-14 1.149052598144665312e-12 1.032194051755878847e-12 1.806779721786826952e-12 6.289239819300082341e-14 2.537158648984338524e-13 -7.402504803295195347e-14 4.060509972658620663e-13 -7.876932422567222567e-14 2.093863008428308951e-13 1.208238981539053104e-15 7.487968957863858800e-16 7.091972459783872717e-16 5.640302104168649450e-16
3.788024317553391888e-10 3.575206023049800009e-11 2.105208950462849430e-11 1.788418353981653693e-12 -1.001802880846932118e-13 -1.383805897151371515e-12 1.016094400296967211e-12 9.497705082113286274e-13 2.252782817466569231e-13 1.794942144622336777e-13 -1.087754394951239644e-13 1.376885527032465003e-13 1.108613450426486964e-13 2.833877331454159666e-15 2.081392709626580453e-15 1.231544937975037432e-15 9.677648008562269593e-16
3.597227595936914841e-10 2.178549009044342159e-11 5.868165642703712789e-12 -1.334028240290755637e-12 -2.687622514188151784e-13 1.655324917231439244e-12 1.316339823697758286e-13 -5.245016467025679971e-14 -2.939704358081119256e-13 9.949142593238805346e-14 1.920173061972932708e-13 9.620191956948990635e-14 4.133140490111577922e-14 2.550478340842750640e-15 3.873402605377172753e-16 1.308172872569555484e-16 6.472178250311131085e-17
4.500301339624081911e-10 4.816555783683828314e-12 2.091160730692058160e-12 -3.826949904509589890e-12 -4.412885602602224556e-13 -9.823807370222273869e-13 -2.276471447083896749e-13 -6.263585850837932747e-14 3.034884438926593859e-13 -2.853110925744967297e-13 6.383717683753619754e-14 -2.115271192880437339e-14 8.173748910639960710e-14 -3.029354874703464937e-15 -6.191250740560347070e-16 -1.533297701904968043e-16 3.083084873970736330e-17
3.694775175462191869e-10 3.525960000607525197e-11 5.147350630020518031e-12 7.988964511345064518e-12 -6.450151224854455831e-13 9.564505501824247718e-13 -3.128148397750789629e-13 -3.401831993537653483e-13 2.201592744879246541e-14 6.185318585216208032e-14 1.927324482259999062e-13 -2.019599189089283692e-13 8.066025734832695203e-14 5.299554179869050605e-15 3.293164395945653369e-15 2.505355858931602787e-15 1.956113178762974955e-15
3.018524583034115617e-10 8.019376399118096671e-12 2.158879455605957574e-12 2.399291392656865639e-12 -1.206493792620829408e-12 4.971126117309084113e-13 1.120044281273922392e-12 -2.451582095498231015e-13 8.452166503889416135e-14 2.323014526101462173e-13 -1.835705374869593862e-13 1.693105743558663349e-13 -2.374898677887794804e-13 -2.279596755382874032e-15 -2.367131621006820386e-16 -8.816309868369693954e-17 -6.356004866066465299e-17
5.674387907110206150e-10 1.774226140685388766e-11 -2.770010428026447945e-12 4.433033692925487586e-13 4.156910078050974378e-14 1.799059173213389716e-14 -1.562053292802516384e-12 6.680900515841054620e-13 5.239632606610919591e-13 -1.823222291313986762e-13 4.987318375064665383e-14 -2.239546044148437737e-13 2.468876288402335156e-13 -1.436403478871991023e-16 1.116891470554217998e-15 1.190688148739254300e-15 1.163315656843896231e-15
4.024469900766548511e-10 2.116958244168003984e-12 -1.863405977441792066e-12 3.910015027701091132e-12 6.522869743916317129e-12 -3.538608825715890623e-12 3.683678950067271949e-12 -4.302752762324855408e-13 1.789323551485352002e-13 2.796670688460332084e-13 1.641729080635311240e-13 1.681794400361301790e-13 1.050287075166282578e-13 6.991275421770909425e-15 2.924171420148345378e-15 2.067876701312736915e-15 1.562936525578109364e-15
