#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
  1052   0.135965E-09  -0.102532E-10   0.120331E-12   0.703727E-10  -0.102532E-10   0.438309E-11   0.184721E-12   0.786244E-13   0.120331E-12   0.184721E-12   0.382570E-08   0.150705E-05   0.703727E-10   0.786244E-13   0.150705E-05   0.236302E-02
  1053   0.136353E-09  -0.103222E-10   0.113921E-12   0.702647E-10  -0.103222E-10   0.434531E-11   0.183548E-12   0.781463E-13   0.113921E-12   0.183548E-12   0.381875E-08   0.150543E-05   0.702647E-10   0.781463E-13   0.150543E-05   0.236259E-02
  1054   0.136748E-09  -0.103879E-10   0.107611E-12   0.701565E-10  -0.103879E-10   0.430727E-11   0.182360E-12   0.776670E-13   0.107611E-12   0.182360E-12   0.381181E-08   0.150381E-05   0.701565E-10   0.776670E-13   0.150381E-05   0.236215E-02
  1055   0.137147E-09  -0.104504E-10   0.101401E-12   0.700481E-10  -0.104504E-10   0.426900E-11   0.181157E-12   0.771867E-13   0.101401E-12   0.181157E-12   0.380488E-08   0.150219E-05   0.700481E-10   0.771867E-13   0.150219E-05   0.236172E-02
  1056   0.137551E-09  -0.105097E-10   0.952903E-13   0.699395E-10  -0.105097E-10   0.423048E-11   0.179939E-12   0.767054E-13   0.952903E-13   0.179939E-12   0.379798E-08   0.150057E-05   0.699395E-10   0.767054E-13   0.150057E-05   0.236128E-02
  1057   0.137959E-09  -0.105655E-10   0.892786E-13   0.698308E-10  -0.105655E-10   0.419175E-11   0.178707E-12   0.762233E-13   0.892786E-13   0.178707E-12   0.379109E-08   0.149896E-05   0.698308E-10   0.762233E-13   0.149896E-05   0.236085E-02
  1058   0.138372E-09  -0.106182E-10   0.833659E-13   0.697220E-10  -0.106182E-10   0.415282E-11   0.177460E-12   0.757404E-13   0.833659E-13   0.177460E-12   0.378422E-08   0.149735E-05   0.697220E-10   0.757404E-13   0.149735E-05   0.236041E-02
  1059   0.138788E-09  -0.106675E-10   0.775520E-13   0.696130E-10  -0.106675E-10   0.411368E-11   0.176199E-12   0.752569E-13   0.775520E-13   0.176199E-12   0.377737E-08   0.149575E-05   0.696130E-10   0.752569E-13   0.149575E-05   0.235998E-02
  1060   0.139208E-09  -0.107134E-10   0.718366E-13   0.695039E-10  -0.107134E-10   0.407437E-11   0.174924E-12   0.747728E-13   0.718366E-13   0.174924E-12   0.377053E-08   0.149414E-05   0.695039E-10   0.747728E-13   0.149414E-05   0.235954E-02
  1061   0.139631E-09  -0.107560E-10   0.662196E-13   0.693947E-10  -0.107560E-10   0.403489E-11   0.173635E-12   0.742883E-13   0.662196E-13   0.173635E-12   0.376372E-08   0.149254E-05   0.693947E-10   0.742883E-13   0.149254E-05   0.235911E-02
  1062   0.140058E-09  -0.107952E-10   0.607007E-13   0.692855E-10  -0.107952E-10   0.399526E-11   0.172333E-12   0.738035E-13   0.607007E-13   0.172333E-12   0.375692E-08   0.149094E-05   0.692855E-10   0.738035E-13   0.149094E-05   0.235867E-02
  1063   0.140488E-09  -0.108312E-10   0.552797E-13   0.691761E-10  -0.108312E-10   0.395547E-11   0.171018E-12   0.733184E-13   0.552797E-13   0.171018E-12   0.375013E-08   0.148935E-05   0.691761E-10   0.733184E-13   0.148935E-05   0.235824E-02
  1064   0.140919E-09  -0.108637E-10   0.499564E-13   0.690667E-10  -0.108637E-10   0.391557E-11   0.169690E-12   0.728333E-13   0.499564E-13   0.169690E-12   0.374337E-08   0.148776E-05   0.690667E-10   0.728333E-13   0.148776E-05   0.235781E-02
  1065   0.141352E-09  -0.108929E-10   0.447307E-13   0.689572E-10  -0.108929E-10   0.387555E-11   0.168349E-12   0.723481E-13   0.447307E-13   0.168349E-12   0.373662E-08   0.148617E-05   0.689572E-10   0.723481E-13   0.148617E-05   0.235737E-02
  1066   0.141788E-09  -0.109188E-10   0.396022E-13   0.688476E-10  -0.109188E-10   0.383543E-11   0.166996E-12   0.718630E-13   0.396022E-13   0.166996E-12   0.372989E-08   0.148458E-05   0.688476E-10   0.718630E-13   0.148458E-05   0.235694E-02
  1067   0.142224E-09  -0.109413E-10   0.345708E-13   0.687381E-10  -0.109413E-10   0.379522E-11   0.165630E-12   0.713781E-13   0.345708E-13   0.165630E-12   0.372317E-08   0.148300E-05   0.687381E-10   0.713781E-13   0.148300E-05   0.235650E-02
  1068   0.142662E-09  -0.109605E-10   0.296363E-13   0.686285E-10  -0.109605E-10   0.375495E-11   0.164253E-12   0.708934E-13   0.296363E-13   0.164253E-12   0.371647E-08   0.148142E-05   0.686285E-10   0.708934E-13   0.148142E-05   0.235607E-02
  1069   0.143100E-09  -0.109763E-10   0.247985E-13   0.685189E-10  -0.109763E-10   0.371462E-11   0.162863E-12   0.704092E-13   0.247985E-13   0.162863E-12   0.370979E-08   0.147984E-05   0.685189E-10   0.704092E-13   0.147984E-05   0.235563E-02
  1070   0.143539E-09  -0.109889E-10   0.200571E-13   0.684094E-10  -0.109889E-10   0.367425E-11   0.161463E-12   0.699255E-13   0.200571E-13   0.161463E-12   0.370313E-08   0.147826E-05   0.684094E-10   0.699255E-13   0.147826E-05   0.235520E-02
  1071   0.143978E-09  -0.109980E-10   0.154120E-13   0.682998E-10  -0.109980E-10   0.363386E-11   0.160051E-12   0.694423E-13   0.154120E-13   0.160051E-12   0.369648E-08   0.147669E-05   0.682998E-10   0.694423E-13   0.147669E-05   0.235477E-02
  1072   0.144417E-09  -0.110040E-10   0.108629E-13   0.681903E-10  -0.110040E-10   0.359347E-11   0.158628E-12   0.689599E-13   0.108629E-13   0.158628E-12   0.368985E-08   0.147512E-05   0.681903E-10   0.689599E-13   0.147512E-05   0.235433E-02
  1073   0.144855E-09  -0.110066E-10   0.640962E-14   0.680808E-10  -0.110066E-10   0.355309E-11   0.157194E-12   0.684783E-13   0.640962E-14   0.157194E-12   0.368324E-08   0.147355E-05   0.680808E-10   0.684783E-13   0.147355E-05   0.235390E-02
  1074   0.145292E-09  -0.110059E-10   0.205198E-14   0.679714E-10  -0.110059E-10   0.351274E-11   0.155749E-12   0.679976E-13   0.205198E-14   0.155749E-12   0.367664E-08   0.147199E-05   0.679714E-10   0.679976E-13   0.147199E-05   0.235346E-02
  1075   0.145728E-09  -0.110020E-10  -0.221025E-14   0.678620E-10  -0.110020E-10   0.347244E-11   0.154295E-12   0.675179E-13  -0.221025E-14   0.154295E-12   0.367006E-08   0.147043E-05   0.678620E-10   0.675179E-13   0.147043E-05   0.235303E-02
  1076   0.146163E-09  -0.109948E-10  -0.637728E-14   0.677527E-10  -0.109948E-10   0.343219E-11   0.152830E-12   0.670394E-13  -0.637728E-14   0.152830E-12   0.366350E-08   0.146887E-05   0.677527E-10   0.670394E-13   0.146887E-05   0.235259E-02
  1077   0.146596E-09  -0.109844E-10  -0.104493E-13   0.676436E-10  -0.109844E-10   0.339202E-11   0.151355E-12   0.665621E-13  -0.104493E-13   0.151355E-12   0.365695E-08   0.146731E-05   0.676436E-10   0.665621E-13   0.146731E-05   0.235216E-02
  1078   0.147027E-09  -0.109708E-10  -0.144266E-13   0.675345E-10  -0.109708E-10   0.335194E-11   0.149871E-12   0.660861E-13  -0.144266E-13   0.149871E-12   0.365042E-08   0.146576E-05   0.675345E-10   0.660861E-13   0.146576E-05   0.235172E-02
  1079   0.147455E-09  -0.109540E-10  -0.183093E-13   0.674255E-10  -0.109540E-10   0.331196E-11   0.148377E-12   0.656115E-13  -0.183093E-13   0.148377E-12   0.364391E-08   0.146421E-05   0.674255E-10   0.656115E-13   0.146421E-05   0.235129E-02
  1080   0.147882E-09  -0.109340E-10  -0.220976E-13   0.673167E-10  -0.109340E-10   0.327210E-11   0.146875E-12   0.651385E-13  -0.220976E-13   0.146875E-12   0.363741E-08   0.146266E-05   0.673167E-10   0.651385E-13   0.146266E-05   0.235085E-02
  1081   0.148305E-09  -0.109109E-10  -0.257917E-13   0.672080E-10  -0.109109E-10   0.323239E-11   0.145363E-12   0.646671E-13  -0.257917E-13   0.145363E-12   0.363093E-08   0.146111E-05   0.672080E-10   0.646671E-13   0.146111E-05   0.235042E-02
  1082   0.148725E-09  -0.108846E-10  -0.293920E-13   0.670994E-10  -0.108846E-10   0.319282E-11   0.143843E-12   0.641974E-13  -0.293920E-13   0.143843E-12   0.362447E-08   0.145957E-05   0.670994E-10   0.641974E-13   0.145957E-05   0.234998E-02
  1083   0.149142E-09  -0.108553E-10  -0.328984E-13   0.669910E-10  -0.108553E-10   0.315341E-11   0.142314E-12   0.637297E-13  -0.328984E-13   0.142314E-12   0.361802E-08   0.145803E-05   0.669910E-10   0.637297E-13   0.145803E-05   0.234955E-02
  1084   0.149555E-09  -0.108229E-10  -0.363114E-13   0.668828E-10  -0.108229E-10   0.311418E-11   0.140777E-12   0.632638E-13  -0.363114E-13   0.140777E-12   0.361159E-08   0.145649E-05   0.668828E-10   0.632638E-13   0.145649E-05   0.234911E-02
  1085   0.149964E-09  -0.107874E-10  -0.396310E-13   0.667748E-10  -0.107874E-10   0.307514E-11   0.139233E-12   0.628000E-13  -0.396310E-13   0.139233E-12   0.360517E-08   0.145496E-05   0.667748E-10   0.628000E-13   0.145496E-05   0.234867E-02
  1086   0.150369E-09  -0.107488E-10  -0.428576E-13   0.666670E-10  -0.107488E-10   0.303630E-11   0.137680E-12   0.623384E-13  -0.428576E-13   0.137680E-12   0.359878E-08   0.145343E-05   0.666670E-10   0.623384E-13   0.145343E-05   0.234824E-02
  1087   0.150769E-09  -0.107074E-10  -0.459912E-13   0.665594E-10  -0.107074E-10   0.299767E-11   0.136120E-12   0.618791E-13  -0.459912E-13   0.136120E-12   0.359239E-08   0.145190E-05   0.665594E-10   0.618791E-13   0.145190E-05   0.234780E-02
  1088   0.151164E-09  -0.106629E-10  -0.490322E-13   0.664520E-10  -0.106629E-10   0.295928E-11   0.134553E-12   0.614221E-13  -0.490322E-13   0.134553E-12   0.358603E-08   0.145037E-05   0.664520E-10   0.614221E-13   0.145037E-05   0.234736E-02
  1089   0.151554E-09  -0.106154E-10  -0.519806E-13   0.663449E-10  -0.106154E-10   0.292114E-11   0.132979E-12   0.609675E-13  -0.519806E-13   0.132979E-12   0.357967E-08   0.144885E-05   0.663449E-10   0.609675E-13   0.144885E-05   0.234693E-02
  1090   0.151939E-09  -0.105650E-10  -0.548368E-13   0.662380E-10  -0.105650E-10   0.288325E-11   0.131398E-12   0.605156E-13  -0.548368E-13   0.131398E-12   0.357334E-08   0.144732E-05   0.662380E-10   0.605156E-13   0.144732E-05   0.234649E-02
  1091   0.152318E-09  -0.105118E-10  -0.576010E-13   0.661314E-10  -0.105118E-10   0.284563E-11   0.129811E-12   0.600663E-13  -0.576010E-13   0.129811E-12   0.356702E-08   0.144581E-05   0.661314E-10   0.600663E-13   0.144581E-05   0.234605E-02
  1092   0.152691E-09  -0.104557E-10  -0.602732E-13   0.660250E-10  -0.104557E-10   0.280829E-11   0.128218E-12   0.596199E-13  -0.602732E-13   0.128218E-12   0.356072E-08   0.144429E-05   0.660250E-10   0.596199E-13   0.144429E-05   0.234561E-02
  1093   0.153058E-09  -0.103968E-10  -0.628539E-13   0.659190E-10  -0.103968E-10   0.277126E-11   0.126618E-12   0.591763E-13  -0.628539E-13   0.126618E-12   0.355443E-08   0.144277E-05   0.659190E-10   0.591763E-13   0.144277E-05   0.234517E-02
  1094   0.153419E-09  -0.103352E-10  -0.653431E-13   0.658132E-10  -0.103352E-10   0.273454E-11   0.125013E-12   0.587356E-13  -0.653431E-13   0.125013E-12   0.354816E-08   0.144126E-05   0.658132E-10   0.587356E-13   0.144126E-05   0.234473E-02
  1095   0.153773E-09  -0.102709E-10  -0.677411E-13   0.657078E-10  -0.102709E-10   0.269816E-11   0.123402E-12   0.582981E-13  -0.677411E-13   0.123402E-12   0.354190E-08   0.143975E-05   0.657078E-10   0.582981E-13   0.143975E-05   0.234430E-02
  1096   0.154121E-09  -0.102039E-10  -0.700480E-13   0.656026E-10  -0.102039E-10   0.266211E-11   0.121786E-12   0.578638E-13  -0.700480E-13   0.121786E-12   0.353566E-08   0.143825E-05   0.656026E-10   0.578638E-13   0.143825E-05   0.234386E-02
  1097   0.154462E-09  -0.101343E-10  -0.722642E-13   0.654979E-10  -0.101343E-10   0.262643E-11   0.120164E-12   0.574328E-13  -0.722642E-13   0.120164E-12   0.352944E-08   0.143674E-05   0.654979E-10   0.574328E-13   0.143674E-05   0.234342E-02
  1098   0.154796E-09  -0.100621E-10  -0.743898E-13   0.653934E-10  -0.100621E-10   0.259111E-11   0.118538E-12   0.570052E-13  -0.743898E-13   0.118538E-12   0.352323E-08   0.143524E-05   0.653934E-10   0.570052E-13   0.143524E-05   0.234298E-02
  1099   0.155122E-09  -0.998742E-11  -0.764250E-13   0.652893E-10  -0.998742E-11   0.255617E-11   0.116908E-12   0.565811E-13  -0.764250E-13   0.116908E-12   0.351704E-08   0.143374E-05   0.652893E-10   0.565811E-13   0.143374E-05   0.234254E-02
  1100   0.155442E-09  -0.991027E-11  -0.783700E-13   0.651856E-10  -0.991027E-11   0.252163E-11   0.115273E-12   0.561606E-13  -0.783700E-13   0.115273E-12   0.351086E-08   0.143225E-05   0.651856E-10   0.561606E-13   0.143225E-05   0.234210E-02
  1101   0.155753E-09  -0.983059E-11  -0.802251E-13   0.650823E-10  -0.983059E-11   0.248747E-11   0.113634E-12   0.557438E-13  -0.802251E-13   0.113634E-12   0.350470E-08   0.143075E-05   0.650823E-10   0.557438E-13   0.143075E-05   0.234165E-02
  1102   0.156056E-09  -0.974855E-11  -0.819909E-13   0.649793E-10  -0.974855E-11   0.245373E-11   0.111991E-12   0.553307E-13  -0.819909E-13   0.111991E-12   0.349855E-08   0.142926E-05   0.649793E-10   0.553307E-13   0.142926E-05   0.234121E-02
  1103   0.156351E-09  -0.966406E-11  -0.836682E-13   0.648768E-10  -0.966406E-11   0.242042E-11   0.110344E-12   0.549210E-13  -0.836682E-13   0.110344E-12   0.349242E-08   0.142777E-05   0.648768E-10   0.549210E-13   0.142777E-05   0.234077E-02
  1104   0.156638E-09  -0.957729E-11  -0.852574E-13   0.647746E-10  -0.957729E-11   0.238755E-11   0.108693E-12   0.545148E-13  -0.852574E-13   0.108693E-12   0.348630E-08   0.142629E-05   0.647746E-10   0.545148E-13   0.142629E-05   0.234033E-02
  1105   0.156917E-09  -0.948826E-11  -0.867595E-13   0.646727E-10  -0.948826E-11   0.235511E-11   0.107040E-12   0.541120E-13  -0.867595E-13   0.107040E-12   0.348020E-08   0.142480E-05   0.646727E-10   0.541120E-13   0.142480E-05   0.233989E-02
  1106   0.157186E-09  -0.939701E-11  -0.881749E-13   0.645713E-10  -0.939701E-11   0.232314E-11   0.105383E-12   0.537125E-13  -0.881749E-13   0.105383E-12   0.347412E-08   0.142332E-05   0.645713E-10   0.537125E-13   0.142332E-05   0.233944E-02
  1107   0.157447E-09  -0.930358E-11  -0.895044E-13   0.644701E-10  -0.930358E-11   0.229163E-11   0.103722E-12   0.533162E-13  -0.895044E-13   0.103722E-12   0.346805E-08   0.142184E-05   0.644701E-10   0.533162E-13   0.142184E-05   0.233900E-02
  1108   0.157698E-09  -0.920804E-11  -0.907487E-13   0.643694E-10  -0.920804E-11   0.226060E-11   0.102059E-12   0.529229E-13  -0.907487E-13   0.102059E-12   0.346199E-08   0.142037E-05   0.643694E-10   0.529229E-13   0.142037E-05   0.233856E-02
  1109   0.157941E-09  -0.911043E-11  -0.919084E-13   0.642690E-10  -0.911043E-11   0.223007E-11   0.100394E-12   0.525327E-13  -0.919084E-13   0.100394E-12   0.345595E-08   0.141889E-05   0.642690E-10   0.525327E-13   0.141889E-05   0.233811E-02
  1110   0.158173E-09  -0.901081E-11  -0.929842E-13   0.641689E-10  -0.901081E-11   0.220004E-11   0.987253E-13   0.521454E-13  -0.929842E-13   0.987253E-13   0.344993E-08   0.141742E-05   0.641689E-10   0.521454E-13   0.141742E-05   0.233767E-02
  1111   0.158397E-09  -0.890922E-11  -0.939769E-13   0.640692E-10  -0.890922E-11   0.217053E-11   0.970545E-13   0.517610E-13  -0.939769E-13   0.970545E-13   0.344392E-08   0.141595E-05   0.640692E-10   0.517610E-13   0.141595E-05   0.233722E-02
  1112   0.158610E-09  -0.880572E-11  -0.948870E-13   0.639698E-10  -0.880572E-11   0.214153E-11   0.953815E-13   0.513793E-13  -0.948870E-13   0.953815E-13   0.343792E-08   0.141448E-05   0.639698E-10   0.513793E-13   0.141448E-05   0.233678E-02
  1113   0.158815E-09  -0.870038E-11  -0.957152E-13   0.638708E-10  -0.870038E-11   0.211306E-11   0.937065E-13   0.510002E-13  -0.957152E-13   0.937065E-13   0.343195E-08   0.141302E-05   0.638708E-10   0.510002E-13   0.141302E-05   0.233633E-02
  1114   0.159009E-09  -0.859323E-11  -0.964623E-13   0.637721E-10  -0.859323E-11   0.208515E-11   0.920296E-13   0.506238E-13  -0.964623E-13   0.920296E-13   0.342598E-08   0.141156E-05   0.637721E-10   0.506238E-13   0.141156E-05   0.233589E-02
  1115   0.159192E-09  -0.848433E-11  -0.971288E-13   0.636737E-10  -0.848433E-11   0.205778E-11   0.903510E-13   0.502498E-13  -0.971288E-13   0.903510E-13   0.342003E-08   0.141010E-05   0.636737E-10   0.502498E-13   0.141010E-05   0.233544E-02
  1116   0.159366E-09  -0.837376E-11  -0.977155E-13   0.635756E-10  -0.837376E-11   0.203098E-11   0.886708E-13   0.498782E-13  -0.977155E-13   0.886708E-13   0.341410E-08   0.140864E-05   0.635756E-10   0.498782E-13   0.140864E-05   0.233500E-02
  1117   0.159529E-09  -0.826154E-11  -0.982231E-13   0.634779E-10  -0.826154E-11   0.200474E-11   0.869892E-13   0.495090E-13  -0.982231E-13   0.869892E-13   0.340818E-08   0.140719E-05   0.634779E-10   0.495090E-13   0.140719E-05   0.233455E-02
  1118   0.159683E-09  -0.814773E-11  -0.986522E-13   0.633804E-10  -0.814773E-11   0.197908E-11   0.853065E-13   0.491419E-13  -0.986522E-13   0.853065E-13   0.340227E-08   0.140573E-05   0.633804E-10   0.491419E-13   0.140573E-05   0.233411E-02
  1119   0.159825E-09  -0.803241E-11  -0.990035E-13   0.632833E-10  -0.803241E-11   0.195401E-11   0.836227E-13   0.487771E-13  -0.990035E-13   0.836227E-13   0.339638E-08   0.140428E-05   0.632833E-10   0.487771E-13   0.140428E-05   0.233366E-02
  1120   0.159955E-09  -0.791560E-11  -0.992777E-13   0.631865E-10  -0.791560E-11   0.192953E-11   0.819381E-13   0.484142E-13  -0.992777E-13   0.819381E-13   0.339050E-08   0.140284E-05   0.631865E-10   0.484142E-13   0.140284E-05   0.233322E-02
  1121   0.160076E-09  -0.779739E-11  -0.994754E-13   0.630900E-10  -0.779739E-11   0.190565E-11   0.802527E-13   0.480533E-13  -0.994754E-13   0.802527E-13   0.338464E-08   0.140139E-05   0.630900E-10   0.480533E-13   0.140139E-05   0.233277E-02
  1122   0.160185E-09  -0.767780E-11  -0.995974E-13   0.629937E-10  -0.767780E-11   0.188237E-11   0.785669E-13   0.476943E-13  -0.995974E-13   0.785669E-13   0.337880E-08   0.139995E-05   0.629937E-10   0.476943E-13   0.139995E-05   0.233232E-02
  1123   0.160283E-09  -0.755691E-11  -0.996442E-13   0.628978E-10  -0.755691E-11   0.185971E-11   0.768807E-13   0.473371E-13  -0.996442E-13   0.768807E-13   0.337297E-08   0.139851E-05   0.628978E-10   0.473371E-13   0.139851E-05   0.233188E-02
  1124   0.160371E-09  -0.743477E-11  -0.996167E-13   0.628022E-10  -0.743477E-11   0.183768E-11   0.751943E-13   0.469816E-13  -0.996167E-13   0.751943E-13   0.336715E-08   0.139707E-05   0.628022E-10   0.469816E-13   0.139707E-05   0.233143E-02
  1125   0.160447E-09  -0.731142E-11  -0.995154E-13   0.627068E-10  -0.731142E-11   0.181627E-11   0.735080E-13   0.466277E-13  -0.995154E-13   0.735080E-13   0.336135E-08   0.139564E-05   0.627068E-10   0.466277E-13   0.139564E-05   0.233098E-02
  1126   0.160510E-09  -0.718695E-11  -0.993410E-13   0.626117E-10  -0.718695E-11   0.179550E-11   0.718218E-13   0.462754E-13  -0.993410E-13   0.718218E-13   0.335556E-08   0.139421E-05   0.626117E-10   0.462754E-13   0.139421E-05   0.233054E-02
  1127   0.160563E-09  -0.706142E-11  -0.990942E-13   0.625169E-10  -0.706142E-11   0.177536E-11   0.701359E-13   0.459244E-13  -0.990942E-13   0.701359E-13   0.334978E-08   0.139278E-05   0.625169E-10   0.459244E-13   0.139278E-05   0.233009E-02
  1128   0.160605E-09  -0.693490E-11  -0.987757E-13   0.624224E-10  -0.693490E-11   0.175588E-11   0.684505E-13   0.455748E-13  -0.987757E-13   0.684505E-13   0.334402E-08   0.139135E-05   0.624224E-10   0.455748E-13   0.139135E-05   0.232964E-02
  1129   0.160634E-09  -0.680743E-11  -0.983862E-13   0.623281E-10  -0.680743E-11   0.173705E-11   0.667659E-13   0.452265E-13  -0.983862E-13   0.667659E-13   0.333828E-08   0.138992E-05   0.623281E-10   0.452265E-13   0.138992E-05   0.232920E-02
  1130   0.160653E-09  -0.667908E-11  -0.979263E-13   0.622341E-10  -0.667908E-11   0.171888E-11   0.650820E-13   0.448794E-13  -0.979263E-13   0.650820E-13   0.333255E-08   0.138850E-05   0.622341E-10   0.448794E-13   0.138850E-05   0.232875E-02
  1131   0.160660E-09  -0.654994E-11  -0.973967E-13   0.621403E-10  -0.654994E-11   0.170136E-11   0.633992E-13   0.445333E-13  -0.973967E-13   0.633992E-13   0.332683E-08   0.138708E-05   0.621403E-10   0.445333E-13   0.138708E-05   0.232830E-02
  1132   0.160656E-09  -0.642004E-11  -0.967981E-13   0.620468E-10  -0.642004E-11   0.168453E-11   0.617176E-13   0.441882E-13  -0.967981E-13   0.617176E-13   0.332113E-08   0.138566E-05   0.620468E-10   0.441882E-13   0.138566E-05   0.232786E-02
  1133   0.160640E-09  -0.628944E-11  -0.961312E-13   0.619536E-10  -0.628944E-11   0.166836E-11   0.600373E-13   0.438441E-13  -0.961312E-13   0.600373E-13   0.331544E-08   0.138425E-05   0.619536E-10   0.438441E-13   0.138425E-05   0.232741E-02
  1134   0.160612E-09  -0.615821E-11  -0.953966E-13   0.618606E-10  -0.615821E-11   0.165287E-11   0.583586E-13   0.435008E-13  -0.953966E-13   0.583586E-13   0.330977E-08   0.138283E-05   0.618606E-10   0.435008E-13   0.138283E-05   0.232696E-02
  1135   0.160573E-09  -0.602640E-11  -0.945950E-13   0.617679E-10  -0.602640E-11   0.163805E-11   0.566816E-13   0.431582E-13  -0.945950E-13   0.566816E-13   0.330411E-08   0.138142E-05   0.617679E-10   0.431582E-13   0.138142E-05   0.232652E-02
  1136   0.160522E-09  -0.589405E-11  -0.937271E-13   0.616753E-10  -0.589405E-11   0.162392E-11   0.550064E-13   0.428162E-13  -0.937271E-13   0.550064E-13   0.329846E-08   0.138001E-05   0.616753E-10   0.428162E-13   0.138001E-05   0.232607E-02
  1137   0.160459E-09  -0.576124E-11  -0.927936E-13   0.615831E-10  -0.576124E-11   0.161047E-11   0.533333E-13   0.424748E-13  -0.927936E-13   0.533333E-13   0.329283E-08   0.137861E-05   0.615831E-10   0.424748E-13   0.137861E-05   0.232562E-02
  1138   0.160385E-09  -0.562801E-11  -0.917951E-13   0.614910E-10  -0.562801E-11   0.159771E-11   0.516625E-13   0.421339E-13  -0.917951E-13   0.516625E-13   0.328721E-08   0.137720E-05   0.614910E-10   0.421339E-13   0.137720E-05   0.232518E-02
  1139   0.160299E-09  -0.549443E-11  -0.907323E-13   0.613992E-10  -0.549443E-11   0.158563E-11   0.499940E-13   0.417934E-13  -0.907323E-13   0.499940E-13   0.328160E-08   0.137580E-05   0.613992E-10   0.417934E-13   0.137580E-05   0.232473E-02
  1140   0.160200E-09  -0.536056E-11  -0.896059E-13   0.613076E-10  -0.536056E-11   0.157424E-11   0.483280E-13   0.414532E-13  -0.896059E-13   0.483280E-13   0.327601E-08   0.137440E-05   0.613076E-10   0.414532E-13   0.137440E-05   0.232428E-02
  1141   0.160090E-09  -0.522645E-11  -0.884166E-13   0.612162E-10  -0.522645E-11   0.156354E-11   0.466648E-13   0.411132E-13  -0.884166E-13   0.466648E-13   0.327044E-08   0.137301E-05   0.612162E-10   0.411132E-13   0.137301E-05   0.232384E-02
  1142   0.159968E-09  -0.509218E-11  -0.871651E-13   0.611250E-10  -0.509218E-11   0.155354E-11   0.450045E-13   0.407733E-13  -0.871651E-13   0.450045E-13   0.326487E-08   0.137161E-05   0.611250E-10   0.407733E-13   0.137161E-05   0.232339E-02
  1143   0.159835E-09  -0.495779E-11  -0.858519E-13   0.610340E-10  -0.495779E-11   0.154423E-11   0.433473E-13   0.404334E-13  -0.858519E-13   0.433473E-13   0.325933E-08   0.137022E-05   0.610340E-10   0.404334E-13   0.137022E-05   0.232294E-02
  1144   0.159690E-09  -0.482335E-11  -0.844779E-13   0.609432E-10  -0.482335E-11   0.153562E-11   0.416933E-13   0.400935E-13  -0.844779E-13   0.416933E-13   0.325379E-08   0.136883E-05   0.609432E-10   0.400935E-13   0.136883E-05   0.232250E-02
  1145   0.159533E-09  -0.468891E-11  -0.830436E-13   0.608527E-10  -0.468891E-11   0.152770E-11   0.400427E-13   0.397534E-13  -0.830436E-13   0.400427E-13   0.324827E-08   0.136744E-05   0.608527E-10   0.397534E-13   0.136744E-05   0.232205E-02
  1146   0.159364E-09  -0.455455E-11  -0.815498E-13   0.607623E-10  -0.455455E-11   0.152048E-11   0.383957E-13   0.394132E-13  -0.815498E-13   0.383957E-13   0.324276E-08   0.136606E-05   0.607623E-10   0.394132E-13   0.136606E-05   0.232161E-02
  1147   0.159184E-09  -0.442030E-11  -0.799971E-13   0.606721E-10  -0.442030E-11   0.151395E-11   0.367524E-13   0.390726E-13  -0.799971E-13   0.367524E-13   0.323727E-08   0.136468E-05   0.606721E-10   0.390726E-13   0.136468E-05   0.232116E-02
  1148   0.158992E-09  -0.428623E-11  -0.783862E-13   0.605821E-10  -0.428623E-11   0.150812E-11   0.351131E-13   0.387316E-13  -0.783862E-13   0.351131E-13   0.323178E-08   0.136330E-05   0.605821E-10   0.387316E-13   0.136330E-05   0.232072E-02
  1149   0.158788E-09  -0.415239E-11  -0.767178E-13   0.604923E-10  -0.415239E-11   0.150298E-11   0.334779E-13   0.383901E-13  -0.767178E-13   0.334779E-13   0.322632E-08   0.136192E-05   0.604923E-10   0.383901E-13   0.136192E-05   0.232027E-02
  1150   0.158573E-09  -0.401884E-11  -0.749925E-13   0.604027E-10  -0.401884E-11   0.149853E-11   0.318469E-13   0.380480E-13  -0.749925E-13   0.318469E-13   0.322086E-08   0.136055E-05   0.604027E-10   0.380480E-13   0.136055E-05   0.231983E-02
  1151   0.158347E-09  -0.388563E-11  -0.732111E-13   0.603132E-10  -0.388563E-11   0.149477E-11   0.302204E-13   0.377053E-13  -0.732111E-13   0.302204E-13   0.321542E-08   0.135917E-05   0.603132E-10   0.377053E-13   0.135917E-05   0.231938E-02
  1152   0.158109E-09  -0.375283E-11  -0.713740E-13   0.602239E-10  -0.375283E-11   0.149170E-11   0.285984E-13   0.373620E-13  -0.713740E-13   0.285984E-13   0.320999E-08   0.135780E-05   0.602239E-10   0.373620E-13   0.135780E-05   0.231894E-02
  1153   0.157860E-09  -0.362048E-11  -0.694818E-13   0.601348E-10  -0.362048E-11   0.148932E-11   0.269811E-13   0.370181E-13  -0.694818E-13   0.269811E-13   0.320458E-08   0.135644E-05   0.601348E-10   0.370181E-13   0.135644E-05   0.231850E-02
