#    L    TT             EE             TE             PP             TP          
   322   0.449072E-09   0.176838E-11   0.158995E-10   0.206723E-06   0.117315E-09
   323   0.444617E-09   0.179363E-11   0.158327E-10   0.205940E-06   0.116223E-09
   324   0.440183E-09   0.181883E-11   0.157608E-10   0.205161E-06   0.115142E-09
   325   0.435773E-09   0.184397E-11   0.156838E-10   0.204387E-06   0.114071E-09
   326   0.431385E-09   0.186906E-11   0.156019E-10   0.203617E-06   0.113010E-09
   327   0.427023E-09   0.189406E-11   0.155149E-10   0.202851E-06   0.111958E-09
   328   0.422687E-09   0.191898E-11   0.154228E-10   0.202090E-06   0.110915E-09
   329   0.418378E-09   0.194380E-11   0.153260E-10   0.201333E-06   0.109882E-09
   330   0.414099E-09   0.196851E-11   0.152242E-10   0.200579E-06   0.108857E-09
   331   0.409848E-09   0.199311E-11   0.151174E-10   0.199829E-06   0.107839E-09
   332   0.405629E-09   0.201759E-11   0.150058E-10   0.199083E-06   0.106830E-09
   333   0.401441E-09   0.204193E-11   0.148895E-10   0.198341E-06   0.105828E-09
   334   0.397285E-09   0.206613E-11   0.147684E-10   0.197602E-06   0.104832E-09
   335   0.393165E-09   0.209016E-11   0.146425E-10   0.196867E-06   0.103844E-09
   336   0.389080E-09   0.211404E-11   0.145120E-10   0.196135E-06   0.102861E-09
   337   0.385030E-09   0.213774E-11   0.143770E-10   0.195406E-06   0.101885E-09
   338   0.381018E-09   0.216126E-11   0.142374E-10   0.194680E-06   0.100915E-09
   339   0.377044E-09   0.218459E-11   0.140934E-10   0.193958E-06   0.999505E-10
   340   0.373110E-09   0.220773E-11   0.139450E-10   0.193240E-06   0.989923E-10
   341   0.369217E-09   0.223065E-11   0.137922E-10   0.192525E-06   0.980401E-10
   342   0.365364E-09   0.225335E-11   0.136350E-10   0.191813E-06   0.970939E-10
   343   0.361554E-09   0.227582E-11   0.134736E-10   0.191105E-06   0.961535E-10
   344   0.357786E-09   0.229804E-11   0.133079E-10   0.190401E-06   0.952189E-10
   345   0.354060E-09   0.232001E-11   0.131381E-10   0.189700E-06   0.942902E-10
   346   0.350379E-09   0.234171E-11   0.129640E-10   0.189003E-06   0.933673E-10
   347   0.346743E-09   0.236314E-11   0.127859E-10   0.188309E-06   0.924500E-10
   348   0.343151E-09   0.238427E-11   0.126037E-10   0.187619E-06   0.915385E-10
   349   0.339607E-09   0.240512E-11   0.124178E-10   0.186933E-06   0.906325E-10
   350   0.336109E-09   0.242567E-11   0.122279E-10   0.186251E-06   0.897322E-10
   351   0.332662E-09   0.244593E-11   0.120344E-10   0.185573E-06   0.888374E-10
   352   0.329264E-09   0.246587E-11   0.118374E-10   0.184898E-06   0.879482E-10
   353   0.325917E-09   0.248550E-11   0.116367E-10   0.184228E-06   0.870645E-10
   354   0.322621E-09   0.250480E-11   0.114328E-10   0.183561E-06   0.861867E-10
   355   0.319378E-09   0.252377E-11   0.112255E-10   0.182898E-06   0.853153E-10
   356   0.316188E-09   0.254240E-11   0.110149E-10   0.182239E-06   0.844507E-10
   357   0.313050E-09   0.256068E-11   0.108011E-10   0.181583E-06   0.835934E-10
   358   0.309967E-09   0.257860E-11   0.105843E-10   0.180931E-06   0.827439E-10
   359   0.306938E-09   0.259614E-11   0.103643E-10   0.180282E-06   0.819025E-10
   360   0.303963E-09   0.261330E-11   0.101415E-10   0.179637E-06   0.810698E-10
   361   0.301043E-09   0.263007E-11   0.991556E-11   0.178995E-06   0.802461E-10
   362   0.298178E-09   0.264645E-11   0.968686E-11   0.178356E-06   0.794321E-10
   363   0.295369E-09   0.266241E-11   0.945544E-11   0.177721E-06   0.786280E-10
   364   0.292616E-09   0.267796E-11   0.922137E-11   0.177088E-06   0.778344E-10
   365   0.289920E-09   0.269309E-11   0.898477E-11   0.176459E-06   0.770516E-10
   366   0.287281E-09   0.270779E-11   0.874574E-11   0.175832E-06   0.762803E-10
   367   0.284700E-09   0.272207E-11   0.850437E-11   0.175208E-06   0.755207E-10
   368   0.282177E-09   0.273589E-11   0.826077E-11   0.174587E-06   0.747734E-10
   369   0.279711E-09   0.274928E-11   0.801504E-11   0.173969E-06   0.740389E-10
   370   0.277305E-09   0.276220E-11   0.776726E-11   0.173353E-06   0.733171E-10
   371   0.274956E-09   0.277468E-11   0.751756E-11   0.172741E-06   0.726070E-10
   372   0.272667E-09   0.278668E-11   0.726604E-11   0.172130E-06   0.719069E-10
   373   0.270437E-09   0.279822E-11   0.701280E-11   0.171522E-06   0.712152E-10
   374   0.268266E-09   0.280929E-11   0.675798E-11   0.170917E-06   0.705303E-10
   375   0.266155E-09   0.281988E-11   0.650165E-11   0.170315E-06   0.698508E-10
   376   0.264103E-09   0.282998E-11   0.624394E-11   0.169715E-06   0.691749E-10
   377   0.262112E-09   0.283959E-11   0.598495E-11   0.169118E-06   0.685011E-10
   378   0.260181E-09   0.284870E-11   0.572478E-11   0.168523E-06   0.678279E-10
   379   0.258310E-09   0.285731E-11   0.546355E-11   0.167931E-06   0.671536E-10
   380   0.256501E-09   0.286540E-11   0.520137E-11   0.167342E-06   0.664767E-10
   381   0.254751E-09   0.287298E-11   0.493833E-11   0.166755E-06   0.657956E-10
   382   0.253063E-09   0.288003E-11   0.467455E-11   0.166171E-06   0.651087E-10
   383   0.251436E-09   0.288657E-11   0.441015E-11   0.165590E-06   0.644144E-10
   384   0.249870E-09   0.289257E-11   0.414524E-11   0.165011E-06   0.637112E-10
   385   0.248364E-09   0.289805E-11   0.387995E-11   0.164435E-06   0.629975E-10
   386   0.246919E-09   0.290301E-11   0.361439E-11   0.163861E-06   0.622716E-10
   387   0.245536E-09   0.290745E-11   0.334869E-11   0.163291E-06   0.615326E-10
   388   0.244213E-09   0.291136E-11   0.308296E-11   0.162722E-06   0.607812E-10
   389   0.242949E-09   0.291475E-11   0.281729E-11   0.162157E-06   0.600188E-10
   390   0.241747E-09   0.291761E-11   0.255181E-11   0.161594E-06   0.592467E-10
   391   0.240604E-09   0.291994E-11   0.228661E-11   0.161033E-06   0.584662E-10
   392   0.239520E-09   0.292173E-11   0.202180E-11   0.160476E-06   0.576787E-10
   393   0.238496E-09   0.292299E-11   0.175748E-11   0.159921E-06   0.568855E-10
   394   0.237530E-09   0.292371E-11   0.149374E-11   0.159368E-06   0.560879E-10
   395   0.236622E-09   0.292388E-11   0.123070E-11   0.158819E-06   0.552873E-10
   396   0.235772E-09   0.292353E-11   0.968451E-12   0.158271E-06   0.544849E-10
   397   0.234980E-09   0.292262E-11   0.707104E-12   0.157727E-06   0.536822E-10
   398   0.234245E-09   0.292117E-11   0.446751E-12   0.157185E-06   0.528805E-10
   399   0.233567E-09   0.291918E-11   0.187496E-12   0.156646E-06   0.520810E-10
   400   0.232947E-09   0.291665E-11  -0.705628E-13   0.156109E-06   0.512851E-10
   401   0.232383E-09   0.291357E-11  -0.327326E-12   0.155575E-06   0.504942E-10
   402   0.231874E-09   0.290995E-11  -0.582692E-12   0.155044E-06   0.497096E-10
   403   0.231422E-09   0.290580E-11  -0.836564E-12   0.154516E-06   0.489325E-10
   404   0.231025E-09   0.290111E-11  -0.108884E-11   0.153990E-06   0.481642E-10
   405   0.230682E-09   0.289588E-11  -0.133941E-11   0.153466E-06   0.474047E-10
   406   0.230393E-09   0.289013E-11  -0.158819E-11   0.152946E-06   0.466540E-10
   407   0.230157E-09   0.288385E-11  -0.183506E-11   0.152428E-06   0.459120E-10
   408   0.229975E-09   0.287702E-11  -0.207991E-11   0.151912E-06   0.451787E-10
   409   0.229843E-09   0.286969E-11  -0.232265E-11   0.151399E-06   0.444538E-10
   410   0.229764E-09   0.286184E-11  -0.256318E-11   0.150888E-06   0.437374E-10
   411   0.229734E-09   0.285346E-11  -0.280141E-11   0.150380E-06   0.430294E-10
   412   0.229755E-09   0.284458E-11  -0.303724E-11   0.149874E-06   0.423297E-10
   413   0.229826E-09   0.283519E-11  -0.327060E-11   0.149370E-06   0.416382E-10
   414   0.229945E-09   0.282529E-11  -0.350139E-11   0.148869E-06   0.409548E-10
   415   0.230112E-09   0.281491E-11  -0.372952E-11   0.148370E-06   0.402796E-10
   416   0.230328E-09   0.280402E-11  -0.395493E-11   0.147874E-06   0.396122E-10
   417   0.230590E-09   0.279266E-11  -0.417751E-11   0.147380E-06   0.389528E-10
   418   0.230899E-09   0.278082E-11  -0.439717E-11   0.146887E-06   0.383012E-10
   419   0.231253E-09   0.276850E-11  -0.461382E-11   0.146397E-06   0.376574E-10
   420   0.231654E-09   0.275570E-11  -0.482739E-11   0.145910E-06   0.370212E-10
   421   0.232098E-09   0.274244E-11  -0.503777E-11   0.145424E-06   0.363926E-10
   422   0.232586E-09   0.272871E-11  -0.524488E-11   0.144940E-06   0.357716E-10
   423   0.233118E-09   0.271451E-11  -0.544862E-11   0.144459E-06   0.351583E-10
   424   0.233692E-09   0.269986E-11  -0.564892E-11   0.143979E-06   0.345526E-10
   425   0.234307E-09   0.268477E-11  -0.584569E-11   0.143502E-06   0.339548E-10
   426   0.234963E-09   0.266923E-11  -0.603889E-11   0.143027E-06   0.333647E-10
   427   0.235657E-09   0.265328E-11  -0.622845E-11   0.142553E-06   0.327824E-10
   428   0.236391E-09   0.263691E-11  -0.641430E-11   0.142082E-06   0.322080E-10
   429   0.237162E-09   0.262014E-11  -0.659640E-11   0.141613E-06   0.316416E-10
   430   0.237968E-09   0.260296E-11  -0.677465E-11   0.141146E-06   0.310831E-10
   431   0.238810E-09   0.258542E-11  -0.694902E-11   0.140681E-06   0.305325E-10
   432   0.239687E-09   0.256749E-11  -0.711945E-11   0.140218E-06   0.299900E-10
   433   0.240598E-09   0.254920E-11  -0.728585E-11   0.139757E-06   0.294556E-10
   434   0.241541E-09   0.253056E-11  -0.744818E-11   0.139298E-06   0.289293E-10
   435   0.242517E-09   0.251156E-11  -0.760636E-11   0.138841E-06   0.284112E-10
   436   0.243525E-09   0.249221E-11  -0.776033E-11   0.138386E-06   0.279012E-10
   437   0.244564E-09   0.247253E-11  -0.791003E-11   0.137934E-06   0.273995E-10
   438   0.245633E-09   0.245253E-11  -0.805541E-11   0.137483E-06   0.269061E-10
   439   0.246732E-09   0.243220E-11  -0.819639E-11   0.137034E-06   0.264207E-10
   440   0.247858E-09   0.241157E-11  -0.833297E-11   0.136587E-06   0.259433E-10
   441   0.249012E-09   0.239065E-11  -0.846508E-11   0.136142E-06   0.254736E-10
   442   0.250190E-09   0.236944E-11  -0.859269E-11   0.135699E-06   0.250115E-10
   443   0.251393E-09   0.234796E-11  -0.871574E-11   0.135258E-06   0.245567E-10
   444   0.252619E-09   0.232622E-11  -0.883420E-11   0.134819E-06   0.241091E-10
   445   0.253867E-09   0.230422E-11  -0.894805E-11   0.134381E-06   0.236686E-10
   446   0.255136E-09   0.228199E-11  -0.905723E-11   0.133946E-06   0.232348E-10
   447   0.256425E-09   0.225953E-11  -0.916176E-11   0.133513E-06   0.228077E-10
   448   0.257735E-09   0.223687E-11  -0.926160E-11   0.133081E-06   0.223871E-10
   449   0.259064E-09   0.221400E-11  -0.935674E-11   0.132652E-06   0.219728E-10
   450   0.260410E-09   0.219094E-11  -0.944716E-11   0.132224E-06   0.215645E-10
   451   0.261775E-09   0.216771E-11  -0.953286E-11   0.131798E-06   0.211622E-10
   452   0.263158E-09   0.214432E-11  -0.961381E-11   0.131374E-06   0.207656E-10
   453   0.264555E-09   0.212077E-11  -0.968998E-11   0.130951E-06   0.203745E-10
   454   0.265968E-09   0.209709E-11  -0.976135E-11   0.130531E-06   0.199888E-10
   455   0.267393E-09   0.207328E-11  -0.982790E-11   0.130112E-06   0.196084E-10
   456   0.268830E-09   0.204935E-11  -0.988960E-11   0.129695E-06   0.192333E-10
   457   0.270279E-09   0.202532E-11  -0.994644E-11   0.129280E-06   0.188637E-10
   458   0.271736E-09   0.200120E-11  -0.999836E-11   0.128867E-06   0.184998E-10
   459   0.273200E-09   0.197700E-11  -0.100454E-10   0.128456E-06   0.181417E-10
   460   0.274673E-09   0.195273E-11  -0.100875E-10   0.128046E-06   0.177896E-10
   461   0.276151E-09   0.192841E-11  -0.101246E-10   0.127638E-06   0.174437E-10
   462   0.277637E-09   0.190405E-11  -0.101571E-10   0.127232E-06   0.171041E-10
   463   0.279127E-09   0.187968E-11  -0.101846E-10   0.126827E-06   0.167709E-10
   464   0.280624E-09   0.185530E-11  -0.102073E-10   0.126424E-06   0.164444E-10
   465   0.282124E-09   0.183094E-11  -0.102253E-10   0.126023E-06   0.161247E-10
   466   0.283629E-09   0.180659E-11  -0.102385E-10   0.125624E-06   0.158119E-10
   467   0.285136E-09   0.178229E-11  -0.102469E-10   0.125226E-06   0.155062E-10
   468   0.286645E-09   0.175803E-11  -0.102507E-10   0.124830E-06   0.152078E-10
   469   0.288154E-09   0.173384E-11  -0.102497E-10   0.124436E-06   0.149169E-10
   470   0.289662E-09   0.170972E-11  -0.102440E-10   0.124044E-06   0.146335E-10
   471   0.291167E-09   0.168570E-11  -0.102335E-10   0.123653E-06   0.143579E-10
   472   0.292669E-09   0.166178E-11  -0.102184E-10   0.123263E-06   0.140902E-10
   473   0.294166E-09   0.163797E-11  -0.101985E-10   0.122876E-06   0.138300E-10
   474   0.295658E-09   0.161429E-11  -0.101741E-10   0.122490E-06   0.135772E-10
   475   0.297144E-09   0.159076E-11  -0.101450E-10   0.122106E-06   0.133313E-10
   476   0.298623E-09   0.156738E-11  -0.101113E-10   0.121723E-06   0.130921E-10
   477   0.300095E-09   0.154417E-11  -0.100730E-10   0.121342E-06   0.128593E-10
   478   0.301559E-09   0.152116E-11  -0.100303E-10   0.120963E-06   0.126325E-10
   479   0.303016E-09   0.149834E-11  -0.998323E-11   0.120585E-06   0.124115E-10
   480   0.304464E-09   0.147574E-11  -0.993171E-11   0.120209E-06   0.121959E-10
   481   0.305903E-09   0.145336E-11  -0.987586E-11   0.119834E-06   0.119855E-10
   482   0.307330E-09   0.143123E-11  -0.981571E-11   0.119461E-06   0.117798E-10
   483   0.308746E-09   0.140935E-11  -0.975131E-11   0.119090E-06   0.115787E-10
   484   0.310149E-09   0.138774E-11  -0.968272E-11   0.118720E-06   0.113817E-10
   485   0.311537E-09   0.136641E-11  -0.960999E-11   0.118352E-06   0.111887E-10
   486   0.312911E-09   0.134538E-11  -0.953316E-11   0.117985E-06   0.109992E-10
   487   0.314269E-09   0.132465E-11  -0.945228E-11   0.117620E-06   0.108130E-10
   488   0.315610E-09   0.130425E-11  -0.936743E-11   0.117256E-06   0.106297E-10
   489   0.316935E-09   0.128417E-11  -0.927867E-11   0.116894E-06   0.104491E-10
   490   0.318242E-09   0.126444E-11  -0.918606E-11   0.116534E-06   0.102714E-10
   491   0.319530E-09   0.124508E-11  -0.908969E-11   0.116174E-06   0.100966E-10
   492   0.320801E-09   0.122608E-11  -0.898960E-11   0.115817E-06   0.992503E-11
   493   0.322054E-09   0.120746E-11  -0.888588E-11   0.115461E-06   0.975670E-11
   494   0.323288E-09   0.118924E-11  -0.877858E-11   0.115106E-06   0.959185E-11
   495   0.324501E-09   0.117143E-11  -0.866779E-11   0.114753E-06   0.943063E-11
   496   0.325695E-09   0.115404E-11  -0.855356E-11   0.114402E-06   0.927320E-11
   497   0.326867E-09   0.113707E-11  -0.843597E-11   0.114052E-06   0.911974E-11
   498   0.328016E-09   0.112055E-11  -0.831510E-11   0.113703E-06   0.897040E-11
   499   0.329143E-09   0.110448E-11  -0.819102E-11   0.113356E-06   0.882535E-11
   500   0.330245E-09   0.108888E-11  -0.806379E-11   0.113010E-06   0.868475E-11
   501   0.331322E-09   0.107375E-11  -0.793349E-11   0.112666E-06   0.854877E-11
   502   0.332374E-09   0.105911E-11  -0.780023E-11   0.112323E-06   0.841758E-11
   503   0.333400E-09   0.104496E-11  -0.766407E-11   0.111982E-06   0.829134E-11
   504   0.334400E-09   0.103134E-11  -0.752512E-11   0.111642E-06   0.817020E-11
   505   0.335375E-09   0.101822E-11  -0.738347E-11   0.111304E-06   0.805435E-11
   506   0.336323E-09   0.100564E-11  -0.723921E-11   0.110966E-06   0.794390E-11
   507   0.337244E-09   0.993596E-12  -0.709243E-11   0.110631E-06   0.783882E-11
   508   0.338139E-09   0.982106E-12  -0.694322E-11   0.110297E-06   0.773906E-11
   509   0.339005E-09   0.971177E-12  -0.679168E-11   0.109964E-06   0.764454E-11
   510   0.339845E-09   0.960818E-12  -0.663791E-11   0.109632E-06   0.755520E-11
   511   0.340656E-09   0.951035E-12  -0.648199E-11   0.109302E-06   0.747098E-11
   512   0.341441E-09   0.941838E-12  -0.632401E-11   0.108973E-06   0.739180E-11
   513   0.342196E-09   0.933236E-12  -0.616409E-11   0.108646E-06   0.731760E-11
   514   0.342922E-09   0.925238E-12  -0.600229E-11   0.108320E-06   0.724832E-11
   515   0.343619E-09   0.917850E-12  -0.583872E-11   0.107995E-06   0.718390E-11
   516   0.344287E-09   0.911080E-12  -0.567349E-11   0.107672E-06   0.712426E-11
   517   0.344925E-09   0.904936E-12  -0.550669E-11   0.107350E-06   0.706934E-11
   518   0.345533E-09   0.899426E-12  -0.533841E-11   0.107030E-06   0.701907E-11
   519   0.346110E-09   0.894556E-12  -0.516876E-11   0.106710E-06   0.697339E-11
   520   0.346655E-09   0.890333E-12  -0.499783E-11   0.106393E-06   0.693224E-11
   521   0.347170E-09   0.886765E-12  -0.482573E-11   0.106076E-06   0.689554E-11
   522   0.347652E-09   0.883857E-12  -0.465256E-11   0.105761E-06   0.686324E-11
   523   0.348102E-09   0.881617E-12  -0.447840E-11   0.105447E-06   0.683525E-11
   524   0.348521E-09   0.880047E-12  -0.430338E-11   0.105134E-06   0.681142E-11
   525   0.348906E-09   0.879152E-12  -0.412758E-11   0.104823E-06   0.679162E-11
   526   0.349261E-09   0.878938E-12  -0.395109E-11   0.104513E-06   0.677567E-11
   527   0.349584E-09   0.879408E-12  -0.377403E-11   0.104204E-06   0.676342E-11
   528   0.349875E-09   0.880568E-12  -0.359650E-11   0.103896E-06   0.675471E-11
   529   0.350134E-09   0.882420E-12  -0.341858E-11   0.103590E-06   0.674940E-11
   530   0.350362E-09   0.884967E-12  -0.324039E-11   0.103285E-06   0.674731E-11
   531   0.350557E-09   0.888216E-12  -0.306204E-11   0.102982E-06   0.674831E-11
   532   0.350721E-09   0.892165E-12  -0.288364E-11   0.102679E-06   0.675222E-11
   533   0.350853E-09   0.896819E-12  -0.270529E-11   0.102378E-06   0.675890E-11
   534   0.350951E-09   0.902180E-12  -0.252710E-11   0.102078E-06   0.676818E-11
   535   0.351019E-09   0.908253E-12  -0.234917E-11   0.101779E-06   0.677992E-11
   536   0.351053E-09   0.915038E-12  -0.217163E-11   0.101482E-06   0.679395E-11
   537   0.351057E-09   0.922536E-12  -0.199456E-11   0.101186E-06   0.681012E-11
   538   0.351028E-09   0.930749E-12  -0.181806E-11   0.100891E-06   0.682827E-11
   539   0.350968E-09   0.939677E-12  -0.164225E-11   0.100597E-06   0.684824E-11
   540   0.350875E-09   0.949319E-12  -0.146722E-11   0.100304E-06   0.686992E-11
   541   0.350751E-09   0.959679E-12  -0.129307E-11   0.100013E-06   0.689327E-11
   542   0.350597E-09   0.970754E-12  -0.111990E-11   0.997227E-07   0.691830E-11
   543   0.350410E-09   0.982546E-12  -0.947813E-12   0.994337E-07   0.694502E-11
   544   0.350193E-09   0.995053E-12  -0.776907E-12   0.991459E-07   0.697343E-11
   545   0.349946E-09   0.100827E-11  -0.607273E-12   0.988593E-07   0.700354E-11
   546   0.349668E-09   0.102220E-11  -0.439005E-12   0.985739E-07   0.703536E-11
   547   0.349360E-09   0.103684E-11  -0.272198E-12   0.982897E-07   0.706888E-11
   548   0.349021E-09   0.105218E-11  -0.106942E-12   0.980066E-07   0.710413E-11
   549   0.348653E-09   0.106824E-11   0.566645E-13   0.977247E-07   0.714110E-11
   550   0.348254E-09   0.108499E-11   0.218530E-12   0.974439E-07   0.717979E-11
   551   0.347828E-09   0.110244E-11   0.378558E-12   0.971643E-07   0.722022E-11
   552   0.347371E-09   0.112058E-11   0.536651E-12   0.968859E-07   0.726240E-11
   553   0.346887E-09   0.113941E-11   0.692712E-12   0.966086E-07   0.730631E-11
   554   0.346375E-09   0.115893E-11   0.846645E-12   0.963324E-07   0.735198E-11
   555   0.345835E-09   0.117913E-11   0.998352E-12   0.960574E-07   0.739941E-11
   556   0.345268E-09   0.120001E-11   0.114774E-11   0.957835E-07   0.744861E-11
   557   0.344675E-09   0.122155E-11   0.129471E-11   0.955107E-07   0.749957E-11
   558   0.344056E-09   0.124376E-11   0.143917E-11   0.952390E-07   0.755233E-11
   559   0.343410E-09   0.126663E-11   0.158106E-11   0.949684E-07   0.760691E-11
   560   0.342739E-09   0.129016E-11   0.172027E-11   0.946990E-07   0.766333E-11
   561   0.342043E-09   0.131432E-11   0.185672E-11   0.944306E-07   0.772162E-11
   562   0.341322E-09   0.133913E-11   0.199035E-11   0.941634E-07   0.778180E-11
   563   0.340577E-09   0.136458E-11   0.212106E-11   0.938972E-07   0.784389E-11
   564   0.339809E-09   0.139065E-11   0.224876E-11   0.936321E-07   0.790792E-11
   565   0.339016E-09   0.141733E-11   0.237339E-11   0.933681E-07   0.797392E-11
   566   0.338200E-09   0.144464E-11   0.249489E-11   0.931052E-07   0.804190E-11
   567   0.337362E-09   0.147253E-11   0.261316E-11   0.928433E-07   0.811189E-11
   568   0.336502E-09   0.150103E-11   0.272814E-11   0.925825E-07   0.818391E-11
   569   0.335619E-09   0.153011E-11   0.283976E-11   0.923228E-07   0.825800E-11
   570   0.334715E-09   0.155976E-11   0.294795E-11   0.920641E-07   0.833417E-11
   571   0.333790E-09   0.158997E-11   0.305264E-11   0.918065E-07   0.841244E-11
   572   0.332845E-09   0.162074E-11   0.315378E-11   0.915500E-07   0.849285E-11
   573   0.331881E-09   0.165205E-11   0.325129E-11   0.912944E-07   0.857541E-11
   574   0.330896E-09   0.168391E-11   0.334513E-11   0.910399E-07   0.866015E-11
   575   0.329895E-09   0.171628E-11   0.343526E-11   0.907865E-07   0.874710E-11
   576   0.328875E-09   0.174917E-11   0.352162E-11   0.905340E-07   0.883631E-11
   577   0.327839E-09   0.178256E-11   0.360413E-11   0.902826E-07   0.892780E-11
   578   0.326786E-09   0.181643E-11   0.368275E-11   0.900322E-07   0.902162E-11
   579   0.325717E-09   0.185080E-11   0.375745E-11   0.897829E-07   0.911778E-11
   580   0.324633E-09   0.188562E-11   0.382816E-11   0.895345E-07   0.921635E-11
   581   0.323535E-09   0.192090E-11   0.389482E-11   0.892871E-07   0.931733E-11
   582   0.322424E-09   0.195661E-11   0.395739E-11   0.890408E-07   0.942078E-11
   583   0.321298E-09   0.199276E-11   0.401582E-11   0.887954E-07   0.952673E-11
   584   0.320160E-09   0.202933E-11   0.407005E-11   0.885510E-07   0.963521E-11
   585   0.319009E-09   0.206628E-11   0.412005E-11   0.883076E-07   0.974627E-11
   586   0.317847E-09   0.210364E-11   0.416577E-11   0.880652E-07   0.985992E-11
   587   0.316674E-09   0.214137E-11   0.420718E-11   0.878238E-07   0.997622E-11
   588   0.315491E-09   0.217946E-11   0.424425E-11   0.875833E-07   0.100952E-10
   589   0.314297E-09   0.221789E-11   0.427694E-11   0.873438E-07   0.102169E-10
   590   0.313095E-09   0.225666E-11   0.430521E-11   0.871053E-07   0.103413E-10
   591   0.311884E-09   0.229575E-11   0.432905E-11   0.868677E-07   0.104684E-10
   592   0.310665E-09   0.233515E-11   0.434841E-11   0.866311E-07   0.105981E-10
   593   0.309439E-09   0.237483E-11   0.436327E-11   0.863954E-07   0.107298E-10
   594   0.308206E-09   0.241478E-11   0.437362E-11   0.861606E-07   0.108634E-10
   595   0.306967E-09   0.245500E-11   0.437944E-11   0.859269E-07   0.109985E-10
   596   0.305724E-09   0.249546E-11   0.438071E-11   0.856940E-07   0.111349E-10
   597   0.304475E-09   0.253615E-11   0.437739E-11   0.854621E-07   0.112721E-10
   598   0.303223E-09   0.257705E-11   0.436950E-11   0.852311E-07   0.114098E-10
   599   0.301967E-09   0.261816E-11   0.435700E-11   0.850010E-07   0.115478E-10
   600   0.300708E-09   0.265944E-11   0.433988E-11   0.847719E-07   0.116858E-10
   601   0.299449E-09   0.270089E-11   0.431816E-11   0.845436E-07   0.118234E-10
   602   0.298187E-09   0.274250E-11   0.429184E-11   0.843163E-07   0.119603E-10
   603   0.296925E-09   0.278424E-11   0.426091E-11   0.840899E-07   0.120962E-10
   604   0.295664E-09   0.282610E-11   0.422537E-11   0.838643E-07   0.122307E-10
   605   0.294402E-09   0.286806E-11   0.418522E-11   0.836397E-07   0.123636E-10
   606   0.293143E-09   0.291011E-11   0.414047E-11   0.834160E-07   0.124946E-10
   607   0.291885E-09   0.295224E-11   0.409113E-11   0.831931E-07   0.126232E-10
   608   0.290630E-09   0.299442E-11   0.403719E-11   0.829712E-07   0.127494E-10
   609   0.289380E-09   0.303664E-11   0.397870E-11   0.827501E-07   0.128735E-10
   610   0.288132E-09   0.307888E-11   0.391564E-11   0.825299E-07   0.129957E-10
   611   0.286891E-09   0.312111E-11   0.384802E-11   0.823106E-07   0.131166E-10
   612   0.285653E-09   0.316333E-11   0.377586E-11   0.820921E-07   0.132366E-10
   613   0.284421E-09   0.320552E-11   0.369917E-11   0.818745E-07   0.133560E-10
   614   0.283198E-09   0.324765E-11   0.361798E-11   0.816578E-07   0.134753E-10
   615   0.281979E-09   0.328972E-11   0.353233E-11   0.814419E-07   0.135949E-10
   616   0.280770E-09   0.333170E-11   0.344226E-11   0.812269E-07   0.137152E-10
   617   0.279569E-09   0.337359E-11   0.334779E-11   0.810127E-07   0.138367E-10
   618   0.278377E-09   0.341537E-11   0.324897E-11   0.807993E-07   0.139597E-10
   619   0.277194E-09   0.345702E-11   0.314583E-11   0.805868E-07   0.140846E-10
   620   0.276021E-09   0.349853E-11   0.303841E-11   0.803752E-07   0.142118E-10
   621   0.274860E-09   0.353989E-11   0.292675E-11   0.801643E-07   0.143419E-10
   622   0.273710E-09   0.358105E-11   0.281088E-11   0.799543E-07   0.144751E-10
   623   0.272571E-09   0.362203E-11   0.269085E-11   0.797451E-07   0.146119E-10
   624   0.271445E-09   0.366280E-11   0.256669E-11   0.795368E-07   0.147527E-10
   625   0.270333E-09   0.370334E-11   0.243843E-11   0.793292E-07   0.148978E-10
   626   0.269234E-09   0.374362E-11   0.230614E-11   0.791225E-07   0.150466E-10
   627   0.268148E-09   0.378364E-11   0.216983E-11   0.789165E-07   0.151985E-10
   628   0.267078E-09   0.382338E-11   0.202957E-11   0.787114E-07   0.153529E-10
   629   0.266022E-09   0.386283E-11   0.188541E-11   0.785071E-07   0.155091E-10
   630   0.264982E-09   0.390197E-11   0.173741E-11   0.783036E-07   0.156664E-10
   631   0.263958E-09   0.394077E-11   0.158563E-11   0.781008E-07   0.158242E-10
   632   0.262950E-09   0.397924E-11   0.143012E-11   0.778989E-07   0.159818E-10
   633   0.261959E-09   0.401735E-11   0.127094E-11   0.776977E-07   0.161386E-10
   634   0.260986E-09   0.405507E-11   0.110815E-11   0.774973E-07   0.162939E-10
   635   0.260031E-09   0.409242E-11   0.941815E-12   0.772977E-07   0.164471E-10
   636   0.259095E-09   0.412935E-11   0.772005E-12   0.770989E-07   0.165975E-10
   637   0.258179E-09   0.416588E-11   0.598788E-12   0.769008E-07   0.167444E-10
   638   0.257281E-09   0.420196E-11   0.422232E-12   0.767035E-07   0.168872E-10
   639   0.256403E-09   0.423761E-11   0.242404E-12   0.765069E-07   0.170252E-10
   640   0.255545E-09   0.427278E-11   0.593729E-13   0.763112E-07   0.171578E-10
   641   0.254708E-09   0.430749E-11  -0.126791E-12   0.761161E-07   0.172843E-10
   642   0.253892E-09   0.434170E-11  -0.316008E-12   0.759219E-07   0.174044E-10
