#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   838   0.342101E-09  -0.336210E-11   0.367714E-11   0.287534E-09  -0.336210E-11   0.155389E-11  -0.643326E-13   0.378312E-13   0.367714E-11  -0.643326E-13   0.830825E-08   0.212984E-05   0.287534E-09   0.378312E-13   0.212984E-05   0.342869E-02
   839   0.341471E-09  -0.309838E-11   0.366270E-11   0.286809E-09  -0.309838E-11   0.155624E-11  -0.606069E-13   0.377529E-13   0.366270E-11  -0.606069E-13   0.829113E-08   0.212725E-05   0.286809E-09   0.377529E-13   0.212725E-05   0.342858E-02
   840   0.340815E-09  -0.283537E-11   0.364813E-11   0.286087E-09  -0.283537E-11   0.155946E-11  -0.568875E-13   0.376743E-13   0.364813E-11  -0.568875E-13   0.827406E-08   0.212465E-05   0.286087E-09   0.376743E-13   0.212465E-05   0.342848E-02
   841   0.340131E-09  -0.257323E-11   0.363343E-11   0.285368E-09  -0.257323E-11   0.156354E-11  -0.531742E-13   0.375955E-13   0.363343E-11  -0.531742E-13   0.825704E-08   0.212206E-05   0.285368E-09   0.375955E-13   0.212206E-05   0.342837E-02
   842   0.339422E-09  -0.231208E-11   0.361859E-11   0.284653E-09  -0.231208E-11   0.156848E-11  -0.494669E-13   0.375163E-13   0.361859E-11  -0.494669E-13   0.824007E-08   0.211948E-05   0.284653E-09   0.375163E-13   0.211948E-05   0.342826E-02
   843   0.338686E-09  -0.205205E-11   0.360362E-11   0.283941E-09  -0.205205E-11   0.157427E-11  -0.457652E-13   0.374368E-13   0.360362E-11  -0.457652E-13   0.822315E-08   0.211691E-05   0.283941E-09   0.374368E-13   0.211691E-05   0.342814E-02
   844   0.337927E-09  -0.179328E-11   0.358852E-11   0.283232E-09  -0.179328E-11   0.158090E-11  -0.420690E-13   0.373568E-13   0.358852E-11  -0.420690E-13   0.820628E-08   0.211433E-05   0.283232E-09   0.373568E-13   0.211433E-05   0.342803E-02
   845   0.337142E-09  -0.153584E-11   0.357327E-11   0.282528E-09  -0.153584E-11   0.158838E-11  -0.383780E-13   0.372764E-13   0.357327E-11  -0.383780E-13   0.818946E-08   0.211177E-05   0.282528E-09   0.372764E-13   0.211177E-05   0.342791E-02
   846   0.336332E-09  -0.127983E-11   0.355788E-11   0.281827E-09  -0.127983E-11   0.159672E-11  -0.346920E-13   0.371955E-13   0.355788E-11  -0.346920E-13   0.817268E-08   0.210921E-05   0.281827E-09   0.371955E-13   0.210921E-05   0.342779E-02
   847   0.335497E-09  -0.102531E-11   0.354235E-11   0.281131E-09  -0.102531E-11   0.160592E-11  -0.310107E-13   0.371141E-13   0.354235E-11  -0.310107E-13   0.815595E-08   0.210665E-05   0.281131E-09   0.371141E-13   0.210665E-05   0.342767E-02
   848   0.334636E-09  -0.772354E-12   0.352667E-11   0.280438E-09  -0.772354E-12   0.161597E-11  -0.273339E-13   0.370322E-13   0.352667E-11  -0.273339E-13   0.813927E-08   0.210410E-05   0.280438E-09   0.370322E-13   0.210410E-05   0.342755E-02
   849   0.333749E-09  -0.521049E-12   0.351085E-11   0.279750E-09  -0.521049E-12   0.162689E-11  -0.236614E-13   0.369496E-13   0.351085E-11  -0.236614E-13   0.812264E-08   0.210156E-05   0.279750E-09   0.369496E-13   0.210156E-05   0.342743E-02
   850   0.332834E-09  -0.271471E-12   0.349487E-11   0.279066E-09  -0.271471E-12   0.163867E-11  -0.199929E-13   0.368664E-13   0.349487E-11  -0.199929E-13   0.810606E-08   0.209902E-05   0.279066E-09   0.368664E-13   0.209902E-05   0.342730E-02
   851   0.331894E-09  -0.236947E-13   0.347875E-11   0.278386E-09  -0.236947E-13   0.165132E-11  -0.163283E-13   0.367825E-13   0.347875E-11  -0.163283E-13   0.808952E-08   0.209648E-05   0.278386E-09   0.367825E-13   0.209648E-05   0.342718E-02
   852   0.330928E-09   0.222210E-12   0.346247E-11   0.277711E-09   0.222210E-12   0.166483E-11  -0.126675E-13   0.366979E-13   0.346247E-11  -0.126675E-13   0.807303E-08   0.209396E-05   0.277711E-09   0.366979E-13   0.209396E-05   0.342705E-02
   853   0.329937E-09   0.466172E-12   0.344604E-11   0.277041E-09   0.466172E-12   0.167918E-11  -0.901113E-14   0.366127E-13   0.344604E-11  -0.901113E-14   0.805659E-08   0.209143E-05   0.277041E-09   0.366127E-13   0.209143E-05   0.342692E-02
   854   0.328920E-09   0.708120E-12   0.342947E-11   0.276374E-09   0.708120E-12   0.169436E-11  -0.536029E-14   0.365269E-13   0.342947E-11  -0.536029E-14   0.804019E-08   0.208892E-05   0.276374E-09   0.365269E-13   0.208892E-05   0.342680E-02
   855   0.327880E-09   0.947983E-12   0.341276E-11   0.275712E-09   0.947983E-12   0.171035E-11  -0.171588E-14   0.364405E-13   0.341276E-11  -0.171588E-14   0.802384E-08   0.208640E-05   0.275712E-09   0.364405E-13   0.208640E-05   0.342667E-02
   856   0.326817E-09   0.118569E-11   0.339591E-11   0.275054E-09   0.118569E-11   0.172716E-11   0.192116E-14   0.363536E-13   0.339591E-11   0.192116E-14   0.800754E-08   0.208390E-05   0.275054E-09   0.363536E-13   0.208390E-05   0.342654E-02
   857   0.325732E-09   0.142118E-11   0.337894E-11   0.274400E-09   0.142118E-11   0.174475E-11   0.554988E-14   0.362662E-13   0.337894E-11   0.554988E-14   0.799128E-08   0.208139E-05   0.274400E-09   0.362662E-13   0.208139E-05   0.342640E-02
   858   0.324625E-09   0.165436E-11   0.336185E-11   0.273749E-09   0.165436E-11   0.176312E-11   0.916932E-14   0.361785E-13   0.336185E-11   0.916932E-14   0.797507E-08   0.207890E-05   0.273749E-09   0.361785E-13   0.207890E-05   0.342627E-02
   859   0.323497E-09   0.188513E-11   0.334463E-11   0.273102E-09   0.188513E-11   0.178227E-11   0.127786E-13   0.360904E-13   0.334463E-11   0.127786E-13   0.795891E-08   0.207641E-05   0.273102E-09   0.360904E-13   0.207641E-05   0.342614E-02
   860   0.322347E-09   0.211336E-11   0.332730E-11   0.272459E-09   0.211336E-11   0.180220E-11   0.163766E-13   0.360020E-13   0.332730E-11   0.163766E-13   0.794279E-08   0.207392E-05   0.272459E-09   0.360020E-13   0.207392E-05   0.342600E-02
   861   0.321177E-09   0.233894E-11   0.330987E-11   0.271819E-09   0.233894E-11   0.182290E-11   0.199626E-13   0.359133E-13   0.330987E-11   0.199626E-13   0.792671E-08   0.207144E-05   0.271819E-09   0.359133E-13   0.207144E-05   0.342586E-02
   862   0.319985E-09   0.256175E-11   0.329233E-11   0.271182E-09   0.256175E-11   0.184436E-11   0.235354E-13   0.358245E-13   0.329233E-11   0.235354E-13   0.791069E-08   0.206896E-05   0.271182E-09   0.358245E-13   0.206896E-05   0.342572E-02
   863   0.318774E-09   0.278167E-11   0.327469E-11   0.270549E-09   0.278167E-11   0.186661E-11   0.270943E-13   0.357355E-13   0.327469E-11   0.270943E-13   0.789470E-08   0.206649E-05   0.270549E-09   0.357355E-13   0.206649E-05   0.342559E-02
   864   0.317542E-09   0.299857E-11   0.325696E-11   0.269918E-09   0.299857E-11   0.188962E-11   0.306382E-13   0.356465E-13   0.325696E-11   0.306382E-13   0.787876E-08   0.206403E-05   0.269918E-09   0.356465E-13   0.206403E-05   0.342544E-02
   865   0.316289E-09   0.321236E-11   0.323914E-11   0.269290E-09   0.321236E-11   0.191340E-11   0.341662E-13   0.355574E-13   0.323914E-11   0.341662E-13   0.786287E-08   0.206157E-05   0.269290E-09   0.355574E-13   0.206157E-05   0.342530E-02
   866   0.315018E-09   0.342299E-11   0.322123E-11   0.268665E-09   0.342299E-11   0.193794E-11   0.376774E-13   0.354683E-13   0.322123E-11   0.376774E-13   0.784702E-08   0.205911E-05   0.268665E-09   0.354683E-13   0.205911E-05   0.342516E-02
   867   0.313726E-09   0.363045E-11   0.320325E-11   0.268043E-09   0.363045E-11   0.196322E-11   0.411707E-13   0.353793E-13   0.320325E-11   0.411707E-13   0.783121E-08   0.205666E-05   0.268043E-09   0.353793E-13   0.205666E-05   0.342501E-02
   868   0.312414E-09   0.383469E-11   0.318519E-11   0.267423E-09   0.383469E-11   0.198923E-11   0.446453E-13   0.352904E-13   0.318519E-11   0.446453E-13   0.781545E-08   0.205421E-05   0.267423E-09   0.352904E-13   0.205421E-05   0.342486E-02
   869   0.311084E-09   0.403572E-11   0.316707E-11   0.266805E-09   0.403572E-11   0.201595E-11   0.481003E-13   0.352017E-13   0.316707E-11   0.481003E-13   0.779974E-08   0.205177E-05   0.266805E-09   0.352017E-13   0.205177E-05   0.342472E-02
   870   0.309733E-09   0.423348E-11   0.314888E-11   0.266189E-09   0.423348E-11   0.204340E-11   0.515345E-13   0.351132E-13   0.314888E-11   0.515345E-13   0.778406E-08   0.204934E-05   0.266189E-09   0.351132E-13   0.204934E-05   0.342456E-02
   871   0.308364E-09   0.442797E-11   0.313064E-11   0.265576E-09   0.442797E-11   0.207153E-11   0.549472E-13   0.350249E-13   0.313064E-11   0.549472E-13   0.776843E-08   0.204691E-05   0.265576E-09   0.350249E-13   0.204691E-05   0.342441E-02
   872   0.306977E-09   0.461915E-11   0.311234E-11   0.264964E-09   0.461915E-11   0.210035E-11   0.583373E-13   0.349370E-13   0.311234E-11   0.583373E-13   0.775285E-08   0.204448E-05   0.264964E-09   0.349370E-13   0.204448E-05   0.342426E-02
   873   0.305572E-09   0.480694E-11   0.309399E-11   0.264354E-09   0.480694E-11   0.212982E-11   0.617040E-13   0.348495E-13   0.309399E-11   0.617040E-13   0.773730E-08   0.204206E-05   0.264354E-09   0.348495E-13   0.204206E-05   0.342410E-02
   874   0.304149E-09   0.499128E-11   0.307560E-11   0.263746E-09   0.499128E-11   0.215996E-11   0.650462E-13   0.347624E-13   0.307560E-11   0.650462E-13   0.772180E-08   0.203964E-05   0.263746E-09   0.347624E-13   0.203964E-05   0.342395E-02
   875   0.302709E-09   0.517208E-11   0.305717E-11   0.263140E-09   0.517208E-11   0.219074E-11   0.683630E-13   0.346758E-13   0.305717E-11   0.683630E-13   0.770635E-08   0.203723E-05   0.263140E-09   0.346758E-13   0.203723E-05   0.342379E-02
   876   0.301254E-09   0.534927E-11   0.303870E-11   0.262535E-09   0.534927E-11   0.222214E-11   0.716535E-13   0.345897E-13   0.303870E-11   0.716535E-13   0.769093E-08   0.203482E-05   0.262535E-09   0.345897E-13   0.203482E-05   0.342363E-02
   877   0.299782E-09   0.552276E-11   0.302021E-11   0.261931E-09   0.552276E-11   0.225415E-11   0.749169E-13   0.345042E-13   0.302021E-11   0.749169E-13   0.767556E-08   0.203241E-05   0.261931E-09   0.345042E-13   0.203241E-05   0.342346E-02
   878   0.298298E-09   0.569248E-11   0.300169E-11   0.261328E-09   0.569248E-11   0.228675E-11   0.781531E-13   0.344193E-13   0.300169E-11   0.781531E-13   0.766023E-08   0.203002E-05   0.261328E-09   0.344193E-13   0.203002E-05   0.342330E-02
   879   0.296799E-09   0.585836E-11   0.298314E-11   0.260727E-09   0.585836E-11   0.231993E-11   0.813623E-13   0.343349E-13   0.298314E-11   0.813623E-13   0.764495E-08   0.202762E-05   0.260727E-09   0.343349E-13   0.202762E-05   0.342313E-02
   880   0.295287E-09   0.602031E-11   0.296456E-11   0.260127E-09   0.602031E-11   0.235368E-11   0.845447E-13   0.342509E-13   0.296456E-11   0.845447E-13   0.762970E-08   0.202523E-05   0.260127E-09   0.342509E-13   0.202523E-05   0.342296E-02
   881   0.293760E-09   0.617828E-11   0.294596E-11   0.259528E-09   0.617828E-11   0.238799E-11   0.877004E-13   0.341675E-13   0.294596E-11   0.877004E-13   0.761450E-08   0.202285E-05   0.259528E-09   0.341675E-13   0.202285E-05   0.342279E-02
   882   0.292222E-09   0.633220E-11   0.292732E-11   0.258931E-09   0.633220E-11   0.242285E-11   0.908294E-13   0.340844E-13   0.292732E-11   0.908294E-13   0.759934E-08   0.202047E-05   0.258931E-09   0.340844E-13   0.202047E-05   0.342262E-02
   883   0.290671E-09   0.648198E-11   0.290866E-11   0.258336E-09   0.648198E-11   0.245823E-11   0.939320E-13   0.340018E-13   0.290866E-11   0.939320E-13   0.758422E-08   0.201809E-05   0.258336E-09   0.340018E-13   0.201809E-05   0.342245E-02
   884   0.289107E-09   0.662757E-11   0.288996E-11   0.257741E-09   0.662757E-11   0.249416E-11   0.970083E-13   0.339195E-13   0.288996E-11   0.970083E-13   0.756914E-08   0.201572E-05   0.257741E-09   0.339195E-13   0.201572E-05   0.342228E-02
   885   0.287531E-09   0.676890E-11   0.287124E-11   0.257149E-09   0.676890E-11   0.253060E-11   0.100058E-12   0.338376E-13   0.287124E-11   0.100058E-12   0.755410E-08   0.201335E-05   0.257149E-09   0.338376E-13   0.201335E-05   0.342210E-02
   886   0.285944E-09   0.690590E-11   0.285248E-11   0.256558E-09   0.690590E-11   0.256754E-11   0.103083E-12   0.337560E-13   0.285248E-11   0.103083E-12   0.753911E-08   0.201099E-05   0.256558E-09   0.337560E-13   0.201099E-05   0.342192E-02
   887   0.284344E-09   0.703856E-11   0.283370E-11   0.255968E-09   0.703856E-11   0.260498E-11   0.106081E-12   0.336746E-13   0.283370E-11   0.106081E-12   0.752416E-08   0.200863E-05   0.255968E-09   0.336746E-13   0.200863E-05   0.342174E-02
   888   0.282735E-09   0.716686E-11   0.281488E-11   0.255380E-09   0.716686E-11   0.264290E-11   0.109053E-12   0.335935E-13   0.281488E-11   0.109053E-12   0.750924E-08   0.200628E-05   0.255380E-09   0.335935E-13   0.200628E-05   0.342156E-02
   889   0.281113E-09   0.729081E-11   0.279604E-11   0.254794E-09   0.729081E-11   0.268127E-11   0.112000E-12   0.335126E-13   0.279604E-11   0.112000E-12   0.749437E-08   0.200393E-05   0.254794E-09   0.335126E-13   0.200393E-05   0.342138E-02
   890   0.279483E-09   0.741037E-11   0.277716E-11   0.254209E-09   0.741037E-11   0.272009E-11   0.114921E-12   0.334319E-13   0.277716E-11   0.114921E-12   0.747954E-08   0.200159E-05   0.254209E-09   0.334319E-13   0.200159E-05   0.342120E-02
   891   0.277843E-09   0.752556E-11   0.275826E-11   0.253626E-09   0.752556E-11   0.275934E-11   0.117817E-12   0.333514E-13   0.275826E-11   0.117817E-12   0.746475E-08   0.199925E-05   0.253626E-09   0.333514E-13   0.199925E-05   0.342101E-02
   892   0.276194E-09   0.763635E-11   0.273932E-11   0.253044E-09   0.763635E-11   0.279900E-11   0.120688E-12   0.332709E-13   0.273932E-11   0.120688E-12   0.744999E-08   0.199691E-05   0.253044E-09   0.332709E-13   0.199691E-05   0.342083E-02
   893   0.274536E-09   0.774273E-11   0.272035E-11   0.252465E-09   0.774273E-11   0.283906E-11   0.123534E-12   0.331906E-13   0.272035E-11   0.123534E-12   0.743528E-08   0.199458E-05   0.252465E-09   0.331906E-13   0.199458E-05   0.342064E-02
   894   0.272871E-09   0.784469E-11   0.270135E-11   0.251887E-09   0.784469E-11   0.287949E-11   0.126354E-12   0.331103E-13   0.270135E-11   0.126354E-12   0.742061E-08   0.199225E-05   0.251887E-09   0.331103E-13   0.199225E-05   0.342045E-02
   895   0.271198E-09   0.794219E-11   0.268232E-11   0.251311E-09   0.794219E-11   0.292028E-11   0.129150E-12   0.330300E-13   0.268232E-11   0.129150E-12   0.740598E-08   0.198993E-05   0.251311E-09   0.330300E-13   0.198993E-05   0.342026E-02
   896   0.269518E-09   0.803524E-11   0.266326E-11   0.250736E-09   0.803524E-11   0.296141E-11   0.131921E-12   0.329498E-13   0.266326E-11   0.131921E-12   0.739139E-08   0.198761E-05   0.250736E-09   0.329498E-13   0.198761E-05   0.342007E-02
   897   0.267832E-09   0.812378E-11   0.264416E-11   0.250164E-09   0.812378E-11   0.300287E-11   0.134668E-12   0.328694E-13   0.264416E-11   0.134668E-12   0.737684E-08   0.198530E-05   0.250164E-09   0.328694E-13   0.198530E-05   0.341988E-02
   898   0.266140E-09   0.820782E-11   0.262504E-11   0.249593E-09   0.820782E-11   0.304463E-11   0.137391E-12   0.327891E-13   0.262504E-11   0.137391E-12   0.736232E-08   0.198299E-05   0.249593E-09   0.327891E-13   0.198299E-05   0.341969E-02
   899   0.264443E-09   0.828732E-11   0.260588E-11   0.249025E-09   0.828732E-11   0.308666E-11   0.140089E-12   0.327086E-13   0.260588E-11   0.140089E-12   0.734785E-08   0.198069E-05   0.249025E-09   0.327086E-13   0.198069E-05   0.341950E-02
   900   0.262742E-09   0.836226E-11   0.258669E-11   0.248458E-09   0.836226E-11   0.312897E-11   0.142763E-12   0.326280E-13   0.258669E-11   0.142763E-12   0.733341E-08   0.197839E-05   0.248458E-09   0.326280E-13   0.197839E-05   0.341931E-02
   901   0.261035E-09   0.843263E-11   0.256747E-11   0.247893E-09   0.843263E-11   0.317151E-11   0.145413E-12   0.325473E-13   0.256747E-11   0.145413E-12   0.731902E-08   0.197609E-05   0.247893E-09   0.325473E-13   0.197609E-05   0.341911E-02
   902   0.259326E-09   0.849840E-11   0.254821E-11   0.247331E-09   0.849840E-11   0.321430E-11   0.148039E-12   0.324663E-13   0.254821E-11   0.148039E-12   0.730466E-08   0.197380E-05   0.247331E-09   0.324663E-13   0.197380E-05   0.341892E-02
   903   0.257614E-09   0.855956E-11   0.252893E-11   0.246770E-09   0.855956E-11   0.325729E-11   0.150641E-12   0.323852E-13   0.252893E-11   0.150641E-12   0.729034E-08   0.197152E-05   0.246770E-09   0.323852E-13   0.197152E-05   0.341872E-02
   904   0.255899E-09   0.861609E-11   0.250962E-11   0.246211E-09   0.861609E-11   0.330049E-11   0.153219E-12   0.323040E-13   0.250962E-11   0.153219E-12   0.727606E-08   0.196924E-05   0.246211E-09   0.323040E-13   0.196924E-05   0.341852E-02
   905   0.254182E-09   0.866797E-11   0.249028E-11   0.245654E-09   0.866797E-11   0.334385E-11   0.155772E-12   0.322227E-13   0.249028E-11   0.155772E-12   0.726182E-08   0.196696E-05   0.245654E-09   0.322227E-13   0.196696E-05   0.341832E-02
   906   0.252464E-09   0.871518E-11   0.247092E-11   0.245099E-09   0.871518E-11   0.338740E-11   0.158301E-12   0.321413E-13   0.247092E-11   0.158301E-12   0.724761E-08   0.196468E-05   0.245099E-09   0.321413E-13   0.196468E-05   0.341813E-02
   907   0.250745E-09   0.875770E-11   0.245154E-11   0.244546E-09   0.875770E-11   0.343108E-11   0.160805E-12   0.320599E-13   0.245154E-11   0.160805E-12   0.723345E-08   0.196242E-05   0.244546E-09   0.320599E-13   0.196242E-05   0.341793E-02
   908   0.249026E-09   0.879553E-11   0.243215E-11   0.243995E-09   0.879553E-11   0.347488E-11   0.163283E-12   0.319786E-13   0.243215E-11   0.163283E-12   0.721932E-08   0.196015E-05   0.243995E-09   0.319786E-13   0.196015E-05   0.341773E-02
   909   0.247307E-09   0.882868E-11   0.241274E-11   0.243446E-09   0.882868E-11   0.351881E-11   0.165737E-12   0.318972E-13   0.241274E-11   0.165737E-12   0.720523E-08   0.195789E-05   0.243446E-09   0.318972E-13   0.195789E-05   0.341752E-02
   910   0.245588E-09   0.885715E-11   0.239332E-11   0.242899E-09   0.885715E-11   0.356284E-11   0.168164E-12   0.318159E-13   0.239332E-11   0.168164E-12   0.719118E-08   0.195563E-05   0.242899E-09   0.318159E-13   0.195563E-05   0.341732E-02
   911   0.243871E-09   0.888094E-11   0.237389E-11   0.242353E-09   0.888094E-11   0.360693E-11   0.170566E-12   0.317347E-13   0.237389E-11   0.170566E-12   0.717716E-08   0.195338E-05   0.242353E-09   0.317347E-13   0.195338E-05   0.341712E-02
   912   0.242155E-09   0.890006E-11   0.235446E-11   0.241809E-09   0.890006E-11   0.365110E-11   0.172943E-12   0.316537E-13   0.235446E-11   0.172943E-12   0.716319E-08   0.195114E-05   0.241809E-09   0.316537E-13   0.195114E-05   0.341692E-02
   913   0.240442E-09   0.891452E-11   0.233502E-11   0.241267E-09   0.891452E-11   0.369531E-11   0.175292E-12   0.315728E-13   0.233502E-11   0.175292E-12   0.714925E-08   0.194889E-05   0.241267E-09   0.315728E-13   0.194889E-05   0.341671E-02
   914   0.238730E-09   0.892431E-11   0.231558E-11   0.240727E-09   0.892431E-11   0.373955E-11   0.177616E-12   0.314921E-13   0.231558E-11   0.177616E-12   0.713534E-08   0.194665E-05   0.240727E-09   0.314921E-13   0.194665E-05   0.341651E-02
   915   0.237021E-09   0.892945E-11   0.229615E-11   0.240189E-09   0.892945E-11   0.378380E-11   0.179913E-12   0.314117E-13   0.229615E-11   0.179913E-12   0.712148E-08   0.194442E-05   0.240189E-09   0.314117E-13   0.194442E-05   0.341630E-02
   916   0.235316E-09   0.892996E-11   0.227671E-11   0.239652E-09   0.892996E-11   0.382806E-11   0.182183E-12   0.313315E-13   0.227671E-11   0.182183E-12   0.710765E-08   0.194219E-05   0.239652E-09   0.313315E-13   0.194219E-05   0.341609E-02
   917   0.233614E-09   0.892582E-11   0.225729E-11   0.239118E-09   0.892582E-11   0.387228E-11   0.184426E-12   0.312516E-13   0.225729E-11   0.184426E-12   0.709386E-08   0.193996E-05   0.239118E-09   0.312516E-13   0.193996E-05   0.341588E-02
   918   0.231915E-09   0.891708E-11   0.223787E-11   0.238585E-09   0.891708E-11   0.391646E-11   0.186641E-12   0.311720E-13   0.223787E-11   0.186641E-12   0.708010E-08   0.193774E-05   0.238585E-09   0.311720E-13   0.193774E-05   0.341567E-02
   919   0.230221E-09   0.890374E-11   0.221847E-11   0.238053E-09   0.890374E-11   0.396058E-11   0.188829E-12   0.310928E-13   0.221847E-11   0.188829E-12   0.706638E-08   0.193552E-05   0.238053E-09   0.310928E-13   0.193552E-05   0.341546E-02
   920   0.228533E-09   0.888580E-11   0.219908E-11   0.237524E-09   0.888580E-11   0.400461E-11   0.190990E-12   0.310141E-13   0.219908E-11   0.190990E-12   0.705270E-08   0.193331E-05   0.237524E-09   0.310141E-13   0.193331E-05   0.341525E-02
   921   0.226848E-09   0.886328E-11   0.217971E-11   0.236996E-09   0.886328E-11   0.404854E-11   0.193122E-12   0.309357E-13   0.217971E-11   0.193122E-12   0.703905E-08   0.193110E-05   0.236996E-09   0.309357E-13   0.193110E-05   0.341504E-02
   922   0.225170E-09   0.883623E-11   0.216037E-11   0.236469E-09   0.883623E-11   0.409235E-11   0.195227E-12   0.308578E-13   0.216037E-11   0.195227E-12   0.702544E-08   0.192889E-05   0.236469E-09   0.308578E-13   0.192889E-05   0.341483E-02
   923   0.223498E-09   0.880468E-11   0.214104E-11   0.235945E-09   0.880468E-11   0.413603E-11   0.197303E-12   0.307803E-13   0.214104E-11   0.197303E-12   0.701187E-08   0.192669E-05   0.235945E-09   0.307803E-13   0.192669E-05   0.341461E-02
   924   0.221832E-09   0.876866E-11   0.212174E-11   0.235421E-09   0.876866E-11   0.417957E-11   0.199351E-12   0.307035E-13   0.212174E-11   0.199351E-12   0.699833E-08   0.192449E-05   0.235421E-09   0.307035E-13   0.192449E-05   0.341440E-02
   925   0.220173E-09   0.872823E-11   0.210247E-11   0.234900E-09   0.872823E-11   0.422292E-11   0.201369E-12   0.306271E-13   0.210247E-11   0.201369E-12   0.698483E-08   0.192230E-05   0.234900E-09   0.306271E-13   0.192230E-05   0.341418E-02
   926   0.218522E-09   0.868343E-11   0.208323E-11   0.234380E-09   0.868343E-11   0.426610E-11   0.203359E-12   0.305514E-13   0.208323E-11   0.203359E-12   0.697136E-08   0.192011E-05   0.234380E-09   0.305514E-13   0.192011E-05   0.341396E-02
   927   0.216879E-09   0.863428E-11   0.206402E-11   0.233862E-09   0.863428E-11   0.430906E-11   0.205320E-12   0.304762E-13   0.206402E-11   0.205320E-12   0.695793E-08   0.191792E-05   0.233862E-09   0.304762E-13   0.191792E-05   0.341374E-02
   928   0.215245E-09   0.858084E-11   0.204484E-11   0.233345E-09   0.858084E-11   0.435182E-11   0.207251E-12   0.304017E-13   0.204484E-11   0.207251E-12   0.694453E-08   0.191574E-05   0.233345E-09   0.304017E-13   0.191574E-05   0.341352E-02
   929   0.213620E-09   0.852315E-11   0.202571E-11   0.232830E-09   0.852315E-11   0.439434E-11   0.209153E-12   0.303278E-13   0.202571E-11   0.209153E-12   0.693117E-08   0.191356E-05   0.232830E-09   0.303278E-13   0.191356E-05   0.341330E-02
   930   0.212004E-09   0.846122E-11   0.200660E-11   0.232317E-09   0.846122E-11   0.443660E-11   0.211026E-12   0.302544E-13   0.200660E-11   0.211026E-12   0.691784E-08   0.191139E-05   0.232317E-09   0.302544E-13   0.191139E-05   0.341308E-02
   931   0.210397E-09   0.839511E-11   0.198753E-11   0.231805E-09   0.839511E-11   0.447859E-11   0.212869E-12   0.301816E-13   0.198753E-11   0.212869E-12   0.690455E-08   0.190922E-05   0.231805E-09   0.301816E-13   0.190922E-05   0.341286E-02
   932   0.208801E-09   0.832483E-11   0.196850E-11   0.231294E-09   0.832483E-11   0.452029E-11   0.214682E-12   0.301093E-13   0.196850E-11   0.214682E-12   0.689130E-08   0.190705E-05   0.231294E-09   0.301093E-13   0.190705E-05   0.341263E-02
   933   0.207215E-09   0.825043E-11   0.194950E-11   0.230785E-09   0.825043E-11   0.456170E-11   0.216465E-12   0.300375E-13   0.194950E-11   0.216465E-12   0.687807E-08   0.190489E-05   0.230785E-09   0.300375E-13   0.190489E-05   0.341241E-02
   934   0.205641E-09   0.817193E-11   0.193054E-11   0.230278E-09   0.817193E-11   0.460276E-11   0.218218E-12   0.299663E-13   0.193054E-11   0.218218E-12   0.686489E-08   0.190273E-05   0.230278E-09   0.299663E-13   0.190273E-05   0.341218E-02
   935   0.204078E-09   0.808939E-11   0.191162E-11   0.229772E-09   0.808939E-11   0.464349E-11   0.219941E-12   0.298955E-13   0.191162E-11   0.219941E-12   0.685174E-08   0.190058E-05   0.229772E-09   0.298955E-13   0.190058E-05   0.341195E-02
   936   0.202526E-09   0.800282E-11   0.189273E-11   0.229268E-09   0.800282E-11   0.468385E-11   0.221635E-12   0.298252E-13   0.189273E-11   0.221635E-12   0.683862E-08   0.189843E-05   0.229268E-09   0.298252E-13   0.189843E-05   0.341172E-02
   937   0.200986E-09   0.791231E-11   0.187388E-11   0.228765E-09   0.791231E-11   0.472384E-11   0.223297E-12   0.297553E-13   0.187388E-11   0.223297E-12   0.682553E-08   0.189628E-05   0.228765E-09   0.297553E-13   0.189628E-05   0.341149E-02
   938   0.199458E-09   0.781787E-11   0.185507E-11   0.228263E-09   0.781787E-11   0.476344E-11   0.224930E-12   0.296859E-13   0.185507E-11   0.224930E-12   0.681248E-08   0.189414E-05   0.228263E-09   0.296859E-13   0.189414E-05   0.341126E-02
   939   0.197944E-09   0.771957E-11   0.183629E-11   0.227763E-09   0.771957E-11   0.480264E-11   0.226532E-12   0.296168E-13   0.183629E-11   0.226532E-12   0.679947E-08   0.189200E-05   0.227763E-09   0.296168E-13   0.189200E-05   0.341103E-02
   940   0.196442E-09   0.761746E-11   0.181756E-11   0.227265E-09   0.761746E-11   0.484140E-11   0.228103E-12   0.295482E-13   0.181756E-11   0.228103E-12   0.678649E-08   0.188986E-05   0.227265E-09   0.295482E-13   0.188986E-05   0.341079E-02
   941   0.194954E-09   0.751157E-11   0.179886E-11   0.226768E-09   0.751157E-11   0.487973E-11   0.229644E-12   0.294800E-13   0.179886E-11   0.229644E-12   0.677354E-08   0.188773E-05   0.226768E-09   0.294800E-13   0.188773E-05   0.341056E-02
   942   0.193480E-09   0.740196E-11   0.178021E-11   0.226273E-09   0.740196E-11   0.491761E-11   0.231154E-12   0.294121E-13   0.178021E-11   0.231154E-12   0.676063E-08   0.188560E-05   0.226273E-09   0.294121E-13   0.188560E-05   0.341032E-02
