#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   271   0.672272E-09   0.127518E-10   0.296893E-10   0.207056E-08   0.127518E-10   0.611911E-12   0.205187E-12   0.613450E-13   0.296893E-10   0.205187E-12   0.406482E-07   0.479333E-05   0.207056E-08   0.613450E-13   0.479333E-05   0.251821E-02
   272   0.668566E-09   0.129218E-10   0.294332E-10   0.205822E-08   0.129218E-10   0.629296E-12   0.209752E-12   0.796614E-13   0.294332E-10   0.209752E-12   0.404760E-07   0.478567E-05   0.205822E-08   0.796614E-13   0.478567E-05   0.252444E-02
   273   0.664811E-09   0.130884E-10   0.291783E-10   0.204578E-08   0.130884E-10   0.646967E-12   0.214270E-12   0.975704E-13   0.291783E-10   0.214270E-12   0.403048E-07   0.477805E-05   0.204578E-08   0.975704E-13   0.477805E-05   0.253064E-02
   274   0.661008E-09   0.132517E-10   0.289246E-10   0.203329E-08   0.132517E-10   0.664924E-12   0.218746E-12   0.114741E-12   0.289246E-10   0.218746E-12   0.401348E-07   0.477049E-05   0.203329E-08   0.114741E-12   0.477049E-05   0.253683E-02
   275   0.657157E-09   0.134114E-10   0.286724E-10   0.202080E-08   0.134114E-10   0.683163E-12   0.223182E-12   0.130842E-12   0.286724E-10   0.223182E-12   0.399658E-07   0.476297E-05   0.202080E-08   0.130842E-12   0.476297E-05   0.254300E-02
   276   0.653263E-09   0.135676E-10   0.284217E-10   0.200835E-08   0.135676E-10   0.701683E-12   0.227582E-12   0.145542E-12   0.284217E-10   0.227582E-12   0.397979E-07   0.475551E-05   0.200835E-08   0.145542E-12   0.475551E-05   0.254915E-02
   277   0.649325E-09   0.137201E-10   0.281726E-10   0.199601E-08   0.137201E-10   0.720480E-12   0.231949E-12   0.158511E-12   0.281726E-10   0.231949E-12   0.396311E-07   0.474808E-05   0.199601E-08   0.158511E-12   0.474808E-05   0.255527E-02
   278   0.645343E-09   0.138688E-10   0.279253E-10   0.198381E-08   0.138688E-10   0.739551E-12   0.236288E-12   0.169418E-12   0.279253E-10   0.236288E-12   0.394654E-07   0.474070E-05   0.198381E-08   0.169418E-12   0.474070E-05   0.256136E-02
   279   0.641321E-09   0.140138E-10   0.276799E-10   0.197181E-08   0.140138E-10   0.758892E-12   0.240600E-12   0.177930E-12   0.276799E-10   0.240600E-12   0.393008E-07   0.473335E-05   0.197181E-08   0.177930E-12   0.473335E-05   0.256743E-02
   280   0.637260E-09   0.141550E-10   0.274365E-10   0.196006E-08   0.141550E-10   0.778499E-12   0.244890E-12   0.183718E-12   0.274365E-10   0.244890E-12   0.391372E-07   0.472605E-05   0.196006E-08   0.183718E-12   0.472605E-05   0.257345E-02
   281   0.633160E-09   0.142922E-10   0.271953E-10   0.194860E-08   0.142922E-10   0.798369E-12   0.249161E-12   0.186451E-12   0.271953E-10   0.249161E-12   0.389748E-07   0.471878E-05   0.194860E-08   0.186451E-12   0.471878E-05   0.257945E-02
   282   0.629024E-09   0.144254E-10   0.269563E-10   0.193750E-08   0.144254E-10   0.818496E-12   0.253416E-12   0.185796E-12   0.269563E-10   0.253416E-12   0.388134E-07   0.471154E-05   0.193750E-08   0.185796E-12   0.471154E-05   0.258541E-02
   283   0.624853E-09   0.145545E-10   0.267198E-10   0.192679E-08   0.145545E-10   0.838878E-12   0.257659E-12   0.181424E-12   0.267198E-10   0.257659E-12   0.386530E-07   0.470434E-05   0.192679E-08   0.181424E-12   0.470434E-05   0.259132E-02
   284   0.620646E-09   0.146795E-10   0.264858E-10   0.191654E-08   0.146795E-10   0.859511E-12   0.261893E-12   0.173003E-12   0.264858E-10   0.261893E-12   0.384938E-07   0.469717E-05   0.191654E-08   0.173003E-12   0.469717E-05   0.259720E-02
   285   0.616408E-09   0.148002E-10   0.262544E-10   0.190676E-08   0.148002E-10   0.880389E-12   0.266121E-12   0.160350E-12   0.262544E-10   0.266121E-12   0.383356E-07   0.469002E-05   0.190676E-08   0.160350E-12   0.469002E-05   0.260303E-02
   286   0.612137E-09   0.149168E-10   0.260256E-10   0.189744E-08   0.149168E-10   0.901509E-12   0.270341E-12   0.143874E-12   0.260256E-10   0.270341E-12   0.381785E-07   0.468290E-05   0.189744E-08   0.143874E-12   0.468290E-05   0.260881E-02
   287   0.607838E-09   0.150290E-10   0.257991E-10   0.188852E-08   0.150290E-10   0.922863E-12   0.274550E-12   0.124131E-12   0.257991E-10   0.274550E-12   0.380224E-07   0.467580E-05   0.188852E-08   0.124131E-12   0.467580E-05   0.261454E-02
   288   0.603510E-09   0.151368E-10   0.255749E-10   0.187996E-08   0.151368E-10   0.944449E-12   0.278746E-12   0.101679E-12   0.255749E-10   0.278746E-12   0.378674E-07   0.466871E-05   0.187996E-08   0.101679E-12   0.466871E-05   0.262023E-02
   289   0.599154E-09   0.152403E-10   0.253529E-10   0.187171E-08   0.152403E-10   0.966260E-12   0.282927E-12   0.770735E-13   0.253529E-10   0.282927E-12   0.377133E-07   0.466164E-05   0.187171E-08   0.770735E-13   0.466164E-05   0.262585E-02
   290   0.594773E-09   0.153391E-10   0.251330E-10   0.186372E-08   0.153391E-10   0.988292E-12   0.287090E-12   0.508715E-13   0.251330E-10   0.287090E-12   0.375602E-07   0.465458E-05   0.186372E-08   0.508715E-13   0.465458E-05   0.263143E-02
   291   0.590368E-09   0.154335E-10   0.249150E-10   0.185595E-08   0.154335E-10   0.101054E-11   0.291232E-12   0.236298E-13   0.249150E-10   0.291232E-12   0.374081E-07   0.464753E-05   0.185595E-08   0.236298E-13   0.464753E-05   0.263694E-02
   292   0.585939E-09   0.155233E-10   0.246987E-10   0.184834E-08   0.155233E-10   0.103299E-11   0.295351E-12  -0.409490E-14   0.246987E-10   0.295351E-12   0.372570E-07   0.464048E-05   0.184834E-08  -0.409490E-14   0.464048E-05   0.264239E-02
   293   0.581487E-09   0.156085E-10   0.244842E-10   0.184085E-08   0.156085E-10   0.105565E-11   0.299445E-12  -0.317460E-13   0.244842E-10   0.299445E-12   0.371068E-07   0.463344E-05   0.184085E-08  -0.317460E-13   0.463344E-05   0.264778E-02
   294   0.577016E-09   0.156888E-10   0.242712E-10   0.183344E-08   0.156888E-10   0.107850E-11   0.303510E-12  -0.587669E-13   0.242712E-10   0.303510E-12   0.369574E-07   0.462639E-05   0.183344E-08  -0.587669E-13   0.462639E-05   0.265310E-02
   295   0.572525E-09   0.157645E-10   0.240596E-10   0.182605E-08   0.157645E-10   0.110154E-11   0.307544E-12  -0.846007E-13   0.240596E-10   0.307544E-12   0.368090E-07   0.461933E-05   0.182605E-08  -0.846007E-13   0.461933E-05   0.265835E-02
   296   0.568015E-09   0.158353E-10   0.238493E-10   0.181864E-08   0.158353E-10   0.112477E-11   0.311546E-12  -0.108691E-12   0.238493E-10   0.311546E-12   0.366615E-07   0.461227E-05   0.181864E-08  -0.108691E-12   0.461227E-05   0.266353E-02
   297   0.563487E-09   0.159011E-10   0.236403E-10   0.181115E-08   0.159011E-10   0.114816E-11   0.315512E-12  -0.130481E-12   0.236403E-10   0.315512E-12   0.365148E-07   0.460519E-05   0.181115E-08  -0.130481E-12   0.460519E-05   0.266864E-02
   298   0.558944E-09   0.159621E-10   0.234322E-10   0.180356E-08   0.159621E-10   0.117172E-11   0.319439E-12  -0.149414E-12   0.234322E-10   0.319439E-12   0.363689E-07   0.459809E-05   0.180356E-08  -0.149414E-12   0.459809E-05   0.267367E-02
   299   0.554386E-09   0.160181E-10   0.232252E-10   0.179579E-08   0.160181E-10   0.119545E-11   0.323326E-12  -0.164933E-12   0.232252E-10   0.323326E-12   0.362239E-07   0.459098E-05   0.179579E-08  -0.164933E-12   0.459098E-05   0.267862E-02
   300   0.549815E-09   0.160690E-10   0.230189E-10   0.178782E-08   0.160690E-10   0.121932E-11   0.327169E-12  -0.176482E-12   0.230189E-10   0.327169E-12   0.360797E-07   0.458384E-05   0.178782E-08  -0.176482E-12   0.458384E-05   0.268349E-02
   301   0.545232E-09   0.161150E-10   0.228133E-10   0.177959E-08   0.161150E-10   0.124335E-11   0.330966E-12  -0.183503E-12   0.228133E-10   0.330966E-12   0.359362E-07   0.457667E-05   0.177959E-08  -0.183503E-12   0.457667E-05   0.268828E-02
   302   0.540640E-09   0.161560E-10   0.226084E-10   0.177106E-08   0.161560E-10   0.126751E-11   0.334716E-12  -0.185613E-12   0.226084E-10   0.334716E-12   0.357935E-07   0.456948E-05   0.177106E-08  -0.185613E-12   0.456948E-05   0.269299E-02
   303   0.536039E-09   0.161919E-10   0.224041E-10   0.176226E-08   0.161919E-10   0.129181E-11   0.338415E-12  -0.183110E-12   0.224041E-10   0.338415E-12   0.356516E-07   0.456225E-05   0.176226E-08  -0.183110E-12   0.456225E-05   0.269761E-02
   304   0.531432E-09   0.162228E-10   0.222006E-10   0.175323E-08   0.162228E-10   0.131624E-11   0.342062E-12  -0.176467E-12   0.222006E-10   0.342062E-12   0.355105E-07   0.455500E-05   0.175323E-08  -0.176467E-12   0.455500E-05   0.270214E-02
   305   0.526821E-09   0.162486E-10   0.219978E-10   0.174400E-08   0.162486E-10   0.134078E-11   0.345655E-12  -0.166156E-12   0.219978E-10   0.345655E-12   0.353701E-07   0.454772E-05   0.174400E-08  -0.166156E-12   0.454772E-05   0.270660E-02
   306   0.522206E-09   0.162693E-10   0.217960E-10   0.173461E-08   0.162693E-10   0.136545E-11   0.349193E-12  -0.152648E-12   0.217960E-10   0.349193E-12   0.352306E-07   0.454041E-05   0.173461E-08  -0.152648E-12   0.454041E-05   0.271097E-02
   307   0.517589E-09   0.162848E-10   0.215952E-10   0.172509E-08   0.162848E-10   0.139021E-11   0.352673E-12  -0.136416E-12   0.215952E-10   0.352673E-12   0.350918E-07   0.453307E-05   0.172509E-08  -0.136416E-12   0.453307E-05   0.271526E-02
   308   0.512972E-09   0.162953E-10   0.213955E-10   0.171548E-08   0.162953E-10   0.141508E-11   0.356094E-12  -0.117930E-12   0.213955E-10   0.356094E-12   0.349537E-07   0.452571E-05   0.171548E-08  -0.117930E-12   0.452571E-05   0.271947E-02
   309   0.508356E-09   0.163006E-10   0.211969E-10   0.170582E-08   0.163006E-10   0.144003E-11   0.359454E-12  -0.976631E-13   0.211969E-10   0.359454E-12   0.348165E-07   0.451832E-05   0.170582E-08  -0.976631E-13   0.451832E-05   0.272360E-02
   310   0.503741E-09   0.163009E-10   0.209996E-10   0.169614E-08   0.163009E-10   0.146505E-11   0.362751E-12  -0.760867E-13   0.209996E-10   0.362751E-12   0.346801E-07   0.451091E-05   0.169614E-08  -0.760867E-13   0.451091E-05   0.272765E-02
   311   0.499131E-09   0.162958E-10   0.208036E-10   0.168647E-08   0.162958E-10   0.149015E-11   0.365983E-12  -0.536727E-13   0.208036E-10   0.365983E-12   0.345444E-07   0.450347E-05   0.168647E-08  -0.536727E-13   0.450347E-05   0.273163E-02
   312   0.494525E-09   0.162857E-10   0.206090E-10   0.167686E-08   0.162857E-10   0.151531E-11   0.369149E-12  -0.308928E-13   0.206090E-10   0.369149E-12   0.344096E-07   0.449601E-05   0.167686E-08  -0.308928E-13   0.449601E-05   0.273552E-02
   313   0.489927E-09   0.162703E-10   0.204159E-10   0.166734E-08   0.162703E-10   0.154053E-11   0.372247E-12  -0.821884E-14   0.204159E-10   0.372247E-12   0.342756E-07   0.448853E-05   0.166734E-08  -0.821884E-14   0.448853E-05   0.273935E-02
   314   0.485337E-09   0.162498E-10   0.202245E-10   0.165794E-08   0.162498E-10   0.156579E-11   0.375275E-12   0.138775E-13   0.202245E-10   0.375275E-12   0.341423E-07   0.448102E-05   0.165794E-08   0.138775E-13   0.448102E-05   0.274310E-02
   315   0.480755E-09   0.162240E-10   0.200346E-10   0.164870E-08   0.162240E-10   0.159108E-11   0.378230E-12   0.349243E-13   0.200346E-10   0.378230E-12   0.340099E-07   0.447349E-05   0.164870E-08   0.349243E-13   0.447349E-05   0.274677E-02
   316   0.476185E-09   0.161931E-10   0.198466E-10   0.163966E-08   0.161931E-10   0.161640E-11   0.381112E-12   0.544499E-13   0.198466E-10   0.381112E-12   0.338783E-07   0.446594E-05   0.163966E-08   0.544499E-13   0.446594E-05   0.275037E-02
   317   0.471627E-09   0.161570E-10   0.196604E-10   0.163086E-08   0.161570E-10   0.164174E-11   0.383919E-12   0.719824E-13   0.196604E-10   0.383919E-12   0.337475E-07   0.445837E-05   0.163086E-08   0.719824E-13   0.445837E-05   0.275390E-02
   318   0.467083E-09   0.161158E-10   0.194761E-10   0.162232E-08   0.161158E-10   0.166708E-11   0.386648E-12   0.870501E-13   0.194761E-10   0.386648E-12   0.336175E-07   0.445078E-05   0.162232E-08   0.870501E-13   0.445078E-05   0.275736E-02
   319   0.462555E-09   0.160694E-10   0.192938E-10   0.161408E-08   0.160694E-10   0.169243E-11   0.389299E-12   0.992897E-13   0.192938E-10   0.389299E-12   0.334883E-07   0.444316E-05   0.161408E-08   0.992897E-13   0.444316E-05   0.276075E-02
   320   0.458042E-09   0.160179E-10   0.191134E-10   0.160612E-08   0.160179E-10   0.171777E-11   0.391874E-12   0.108772E-12   0.191134E-10   0.391874E-12   0.333600E-07   0.443553E-05   0.160612E-08   0.108772E-12   0.443553E-05   0.276407E-02
   321   0.453548E-09   0.159613E-10   0.189349E-10   0.159841E-08   0.159613E-10   0.174309E-11   0.394380E-12   0.115677E-12   0.189349E-10   0.394380E-12   0.332324E-07   0.442788E-05   0.159841E-08   0.115677E-12   0.442788E-05   0.276732E-02
   322   0.449072E-09   0.158995E-10   0.187583E-10   0.159093E-08   0.158995E-10   0.176838E-11   0.396819E-12   0.120183E-12   0.187583E-10   0.396819E-12   0.331056E-07   0.442020E-05   0.159093E-08   0.120183E-12   0.442020E-05   0.277050E-02
   323   0.444617E-09   0.158327E-10   0.185834E-10   0.158365E-08   0.158327E-10   0.179363E-11   0.399195E-12   0.122471E-12   0.185834E-10   0.399195E-12   0.329796E-07   0.441250E-05   0.158365E-08   0.122471E-12   0.441250E-05   0.277362E-02
   324   0.440183E-09   0.157608E-10   0.184103E-10   0.157655E-08   0.157608E-10   0.181883E-11   0.401514E-12   0.122719E-12   0.184103E-10   0.401514E-12   0.328543E-07   0.440478E-05   0.157655E-08   0.122719E-12   0.440478E-05   0.277666E-02
   325   0.435773E-09   0.156838E-10   0.182388E-10   0.156960E-08   0.156838E-10   0.184397E-11   0.403779E-12   0.121107E-12   0.182388E-10   0.403779E-12   0.327297E-07   0.439703E-05   0.156960E-08   0.121107E-12   0.439703E-05   0.277964E-02
   326   0.431385E-09   0.156019E-10   0.180688E-10   0.156277E-08   0.156019E-10   0.186906E-11   0.405994E-12   0.117815E-12   0.180688E-10   0.405994E-12   0.326058E-07   0.438925E-05   0.156277E-08   0.117815E-12   0.438925E-05   0.278255E-02
   327   0.427023E-09   0.155149E-10   0.179005E-10   0.155605E-08   0.155149E-10   0.189406E-11   0.408165E-12   0.113022E-12   0.179005E-10   0.408165E-12   0.324826E-07   0.438145E-05   0.155605E-08   0.113022E-12   0.438145E-05   0.278540E-02
   328   0.422687E-09   0.154228E-10   0.177335E-10   0.154939E-08   0.154228E-10   0.191898E-11   0.410294E-12   0.106907E-12   0.177335E-10   0.410294E-12   0.323600E-07   0.437362E-05   0.154939E-08   0.106907E-12   0.437362E-05   0.278818E-02
   329   0.418378E-09   0.153260E-10   0.175680E-10   0.154279E-08   0.153260E-10   0.194380E-11   0.412386E-12   0.996500E-13   0.175680E-10   0.412386E-12   0.322382E-07   0.436576E-05   0.154279E-08   0.996500E-13   0.436576E-05   0.279089E-02
   330   0.414099E-09   0.152242E-10   0.174039E-10   0.153621E-08   0.152242E-10   0.196851E-11   0.414446E-12   0.914303E-13   0.174039E-10   0.414446E-12   0.321169E-07   0.435786E-05   0.153621E-08   0.914303E-13   0.435786E-05   0.279354E-02
   331   0.409848E-09   0.151174E-10   0.172410E-10   0.152962E-08   0.151174E-10   0.199311E-11   0.416477E-12   0.824274E-13   0.172410E-10   0.416477E-12   0.319963E-07   0.434994E-05   0.152962E-08   0.824274E-13   0.434994E-05   0.279613E-02
   332   0.405629E-09   0.150058E-10   0.170794E-10   0.152301E-08   0.150058E-10   0.201759E-11   0.418485E-12   0.728206E-13   0.170794E-10   0.418485E-12   0.318763E-07   0.434198E-05   0.152301E-08   0.728206E-13   0.434198E-05   0.279865E-02
   333   0.401441E-09   0.148895E-10   0.169189E-10   0.151634E-08   0.148895E-10   0.204193E-11   0.420472E-12   0.627896E-13   0.169189E-10   0.420472E-12   0.317568E-07   0.433399E-05   0.151634E-08   0.627896E-13   0.433399E-05   0.280111E-02
   334   0.397285E-09   0.147684E-10   0.167596E-10   0.150959E-08   0.147684E-10   0.206613E-11   0.422444E-12   0.525136E-13   0.167596E-10   0.422444E-12   0.316380E-07   0.432596E-05   0.150959E-08   0.525136E-13   0.432596E-05   0.280351E-02
   335   0.393165E-09   0.146425E-10   0.166013E-10   0.150273E-08   0.146425E-10   0.209016E-11   0.424405E-12   0.421722E-13   0.166013E-10   0.424405E-12   0.315197E-07   0.431790E-05   0.150273E-08   0.421722E-13   0.431790E-05   0.280584E-02
   336   0.389080E-09   0.145120E-10   0.164440E-10   0.149575E-08   0.145120E-10   0.211404E-11   0.426359E-12   0.319239E-13   0.164440E-10   0.426359E-12   0.314019E-07   0.430980E-05   0.149575E-08   0.319239E-13   0.430980E-05   0.280811E-02
   337   0.385030E-09   0.143770E-10   0.162877E-10   0.148865E-08   0.143770E-10   0.213774E-11   0.428310E-12   0.218438E-13   0.162877E-10   0.428310E-12   0.312846E-07   0.430167E-05   0.148865E-08   0.218438E-13   0.430167E-05   0.281033E-02
   338   0.381018E-09   0.142374E-10   0.161324E-10   0.148145E-08   0.142374E-10   0.216126E-11   0.430264E-12   0.119863E-13   0.161324E-10   0.430264E-12   0.311680E-07   0.429351E-05   0.148145E-08   0.119863E-13   0.429351E-05   0.281249E-02
   339   0.377044E-09   0.140934E-10   0.159781E-10   0.147416E-08   0.140934E-10   0.218459E-11   0.432225E-12   0.240554E-14   0.159781E-10   0.432225E-12   0.310518E-07   0.428531E-05   0.147416E-08   0.240554E-14   0.428531E-05   0.281459E-02
   340   0.373110E-09   0.139450E-10   0.158247E-10   0.146680E-08   0.139450E-10   0.220773E-11   0.434198E-12  -0.684420E-14   0.158247E-10   0.434198E-12   0.309362E-07   0.427710E-05   0.146680E-08  -0.684420E-14   0.427710E-05   0.281665E-02
   341   0.369217E-09   0.137922E-10   0.156723E-10   0.145937E-08   0.137922E-10   0.223065E-11   0.436189E-12  -0.157086E-13   0.156723E-10   0.436189E-12   0.308212E-07   0.426885E-05   0.145937E-08  -0.157086E-13   0.426885E-05   0.281865E-02
   342   0.365364E-09   0.136350E-10   0.155208E-10   0.145190E-08   0.136350E-10   0.225335E-11   0.438201E-12  -0.241335E-13   0.155208E-10   0.438201E-12   0.307068E-07   0.426059E-05   0.145190E-08  -0.241335E-13   0.426059E-05   0.282062E-02
   343   0.361554E-09   0.134736E-10   0.153703E-10   0.144440E-08   0.134736E-10   0.227582E-11   0.440240E-12  -0.320646E-13   0.153703E-10   0.440240E-12   0.305929E-07   0.425231E-05   0.144440E-08  -0.320646E-13   0.425231E-05   0.282254E-02
   344   0.357786E-09   0.133079E-10   0.152207E-10   0.143688E-08   0.133079E-10   0.229804E-11   0.442311E-12  -0.394476E-13   0.152207E-10   0.442311E-12   0.304796E-07   0.424401E-05   0.143688E-08  -0.394476E-13   0.424401E-05   0.282443E-02
   345   0.354060E-09   0.131381E-10   0.150720E-10   0.142936E-08   0.131381E-10   0.232001E-11   0.444417E-12  -0.462283E-13   0.150720E-10   0.444417E-12   0.303669E-07   0.423570E-05   0.142936E-08  -0.462283E-13   0.423570E-05   0.282628E-02
   346   0.350379E-09   0.129640E-10   0.149243E-10   0.142185E-08   0.129640E-10   0.234171E-11   0.446565E-12  -0.523525E-13   0.149243E-10   0.446565E-12   0.302548E-07   0.422738E-05   0.142185E-08  -0.523525E-13   0.422738E-05   0.282809E-02
   347   0.346743E-09   0.127859E-10   0.147775E-10   0.141436E-08   0.127859E-10   0.236314E-11   0.448759E-12  -0.577657E-13   0.147775E-10   0.448759E-12   0.301433E-07   0.421905E-05   0.141436E-08  -0.577657E-13   0.421905E-05   0.282988E-02
   348   0.343151E-09   0.126037E-10   0.146316E-10   0.140692E-08   0.126037E-10   0.238427E-11   0.451004E-12  -0.624139E-13   0.146316E-10   0.451004E-12   0.300324E-07   0.421072E-05   0.140692E-08  -0.624139E-13   0.421072E-05   0.283164E-02
   349   0.339607E-09   0.124178E-10   0.144867E-10   0.139953E-08   0.124178E-10   0.240512E-11   0.453304E-12  -0.662427E-13   0.144867E-10   0.453304E-12   0.299221E-07   0.420239E-05   0.139953E-08  -0.662427E-13   0.420239E-05   0.283338E-02
   350   0.336109E-09   0.122279E-10   0.143426E-10   0.139221E-08   0.122279E-10   0.242567E-11   0.455665E-12  -0.691979E-13   0.143426E-10   0.455665E-12   0.298124E-07   0.419405E-05   0.139221E-08  -0.691979E-13   0.419405E-05   0.283510E-02
   351   0.332662E-09   0.120344E-10   0.141994E-10   0.138498E-08   0.120344E-10   0.244593E-11   0.458091E-12  -0.712252E-13   0.141994E-10   0.458091E-12   0.297034E-07   0.418572E-05   0.138498E-08  -0.712252E-13   0.418572E-05   0.283680E-02
   352   0.329264E-09   0.118374E-10   0.140571E-10   0.137784E-08   0.118374E-10   0.246587E-11   0.460588E-12  -0.722704E-13   0.140571E-10   0.460588E-12   0.295949E-07   0.417740E-05   0.137784E-08  -0.722704E-13   0.417740E-05   0.283848E-02
   353   0.325917E-09   0.116367E-10   0.139157E-10   0.137081E-08   0.116367E-10   0.248550E-11   0.463150E-12  -0.723007E-13   0.139157E-10   0.463150E-12   0.294871E-07   0.416908E-05   0.137081E-08  -0.723007E-13   0.416908E-05   0.284016E-02
   354   0.322621E-09   0.114328E-10   0.137752E-10   0.136389E-08   0.114328E-10   0.250480E-11   0.465743E-12  -0.713699E-13   0.137752E-10   0.465743E-12   0.293799E-07   0.416077E-05   0.136389E-08  -0.713699E-13   0.416077E-05   0.284182E-02
   355   0.319378E-09   0.112255E-10   0.136358E-10   0.135707E-08   0.112255E-10   0.252377E-11   0.468320E-12  -0.695532E-13   0.136358E-10   0.468320E-12   0.292734E-07   0.415247E-05   0.135707E-08  -0.695532E-13   0.415247E-05   0.284347E-02
   356   0.316188E-09   0.110149E-10   0.134974E-10   0.135034E-08   0.110149E-10   0.254240E-11   0.470835E-12  -0.669258E-13   0.134974E-10   0.470835E-12   0.291674E-07   0.414418E-05   0.135034E-08  -0.669258E-13   0.414418E-05   0.284511E-02
   357   0.313050E-09   0.108011E-10   0.133602E-10   0.134370E-08   0.108011E-10   0.256068E-11   0.473245E-12  -0.635629E-13   0.133602E-10   0.473245E-12   0.290620E-07   0.413590E-05   0.134370E-08  -0.635629E-13   0.413590E-05   0.284674E-02
   358   0.309967E-09   0.105843E-10   0.132243E-10   0.133715E-08   0.105843E-10   0.257860E-11   0.475503E-12  -0.595398E-13   0.132243E-10   0.475503E-12   0.289572E-07   0.412762E-05   0.133715E-08  -0.595398E-13   0.412762E-05   0.284837E-02
   359   0.306938E-09   0.103643E-10   0.130897E-10   0.133068E-08   0.103643E-10   0.259614E-11   0.477563E-12  -0.549317E-13   0.130897E-10   0.477563E-12   0.288529E-07   0.411935E-05   0.133068E-08  -0.549317E-13   0.411935E-05   0.284998E-02
   360   0.303963E-09   0.101415E-10   0.129565E-10   0.132428E-08   0.101415E-10   0.261330E-11   0.479382E-12  -0.498138E-13   0.129565E-10   0.479382E-12   0.287492E-07   0.411109E-05   0.132428E-08  -0.498138E-13   0.411109E-05   0.285159E-02
   361   0.301043E-09   0.991556E-11   0.128247E-10   0.131794E-08   0.991556E-11   0.263007E-11   0.480912E-12  -0.442614E-13   0.128247E-10   0.480912E-12   0.286460E-07   0.410284E-05   0.131794E-08  -0.442614E-13   0.410284E-05   0.285320E-02
   362   0.298178E-09   0.968686E-11   0.126944E-10   0.131167E-08   0.968686E-11   0.264645E-11   0.482110E-12  -0.383498E-13   0.126944E-10   0.482110E-12   0.285433E-07   0.409460E-05   0.131167E-08  -0.383498E-13   0.409460E-05   0.285480E-02
   363   0.295369E-09   0.945544E-11   0.125658E-10   0.130545E-08   0.945544E-11   0.266241E-11   0.482929E-12  -0.321541E-13   0.125658E-10   0.482929E-12   0.284412E-07   0.408636E-05   0.130545E-08  -0.321541E-13   0.408636E-05   0.285639E-02
   364   0.292616E-09   0.922137E-11   0.124388E-10   0.129928E-08   0.922137E-11   0.267796E-11   0.483325E-12  -0.257495E-13   0.124388E-10   0.483325E-12   0.283395E-07   0.407813E-05   0.129928E-08  -0.257495E-13   0.407813E-05   0.285798E-02
   365   0.289920E-09   0.898477E-11   0.123136E-10   0.129315E-08   0.898477E-11   0.269309E-11   0.483252E-12  -0.192114E-13   0.123136E-10   0.483252E-12   0.282384E-07   0.406991E-05   0.129315E-08  -0.192114E-13   0.406991E-05   0.285956E-02
   366   0.287281E-09   0.874574E-11   0.121902E-10   0.128706E-08   0.874574E-11   0.270779E-11   0.482664E-12  -0.126149E-13   0.121902E-10   0.482664E-12   0.281377E-07   0.406170E-05   0.128706E-08  -0.126149E-13   0.406170E-05   0.286115E-02
   367   0.284700E-09   0.850437E-11   0.120687E-10   0.128101E-08   0.850437E-11   0.272207E-11   0.481517E-12  -0.603531E-14   0.120687E-10   0.481517E-12   0.280374E-07   0.405349E-05   0.128101E-08  -0.603531E-14   0.405349E-05   0.286273E-02
   368   0.282177E-09   0.826077E-11   0.119491E-10   0.127498E-08   0.826077E-11   0.273589E-11   0.479764E-12   0.452168E-15   0.119491E-10   0.479764E-12   0.279377E-07   0.404530E-05   0.127498E-08   0.452168E-15   0.404530E-05   0.286431E-02
   369   0.279711E-09   0.801504E-11   0.118316E-10   0.126898E-08   0.801504E-11   0.274928E-11   0.477362E-12   0.677230E-14   0.118316E-10   0.477362E-12   0.278383E-07   0.403711E-05   0.126898E-08   0.677230E-14   0.403711E-05   0.286589E-02
   370   0.277305E-09   0.776726E-11   0.117161E-10   0.126299E-08   0.776726E-11   0.276220E-11   0.474301E-12   0.128570E-13   0.117161E-10   0.474301E-12   0.277394E-07   0.402892E-05   0.126299E-08   0.128570E-13   0.402892E-05   0.286746E-02
   371   0.274956E-09   0.751756E-11   0.116025E-10   0.125701E-08   0.751756E-11   0.277468E-11   0.470726E-12   0.186671E-13   0.116025E-10   0.470726E-12   0.276409E-07   0.402075E-05   0.125701E-08   0.186671E-13   0.402075E-05   0.286904E-02
   372   0.272667E-09   0.726604E-11   0.114905E-10   0.125106E-08   0.726604E-11   0.278668E-11   0.466817E-12   0.241705E-13   0.114905E-10   0.466817E-12   0.275428E-07   0.401259E-05   0.125106E-08   0.241705E-13   0.401259E-05   0.287063E-02
   373   0.270437E-09   0.701280E-11   0.113799E-10   0.124512E-08   0.701280E-11   0.279822E-11   0.462754E-12   0.293350E-13   0.113799E-10   0.462754E-12   0.274452E-07   0.400444E-05   0.124512E-08   0.293350E-13   0.400444E-05   0.287221E-02
   374   0.268266E-09   0.675798E-11   0.112703E-10   0.123920E-08   0.675798E-11   0.280929E-11   0.458719E-12   0.341287E-13   0.112703E-10   0.458719E-12   0.273480E-07   0.399630E-05   0.123920E-08   0.341287E-13   0.399630E-05   0.287380E-02
   375   0.266155E-09   0.650165E-11   0.111616E-10   0.123331E-08   0.650165E-11   0.281988E-11   0.454892E-12   0.385194E-13   0.111616E-10   0.454892E-12   0.272512E-07   0.398818E-05   0.123331E-08   0.385194E-13   0.398818E-05   0.287540E-02
