#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   970   0.156565E-09   0.269371E-11   0.126892E-11   0.423807E-10   0.269371E-11   0.576712E-11   0.252341E-12   0.491466E-14   0.126892E-11   0.252341E-12   0.597981E-08   0.170257E-05   0.423807E-10   0.491466E-14   0.170257E-05   0.318733E-02
   971   0.155652E-09   0.250162E-11   0.125308E-11   0.429003E-10   0.250162E-11   0.578447E-11   0.252804E-12  -0.164797E-13   0.125308E-11   0.252804E-12   0.596864E-08   0.170069E-05   0.429003E-10  -0.164797E-13   0.170069E-05   0.318709E-02
   972   0.154761E-09   0.230815E-11   0.123724E-11   0.433860E-10   0.230815E-11   0.580100E-11   0.253234E-12  -0.378966E-13   0.123724E-11   0.253234E-12   0.595750E-08   0.169882E-05   0.433860E-10  -0.378966E-13   0.169882E-05   0.318685E-02
   973   0.153890E-09   0.211335E-11   0.122138E-11   0.438310E-10   0.211335E-11   0.581670E-11   0.253631E-12  -0.590662E-13   0.122138E-11   0.253631E-12   0.594638E-08   0.169695E-05   0.438310E-10  -0.590662E-13   0.169695E-05   0.318661E-02
   974   0.153042E-09   0.191731E-11   0.120551E-11   0.442284E-10   0.191731E-11   0.583159E-11   0.253996E-12  -0.797186E-13   0.120551E-11   0.253996E-12   0.593529E-08   0.169508E-05   0.442284E-10  -0.797186E-13   0.169508E-05   0.318637E-02
   975   0.152214E-09   0.172015E-11   0.118963E-11   0.445712E-10   0.172015E-11   0.584564E-11   0.254327E-12  -0.995839E-13   0.118963E-11   0.254327E-12   0.592423E-08   0.169321E-05   0.445712E-10  -0.995839E-13   0.169321E-05   0.318614E-02
   976   0.151406E-09   0.152192E-11   0.117375E-11   0.448526E-10   0.152192E-11   0.585886E-11   0.254626E-12  -0.118392E-12   0.117375E-11   0.254626E-12   0.591320E-08   0.169135E-05   0.448526E-10  -0.118392E-12   0.169135E-05   0.318590E-02
   977   0.150621E-09   0.132273E-11   0.115786E-11   0.450655E-10   0.132273E-11   0.587123E-11   0.254891E-12  -0.135874E-12   0.115786E-11   0.254891E-12   0.590220E-08   0.168950E-05   0.450655E-10  -0.135874E-12   0.168950E-05   0.318567E-02
   978   0.149857E-09   0.112265E-11   0.114197E-11   0.452031E-10   0.112265E-11   0.588277E-11   0.255122E-12  -0.151759E-12   0.114197E-11   0.255122E-12   0.589123E-08   0.168765E-05   0.452031E-10  -0.151759E-12   0.168765E-05   0.318543E-02
   979   0.149114E-09   0.921770E-12   0.112607E-11   0.452585E-10   0.921770E-12   0.589346E-11   0.255320E-12  -0.165777E-12   0.112607E-11   0.255320E-12   0.588028E-08   0.168580E-05   0.452585E-10  -0.165777E-12   0.168580E-05   0.318520E-02
   980   0.148394E-09   0.720171E-12   0.111018E-11   0.452247E-10   0.720171E-12   0.590329E-11   0.255484E-12  -0.177659E-12   0.111018E-11   0.255484E-12   0.586936E-08   0.168395E-05   0.452247E-10  -0.177659E-12   0.168395E-05   0.318496E-02
   981   0.147694E-09   0.517933E-12   0.109430E-11   0.450949E-10   0.517933E-12   0.591229E-11   0.255614E-12  -0.187134E-12   0.109430E-11   0.255614E-12   0.585847E-08   0.168211E-05   0.450949E-10  -0.187134E-12   0.168211E-05   0.318473E-02
   982   0.147015E-09   0.315139E-12   0.107842E-11   0.448644E-10   0.315139E-12   0.592042E-11   0.255710E-12  -0.194010E-12   0.107842E-11   0.255710E-12   0.584761E-08   0.168027E-05   0.448644E-10  -0.194010E-12   0.168027E-05   0.318450E-02
   983   0.146357E-09   0.111868E-12   0.106255E-11   0.445385E-10   0.111868E-12   0.592772E-11   0.255773E-12  -0.198399E-12   0.106255E-11   0.255773E-12   0.583677E-08   0.167844E-05   0.445385E-10  -0.198399E-12   0.167844E-05   0.318427E-02
   984   0.145721E-09  -0.918054E-13   0.104671E-11   0.441246E-10  -0.918054E-13   0.593415E-11   0.255806E-12  -0.200491E-12   0.104671E-11   0.255806E-12   0.582597E-08   0.167661E-05   0.441246E-10  -0.200491E-12   0.167661E-05   0.318404E-02
   985   0.145107E-09  -0.295811E-12   0.103091E-11   0.436302E-10  -0.295811E-12   0.593972E-11   0.255811E-12  -0.200475E-12   0.103091E-11   0.255811E-12   0.581519E-08   0.167478E-05   0.436302E-10  -0.200475E-12   0.167478E-05   0.318380E-02
   986   0.144513E-09  -0.500079E-12   0.101514E-11   0.430630E-10  -0.500079E-12   0.594443E-11   0.255789E-12  -0.198542E-12   0.101514E-11   0.255789E-12   0.580443E-08   0.167295E-05   0.430630E-10  -0.198542E-12   0.167295E-05   0.318357E-02
   987   0.143941E-09  -0.704542E-12   0.999427E-12   0.424304E-10  -0.704542E-12   0.594828E-11   0.255742E-12  -0.194880E-12   0.999427E-12   0.255742E-12   0.579371E-08   0.167113E-05   0.424304E-10  -0.194880E-12   0.167113E-05   0.318334E-02
   988   0.143391E-09  -0.909132E-12   0.983774E-12   0.417400E-10  -0.909132E-12   0.595126E-11   0.255672E-12  -0.189679E-12   0.983774E-12   0.255672E-12   0.578301E-08   0.166931E-05   0.417400E-10  -0.189679E-12   0.166931E-05   0.318310E-02
   989   0.142861E-09  -0.111378E-11   0.968192E-12   0.409992E-10  -0.111378E-11   0.595337E-11   0.255581E-12  -0.183128E-12   0.968192E-12   0.255581E-12   0.577234E-08   0.166750E-05   0.409992E-10  -0.183128E-12   0.166750E-05   0.318286E-02
   990   0.142353E-09  -0.131841E-11   0.952688E-12   0.402156E-10  -0.131841E-11   0.595460E-11   0.255471E-12  -0.175418E-12   0.952688E-12   0.255471E-12   0.576170E-08   0.166569E-05   0.402156E-10  -0.175418E-12   0.166569E-05   0.318263E-02
   991   0.141865E-09  -0.152296E-11   0.937273E-12   0.393967E-10  -0.152296E-11   0.595495E-11   0.255344E-12  -0.166737E-12   0.937273E-12   0.255344E-12   0.575108E-08   0.166388E-05   0.393967E-10  -0.166737E-12   0.166388E-05   0.318239E-02
   992   0.141399E-09  -0.172734E-11   0.921955E-12   0.385500E-10  -0.172734E-11   0.595443E-11   0.255202E-12  -0.157276E-12   0.921955E-12   0.255202E-12   0.574049E-08   0.166207E-05   0.385500E-10  -0.157276E-12   0.166207E-05   0.318214E-02
   993   0.140954E-09  -0.193148E-11   0.906743E-12   0.376832E-10  -0.193148E-11   0.595302E-11   0.255046E-12  -0.147224E-12   0.906743E-12   0.255046E-12   0.572993E-08   0.166027E-05   0.376832E-10  -0.147224E-12   0.166027E-05   0.318190E-02
   994   0.140530E-09  -0.213527E-11   0.891648E-12   0.368036E-10  -0.213527E-11   0.595075E-11   0.254878E-12  -0.136770E-12   0.891648E-12   0.254878E-12   0.571939E-08   0.165847E-05   0.368036E-10  -0.136770E-12   0.165847E-05   0.318165E-02
   995   0.140126E-09  -0.233866E-11   0.876677E-12   0.359188E-10  -0.233866E-11   0.594761E-11   0.254701E-12  -0.126104E-12   0.876677E-12   0.254701E-12   0.570888E-08   0.165667E-05   0.359188E-10  -0.126104E-12   0.165667E-05   0.318140E-02
   996   0.139744E-09  -0.254153E-11   0.861840E-12   0.350364E-10  -0.254153E-11   0.594361E-11   0.254517E-12  -0.115415E-12   0.861840E-12   0.254517E-12   0.569840E-08   0.165488E-05   0.350364E-10  -0.115415E-12   0.165488E-05   0.318115E-02
   997   0.139382E-09  -0.274383E-11   0.847146E-12   0.341638E-10  -0.274383E-11   0.593873E-11   0.254326E-12  -0.104893E-12   0.847146E-12   0.254326E-12   0.568794E-08   0.165309E-05   0.341638E-10  -0.104893E-12   0.165309E-05   0.318089E-02
   998   0.139041E-09  -0.294545E-11   0.832605E-12   0.333087E-10  -0.294545E-11   0.593299E-11   0.254132E-12  -0.947280E-13   0.832605E-12   0.254132E-12   0.567751E-08   0.165130E-05   0.333087E-10  -0.947280E-13   0.165130E-05   0.318063E-02
   999   0.138721E-09  -0.314630E-11   0.818224E-12   0.324778E-10  -0.314630E-11   0.592640E-11   0.253934E-12  -0.850718E-13   0.818224E-12   0.253934E-12   0.566711E-08   0.164951E-05   0.324778E-10  -0.850718E-13   0.164951E-05   0.318037E-02
  1000   0.138421E-09  -0.334628E-11   0.804002E-12   0.316756E-10  -0.334628E-11   0.591894E-11   0.253733E-12  -0.759281E-13   0.804002E-12   0.253733E-12   0.565673E-08   0.164772E-05   0.316756E-10  -0.759281E-13   0.164772E-05   0.318010E-02
  1001   0.138140E-09  -0.354530E-11   0.789940E-12   0.309058E-10  -0.354530E-11   0.591062E-11   0.253524E-12  -0.672633E-13   0.789940E-12   0.253524E-12   0.564638E-08   0.164594E-05   0.309058E-10  -0.672633E-13   0.164594E-05   0.317983E-02
  1002   0.137880E-09  -0.374324E-11   0.776035E-12   0.301722E-10  -0.374324E-11   0.590143E-11   0.253306E-12  -0.590440E-13   0.776035E-12   0.253306E-12   0.563605E-08   0.164416E-05   0.301722E-10  -0.590440E-13   0.164416E-05   0.317956E-02
  1003   0.137639E-09  -0.394001E-11   0.762286E-12   0.294786E-10  -0.394001E-11   0.589138E-11   0.253076E-12  -0.512364E-13   0.762286E-12   0.253076E-12   0.562575E-08   0.164238E-05   0.294786E-10  -0.512364E-13   0.164238E-05   0.317928E-02
  1004   0.137418E-09  -0.413551E-11   0.748691E-12   0.288288E-10  -0.413551E-11   0.588046E-11   0.252831E-12  -0.438071E-13   0.748691E-12   0.252831E-12   0.561548E-08   0.164061E-05   0.288288E-10  -0.438071E-13   0.164061E-05   0.317900E-02
  1005   0.137215E-09  -0.432964E-11   0.735250E-12   0.282265E-10  -0.432964E-11   0.586867E-11   0.252570E-12  -0.367224E-13   0.735250E-12   0.252570E-12   0.560523E-08   0.163884E-05   0.282265E-10  -0.367224E-13   0.163884E-05   0.317872E-02
  1006   0.137032E-09  -0.452234E-11   0.721961E-12   0.276754E-10  -0.452234E-11   0.585603E-11   0.252290E-12  -0.299487E-13   0.721961E-12   0.252290E-12   0.559501E-08   0.163707E-05   0.276754E-10  -0.299487E-13   0.163707E-05   0.317843E-02
  1007   0.136867E-09  -0.471357E-11   0.708823E-12   0.271794E-10  -0.471357E-11   0.584257E-11   0.251988E-12  -0.234526E-13   0.708823E-12   0.251988E-12   0.558482E-08   0.163530E-05   0.271794E-10  -0.234526E-13   0.163530E-05   0.317814E-02
  1008   0.136721E-09  -0.490329E-11   0.695833E-12   0.267422E-10  -0.490329E-11   0.582830E-11   0.251662E-12  -0.172004E-13   0.695833E-12   0.251662E-12   0.557465E-08   0.163354E-05   0.267422E-10  -0.172004E-13   0.163354E-05   0.317786E-02
  1009   0.136594E-09  -0.509143E-11   0.682992E-12   0.263676E-10  -0.509143E-11   0.581324E-11   0.251309E-12  -0.111586E-13   0.682992E-12   0.251309E-12   0.556450E-08   0.163178E-05   0.263676E-10  -0.111586E-13   0.163178E-05   0.317757E-02
  1010   0.136484E-09  -0.527795E-11   0.670297E-12   0.260593E-10  -0.527795E-11   0.579741E-11   0.250927E-12  -0.529355E-14   0.670297E-12   0.250927E-12   0.555438E-08   0.163002E-05   0.260593E-10  -0.529355E-14   0.163002E-05   0.317727E-02
  1011   0.136392E-09  -0.546280E-11   0.657747E-12   0.258212E-10  -0.546280E-11   0.578083E-11   0.250513E-12   0.428306E-15   0.657747E-12   0.250513E-12   0.554429E-08   0.162826E-05   0.258212E-10   0.428306E-15   0.162826E-05   0.317698E-02
  1012   0.136318E-09  -0.564593E-11   0.645341E-12   0.256568E-10  -0.564593E-11   0.576352E-11   0.250066E-12   0.604054E-14   0.645341E-12   0.250066E-12   0.553422E-08   0.162651E-05   0.256568E-10   0.604054E-14   0.162651E-05   0.317669E-02
  1013   0.136261E-09  -0.582729E-11   0.633077E-12   0.255702E-10  -0.582729E-11   0.574546E-11   0.249582E-12   0.115767E-13   0.633077E-12   0.249582E-12   0.552418E-08   0.162476E-05   0.255702E-10   0.115767E-13   0.162476E-05   0.317639E-02
  1014   0.136222E-09  -0.600680E-11   0.620954E-12   0.255649E-10  -0.600680E-11   0.572666E-11   0.249059E-12   0.170704E-13   0.620954E-12   0.249059E-12   0.551416E-08   0.162302E-05   0.255649E-10   0.170704E-13   0.162302E-05   0.317610E-02
  1015   0.136200E-09  -0.618438E-11   0.608971E-12   0.256449E-10  -0.618438E-11   0.570710E-11   0.248495E-12   0.225552E-13   0.608971E-12   0.248495E-12   0.550417E-08   0.162128E-05   0.256449E-10   0.225552E-13   0.162128E-05   0.317580E-02
  1016   0.136195E-09  -0.635999E-11   0.597126E-12   0.258118E-10  -0.635999E-11   0.568678E-11   0.247887E-12   0.280507E-13   0.597126E-12   0.247887E-12   0.549420E-08   0.161954E-05   0.258118E-10   0.280507E-13   0.161954E-05   0.317551E-02
  1017   0.136209E-09  -0.653357E-11   0.585418E-12   0.260597E-10  -0.653357E-11   0.566568E-11   0.247238E-12   0.335207E-13   0.585418E-12   0.247238E-12   0.548426E-08   0.161780E-05   0.260597E-10   0.335207E-13   0.161780E-05   0.317521E-02
  1018   0.136238E-09  -0.670504E-11   0.573844E-12   0.263806E-10  -0.670504E-11   0.564380E-11   0.246548E-12   0.389148E-13   0.573844E-12   0.246548E-12   0.547434E-08   0.161607E-05   0.263806E-10   0.389148E-13   0.161607E-05   0.317492E-02
  1019   0.136285E-09  -0.687436E-11   0.562403E-12   0.267667E-10  -0.687436E-11   0.562115E-11   0.245819E-12   0.441828E-13   0.562403E-12   0.245819E-12   0.546445E-08   0.161434E-05   0.267667E-10   0.441828E-13   0.161434E-05   0.317462E-02
  1020   0.136348E-09  -0.704143E-11   0.551093E-12   0.272099E-10  -0.704143E-11   0.559771E-11   0.245052E-12   0.492745E-13   0.551093E-12   0.245052E-12   0.545459E-08   0.161262E-05   0.272099E-10   0.492745E-13   0.161262E-05   0.317433E-02
  1021   0.136427E-09  -0.720616E-11   0.539913E-12   0.277023E-10  -0.720616E-11   0.557354E-11   0.244250E-12   0.541396E-13   0.539913E-12   0.244250E-12   0.544474E-08   0.161090E-05   0.277023E-10   0.541396E-13   0.161090E-05   0.317404E-02
  1022   0.136522E-09  -0.736846E-11   0.528860E-12   0.282360E-10  -0.736846E-11   0.554865E-11   0.243414E-12   0.587279E-13   0.528860E-12   0.243414E-12   0.543492E-08   0.160918E-05   0.282360E-10   0.587279E-13   0.160918E-05   0.317374E-02
  1023   0.136632E-09  -0.752823E-11   0.517932E-12   0.288030E-10  -0.752823E-11   0.552305E-11   0.242546E-12   0.629891E-13   0.517932E-12   0.242546E-12   0.542513E-08   0.160746E-05   0.288030E-10   0.629891E-13   0.160746E-05   0.317345E-02
  1024   0.136757E-09  -0.768540E-11   0.507128E-12   0.293954E-10  -0.768540E-11   0.549677E-11   0.241647E-12   0.668729E-13   0.507128E-12   0.241647E-12   0.541536E-08   0.160575E-05   0.293954E-10   0.668729E-13   0.160575E-05   0.317316E-02
  1025   0.136895E-09  -0.783986E-11   0.496447E-12   0.300052E-10  -0.783986E-11   0.546985E-11   0.240718E-12   0.703292E-13   0.496447E-12   0.240718E-12   0.540562E-08   0.160404E-05   0.300052E-10   0.703292E-13   0.160404E-05   0.317287E-02
  1026   0.137048E-09  -0.799153E-11   0.485885E-12   0.306245E-10  -0.799153E-11   0.544228E-11   0.239763E-12   0.733077E-13   0.485885E-12   0.239763E-12   0.539590E-08   0.160234E-05   0.306245E-10   0.733077E-13   0.160234E-05   0.317258E-02
  1027   0.137214E-09  -0.814043E-11   0.475442E-12   0.312453E-10  -0.814043E-11   0.541409E-11   0.238781E-12   0.757581E-13   0.475442E-12   0.238781E-12   0.538620E-08   0.160064E-05   0.312453E-10   0.757581E-13   0.160064E-05   0.317230E-02
  1028   0.137393E-09  -0.828655E-11   0.465116E-12   0.318598E-10  -0.828655E-11   0.538528E-11   0.237775E-12   0.776301E-13   0.465116E-12   0.237775E-12   0.537653E-08   0.159894E-05   0.318598E-10   0.776301E-13   0.159894E-05   0.317201E-02
  1029   0.137587E-09  -0.842991E-11   0.454904E-12   0.324598E-10  -0.842991E-11   0.535586E-11   0.236746E-12   0.788736E-13   0.454904E-12   0.236746E-12   0.536688E-08   0.159725E-05   0.324598E-10   0.788736E-13   0.159725E-05   0.317173E-02
  1030   0.137793E-09  -0.857052E-11   0.444805E-12   0.330376E-10  -0.857052E-11   0.532584E-11   0.235697E-12   0.794382E-13   0.444805E-12   0.235697E-12   0.535726E-08   0.159556E-05   0.330376E-10   0.794382E-13   0.159556E-05   0.317145E-02
  1031   0.138013E-09  -0.870840E-11   0.434818E-12   0.335852E-10  -0.870840E-11   0.529523E-11   0.234628E-12   0.792738E-13   0.434818E-12   0.234628E-12   0.534766E-08   0.159387E-05   0.335852E-10   0.792738E-13   0.159387E-05   0.317117E-02
  1032   0.138244E-09  -0.884355E-11   0.424940E-12   0.340945E-10  -0.884355E-11   0.526403E-11   0.233541E-12   0.783300E-13   0.424940E-12   0.233541E-12   0.533809E-08   0.159219E-05   0.340945E-10   0.783300E-13   0.159219E-05   0.317089E-02
  1033   0.138490E-09  -0.897598E-11   0.415170E-12   0.345598E-10  -0.897598E-11   0.523226E-11   0.232438E-12   0.765737E-13   0.415170E-12   0.232438E-12   0.532854E-08   0.159051E-05   0.345598E-10   0.765737E-13   0.159051E-05   0.317061E-02
  1034   0.138748E-09  -0.910561E-11   0.405508E-12   0.349830E-10  -0.910561E-11   0.519993E-11   0.231320E-12   0.740402E-13   0.405508E-12   0.231320E-12   0.531901E-08   0.158883E-05   0.349830E-10   0.740402E-13   0.158883E-05   0.317034E-02
  1035   0.139019E-09  -0.923235E-11   0.395954E-12   0.353682E-10  -0.923235E-11   0.516706E-11   0.230186E-12   0.707816E-13   0.395954E-12   0.230186E-12   0.530951E-08   0.158716E-05   0.353682E-10   0.707816E-13   0.158716E-05   0.317006E-02
  1036   0.139301E-09  -0.935613E-11   0.386510E-12   0.357197E-10  -0.935613E-11   0.513367E-11   0.229037E-12   0.668505E-13   0.386510E-12   0.229037E-12   0.530003E-08   0.158549E-05   0.357197E-10   0.668505E-13   0.158549E-05   0.316979E-02
  1037   0.139592E-09  -0.947684E-11   0.377176E-12   0.360415E-10  -0.947684E-11   0.509977E-11   0.227873E-12   0.622990E-13   0.377176E-12   0.227873E-12   0.529057E-08   0.158382E-05   0.360415E-10   0.622990E-13   0.158382E-05   0.316952E-02
  1038   0.139896E-09  -0.959440E-11   0.367952E-12   0.363376E-10  -0.959440E-11   0.506538E-11   0.226694E-12   0.571794E-13   0.367952E-12   0.226694E-12   0.528114E-08   0.158216E-05   0.363376E-10   0.571794E-13   0.158216E-05   0.316925E-02
  1039   0.140210E-09  -0.970875E-11   0.358840E-12   0.366123E-10  -0.970875E-11   0.503053E-11   0.225502E-12   0.515441E-13   0.358840E-12   0.225502E-12   0.527173E-08   0.158050E-05   0.366123E-10   0.515441E-13   0.158050E-05   0.316898E-02
  1040   0.140532E-09  -0.981978E-11   0.349838E-12   0.368696E-10  -0.981978E-11   0.499522E-11   0.224296E-12   0.454454E-13   0.349838E-12   0.224296E-12   0.526234E-08   0.157884E-05   0.368696E-10   0.454454E-13   0.157884E-05   0.316871E-02
  1041   0.140865E-09  -0.992748E-11   0.340949E-12   0.371136E-10  -0.992748E-11   0.495947E-11   0.223076E-12   0.389356E-13   0.340949E-12   0.223076E-12   0.525298E-08   0.157719E-05   0.371136E-10   0.389356E-13   0.157719E-05   0.316844E-02
  1042   0.141206E-09  -0.100318E-10   0.332173E-12   0.373484E-10  -0.100318E-10   0.492326E-11   0.221843E-12   0.320670E-13   0.332173E-12   0.221843E-12   0.524364E-08   0.157554E-05   0.373484E-10   0.320670E-13   0.157554E-05   0.316816E-02
  1043   0.141556E-09  -0.101328E-10   0.323510E-12   0.375782E-10  -0.101328E-10   0.488662E-11   0.220598E-12   0.248919E-13   0.323510E-12   0.220598E-12   0.523432E-08   0.157389E-05   0.375782E-10   0.248919E-13   0.157389E-05   0.316789E-02
  1044   0.141915E-09  -0.102305E-10   0.314960E-12   0.378070E-10  -0.102305E-10   0.484955E-11   0.219340E-12   0.174626E-13   0.314960E-12   0.219340E-12   0.522503E-08   0.157225E-05   0.378070E-10   0.174626E-13   0.157225E-05   0.316761E-02
  1045   0.142283E-09  -0.103248E-10   0.306525E-12   0.380389E-10  -0.103248E-10   0.481203E-11   0.218070E-12   0.983145E-14   0.306525E-12   0.218070E-12   0.521576E-08   0.157060E-05   0.380389E-10   0.983145E-14   0.157060E-05   0.316733E-02
  1046   0.142658E-09  -0.104158E-10   0.298205E-12   0.382781E-10  -0.104158E-10   0.477409E-11   0.216788E-12   0.205074E-14   0.298205E-12   0.216788E-12   0.520652E-08   0.156896E-05   0.382781E-10   0.205074E-14   0.156896E-05   0.316705E-02
  1047   0.143042E-09  -0.105034E-10   0.290001E-12   0.385287E-10  -0.105034E-10   0.473571E-11   0.215495E-12  -0.582723E-14   0.290001E-12   0.215495E-12   0.519729E-08   0.156732E-05   0.385287E-10  -0.582723E-14   0.156732E-05   0.316676E-02
  1048   0.143433E-09  -0.105875E-10   0.281912E-12   0.387947E-10  -0.105875E-10   0.469694E-11   0.214190E-12  -0.137501E-13   0.281912E-12   0.214190E-12   0.518809E-08   0.156569E-05   0.387947E-10  -0.137501E-13   0.156569E-05   0.316647E-02
  1049   0.143831E-09  -0.106682E-10   0.273940E-12   0.390803E-10  -0.106682E-10   0.465779E-11   0.212875E-12  -0.216657E-13   0.273940E-12   0.212875E-12   0.517892E-08   0.156405E-05   0.390803E-10  -0.216657E-13   0.156405E-05   0.316618E-02
  1050   0.144236E-09  -0.107456E-10   0.266085E-12   0.393874E-10  -0.107456E-10   0.461830E-11   0.211550E-12  -0.295198E-13   0.266085E-12   0.211550E-12   0.516976E-08   0.156242E-05   0.393874E-10  -0.295198E-13   0.156242E-05   0.316588E-02
  1051   0.144647E-09  -0.108195E-10   0.258343E-12   0.397095E-10  -0.108195E-10   0.457849E-11   0.210213E-12  -0.372514E-13   0.258343E-12   0.210213E-12   0.516063E-08   0.156079E-05   0.397095E-10  -0.372514E-13   0.156079E-05   0.316558E-02
  1052   0.145065E-09  -0.108900E-10   0.250709E-12   0.400379E-10  -0.108900E-10   0.453838E-11   0.208866E-12  -0.447976E-13   0.250709E-12   0.208866E-12   0.515152E-08   0.155916E-05   0.400379E-10  -0.447976E-13   0.155916E-05   0.316527E-02
  1053   0.145488E-09  -0.109569E-10   0.243181E-12   0.403638E-10  -0.109569E-10   0.449801E-11   0.207507E-12  -0.520956E-13   0.243181E-12   0.207507E-12   0.514243E-08   0.155753E-05   0.403638E-10  -0.520956E-13   0.155753E-05   0.316496E-02
  1054   0.145917E-09  -0.110203E-10   0.235753E-12   0.406784E-10  -0.110203E-10   0.445740E-11   0.206138E-12  -0.590826E-13   0.235753E-12   0.206138E-12   0.513337E-08   0.155591E-05   0.406784E-10  -0.590826E-13   0.155591E-05   0.316465E-02
  1055   0.146349E-09  -0.110804E-10   0.228422E-12   0.409732E-10  -0.110804E-10   0.441657E-11   0.204756E-12  -0.656957E-13   0.228422E-12   0.204756E-12   0.512433E-08   0.155429E-05   0.409732E-10  -0.656957E-13   0.155429E-05   0.316434E-02
  1056   0.146787E-09  -0.111369E-10   0.221183E-12   0.412394E-10  -0.111369E-10   0.437552E-11   0.203363E-12  -0.718721E-13   0.221183E-12   0.203363E-12   0.511531E-08   0.155267E-05   0.412394E-10  -0.718721E-13   0.155267E-05   0.316402E-02
  1057   0.147229E-09  -0.111898E-10   0.214032E-12   0.414682E-10  -0.111898E-10   0.433428E-11   0.201958E-12  -0.775490E-13   0.214032E-12   0.201958E-12   0.510631E-08   0.155105E-05   0.414682E-10  -0.775490E-13   0.155105E-05   0.316370E-02
  1058   0.147675E-09  -0.112393E-10   0.206966E-12   0.416510E-10  -0.112393E-10   0.429284E-11   0.200541E-12  -0.826634E-13   0.206966E-12   0.200541E-12   0.509733E-08   0.154943E-05   0.416510E-10  -0.826634E-13   0.154943E-05   0.316338E-02
  1059   0.148123E-09  -0.112852E-10   0.199979E-12   0.417789E-10  -0.112852E-10   0.425123E-11   0.199112E-12  -0.871525E-13   0.199979E-12   0.199112E-12   0.508838E-08   0.154782E-05   0.417789E-10  -0.871525E-13   0.154782E-05   0.316306E-02
  1060   0.148576E-09  -0.113275E-10   0.193068E-12   0.418434E-10  -0.113275E-10   0.420947E-11   0.197670E-12  -0.909536E-13   0.193068E-12   0.197670E-12   0.507945E-08   0.154621E-05   0.418434E-10  -0.909536E-13   0.154621E-05   0.316274E-02
  1061   0.149031E-09  -0.113664E-10   0.186229E-12   0.418357E-10  -0.113664E-10   0.416755E-11   0.196215E-12  -0.940038E-13   0.186229E-12   0.196215E-12   0.507054E-08   0.154461E-05   0.418357E-10  -0.940038E-13   0.154461E-05   0.316241E-02
  1062   0.149490E-09  -0.114016E-10   0.179458E-12   0.417471E-10  -0.114016E-10   0.412551E-11   0.194747E-12  -0.962401E-13   0.179458E-12   0.194747E-12   0.506166E-08   0.154300E-05   0.417471E-10  -0.962401E-13   0.154300E-05   0.316209E-02
  1063   0.149950E-09  -0.114334E-10   0.172750E-12   0.415688E-10  -0.114334E-10   0.408334E-11   0.193266E-12  -0.975999E-13   0.172750E-12   0.193266E-12   0.505279E-08   0.154140E-05   0.415688E-10  -0.975999E-13   0.154140E-05   0.316177E-02
  1064   0.150413E-09  -0.114616E-10   0.166101E-12   0.412922E-10  -0.114616E-10   0.404108E-11   0.191771E-12  -0.980202E-13   0.166101E-12   0.191771E-12   0.504395E-08   0.153981E-05   0.412922E-10  -0.980202E-13   0.153981E-05   0.316145E-02
  1065   0.150876E-09  -0.114862E-10   0.159508E-12   0.409085E-10  -0.114862E-10   0.399873E-11   0.190263E-12  -0.974382E-13   0.159508E-12   0.190263E-12   0.503513E-08   0.153821E-05   0.409085E-10  -0.974382E-13   0.153821E-05   0.316113E-02
  1066   0.151341E-09  -0.115074E-10   0.152965E-12   0.404090E-10  -0.115074E-10   0.395629E-11   0.188740E-12  -0.957911E-13   0.152965E-12   0.188740E-12   0.502633E-08   0.153662E-05   0.404090E-10  -0.957911E-13   0.153662E-05   0.316081E-02
  1067   0.151806E-09  -0.115249E-10   0.146471E-12   0.397887E-10  -0.115249E-10   0.391381E-11   0.187204E-12  -0.930437E-13   0.146471E-12   0.187204E-12   0.501756E-08   0.153503E-05   0.397887E-10  -0.930437E-13   0.153503E-05   0.316049E-02
  1068   0.152273E-09  -0.115390E-10   0.140032E-12   0.390577E-10  -0.115390E-10   0.387128E-11   0.185654E-12  -0.892718E-13   0.140032E-12   0.185654E-12   0.500880E-08   0.153345E-05   0.390577E-10  -0.892718E-13   0.153345E-05   0.316018E-02
  1069   0.152739E-09  -0.115496E-10   0.133655E-12   0.382297E-10  -0.115496E-10   0.382873E-11   0.184090E-12  -0.845791E-13   0.133655E-12   0.184090E-12   0.500007E-08   0.153187E-05   0.382297E-10  -0.845791E-13   0.153187E-05   0.315986E-02
  1070   0.153206E-09  -0.115566E-10   0.127348E-12   0.373185E-10  -0.115566E-10   0.378616E-11   0.182511E-12  -0.790689E-13   0.127348E-12   0.182511E-12   0.499135E-08   0.153029E-05   0.373185E-10  -0.790689E-13   0.153029E-05   0.315955E-02
  1071   0.153671E-09  -0.115602E-10   0.121119E-12   0.363377E-10  -0.115602E-10   0.374361E-11   0.180920E-12  -0.728449E-13   0.121119E-12   0.180920E-12   0.498266E-08   0.152872E-05   0.363377E-10  -0.728449E-13   0.152872E-05   0.315924E-02
  1072   0.154137E-09  -0.115604E-10   0.114976E-12   0.353013E-10  -0.115604E-10   0.370108E-11   0.179314E-12  -0.660105E-13   0.114976E-12   0.179314E-12   0.497399E-08   0.152714E-05   0.353013E-10  -0.660105E-13   0.152714E-05   0.315893E-02
