# Cls sims
1.092543169837231422e-10 9.134263066137681215e-09 -5.853119837207369450e-09 -3.014396875198018859e-09 2.375171423243169107e-09 4.473894546925671117e-09 6.681242298398520315e-10 -3.684650825291667134e-09 -3.020250909267420217e-09 -1.901273761527236170e-09 -2.498849352348895681e-09
-1.121876954173578696e-08 -2.273568527989762498e-08 1.868324201914901313e-09 9.115115190180295317e-09 1.815696510970209663e-09 1.381232720323117587e-08 4.358213909451021148e-09 -3.375088552505302319e-09 -1.376964972855384856e-09 1.423423431954730078e-08 -2.246240525827712543e-09
-9.745760354309623159e-09 -6.779910292442368900e-09 1.384939249628706567e-08 -5.778161240246805851e-09 -4.641193844537552107e-09 2.295293077263544580e-10 8.697267470918977595e-09 -9.296475987102587174e-09 -7.219243256790369265e-09 -5.530974138693055682e-10 -2.758379141280257664e-09
1.219879680122035312e-08 1.379520233961854542e-08 1.854891197431362787e-08 -5.391617492333522236e-09 1.558996556707699890e-08 -2.563536233293814565e-09 -6.071192292380216004e-09 2.645856868056487572e-10 3.683863633197786750e-10 -4.138120489881600766e-10 -7.112247471945001289e-09
1.092581926284555490e-08 -8.649794845243472902e-10 -5.680822319106197257e-09 5.898958863861737725e-09 1.594089512924046565e-09 -1.851427176706690133e-09 -4.949624290908769570e-09 -6.186741473669780390e-09 -3.433669982709048050e-09 2.587185488598206801e-09 1.452017341623757669e-10
-3.833434762130608574e-09 -1.644425358364582500e-08 1.056957768368918688e-08 -5.639030066572129852e-09 1.155234306721817388e-08 3.076508066073445642e-09 -3.100163062993883610e-10 -7.341997138043316418e-09 9.258107714018572794e-09 4.549066135864621843e-09 -3.558019006407682418e-09
2.521053825069384814e-08 6.501004187790472826e-09 -2.123692454711832620e-09 1.765721835702175408e-08 -7.843241637582553661e-10 -3.107550703783616665e-09 9.240151100625904950e-09 -4.577342369130092040e-09 -4.036809976305550983e-09 -1.227282306740938659e-08 1.832442527509947955e-09
1.376312075136258005e-08 -9.344800366385288577e-09 -2.058757647815926484e-09 3.211257362929459890e-10 7.198359030188581430e-09 -1.504846410577541559e-08 1.691606946796326565e-09 8.799470019082683686e-10 6.296296844165240934e-09 5.068296360325170779e-09 2.676805149223057879e-10
4.678819710969328634e-09 -9.222884625887178636e-09 9.799975982029013023e-10 3.007351142662592310e-09 9.249925550272473660e-11 1.230546264940784729e-08 -4.096645725745445444e-09 -5.873242461008625239e-09 1.187033543815050700e-09 2.431481260248178784e-09 2.172341426004222499e-09
-8.175447850661016641e-09 1.849989741988287233e-09 -2.811745219984688205e-10 -5.324016467681814108e-09 -4.500653651127730576e-09 1.864900959313656169e-09 1.005745557448572813e-09 2.246450645248993474e-09 3.748576413426167030e-09 -9.705134872590131159e-09 3.569993053588111940e-09
